response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,KAVASST,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,support,Approve,Don't know,Don't know,No,Favorable,Don't know,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Oakland,50 to 85 percent,Cell,0.8889,0.5918,0.6977,0.6512,0.7326
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ingham,50 to 85 percent,Cell,1,0.835,0.8863,0.5925,0.9028
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Ingham,Less than 50 percent,Cell,1,0.0855,0.4251,1.7556,0.7082
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Do not believe,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9324,0.9497,0.5231,0.954
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.9543,1.314,0.8179,1.3171
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,[DO NOT READ] Don't know/Refused,Support,oppose,Approve,Reps. keep House,Favorable,No,Favorable,Don't know,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown,Ingham,85 percent or higher,Landline,0.6667,0.9364,0.4362,0.1852,0.4209
Rep,[DO NOT READ] Refused,High school,White,Male,White,Support,support,Approve,Reps. keep House,Favorable,Yes,Favorable,Don't know,Oppose,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,50 to 85 percent,Cell,1,0.8352,1.7171,1.33,1.7489
Und,35 to 49,Bachelors' degree,Asian,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Don't know,Support,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Ingham,50 to 85 percent,Landline,1,0.5988,1.1067,0.8108,1.19
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,oppose,Don't know,Don't know,Unfavorable,No,Favorable,Don't know,Support,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Livingston,50 to 85 percent,Landline,0.7778,0.7137,1.0712,0.8342,1.0226
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9982,0.475,0.2849,0.4757
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Ingham,85 percent or higher,Landline,1,0.996,0.6636,0.3683,0.6648
Und,18 to 34,Some college or trade school,White,Male,White,Support,oppose,Approve,Don't know,Unfavorable,No,Don't know,Do not believe,Oppose,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Ingham,Less than 50 percent,Cell,0.8889,0.1749,0.8971,3.3696,0.7853
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,Support,support,Approve,Don't know,Unfavorable,Don't know,Favorable,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Livingston,50 to 85 percent,Cell,1,0.7668,1.2115,0.9805,1.2498
Rep,65 and older,Some college or trade school,White,Male,White,Don't know,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9244,0.9158,0.5503,0.9208
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Support,support,Approve,Dems. take House,Don't know,No,Don't know,Don't know,Oppose,18 to 29,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,Unknown,Ingham,Less than 50 percent,Cell,0.2222,0.2788,0.8867,1.594,0.7098
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,Don't know,Approve,Reps. keep House,Unfavorable,No,Don't know,Don't know,Support,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Cell,0.7778,0.8882,1.2011,0.9088,1.1611
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Oppose,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Oakland,85 percent or higher,Cell,1,0.9939,0.8222,0.5072,0.8214
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,oppose,Disapp.,Reps. keep House,Don't know,Yes,Favorable,Don't know,Support,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.9964,0.6816,0.4378,0.6817
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.9878,1.0134,0.6367,1.0144
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,Support,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Cell,1,0.9868,0.8202,0.3095,0.821
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Support,Don't know,Don't know,Don't know,Don't know,No,Don't know,Don't know,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9944,0.5506,0.2843,0.5514
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Don't know,Don't know,Unfavorable,Yes,Don't know,Don't know,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ingham,50 to 85 percent,Cell,1,0.5427,0.8234,0.7369,0.8499
Rep,65 and older,Bachelors' degree,Unknown,Male,[DO NOT READ] Don't know/Refused,Support,support,Disapp.,Reps. keep House,Don't know,No,Favorable,Don't know,Support,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Unknown,Ingham,Less than 50 percent,Cell,0.7778,0.2814,0.6583,0.8441,0.7432
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Favorable,No,Don't know,Don't know,Support,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Oakland,50 to 85 percent,Cell,1,0.7401,1.4199,1.7088,1.4729
Dem,35 to 49,Some college or trade school,White,Female,Black,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Oakland,50 to 85 percent,Cell,1,0.7953,1.4793,1.5993,1.5175
Dem,35 to 49,Some college or trade school,Hispanic,Female,White,Don't know,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Believe,Don't know,45 to 64,Some College Educ.,Other,Female,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,Non-White,Ingham,Less than 50 percent,Cell,0.7778,0.374,0.9113,1.767,0.7267
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Non-White,Oakland,85 percent or higher,Cell,1,0.9371,1.3634,0.7052,1.3689
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Oakland,50 to 85 percent,Cell,1,0.8112,0.6697,0.4725,0.6662
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ingham,50 to 85 percent,Cell,1,0.5757,0.6947,0.5413,0.7524
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Asian,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Favorable,Don't know,Support,30 to 44,Postgraduate Degree,Other,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Oakland,Less than 50 percent,Cell,1,0.4428,0.7302,1.0291,0.6628
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Cell,1,0.9265,0.6655,0.3673,0.6689
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Believe,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Ingham,85 percent or higher,Cell,1,0.9646,0.8916,0.4403,0.893
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Favorable,No,Favorable,Believe,Oppose,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Cell,0.8889,0.9383,1.2715,1.0406,1.2687
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.9786,0.9029,0.4981,0.9037
Und,50 to 64,Bachelors' degree,Unknown,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Oakland,85 percent or higher,Cell,0.7778,0.9902,1.0027,0.4146,0.9957
Rep,50 to 64,Some college or trade school,White,Male,White,Support,Don't know,Approve,Reps. keep House,Don't know,Yes,Favorable,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.9764,0.7909,0.4535,0.7917
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,oppose,Approve,Reps. keep House,Don't know,No,Don't know,Don't know,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9873,0.5114,0.3219,0.5119
Und,[DO NOT READ] Refused,Some college or trade school,Black,Male,[DO NOT READ] Don't know/Refused,Oppose,support,Approve,Don't know,Don't know,No,Don't know,Don't know,Support,65 and older,Some College Educ.,Other,Male,Not at all likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Non-White,Ingham,50 to 85 percent,Cell,0,0.5505,1.2107,0.8528,0.3927
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.9816,0.7618,0.387,0.7625
Dem,35 to 49,Some college or trade school,White,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,30 to 44,Some College Educ.,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,Livingston,85 percent or higher,Cell,1,0.9173,1.1695,1.0593,1.1768
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Livingston,85 percent or higher,Cell,1,0.9731,0.8727,0.407,0.8737
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Do not believe,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9952,1.0144,0.547,1.0161
Dem,50 to 64,Grade school,Unknown,Male,White,Support,Don't know,Approve,Don't know,Favorable,Yes,Don't know,Don't know,Support,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,Ingham,Less than 50 percent,Cell,1,0.4426,1.2506,1.7869,1.4243
Rep,35 to 49,Graduate or Professional Degree,White,Male,Other,Oppose,oppose,Don't know,Dems. take House,Favorable,No,Favorable,Do not believe,Oppose,45 to 64,Postgraduate Degree,Other,Male,Very likely,or as a member of another political party,Nonwhite,Nonwhite,35 to 49,White,Ingham,Less than 50 percent,Cell,1,0.1203,0.4251,1.7556,0.5615
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Cell,0.8889,0.9892,0.7504,0.4576,0.7466
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9866,0.5119,0.2788,0.5102
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Do not believe,Oppose,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown,Ingham,50 to 85 percent,Cell,1,0.7524,1.0211,0.6225,1.0564
Und,18 to 34,Some college or trade school,White,Male,White,Oppose,Don't know,Disapp.,Don't know,Don't know,No,Don't know,Don't know,Support,30 to 44,Some College Educ.,Democratic,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,18 to 34,White,Oakland,85 percent or higher,Cell,1,0.8946,1.7047,1.4002,1.7204
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,support,Disapp.,Reps. keep House,Don't know,No,Favorable,Don't know,Support,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.9941,0.5235,0.2569,0.5243
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Don't know,Support,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Oakland,50 to 85 percent,Cell,0.8889,0.6164,1.3249,1.2387,1.3831
Rep,50 to 64,High school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Oppose,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Oakland,85 percent or higher,Cell,1,0.9881,2.2077,1.3754,2.2099
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,Don't know,Approve,Reps. keep House,Don't know,Yes,Favorable,Don't know,Oppose,30 to 44,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Cell,1,0.9862,1.2022,0.7084,1.2033
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Ingham,50 to 85 percent,Cell,1,0.6493,0.6793,0.499,0.7201
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Oakland,50 to 85 percent,Landline,1,0.8184,0.7211,0.3765,0.7366
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9302,0.5511,0.3658,0.5537
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Unfavorable,Don't know,Favorable,Do not believe,Oppose,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Ingham,85 percent or higher,Cell,0.4444,0.8573,0.9709,0.6484,0.9172
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.8923,0.9158,0.7926,0.9077
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Believe,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.959,0.6809,0.5255,0.6823
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Unfavorable,Don't know,Oppose,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Livingston,50 to 85 percent,Cell,1,0.7672,0.9985,0.6576,1.03
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Don't know,Unfavorable,Believe,Oppose,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9942,0.6387,0.3403,0.6397
Dem,18 to 34,High school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Believe,Support,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Livingston,Less than 50 percent,Landline,0.8889,0.4046,2.0483,4.6234,2.2851
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9182,0.7077,0.3344,0.712
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Do not believe,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.9318,0.6331,0.3785,0.636
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Do not believe,Support,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown,Livingston,Less than 50 percent,Landline,0.8889,0.4747,0.9155,1.2022,0.9944
Und,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Yes,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Oakland,50 to 85 percent,Cell,0,0.782,1.1168,0.8789,0.5098
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ingham,50 to 85 percent,Cell,1,0.6575,0.5764,0.4903,0.6097
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Livingston,85 percent or higher,Landline,0.5556,0.9615,0.506,0.2158,0.4963
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,Oppose,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.8724,0.823,0.5001,0.8333
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,Oppose,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Oakland,50 to 85 percent,Cell,1,0.5566,1.1039,0.9312,1.203
Rep,[DO NOT READ] Refused,High school,Asian,Female,Asian,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Support,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,Nonwhite,Nonwhite,65 and older,Non-White,Ingham,85 percent or higher,Landline,1,0.9919,2.1623,1.1488,2.1585
Rep,18 to 34,Some college or trade school,Black,Female,Black,Support,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Favorable,Believe,Oppose,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Ingham,50 to 85 percent,Landline,0.6667,0.5406,1.3992,1.2945,1.0842
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Do not believe,Oppose,45 to 64,Some College Educ.,Other,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Unknown,Livingston,Less than 50 percent,Cell,0.6667,0.4657,0.735,1.1816,0.3921
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.9817,0.5933,0.2787,0.5939
Rep,50 to 64,Grade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,Support,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Livingston,Less than 50 percent,Landline,1,0.4921,1.4664,2.9466,1.6356
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Do not believe,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9236,0.5119,0.2978,0.5147
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,oppose,Disapp.,Reps. keep House,Don't know,No,Favorable,Don't know,Oppose,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,0.8889,0.9153,0.7094,0.5538,0.7087
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,Support,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.9139,0.707,0.3882,0.7117
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Believe,Support,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.9973,1.2644,0.7757,1.2654
Rep,18 to 34,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,Oppose,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Oakland,Less than 50 percent,Cell,1,0.4187,1.2859,2.4956,1.4809
Und,65 and older,Grade school,Hispanic,Female,Hispanic,Don't know,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,65 and older,Non-White,Oakland,50 to 85 percent,Cell,0.8889,0.5015,3.4157,4.4025,3.6775
