response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,CLIMATE,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,35 to 49,Some college or trade school,Other,Female,Black,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Unknown/Non-White,Des Moines,85 percent or higher,Cell,0.8889,0.91,1.2482,1.1664,1.2725
Dem,65 and older,Grade school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,50 to 85 percent,Cell,1,0.8174,1.3086,1.1062,1.3892
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,35 to 49,Unknown/Non-White,Polk,50 to 85 percent,Cell,1,0.8009,1.455,1.2936,1.5492
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,1,0.8768,1.0594,0.5223,1.1138
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Polk,50 to 85 percent,Cell,1,0.7239,0.989,0.8141,1.0304
Rep,50 to 64,Graduate or Professional Degree,White,Male,Other,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,50 to 64,White,Polk,85 percent or higher,Cell,1,0.9895,0.6751,0.3267,0.6997
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Landline,1,0.9955,0.6001,0.3125,0.6247
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,>60% Trump,50 to 85 percent,Cell,0.6667,0.7291,1.194,1.1253,1.0273
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Not or not very,support,Dems. take House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,50 to 85 percent,Cell,0.8889,0.8221,1.1091,0.6291,1.1269
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Some College Educ.,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Des Moines,50 to 85 percent,Cell,0.6667,0.6886,1.1865,1.2641,1.0049
Rep,18 to 34,Some college or trade school,Unknown,Female,Asian,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Favorable,disagree,18 to 29,Some College Educ.,Other,Female,Not very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Unknown/Non-White,Polk,Less than 50 percent,Cell,0.3333,0.4071,1.1477,2.0875,0.5638
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,Don't know,Don't know,Very or somewhat,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Polk,85 percent or higher,Cell,0.4444,0.8723,1.0594,0.525,0.8458
Rep,50 to 64,Some college or trade school,White,Female,Hispanic,support,Approve,Support,Very or somewhat,support,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,Des Moines,85 percent or higher,Cell,1,0.9852,0.9793,0.6248,1.0185
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.7367,0.8392,0.6089,0.8731
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Favorable,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.8302,1.1656,0.7941,1.2346
Dem,35 to 49,Bachelors' degree,Unknown,Male,Other,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Unfavorable,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,Unknown/Non-White,Polk,85 percent or higher,Cell,1,0.9393,1.3793,0.8894,1.4386
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Polk,Less than 50 percent,Cell,1,0.2999,1.284,2.2674,1.6493
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.8381,1.2586,1.097,1.2988
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown/Non-White,<60% Trump,50 to 85 percent,Cell,1,0.7485,1.2823,1.1542,1.3797
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Not or not very,Don't know,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,<60% Trump,85 percent or higher,Cell,1,0.9374,1.0611,0.8073,1.1069
Und,50 to 64,Bachelors' degree,White,Male,White,Don't know,Approve,Support,Very or somewhat,Don't know,Reps. keep House,Favorable,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,50 to 64,White,<60% Trump,85 percent or higher,Cell,1,0.9937,0.9827,0.5461,1.0226
Rep,35 to 49,Some college or trade school,White,Female,Other,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Des Moines,85 percent or higher,Cell,1,0.9906,1.1609,0.9684,1.2036
Und,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,Don't know,Reps. keep House,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,>60% Trump,85 percent or higher,Cell,1,0.9329,0.6963,0.4112,0.7268
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9144,0.6043,0.3244,0.6321
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Check,Very or somewhat,oppose,Reps. keep House,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,>60% Trump,85 percent or higher,Cell,1,0.9205,0.88,0.6818,0.9062
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,<60% Trump,50 to 85 percent,Landline,1,0.7824,1.0552,1.0774,1.0931
Rep,65 and older,High school,White,Female,White,Don't know,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Landline,1,0.8665,1.3439,0.9411,1.3851
Rep,65 and older,Some college or trade school,Unknown,Female,White,oppose,Don't know,Check,Very or somewhat,support,Don't know,Don't know,Favorable,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,>60% Trump,50 to 85 percent,Landline,1,0.6866,1.2659,1.1489,1.3814
Dem,35 to 49,Some college or trade school,Black,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Unknown/Non-White,Des Moines,Less than 50 percent,Cell,1,0.3416,1.1888,2.9576,1.4844
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Des Moines,85 percent or higher,Landline,1,0.8586,0.8766,0.6578,0.9038
Und,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Not or not very,oppose,Dems. take House,Unfavorable,Unfavorable,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,<60% Trump,50 to 85 percent,Landline,1,0.8477,1.2289,1.2372,1.2979
Dem,65 and older,High school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Polk,85 percent or higher,Landline,1,0.9543,1.25,0.8391,1.3019
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Polk,50 to 85 percent,Landline,1,0.7529,0.8172,0.6584,0.8784
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,50 to 85 percent,Landline,1,0.5253,1.2191,1.7195,1.3954
Dem,35 to 49,Some college or trade school,Unknown,Female,Other,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,35 to 49,Unknown/Non-White,Des Moines,85 percent or higher,Cell,1,0.9669,1.2482,1.0978,1.2989
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Polk,85 percent or higher,Cell,1,0.9953,0.6023,0.381,0.6269
Dem,65 and older,Some college or trade school,Unknown,Male,Asian,Don't know,Approve,Check,Very or somewhat,Don't know,Dems. take House,Don't know,Favorable,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Unknown/Non-White,Des Moines,85 percent or higher,Landline,0.7778,0.9695,1.0603,0.6698,1.0945
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.7313,1.1656,0.9016,1.2588
Dem,50 to 64,Some college or trade school,White,Female,Black,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Des Moines,85 percent or higher,Cell,1,0.9652,1.003,0.6151,1.0353
Dem,65 and older,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,Polk,85 percent or higher,Cell,1,0.9842,1.0415,0.4998,1.0832
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.971,0.563,0.3052,0.5857
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,<60% Trump,50 to 85 percent,Cell,1,0.8368,0.7252,0.6345,0.7484
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Des Moines,50 to 85 percent,Cell,1,0.622,0.8269,0.7554,0.9178
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Polk,85 percent or higher,Cell,1,0.8956,0.6312,0.4395,0.6618
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,Approve,Check,Very or somewhat,support,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Des Moines,85 percent or higher,Landline,1,0.9888,0.9187,0.5929,0.9556
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,>60% Trump,85 percent or higher,Cell,1,0.8678,1.0899,0.8991,1.1474
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Not or not very,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,85 percent or higher,Landline,1,0.9316,1.0834,0.6013,1.116
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Polk,Less than 50 percent,Landline,1,0.4284,1.269,1.8676,1.5115
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Don't know,Not or not very,Don't know,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Des Moines,85 percent or higher,Cell,1,0.8987,1.0117,0.6407,1.0604
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,85 percent or higher,Landline,1,0.9947,0.6599,0.3897,0.6867
Und,65 and older,High school,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Unfavorable,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Des Moines,85 percent or higher,Landline,0,0.9898,1.1504,0.7942,1.1497
Rep,65 and older,Some college or trade school,White,Female,White,support,Don't know,Don't know,Very or somewhat,support,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Landline,1,0.9714,1.0715,0.794,1.1147
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,<60% Trump,85 percent or higher,Landline,1,0.8917,0.6592,0.4136,0.6915
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,85 percent or higher,Landline,1,0.9564,1.0785,0.6322,1.1122
Rep,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Very or somewhat,Don't know,Don't know,Don't know,Favorable,agree,65 and older,Some College Educ.,Other,Male,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,Less than 50 percent,Landline,0.8889,0.1768,1.2063,4.0826,1.4312
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,oppose,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Des Moines,50 to 85 percent,Cell,1,0.8158,0.6386,0.5101,0.6782
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,50 to 85 percent,Landline,1,0.796,1.0269,0.6885,1.0944
Rep,65 and older,Some college or trade school,White,Female,Hispanic,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,65 and older,White,Polk,85 percent or higher,Landline,1,0.9942,0.9745,0.6228,1.0141
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Des Moines,50 to 85 percent,Cell,1,0.669,1.2534,1.1195,1.1933
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,Approve,Check,Very or somewhat,support,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Des Moines,Less than 50 percent,Landline,0.6667,0.1561,0.9512,2.6432,0.7179
Und,65 and older,Bachelors' degree,White,Male,Other,support,Don't know,Don't know,Not or not very,oppose,Don't know,Unfavorable,Unfavorable,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Des Moines,85 percent or higher,Landline,1,0.9929,0.9132,0.4239,0.9502
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Don't know,Very or somewhat,Don't know,Dems. take House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,>60% Trump,85 percent or higher,Cell,0,0.8853,1.465,1.1831,0.8693
Dem,50 to 64,Bachelors' degree,Other,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown/Non-White,Polk,50 to 85 percent,Cell,1,0.5691,0.9848,0.8217,1.1106
Rep,35 to 49,High school,White,Female,White,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Polk,50 to 85 percent,Cell,1,0.8037,1.4683,1.5323,1.5627
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,<60% Trump,Less than 50 percent,Cell,1,0.4383,1.0651,2.4641,1.2628
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Unfavorable,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,<60% Trump,50 to 85 percent,Cell,1,0.6158,0.7777,0.9359,0.8647
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9906,0.563,0.2991,0.5857
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,<60% Trump,50 to 85 percent,Cell,0.7778,0.7712,1.0334,0.993,1.0702
Und,18 to 34,Graduate or Professional Degree,Unknown,Female,Asian,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Favorable,agree,18 to 29,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,18 to 34,Unknown/Non-White,Polk,50 to 85 percent,Cell,0.7778,0.5596,0.602,0.7047,0.5155
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,85 percent or higher,Cell,1,0.9455,1.0834,0.5925,1.1293
Dem,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,Not or not very,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Polk,85 percent or higher,Cell,1,0.9799,0.6043,0.3027,0.6285
Und,18 to 34,Bachelors' degree,Other,Male,White,oppose,Disapp.,Check,Very or somewhat,oppose,Don't know,Favorable,Favorable,agree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown/Non-White,Polk,Less than 50 percent,Cell,1,0.4659,0.9886,1.2844,1.0806
Und,65 and older,Some college or trade school,White,Male,White,support,Disapp.,Don't know,Very or somewhat,oppose,Don't know,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,>60% Trump,85 percent or higher,Cell,1,0.9644,1.1501,0.8007,1.197
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Polk,85 percent or higher,Cell,1,0.9651,0.6951,0.4006,0.7174
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9489,0.6333,0.3245,0.6599
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Very or somewhat,Don't know,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Polk,85 percent or higher,Cell,1,0.9112,0.6333,0.3379,0.6627
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,Very or somewhat,support,Reps. keep House,Favorable,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,>60% Trump,50 to 85 percent,Landline,0.8889,0.8461,1.4618,1.1647,1.3971
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Polk,Less than 50 percent,Landline,1,0.4832,1.0895,1.2578,1.2672
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,>60% Trump,50 to 85 percent,Landline,1,0.6395,1.3149,1.2603,1.4523
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Des Moines,85 percent or higher,Cell,1,0.9827,0.8654,0.4328,0.9
Dem,50 to 64,High school,White,Male,White,oppose,Don't know,Don't know,Not or not very,Don't know,Dems. take House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,>60% Trump,85 percent or higher,Landline,1,0.9125,1.5352,1.1915,1.581
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,>60% Trump,50 to 85 percent,Landline,0.8889,0.8252,1.081,0.6388,1.1315
