response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,18 to 34,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,Some College Educ.,Other,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,South/Central,50 to 85 percent,Cell,0.3333,0.8187,2.4185,1.9241,1.7053,2018-09-13 21:52:18
Dem,50 to 64,High school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,South/Central,50 to 85 percent,Landline,0.5556,0.8359,1.7139,1.4809,1.4822,2018-09-13 21:53:03
Und,50 to 64,High school,White,Female,White,Don't know,disagree,Don't know,Don't know,Support,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.9767,1.3669,1.334,1.4055,2018-09-13 21:53:57
Und,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,North,85 percent or higher,Cell,1,0.98,0.508,0.2503,0.5223,2018-09-13 21:55:54
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,agree,Approve,support,Don't know,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9187,0.8919,0.6934,0.9218,2018-09-13 21:56:57
Und,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9911,0.9052,0.693,0.931,2018-09-13 21:57:15
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9464,0.741,0.4866,0.7635,2018-09-13 21:59:21
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Don't know,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,50 to 85 percent,Landline,1,0.8278,1.252,1.3762,1.278,2018-09-13 21:59:39
Rep,65 and older,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9966,0.9741,0.6567,1.0026,2018-09-13 22:00:33
Dem,35 to 49,High school,Unknown,Male,White,Support,disagree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Unknown/Non-White,South/Central,85 percent or higher,Landline,1,0.8597,1.3186,0.9251,1.3741,2018-09-13 22:00:53
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Cell,1,0.9899,0.7944,0.6115,0.8169,2018-09-13 22:01:02
Dem,65 and older,Grade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Don't know,Favorable,Unfavorable,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9495,1.2838,1.1612,1.3224,2018-09-13 22:02:05
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Cell,1,0.9933,0.5695,0.3081,0.5858,2018-09-13 22:02:14
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Bangor Area,50 to 85 percent,Landline,0.6667,0.5017,0.6532,0.768,0.514,2018-09-13 22:02:14
Dem,65 and older,Some college or trade school,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,North,85 percent or higher,Landline,1,0.9267,0.7103,0.4275,0.7334,2018-09-13 22:02:32
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Landline,1,0.9042,0.4898,0.3143,0.5071,2018-09-13 22:02:41
Dem,50 to 64,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Don't know,Don't know,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.8516,1.3346,1.4816,1.3607,2018-09-13 22:02:50
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,disagree,Don't know,Don't know,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Bangor Area,50 to 85 percent,Cell,0.4444,0.6356,0.9547,0.9162,0.7019,2018-09-13 22:03:08
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9939,0.5307,0.303,0.546,2018-09-13 22:03:17
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9713,0.7589,0.4896,0.7806,2018-09-13 22:03:35
Dem,65 and older,High school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.967,0.8267,0.5792,0.8505,2018-09-13 22:03:44
Rep,50 to 64,High school,White,Male,White,Don't know,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Cell,1,0.8605,1.0719,0.8542,1.0924,2018-09-13 22:05:05
Dem,50 to 64,High school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9969,1.3094,1.0998000000000001,1.3478,2018-09-13 22:05:14
Rep,65 and older,Bachelors' degree,Other,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown/Non-White,South/Central,Less than 50 percent,Landline,1,0.2849,1.2236,2.9649,1.5716,2018-09-13 22:05:32
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9285,0.6856,0.5254,0.7078,2018-09-13 22:06:26
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Landline,1,0.995,0.7214,0.4676,0.7423,2018-09-13 22:06:35
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9913,0.6439,0.4074,0.6622,2018-09-13 22:07:11
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Landline,1,0.9717,0.7214,0.4789,0.7419,2018-09-13 22:10:56
Dem,65 and older,High school,White,Male,White,Support,disagree,Disapp.,support,Support,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9206,0.8267,0.6085,0.8542,2018-09-13 22:11:41
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9965,0.6201,0.4248,0.6382,2018-09-13 22:11:59
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9104,1.0453,0.7306,1.0814,2018-09-13 22:14:05
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.988,0.6201,0.4285,0.6376,2018-09-13 22:14:32
Rep,50 to 64,Grade school,White,Female,White,Support,agree,Disapp.,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,North,50 to 85 percent,Landline,0.7778,0.7088,1.3038,1.2288,1.3431,2018-09-13 22:14:50
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,agree,Approve,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Landline,1,0.8827,0.5631,0.36870000000000003,0.5735,2018-09-13 22:15:44
Dem,35 to 49,High school,Unknown,Female,White,Support,agree,Don't know,support,Support,disagree,Reps. keep House,Favorable,Unfavorable,agree,30 to 44,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Unknown/Non-White,North,50 to 85 percent,Landline,0.7778,0.6428,1.551,1.3612,1.6117,2018-09-13 22:19:22
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Don't know,disagree,Approve,Don't know,Support,Don't know,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Landline,0.6667,0.9147,0.8111,0.5088,0.7987,2018-09-13 22:19:58
Rep,50 to 64,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,50 to 85 percent,Landline,1,0.6632,1.19,1.6808,1.2913,2018-09-13 22:21:10
Dem,65 and older,High school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Auburn/Lewiston,50 to 85 percent,Landline,1,0.7448,1.5548,1.5432,1.5979,2018-09-13 22:22:04
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Don't know,oppose,Oppose,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.901,0.7403,0.5133,0.7668,2018-09-13 22:22:13
Und,50 to 64,Some college or trade school,White,Female,White,Support,Don't know,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,North,50 to 85 percent,Landline,0.7778,0.7558,0.7232,0.544,0.6454,2018-09-13 22:22:58
Rep,65 and older,High school,White,Female,White,Don't know,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Landline,1,0.8857,0.9048,0.6392,0.9214,2018-09-13 22:23:43
Rep,50 to 64,High school,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.8842,1.3346,1.4269,1.3857,2018-09-13 22:23:43
Rep,50 to 64,High school,White,Female,White,Don't know,agree,Disapp.,support,Don't know,Don't know,Dems. take House,Favorable,Favorable,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,North,85 percent or higher,Landline,1,0.9636,0.9048,0.5874,0.9231,2018-09-13 22:23:52
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Not very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,Less than 50 percent,Landline,0.7778,0.2787,0.7013,2.4633,0.4637,2018-09-13 22:25:31
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Support,disagree,Dems. take House,Don't know,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9078,0.9052,0.7566,0.9368,2018-09-13 22:26:25
