response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.979,0.6335,0.2295,0.6352,2018-09-25 23:50:00
Dem,50 to 64,Some college or trade school,White,Female,Other,Oppose,oppose,Don't know,Dems. take House,Favorable,Yes,Unfavorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.4692,1.0268,1.2575,1.1581,2018-09-25 23:50:54
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Favorable,Yes,Unfavorable,Oppose,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",Less than 50 percent,Cell,0.7778,0.4883,0.8015,0.6589,0.8374,2018-09-25 23:51:48
Und,65 and older,Some college or trade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Don't know,Unfavorable,Oppose,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,"Burlington, Trump",85 percent or higher,Cell,1,0.9374,0.9689,0.8149,0.9625,2018-09-25 23:52:42
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Don't know,Support,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9899,0.9475,0.4387,0.947,2018-09-25 23:56:18
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Support,support,Disapp.,Don't know,Don't know,Yes,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9919,0.7731,0.2499,0.7731,2018-09-25 23:59:43
Dem,35 to 49,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Oppose,Don't know,Don't know,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.8609,0.6664,0.3368,0.6296,2018-09-26 00:00:28
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,Don't know,Approve,Don't know,Don't know,No,Don't know,Support,45 to 64,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",Less than 50 percent,Cell,0,0.125,0.9568,2.6662,0.2001,2018-09-26 00:01:58
Rep,65 and older,Bachelors' degree,White,Male,Hispanic,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Don't know,Oppose,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,65 and older,White,Ocean,85 percent or higher,Cell,1,0.9034,0.8332,0.3284,0.8273,2018-09-26 00:03:10
Dem,18 to 34,Graduate or Professional Degree,Black,Female,Black,Oppose,Don't know,Don't know,Dems. take House,Unfavorable,No,Favorable,Support,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.5487,0.4855,0.399,0.5015,2018-09-26 00:03:22
Rep,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Don't know,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.613,0.7106,0.3624,0.7623,2018-09-26 00:03:46
Dem,50 to 64,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,50 to 85 percent,Landline,1,0.5862,1.6022,1.8576,1.7328,2018-09-26 00:06:10
Rep,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9287,0.8588,0.4119,0.8646,2018-09-26 00:07:58
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,0,0.9762,0.774,0.2708,0.7231,2018-09-26 00:08:28
Und,18 to 34,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,No,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Not very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,White,Ocean,Less than 50 percent,Cell,0,0.0511,0.9609,3.1338,0.262,2018-09-26 00:08:28
Und,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Support,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9239,0.7962,0.424,0.7906,2018-09-26 00:09:37
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,support,Don't know,Dems. take House,Don't know,No,Don't know,Oppose,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,50 to 85 percent,Landline,1,0.557,0.9245,0.9023,0.9532,2018-09-26 00:09:46
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.8639,0.907,0.5821,0.9212,2018-09-26 00:11:19
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.6336,1.0673,0.8112,1.1384,2018-09-26 00:11:37
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Don't know,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.9812,1.0559,0.5263,1.0588,2018-09-26 00:13:13
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Favorable,Yes,Don't know,Oppose,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Ocean,Less than 50 percent,Cell,1,0.4759,1.1363,1.0788,1.2781,2018-09-26 00:13:49
Rep,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,support,Disapp.,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,Nonwhite,50 to 64,Other Non-White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.7166,1.1442,0.5897,1.1503,2018-09-26 00:14:46
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Trump",Less than 50 percent,Landline,1,0.4433,1.5035,3.4749,1.7149,2018-09-26 00:15:13
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.7097,0.68,0.2924,0.7116,2018-09-26 00:16:18
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Other Non-White,"Burlington, Trump",Less than 50 percent,Cell,1,0.4239,1.4766,2.9723,1.6994,2018-09-26 00:17:21
Rep,65 and older,High school,White,Female,White,Oppose,support,Approve,Reps. keep House,Favorable,No,Don't know,Oppose,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",Less than 50 percent,Landline,1,0.3994,2.2367,3.8305,2.6057,2018-09-26 00:17:57
Und,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Reps. keep House,Don't know,No,Don't know,Oppose,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,Less than 50 percent,Cell,0.7778,0.3242,1.2623,2.4589,1.3963,2018-09-26 00:18:06
Und,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Don't know,Unfavorable,Yes,Unfavorable,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Landline,0.8889,0.8537,0.7419,0.382,0.7463,2018-09-26 00:18:24
Dem,65 and older,Graduate or Professional Degree,Asian,Female,Asian,Oppose,support,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Not at all likely,Republican,Nonwhite,Nonwhite,65 and older,Other Non-White,"Burlington, Clinton",50 to 85 percent,Landline,0,0.5086,1.2295,0.7231,0.3797,2018-09-26 00:18:33
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.3015,1.2535,2.8141,1.5506,2018-09-26 00:19:36
Rep,65 and older,High school,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.8454,1.8948,1.6483,1.7842,2018-09-26 00:23:21
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Support,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Ocean,Less than 50 percent,Cell,0,0.2515,1.1444,3.0759,0.2673,2018-09-26 00:24:15
Rep,35 to 49,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Don't know,Oppose,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.2503,1.3264,3.8757,1.7108,2018-09-26 00:24:24
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,Less than 50 percent,Landline,1,0.3128,1.0105,1.6896,1.2399,2018-09-26 00:26:30
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Landline,1,0.64,0.8604,0.5019,0.9161,2018-09-26 00:26:48
Rep,65 and older,High school,White,Male,Other,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,65 and older,White,Ocean,50 to 85 percent,Landline,1,0.8214,1.7996,1.2048,1.8407,2018-09-26 00:27:51
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Oppose,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Oppose,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.988,0.6484,0.2151,0.6503,2018-09-26 00:32:47
Dem,50 to 64,High school,Black,Female,White,Support,Don't know,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Oppose,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Black,"Burlington, Clinton",85 percent or higher,Landline,0.8889,0.896,1.4681,1.7396,1.4712,2018-09-26 00:34:00
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ocean,85 percent or higher,Cell,1,0.8822,0.8402,0.5394,0.851,2018-09-26 00:35:03
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Don't know,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",85 percent or higher,Landline,1,0.8924,0.8373,0.3933,0.8469,2018-09-26 00:38:20
Rep,18 to 34,Some college or trade school,White,Female,White,Oppose,Don't know,Approve,Don't know,Don't know,Yes,Don't know,Oppose,18 to 29,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Ocean,Less than 50 percent,Cell,0.6667,0.3402,1.1526,2.5111,0.5665,2018-09-26 00:41:57
Rep,[DO NOT READ] Refused,High school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.8021,1.9591,1.7202,2.0109,2018-09-26 00:42:41
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Landline,0.8889,0.9275,0.7024,0.2681,0.7025,2018-09-26 00:56:34
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Landline,1,0.8875,0.7962,0.4411,0.7907,2018-09-26 00:57:27
Dem,35 to 49,Some college or trade school,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,No,Favorable,Support,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Black,"Burlington, Clinton",50 to 85 percent,Cell,1,0.725,0.8623,0.931,0.8661,2018-09-26 01:00:28
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6126,0.9973,0.6561,1.0701,2018-09-26 01:01:14
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Don't know,Support,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.9083,0.6207,0.2702,0.6264,2018-09-26 01:02:08
Rep,65 and older,High school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.9495,1.7321,1.2181,1.7402,2018-09-26 01:03:56
Rep,65 and older,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Trump",85 percent or higher,Landline,1,0.9292,1.859,1.4957,1.8462,2018-09-26 01:04:14
Dem,50 to 64,Some college or trade school,White,Male,White,Support,Don't know,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,Less than 50 percent,Cell,1,0.4542,1.1066,1.5618,1.2562,2018-09-26 01:08:08
Und,18 to 34,Some college or trade school,White,Female,White,Support,support,Don't know,Reps. keep House,Unfavorable,Don't know,Favorable,Support,18 to 29,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,0.8889,0.1791,0.9568,3.2095,1.2519,2018-09-26 01:10:32
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.8447,0.7626,0.3171,0.777,2018-09-26 01:12:11
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.8594,0.6215,0.3044,0.6177,2018-09-26 01:15:38
Dem,65 and older,High school,Black,Female,[DO NOT READ] Don't know/Refused,Support,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Black,Ocean,50 to 85 percent,Landline,0.7778,0.5967,1.5357,2.3466,1.4698,2018-09-26 01:17:05
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.8489,0.7151,0.2748,0.728,2018-09-26 01:23:19
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9841,0.7016,0.2371,0.7035,2018-09-26 01:23:55
Dem,18 to 34,Bachelors' degree,White,Female,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.4464,0.887,1.3225,0.9401,2018-09-26 01:34:04
Dem,65 and older,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9862,0.774,0.2681,0.7728,2018-09-26 01:35:29
Rep,50 to 64,Bachelors' degree,Other,Female,White,Oppose,oppose,Don't know,Dems. take House,Don't know,No,Don't know,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Other Non-White,Ocean,Less than 50 percent,Cell,1,0.3997,1.4209,2.4553,1.6551,2018-09-26 20:33:35
Und,35 to 49,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9423,0.9726,0.5923,0.9778,2018-09-26 20:33:44
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Unfavorable,No,Don't know,Support,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ocean,50 to 85 percent,Cell,0.8889,0.7609,1.0187,0.7037,0.9986,2018-09-26 20:37:38
Dem,35 to 49,Bachelors' degree,White,Male,White,Don't know,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6851,0.8265,0.4512,0.8699,2018-09-26 20:39:17
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Don't know,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.9893,0.9734,0.6111,0.9763,2018-09-26 20:45:17
Rep,35 to 49,Bachelors' degree,Unknown,Male,Hispanic,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,Unknown,"Burlington, Clinton",85 percent or higher,Cell,1,0.9341,0.7178,0.4313,0.7222,2018-09-26 20:50:08
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Other,Support,support,Disapp.,Don't know,Don't know,Yes,Unfavorable,Oppose,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,50 to 64,Other Non-White,Ocean,50 to 85 percent,Cell,1,0.7562,1.0344,0.5744,1.0713,2018-09-26 20:58:32
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,No,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.47,0.7964,0.9632,0.898,2018-09-26 21:01:23
Dem,[DO NOT READ] Refused,High school,Black,Male,White,Oppose,support,Approve,Dems. take House,Don't know,No,Don't know,Oppose,45 to 64,High School Grad. or Less,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Black,"Burlington, Clinton",50 to 85 percent,Cell,0.4444,0.6139,1.5343,1.5618,1.006,2018-09-26 21:02:22
Und,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Don't know,Unfavorable,Yes,Unfavorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,50 to 85 percent,Cell,0.8889,0.5581,0.9233,0.8432,0.9797,2018-09-26 21:16:19
Dem,65 and older,High school,White,Female,White,Don't know,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ocean,50 to 85 percent,Landline,1,0.7757,1.7655,1.494,1.8213,2018-09-26 21:36:17
Rep,65 and older,Some college or trade school,White,Female,White,Support,Don't know,Approve,Reps. keep House,Don't know,No,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.9318,0.9463,0.4362,0.9524,2018-09-26 21:40:38
Rep,65 and older,Graduate or Professional Degree,Asian,Male,Asian,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Don't know,Oppose,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,65 and older,Other Non-White,Ocean,85 percent or higher,Cell,1,0.9251,1.1182,0.4986,1.1263,2018-09-26 21:41:13
Und,65 and older,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Support,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,Oppose,65 and older,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Ocean,50 to 85 percent,Landline,1,0.8363,0.6963,0.2925,0.7103,2018-09-26 21:41:32
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Oppose,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.9476,0.564,0.2698,0.5667,2018-09-26 21:44:13
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.825,0.8262,0.3808,0.8445,2018-09-26 21:47:39
Dem,50 to 64,Some college or trade school,Black,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.8524,0.7479,0.5778,0.7436,2018-09-26 21:56:21
Dem,65 and older,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",85 percent or higher,Landline,1,0.9512,1.6421,0.9852,1.6323,2018-09-26 21:57:33
