response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,[DO NOT READ] Don't know/Refused,Republican,"White, No 4-Year College Degree",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9956,0.8009,0.5094,0.8068,2018-09-21 23:49:44
Dem,18 to 34,Some college or trade school,Black,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,Non-White,Less-educ. Trump,50 to 85 percent,Cell,1,0.8337,0.7424,0.598,0.7676,2018-09-21 23:50:02
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Kansas City,85 percent or higher,Cell,1,0.8539,1.9779,1.8122,2.038,2018-09-21 23:50:47
Rep,18 to 34,Bachelors' degree,White,Male,White,Don't know,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,agree,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Kansas City,85 percent or higher,Cell,1,0.8709,0.9521,0.6153,0.9581,2018-09-21 23:51:05
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9984,0.784,0.4643,0.7977,2018-09-21 23:51:41
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,0.2222,0.8673,1.1705,0.6882,1.0794,2018-09-21 23:52:26
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Don't know,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Landline,1,0.9978,0.7426,0.4726,0.7553,2018-09-21 23:53:38
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Landline,1,0.9969,1.1054,0.6649,1.1241,2018-09-21 23:55:35
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Well-educ. Trump,50 to 85 percent,Cell,0.7778,0.6048,0.8387,0.772,0.8129,2018-09-21 23:57:05
Dem,50 to 64,Some college or trade school,White,Male,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.983,0.867,0.4734,0.8806,2018-09-21 23:57:50
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8785,1.1308,0.7085,1.1607,2018-09-21 23:58:08
Rep,18 to 34,Some college or trade school,White,Female,White,Don't know,Approve,Reps. keep House,Don't know,Don't know,Don't know,Don't know,Support,agree,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Well-educ. Trump,50 to 85 percent,Cell,0.6667,0.6891,0.8235,0.7512,0.6813,2018-09-21 23:59:47
Und,[DO NOT READ] Refused,Bachelors' degree,Unknown,Male,White,support,Disapp.,Dems. take House,Don't know,Don't know,Support,Support,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Male,Not very likely,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown,Clinton Precinct,Less than 50 percent,Landline,0,0.3514,1.0662,1.9939,0.3571,2018-09-22 00:00:17
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,agree,18 to 29,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,Less than 50 percent,Cell,0.8889,0.343,0.7717,1.6051,0.8164,2018-09-22 00:00:26
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Female,Not very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,50 to 85 percent,Cell,0.2222,0.5019,0.8993,1.0729,0.4238,2018-09-22 00:04:11
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Don't know,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.9964,0.7563,0.4694,0.7676,2018-09-22 00:07:02
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9969,0.8327,0.4818,0.8468,2018-09-22 00:07:02
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Landline,1,0.9911,0.8292,0.5119,0.8397,2018-09-22 00:07:56
Dem,35 to 49,Some college or trade school,White,Female,White,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Oppose,disagree,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Clinton Precinct,Less than 50 percent,Cell,1,0.4308,0.85,1.4813,0.9169,2018-09-22 00:08:23
Und,35 to 49,High school,White,Female,Hispanic,oppose,Approve,Dems. take House,Don't know,Don't know,Don't know,Don't know,Oppose,agree,45 to 64,High School Grad. or Less,Republican,Female,Not very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,35 to 49,White,Less-educ. Trump,85 percent or higher,Cell,0,0.9542,1.972,1.5962,1.5561,2018-09-22 00:09:08
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,1,0.5599,1.0339,1.2163,1.0791,2018-09-22 00:11:23
Rep,35 to 49,Bachelors' degree,Hispanic,Female,White,Don't know,Approve,Reps. keep House,Unfavorable,Don't know,Don't know,Don't know,Oppose,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Non-White,Clinton Precinct,Less than 50 percent,Cell,1,0.4079,1.2595,2.1937,1.4798,2018-09-22 00:11:32
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Clinton Precinct,85 percent or higher,Cell,1,0.9405,1.1291,0.6402,1.15,2018-09-22 00:13:38
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,1,0.5033,0.7657,1.0549,0.8094,2018-09-22 00:13:47
Und,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,85 percent or higher,Cell,0.7778,0.8966,1.1308,0.6942,1.1106,2018-09-22 00:20:44
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9197,0.811,0.4922,0.8157,2018-09-22 00:21:29
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Clinton Precinct,85 percent or higher,Landline,1,0.993,0.8211,0.4768,0.8321,2018-09-22 00:21:47
Rep,65 and older,Bachelors' degree,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Unknown,Clinton Precinct,85 percent or higher,Cell,1,0.9908,1.0453,0.5785,1.062,2018-09-22 00:21:56
Und,65 and older,High school,Unknown,Female,White,Don't know,Approve,Reps. keep House,Unfavorable,Unfavorable,Don't know,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,Well-educ. Trump,85 percent or higher,Cell,1,0.9802,2.2586,1.6233,2.2941,2018-09-22 00:22:59
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Don't know,Support,agree,30 to 44,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,Less than 50 percent,Cell,0.6667,0.3131,1.1965,2.39,0.8886,2018-09-22 00:23:44
Rep,65 and older,Bachelors' degree,Hispanic,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Non-White,Clinton Precinct,85 percent or higher,Landline,1,0.9899,1.1239,0.7306,1.1418,2018-09-22 00:24:02
Rep,50 to 64,Some college or trade school,Black,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Non-White,Kansas City,85 percent or higher,Landline,1,0.9734,0.8638,0.4768,0.8715,2018-09-22 00:25:14
Dem,18 to 34,Some college or trade school,White,Female,White,support,Disapp.,Dems. take House,Don't know,Favorable,Oppose,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Well-educ. Trump,Less than 50 percent,Cell,0.3333,0.1812,0.8172,3.2947,0.613,2018-09-22 00:26:17
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,1,0.7638,0.7614,0.6881,0.7975,2018-09-22 00:30:29
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Support,disagree,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Well-educ. Trump,50 to 85 percent,Cell,0.8889,0.529,0.9133,1.0025,0.8009,2018-09-22 00:30:56
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Less-educ. Trump,85 percent or higher,Landline,1,0.9885,0.6542,0.4473,0.6645,2018-09-22 00:31:59
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Oppose,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Kansas City,50 to 85 percent,Cell,1,0.6472,0.8524,0.6735,0.9176,2018-09-22 00:32:28
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Well-educ. Trump,85 percent or higher,Cell,1,0.8998,0.878,0.5077,0.8986,2018-09-22 00:33:04
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Favorable,Unfavorable,Oppose,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9914,0.7986,0.4637,0.8114,2018-09-22 00:35:01
Dem,50 to 64,Some college or trade school,White,Male,Other,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Clinton Precinct,50 to 85 percent,Cell,1,0.5531,0.8731,0.8861,0.9666,2018-09-22 00:36:13
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Well-educ. Trump,50 to 85 percent,Cell,1,0.5396,0.8062,0.877,0.8967,2018-09-22 00:37:34
Dem,18 to 34,Some college or trade school,White,Male,White,Don't know,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,0.8889,0.6305,0.7679,0.7714,0.811,2018-09-22 00:40:16
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Clinton Precinct,Less than 50 percent,Cell,0.3333,0.4742,0.7761,1.1729,0.4805,2018-09-22 00:40:52
Und,35 to 49,High school,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Support,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Unknown,Less-educ. Trump,Less than 50 percent,Cell,0.4444,0.3683,2.1178,4.6702,1.0891,2018-09-22 00:41:19
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Kansas City,50 to 85 percent,Cell,1,0.5093,1.0885,1.2603,1.2239,2018-09-22 00:44:01
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Clinton Precinct,50 to 85 percent,Cell,1,0.5918,0.7657,0.8972,0.7943,2018-09-22 00:44:19
Rep,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Reps. keep House,Unfavorable,Unfavorable,Support,Support,Support,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9963,0.784,0.4652,0.7958,2018-09-22 00:45:22
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Clinton Precinct,85 percent or higher,Cell,1,0.9964,0.7563,0.4693,0.769,2018-09-22 00:45:49
Dem,50 to 64,High school,Asian,Male,Asian,support,Approve,Dems. take House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Kansas City,50 to 85 percent,Cell,1,0.6286,2.5448,2.5359,2.6232,2018-09-22 00:45:59
