response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedc,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,Chesterfield,18 to 39,White,50 to 85 percent,Cell,1,0.7458,0.9111,0.5274,0.9183,2018-11-03 01:19:15
Rep,35 to 49,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,40 to 64,White,50 to 85 percent,Cell,1,0.6162,0.9078,0.7733,0.9449,2018-11-03 01:21:57
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.97,0.9373,0.3794,0.913,2018-11-03 15:32:15
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",Henrico,18 to 39,White,Less than 50 percent,Cell,1,0.3543,1.1866,2.3412,1.2619,2018-11-03 15:54:43
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rest,40 to 64,White,85 percent or higher,Landline,1,0.9421,0.9812,0.5215,0.9578,2018-11-03 16:11:48
Rep,18 to 34,Some college or trade school,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Chesterfield,18 to 39,Other Non-White,Less than 50 percent,Landline,1,0.2703,1.3904,3.071,1.5432,2018-11-03 16:33:10
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Henrico,40 to 64,White,Less than 50 percent,Cell,1,0.3962,0.7832,1.0641,0.8194,2018-11-03 16:35:07
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.9337,0.6397,0.2699,0.625,2018-11-03 16:57:06
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Henrico,40 to 64,Black,85 percent or higher,Cell,1,0.8941,0.9962,0.6301,0.9781,2018-11-03 17:01:27
Rep,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Chesterfield,18 to 39,White,50 to 85 percent,Cell,1,0.579,1.279,1.2214,1.3461,2018-11-03 17:01:46
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Rest,40 to 64,White,Less than 50 percent,Cell,1,0.3772,0.7796,1.2664,0.8925,2018-11-03 17:02:21
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,18 to 39,White,Less than 50 percent,Cell,1,0.3523,1.0796,1.9835,1.2539,2018-11-03 17:03:16
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Rest,40 to 64,White,50 to 85 percent,Cell,1,0.8262,0.8424,0.5339,0.8144,2018-11-03 17:05:40
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",Rest,40 to 64,Unknown,50 to 85 percent,Landline,1,0.8359,1.1247,0.5805,1.0867,2018-11-03 17:12:34
Rep,50 to 64,Some college or trade school,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Henrico,40 to 64,Other Non-White,85 percent or higher,Cell,1,0.9589,1.4934,0.9576,1.4557,2018-11-03 17:12:52
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Henrico,40 to 64,White,85 percent or higher,Cell,1,0.967,0.8936,0.4672,0.8706,2018-11-03 17:19:55
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Rest,40 to 64,White,50 to 85 percent,Cell,1,0.5072,0.5863,0.5443,0.5936,2018-11-03 17:29:13
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Henrico,40 to 64,Other Non-White,50 to 85 percent,Cell,1,0.5164,0.9134,0.8881,0.982,2018-11-03 17:44:51
Und,50 to 64,High school,White,Female,Black,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,Nonwhite,Rest,40 to 64,White,85 percent or higher,Cell,1,0.9597,1.7367,1.8757,1.6774,2018-11-03 17:48:12
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Cell,1,0.9264,0.9157,0.4469,0.8954,2018-11-03 17:52:42
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,40 to 64,White,85 percent or higher,Cell,1,0.8947,0.9812,0.5491,0.9633,2018-11-03 17:57:12
Und,[DO NOT READ] Refused,High school,Unknown,Male,White,Don't know,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",Rest,40 to 64,Unknown,Less than 50 percent,Landline,0.4444,0.3937,1.8606,4.1657,1.0386,2018-11-03 18:07:32
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,40 to 64,White,Less than 50 percent,Landline,1,0.2482,0.8402,2.0787,1.0543,2018-11-03 18:18:16
Dem,65 and older,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,Chesterfield,65 and older,White,50 to 85 percent,Cell,1,0.8072,0.6617,0.3032,0.6589,2018-11-03 18:23:04
Dem,18 to 34,High school,Hispanic,Male,Hispanic,Disapp.,Don't know,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,Chesterfield,18 to 39,Other Non-White,Less than 50 percent,Cell,1,0.2212,2.0874,9.463,2.397,2018-11-03 18:41:44
Rep,18 to 34,Some college or trade school,White,Female,Black,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,Nonwhite,Rest,18 to 39,White,Less than 50 percent,Cell,1,0.4047,1.3029,2.2296,1.47,2018-11-03 18:51:30
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.8842,0.8319,0.3974,0.818,2018-11-03 19:07:14
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Chesterfield,40 to 64,White,85 percent or higher,Landline,1,0.97,0.6696,0.3468,0.6556,2018-11-03 19:08:26
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",Rest,40 to 64,White,85 percent or higher,Landline,1,0.9697,1.1568,0.736,1.1268,2018-11-03 20:18:08
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Henrico,40 to 64,White,50 to 85 percent,Cell,1,0.6558,0.838,0.6968,0.8246,2018-11-03 20:31:31
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Henrico,40 to 64,White,85 percent or higher,Landline,1,0.8814,1.0997,0.7839,1.0818,2018-11-03 20:37:40
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,40 to 64,White,85 percent or higher,Landline,1,0.8522,0.6829,0.3608,0.6747,2018-11-03 21:19:05
3,35 to 49,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Chesterfield,40 to 64,White,50 to 85 percent,Landline,1,0.7537,0.6995,0.3694,0.7039,2018-11-03 21:46:05
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,40 to 64,White,85 percent or higher,Landline,1,0.9485,0.8131,0.4012,0.7932,2018-11-03 23:02:34
3,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,18 to 39,White,50 to 85 percent,Landline,0.4444,0.6005,1.1941,0.9553,1.0646,2018-11-03 23:07:22
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,40 to 64,White,50 to 85 percent,Cell,1,0.501,0.9078,0.951,0.9816,2018-11-04 19:29:43
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Rest,18 to 39,White,50 to 85 percent,Cell,1,0.7736,0.9895,0.5744,0.9604,2018-11-04 20:08:30
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Cell,1,0.97,0.7056,0.2494,0.6822,2018-11-04 20:20:12
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rest,40 to 64,White,85 percent or higher,Cell,1,0.8699,1.7367,2.0694,1.7112,2018-11-04 20:34:29
Dem,50 to 64,Graduate or Professional Degree,Other,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Henrico,40 to 64,Other Non-White,50 to 85 percent,Cell,1,0.6716,1.1023,0.8817,1.1303,2018-11-04 20:34:56
Und,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,Chesterfield,18 to 39,Black,Less than 50 percent,Cell,1,0.2688,1.3944,3.2391,1.549,2018-11-04 20:35:32
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Rest,40 to 64,White,50 to 85 percent,Cell,1,0.7907,1.6447,1.9625,1.5941,2018-11-04 20:43:02
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",Henrico,65 and older,White,50 to 85 percent,Cell,1,0.6881,0.8005,0.4975,0.8175,2018-11-04 20:43:56
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.8793,0.8515,0.3552,0.8213,2018-11-04 20:51:59
Dem,35 to 49,Graduate or Professional Degree,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,40 to 64,Black,50 to 85 percent,Cell,1,0.7332,0.7572,0.4691,0.7653,2018-11-04 20:53:29
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Henrico,40 to 64,Other Non-White,85 percent or higher,Cell,1,0.9127,1.1484,0.7216,1.1072,2018-11-04 21:00:50
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Landline,1,0.97,0.6397,0.2598,0.6231,2018-11-04 21:02:08
Rep,65 and older,High school,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,Chesterfield,65 and older,White,85 percent or higher,Cell,1,0.97,1.5072,1.1798,1.4682,2018-11-04 21:08:53
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Henrico,40 to 64,White,50 to 85 percent,Cell,1,0.54,0.6443,0.6069,0.687,2018-11-04 21:08:53
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,40 to 64,White,85 percent or higher,Cell,1,0.8521,0.7487,0.3954,0.7398,2018-11-04 21:10:59
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Henrico,65 and older,White,85 percent or higher,Cell,1,0.97,1.0301,0.4504,0.996,2018-11-04 21:22:10
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,18 to 39,White,Less than 50 percent,Cell,1,0.3386,1.004,1.5568,1.1759,2018-11-04 21:24:07
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Henrico,40 to 64,White,50 to 85 percent,Landline,1,0.5946,0.7672,0.6822,0.8036,2018-11-04 21:30:16
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Henrico,40 to 64,White,50 to 85 percent,Cell,1,0.6423,1.204,1.137,1.1872,2018-11-04 21:32:22
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Henrico,40 to 64,Black,Less than 50 percent,Cell,1,0.4446,1.3127,2.0224,1.4531,2018-11-04 21:35:44
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Chesterfield,18 to 39,White,50 to 85 percent,Cell,1,0.82,1.0598,0.668,1.0529,2018-11-04 21:39:11
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Henrico,18 to 39,White,50 to 85 percent,Cell,0.8889,0.54990000000000006,1.0768,1.1257,1.0426,2018-11-04 21:42:29
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,18 to 39,White,50 to 85 percent,Cell,1,0.7828,1.1352,0.7095,1.1356,2018-11-04 21:51:28
Dem,[DO NOT READ] Refused,Bachelors' degree,Black,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Chesterfield,40 to 64,Black,50 to 85 percent,Cell,1,0.5769,0.6921,0.4433,0.6902,2018-11-04 21:54:55
Dem,35 to 49,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Already voted,Independent (No party),Nonwhite,Chesterfield,18 to 39,White,50 to 85 percent,Cell,1,0.7912,0.9168,0.5646,0.9348,2018-11-04 21:56:07
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",Henrico,65 and older,White,85 percent or higher,Cell,1,0.8521,0.6694,0.3373,0.672,2018-11-04 21:57:37
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",Rest,18 to 39,White,Less than 50 percent,Cell,1,0.4876,1.3029,1.8504,1.3256,2018-11-04 22:04:35
