response,ager,educ,file_race,gender,race_eth,approve,BIRTHRIGHT,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,REVERSERACIS,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,NA,NA,NA,Reps. keep House,Don't know,Favorable,NA,NA,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.97,0.7849,0.4383,0.7711,2018-11-05 00:03:06
Dem,65 and older,High school,White,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rural,50 to 85 percent,Landline,1,0.8289,1.5474,1.1496,1.5481,2018-11-05 00:03:33
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Support,Support,agree,Reps. keep House,Favorable,Favorable,disagree,agree,65 and older,Some College Educ.,Democratic,Female,Not very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,50 to 85 percent,Landline,0,0.8233,0.8099,0.5495,0.4586,2018-11-05 00:03:33
Rep,65 and older,Some college or trade school,Other,Male,White,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Don't know,disagree,agree,65 and older,Some College Educ.,Other,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,Unknown/Non-White,Rural,Less than 50 percent,Cell,1,0.2692,1.5018,3.4695,2.0145,2018-11-05 00:06:08
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Support,Oppose,Don't know,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.9404,0.4747,0.2339,0.4713,2018-11-05 00:06:15
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,1,0.97,0.6217,0.4104,0.6108,2018-11-05 00:06:33
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Disapp.,Oppose,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,disagree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,White,Rural,50 to 85 percent,Cell,1,0.8307,0.9851,0.8736,0.9853,2018-11-05 00:07:11
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rural,85 percent or higher,Landline,1,0.9419,0.5199,0.2627,0.5119,2018-11-05 00:09:17
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,NA,NA,NA,Dems. take House,Favorable,Favorable,NA,NA,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Landline,0.8889,0.888,1.047,0.6553,1.0282,2018-11-05 00:09:33
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Support,Support,disagree,Don't know,Don't know,Favorable,disagree,disagree,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",35 to 49,White,Small Towns,50 to 85 percent,Landline,1,0.8153,1.3235,1.0603,1.3526,2018-11-05 00:12:24
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Support,Support,disagree,Reps. keep House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Dutch,85 percent or higher,Cell,1,0.9264,0.7808,0.513,0.7701,2018-11-05 00:21:06
Und,50 to 64,Some college or trade school,Unknown,Male,White,Don't know,Oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,agree,45 to 64,Some College Educ.,Republican,Male,Already voted,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,Unknown/Non-White,Rural,85 percent or higher,Landline,1,0.9494,1.3655,0.8021,1.3534,2018-11-05 00:26:03
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,agree,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Cell,1,0.97,0.9544,0.5919,0.9425,2018-11-05 00:27:24
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Support,Oppose,agree,Don't know,Favorable,Unfavorable,agree,disagree,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Cell,1,0.9033,1.0063,0.6423,1.0069,2018-11-05 00:28:00
Rep,50 to 64,High school,White,Female,White,Approve,Oppose,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Landline,1,0.97,1.459,1.0823,1.4335,2018-11-05 00:28:54
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Don't know,Support,Don't know,disagree,Don't know,Favorable,Unfavorable,disagree,disagree,30 to 44,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Small Towns,Less than 50 percent,Cell,1,0.1212,0.6673,2.8745,1.1225,2018-11-05 00:30:32
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown/Non-White,Dutch,85 percent or higher,Landline,1,0.97,1.1171,0.6501,1.0976,2018-11-05 00:30:33
Dem,35 to 49,High school,White,Male,White,Don't know,Support,Support,agree,Don't know,Favorable,Unfavorable,agree,agree,45 to 64,High School Grad. or Less,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Rural,50 to 85 percent,Landline,1,0.6831,1.7881,1.991,1.8992,2018-11-05 00:43:53
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,30 to 44,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Story,50 to 85 percent,Cell,1,0.5,0.8286,0.9495,0.9466,2018-11-05 00:46:46
Rep,50 to 64,High school,White,Male,White,Approve,NA,NA,NA,Reps. keep House,Unfavorable,Favorable,NA,NA,45 to 64,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,Rural,85 percent or higher,Cell,1,0.918,1.518,1.1467,1.5142,2018-11-05 00:50:49
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,agree,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Rural,50 to 85 percent,Cell,0.8889,0.7904,0.6949,0.5958,0.6668,2018-11-05 00:52:55
Dem,35 to 49,Bachelors' degree,White,Female,White,Approve,NA,NA,NA,Dems. take House,Don't know,Unfavorable,NA,NA,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Rural,50 to 85 percent,Cell,1,0.7189,1.3642,1.0942,1.395,2018-11-05 00:53:04
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Support,Oppose,disagree,Don't know,Don't know,Unfavorable,disagree,disagree,18 to 29,Some College Educ.,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Small Towns,Less than 50 percent,Cell,0.2222,0.4232,0.8302,1.6852,0.3537,2018-11-05 00:58:46
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,NA,NA,NA,Reps. keep House,Unfavorable,Favorable,NA,NA,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rural,50 to 85 percent,Cell,1,0.8106,1.4355,0.9235,1.4409,2018-11-05 01:05:32
Rep,65 and older,High school,White,Male,White,Don't know,Oppose,Support,agree,Reps. keep House,Don't know,Favorable,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rural,85 percent or higher,Landline,0.4444,0.9246,1.1285,0.8004,0.9739,2018-11-05 01:05:41
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown/Non-White,Rural,50 to 85 percent,Cell,1,0.6083,2.0306,1.724,2.0307,2018-11-05 01:07:11
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,disagree,65 and older,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Story,85 percent or higher,Landline,1,0.9544,0.6536,0.2667,0.6472,2018-11-05 01:09:53
