response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CLIMATE,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_noasian,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9893,1.0502,0.6883,1.082,2018-09-14 23:23:24
Dem,65 and older,Some college or trade school,Black,Male,Black,Oppose,agree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,65 and older,Black,85 percent or higher,Cell,1,0.9807,0.976,0.4631,1.0054,2018-09-14 23:24:00
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,agree,Dems. take House,Unfavorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,65 and older,White,50 to 85 percent,Cell,1,0.6825,0.5595,0.2196,0.6053,2018-09-14 23:25:03
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Not or not very,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Monroe,50 to 64,White,50 to 85 percent,Cell,1,0.7059,0.7147,0.3105,0.7688,2018-09-14 23:26:15
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.8288,1.1845,0.6743,1.2113,2018-09-14 23:28:21
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,65 and older,White,85 percent or higher,Cell,1,0.8529,0.3679,0.1358,0.3846,2018-09-14 23:28:21
Rep,50 to 64,High school,Hispanic,Female,Hispanic,Oppose,disagree,Don't know,support,Not or not very,Oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,High School Grad. or Less,Republican,Female,Somewhat likely,Independent (No party),Nonwhite,Monroe,35 to 49,Hispanic,50 to 85 percent,Cell,0.4444,0.7553,2.6326,1.5352,2.0816,2018-09-14 23:28:48
Und,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,South Miami-Dade,18 to 34,Hispanic,50 to 85 percent,Cell,1,0.5265,0.8097,0.7259,0.8633,2018-09-14 23:30:36
Dem,18 to 34,Some college or trade school,Black,Female,Black,Support,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,South Miami-Dade,18 to 34,Black,Less than 50 percent,Cell,0.5556,0.2933,0.9244,1.5145,0.6364,2018-09-14 23:30:45
Dem,65 and older,High school,Hispanic,Female,Hispanic,Support,agree,Don't know,oppose,Very or somewhat,Don't know,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,North Miami-Dade,65 and older,Hispanic,50 to 85 percent,Cell,1,0.8351,3.3707,2.3253,3.2536,2018-09-14 23:31:03
Dem,65 and older,Graduate or Professional Degree,Other,Female,White,Oppose,agree,Disapp.,support,Very or somewhat,Don't know,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",South Miami-Dade,65 and older,Other Non-White,85 percent or higher,Landline,1,0.9884,0.4625,0.1302,0.4746,2018-09-14 23:32:29
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Not or not very,Support,agree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,65 and older,White,85 percent or higher,Cell,1,0.9276,0.6336,0.2886,0.6554,2018-09-14 23:36:05
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Male,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",North Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.8192,0.4653,0.2232,0.4761,2018-09-14 23:39:41
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Support,disagree,Disapp.,support,Very or somewhat,Oppose,agree,Dems. take House,Favorable,Favorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,65 and older,Black,85 percent or higher,Cell,1,0.9953,0.5424,0.1552,0.5591,2018-09-14 23:43:08
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Don't know,oppose,Not or not very,Oppose,disagree,Reps. keep House,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Landline,1,0.3113,1.1979,2.6464,1.5116,2018-09-14 23:45:02
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,North Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,1,0.4013,0.7962,1.2657,0.8797,2018-09-14 23:47:35
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Oppose,agree,Approve,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9793,0.7616,0.3072,0.7845,2018-09-14 23:48:56
Dem,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,1,0.0848,0.4114,1.856,0.707,2018-09-14 23:51:38
Rep,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,oppose,Very or somewhat,Support,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),Nonwhite,North Miami-Dade,18 to 34,Hispanic,Less than 50 percent,Cell,0,0.2409,0.9383,2.0306,0.2229,2018-09-14 23:55:05
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Support,disagree,Disapp.,oppose,Very or somewhat,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Monroe,18 to 34,Unknown,85 percent or higher,Landline,1,0.871,0.3833,0.2101,0.3994,2018-09-14 23:57:11
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Cell,1,0.9541,0.8252,0.4925,0.8512,2018-09-14 23:58:05
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.6286,1.568,0.967,1.6392,2018-09-15 00:03:30
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Oppose,disagree,Approve,support,Very or somewhat,Support,agree,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,50 to 64,Unknown,85 percent or higher,Landline,1,0.9958,0.675,0.2317,0.696,2018-09-15 00:05:54
Und,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,65 and older,White,85 percent or higher,Cell,1,0.9944,0.7607,0.2867,0.7841,2018-09-15 00:12:30
Dem,18 to 34,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",Monroe,18 to 34,White,Less than 50 percent,Landline,1,0.4908,0.67,0.9434,0.7205,2018-09-15 00:22:04
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Monroe,65 and older,White,85 percent or higher,Cell,1,0.9957,0.4482,0.1329,0.4621,2018-09-15 00:28:13
Dem,65 and older,High school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,65 and older,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),Nonwhite,South Miami-Dade,65 and older,Hispanic,Less than 50 percent,Cell,0.4444,0.1075,2.7695,10.18,0.9788,2018-09-15 00:28:13
Dem,50 to 64,Some college or trade school,Black,Male,Black,Support,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,Nonwhite,South Miami-Dade,50 to 64,Black,85 percent or higher,Cell,1,0.9248,0.9346,0.4743,0.9225,2018-09-15 00:29:07
Dem,50 to 64,Some college or trade school,Black,Male,Black,Oppose,disagree,Disapp.,support,Very or somewhat,Support,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Black,50 to 85 percent,Cell,1,0.5367,1.1669,0.941,1.3176,2018-09-15 00:35:43
Dem,65 and older,High school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Cell,1,0.9778,2.2909,1.7737,2.36,2018-09-15 00:37:31
Und,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Not or not very,Oppose,disagree,Dems. take House,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9895,0.4571,0.1546,0.4709,2018-09-15 00:41:07
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,South Miami-Dade,35 to 49,Hispanic,85 percent or higher,Cell,1,0.8786,0.8341,0.3338,0.8683,2018-09-15 00:44:25
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9299,0.3727,0.1713,0.3854,2018-09-15 00:46:40
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Male,Hispanic,Don't know,agree,Don't know,support,Very or somewhat,Oppose,disagree,Don't know,Don't know,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.2598,0.6908,1.5892,0.9075,2018-09-15 00:47:54
Und,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Don't know,disagree,Disapp.,oppose,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,North Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,0.4444,0.4152,1.7841,3.3271,1.0662,2018-09-15 00:56:54
Und,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Support,agree,Don't know,oppose,Not or not very,Oppose,disagree,Dems. take House,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,South Miami-Dade,50 to 64,Hispanic,85 percent or higher,Cell,0.8889,0.9499,0.8846,0.286,0.86,2018-09-15 00:58:51
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9809,0.4586,0.1626,0.4724,2018-09-15 01:01:17
Rep,65 and older,[DO NOT READ] Refused,Hispanic,Female,Hispanic,Support,agree,Approve,oppose,Don't know,Support,Don't know,Reps. keep House,Don't know,Favorable,agree,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Independent (No party),Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9421,1.155,0.491,1.1929,2018-09-15 01:01:26
Rep,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Support,disagree,Approve,support,Not or not very,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,Less than 50 percent,Landline,1,0.4054,1.0092,1.3784,1.2041,2018-09-15 01:09:14
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Support,agree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,South Miami-Dade,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.7415,0.4843,0.2433,0.5168,2018-09-15 01:40:44
Rep,65 and older,High school,Hispanic,Female,Hispanic,Support,disagree,Approve,oppose,Very or somewhat,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,50 to 85 percent,Landline,1,0.5731,2.6484,2.3277,2.9544,2018-09-15 01:42:05
Rep,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Support,Don't know,Approve,oppose,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,South Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9628,0.7952,0.323,0.8198,2018-09-15 01:51:22
Rep,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Approve,support,Very or somewhat,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9496,0.7784,0.364,0.8033,2018-09-15 01:52:43
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Support,disagree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,South Miami-Dade,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.481,1.1464,1.3454,1.3218,2018-09-15 14:53:47
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,Don't know,Very or somewhat,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,65 and older,White,85 percent or higher,Cell,1,0.8874,0.6336,0.3013,0.6588,2018-09-15 15:40:19
Rep,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,agree,Approve,oppose,Not or not very,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,North Miami-Dade,65 and older,Hispanic,85 percent or higher,Landline,1,0.9789,0.9173,0.3414,0.9449,2018-09-15 15:40:37
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Oppose,disagree,Disapp.,support,Very or somewhat,Support,disagree,Dems. take House,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",South Miami-Dade,50 to 64,Unknown,50 to 85 percent,Landline,1,0.5892,1.3873,1.3604,1.5398,2018-09-15 15:47:55
Dem,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Very or somewhat,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Monroe,50 to 64,White,85 percent or higher,Cell,1,0.9091,0.7285,0.3025,0.7552,2018-09-15 15:57:40
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Very or somewhat,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Monroe,65 and older,White,85 percent or higher,Landline,1,0.9944,0.7467,0.2607,0.7697,2018-09-15 15:58:07
