response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,Rensselaer/Columbia,85 percent or higher,Landline,1,0.9602,1.001,0.5256,0.9926
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.8912,0.9888,0.8577,0.9881
3,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Ulster/Dutchess,50 to 85 percent,Cell,1,0.779,1.7128,1.2292,1.7445
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Ulster/Dutchess,Less than 50 percent,Cell,1,0.3665,0.9643,1.4444,1.1298
Rep,35 to 49,High school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Non-White,Ulster/Dutchess,Less than 50 percent,Landline,1,0.4976,1.254,2.5249,1.2947
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Unknown,Ulster/Dutchess,85 percent or higher,Landline,1,0.9519,0.6537,0.5743,0.642
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Ulster/Dutchess,85 percent or higher,Cell,1,0.9072,1.1062,0.905,1.0851
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.9628,0.8718,0.4664,0.8643
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.9261,0.7115,0.3697,0.7078
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",65 and older,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.9446,0.7793,0.4427,0.7738
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Already voted,or as a member of another political party,"White, No 4-Year College Degree",65 and older,White,Ulster/Dutchess,Less than 50 percent,Landline,1,0.407,1.4835,2.512,1.7993
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Ulster/Dutchess,50 to 85 percent,Landline,1,0.6842,0.9313,0.8402,0.9685
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Ulster/Dutchess,50 to 85 percent,Landline,1,0.7557,1.1855,0.7082,1.2131
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.9453,0.5589,0.3743,0.5487
4,65 and older,Some college or trade school,White,Male,White,Approve,Don't know,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Ulster/Dutchess,50 to 85 percent,Landline,0.4444,0.6029,1.5311,1.339,0.7625
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,Ulster/Dutchess,85 percent or higher,Landline,1,0.8569,0.5155,0.3815,0.5178
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.9608,0.7115,0.3565,0.7055
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rensselaer/Columbia,85 percent or higher,Landline,1,0.97,0.9677,0.4703,0.959
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rensselaer/Columbia,50 to 85 percent,Landline,1,0.6158,1.0693,0.951,1.0773
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Ulster/Dutchess,85 percent or higher,Cell,1,0.9565,0.7959,0.4238,0.7895
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Rensselaer/Columbia,85 percent or higher,Landline,1,0.9671,0.6193,0.3064,0.6171
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.9176,0.801,0.4671,0.7858
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Don't know,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.9559,1.028,0.5798,1.0197
4,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.9112,1.1189,0.6754,1.1151
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rensselaer/Columbia,85 percent or higher,Landline,0.8889,0.8591,0.6543,0.3349,0.6499
Dem,18 to 34,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Ulster/Dutchess,50 to 85 percent,Landline,1,0.8221,2.8741,3.0015,2.9038
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Ulster/Dutchess,50 to 85 percent,Landline,1,0.5242,1.1952,1.3629,1.3036
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Ulster/Dutchess,50 to 85 percent,Landline,1,0.5164,1.8642,1.7587,2.0391
Rep,50 to 64,High school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,50 to 64,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.9625,1.1062,0.8532,1.0968
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rensselaer/Columbia,85 percent or higher,Landline,1,0.8889,1.001,0.5675,1.0007
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Rensselaer/Columbia,85 percent or higher,Landline,1,0.9382,0.5127,0.2795,0.5094
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Ulster/Dutchess,50 to 85 percent,Landline,1,0.8319,1.3008,0.9013,1.312
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.916,0.5589,0.3861,0.5567
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",65 and older,White,Ulster/Dutchess,85 percent or higher,Landline,0.8889,0.9238,1.3786,0.9791,1.2906
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.9458,0.6083,0.3918,0.6039
Rep,65 and older,Some college or trade school,White,Male,Black,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,Nonwhite,65 and older,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.9211,1.1189,0.6682,1.1138
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rensselaer/Columbia,85 percent or higher,Landline,1,0.9362,1.001,0.539,0.9948
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Ulster/Dutchess,85 percent or higher,Landline,1,0.8698,1.204,0.9887,1.2069
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rensselaer/Columbia,Less than 50 percent,Landline,1,0.0744,0.8394,2.7573,1.4323
