response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_edu,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Northwest,85 percent or higher,Landline,1,0.9917,1.4988,0.7006,1.5117,2018-09-15 19:42:12
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.9855,1.3106,0.5494,1.3215,2018-09-15 19:42:48
Dem,35 to 49,Grade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,45 to 64,High School Grad. or Less,Republican,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,"White, No 4-Year College Degree",West,50 to 85 percent,Cell,0,0.833,1.5379,1.3951,0.9092,2018-09-15 19:45:56
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9352,1.381,0.7886,1.397,2018-09-15 19:47:35
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Hispanic,Northwest,85 percent or higher,Cell,1,0.8927,0.5775,0.3197,0.5873,2018-09-15 19:50:26
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9488,0.684,0.2886,0.691,2018-09-15 19:52:05
Rep,50 to 64,Bachelors' degree,White,Female,Black,Don't know,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,Ted Cruz,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,[DO NOT READ] Refused,Nonwhite,50 to 64,"White, 4-Year College Grads",Northwest,50 to 85 percent,Landline,0.7778,0.5332,1.7042,1.4666,1.4068,2018-09-15 19:52:05
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,65 and older,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,Less than 50 percent,Landline,0.6667,0.3119,0.8685,1.2498,0.8141,2018-09-15 19:52:41
Dem,65 and older,Some college or trade school,White,Female,Black,Don't know,Don't know,Don't know,oppose,Oppose,Don't know,Dems. take House,Don't know,Unfavorable,Don't know,Beto O'Rourke,65 and older,Some College Educ.,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,65 and older,"White, No 4-Year College Degree",Inner Loop/Bellaire,85 percent or higher,Landline,0.4444,0.9596,0.6149,0.4061,0.5571,2018-09-15 19:52:59
Dem,65 and older,Graduate or Professional Degree,Other,Male,Asian,Oppose,disagree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Don't know,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,65 and older,Other,West,Less than 50 percent,Landline,1,0.3579,0.7232,1.0591,0.7952,2018-09-15 19:54:02
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Approve,Don't know,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9719,0.684,0.2818,0.6849,2018-09-15 19:59:17
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9527,0.4828,0.2594,0.4876,2018-09-15 20:04:20
Und,35 to 49,Graduate or Professional Degree,Black,Female,Black,Support,agree,Disapp.,oppose,Oppose,disagree,Don't know,Don't know,Don't know,disagree,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Black,Northwest,85 percent or higher,Cell,1,0.9835,0.3766,0.1626,0.3779,2018-09-15 20:04:20
Dem,65 and older,Some college or trade school,White,Male,White,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,Don't know,Beto O'Rourke,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Inner Loop/Bellaire,50 to 85 percent,Landline,0.4444,0.8419,1.297,1.0713,1.2307,2018-09-15 20:07:38
Dem,50 to 64,Bachelors' degree,Other,Male,Asian,Support,agree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Favorable,agree,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,50 to 64,Other,West,Less than 50 percent,Cell,0,0.2913,1.3858,2.5907,0.9451,2018-09-15 20:16:52
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",West,50 to 85 percent,Landline,1,0.7417,1.3656,0.71,1.4265,2018-09-15 20:17:19
Und,18 to 34,Some college or trade school,Black,Male,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,18 to 29,Some College Educ.,Other,Male,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,Black,West,Less than 50 percent,Landline,0.1111,0.0474,2.8932,10,0.6835,2018-09-15 20:19:43
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.8348,1.3685,0.6494,1.4042,2018-09-15 20:19:52
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Asian,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9887,0.7774,0.6542,0.7839,2018-09-15 20:20:19
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Black,Northwest,85 percent or higher,Cell,1,0.988,0.7649,0.2846,0.7713,2018-09-15 20:24:13
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Cell,1,0.9787,0.7804,0.3451,0.7869,2018-09-15 20:26:55
Und,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Ted Cruz,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",Northwest,Less than 50 percent,Landline,0.8889,0.17,2.3975,6.5278,3.1891,2018-09-15 20:27:40
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Northwest,50 to 85 percent,Landline,1,0.7884,1.4013,0.7226,1.4067,2018-09-15 20:28:43
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9974,0.4117,0.165,0.4151,2018-09-15 20:30:17
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,Less than 50 percent,Landline,0.5556,0.233,0.9867,1.6436,0.6559,2018-09-15 20:30:58
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Support,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Northwest,50 to 85 percent,Cell,1,0.8211,1.1476,0.6855,1.1803,2018-09-15 20:32:59
Dem,65 and older,High school,White,Female,White,Don't know,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,Beto O'Rourke,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",West,50 to 85 percent,Landline,1,0.6268,1.9629,2.4965,2.0092,2018-09-15 20:34:11
Rep,50 to 64,Some college or trade school,White,Female,White,Support,agree,Don't know,support,Support,agree,Reps. keep House,Unfavorable,Don't know,agree,Ted Cruz,45 to 64,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,"White, No 4-Year College Degree",West,85 percent or higher,Landline,0.7778,0.9616,0.7001,0.4865,0.692,2018-09-15 20:34:38
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Unknown,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9966,0.8308,0.2926,0.8385,2018-09-15 20:38:41
Dem,18 to 34,Bachelors' degree,Asian,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,Beto O'Rourke,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,Asian,West,85 percent or higher,Landline,1,0.8868,1.6851,1.6929,1.6827,2018-09-15 20:40:11
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",West,Less than 50 percent,Cell,1,0.2991,2.8138,5.1718,3.5062,2018-09-15 20:40:20
Dem,35 to 49,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",Northwest,50 to 85 percent,Cell,1,0.5543,2.4553,2.0171,2.6974,2018-09-15 20:40:56
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,agree,Disapp.,support,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,Ted Cruz,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.8419,0.6804,0.3323,0.6806,2018-09-15 20:44:42
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9979,0.5756,0.1895,0.5812,2018-09-15 20:44:51
Rep,50 to 64,Some college or trade school,White,Male,Other,Oppose,agree,Approve,oppose,Support,Don't know,Reps. keep House,Don't know,Favorable,agree,Don't know,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,50 to 64,"White, No 4-Year College Degree",Northwest,50 to 85 percent,Cell,1,0.8263,1.5453,1.187,1.547,2018-09-15 20:45:45
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9755,0.3885,0.1877,0.3918,2018-09-15 20:45:54
Dem,65 and older,High school,Hispanic,Female,White,Oppose,agree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Hispanic,Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9875,0.8428,0.565,0.8499,2018-09-15 20:47:15
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9493,0.7696,0.3098,0.7691,2018-09-15 20:47:51
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9842,0.7881,0.3143,0.7908,2018-09-15 20:50:24
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Northwest,85 percent or higher,Landline,1,0.9941,0.4216,0.1738,0.4254,2018-09-15 20:50:51
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",Northwest,50 to 85 percent,Landline,1,0.7116,0.9101,0.5585,0.9571,2018-09-15 20:53:06
Dem,18 to 34,High school,Hispanic,Female,Hispanic,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,Ted Cruz,18 to 29,High School Grad. or Less,Other,Female,Somewhat likely,Democrat,Nonwhite,18 to 34,Hispanic,Inner Loop/Bellaire,Less than 50 percent,Landline,0.5556,0.3309,3.4705,9.4712,2.3633,2018-09-15 20:56:51
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Favorable,Unfavorable,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,"White, 4-Year College Grads",Inner Loop/Bellaire,85 percent or higher,Landline,1,0.9977,0.4117,0.165,0.4152,2018-09-15 21:00:07
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,"White, No 4-Year College Degree",Northwest,85 percent or higher,Landline,1,0.9932,1.0214,0.6592,1.0276,2018-09-15 21:05:04
Dem,18 to 34,Bachelors' degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,Beto O'Rourke,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,"White, 4-Year College Grads",Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.2233,2.8198,7.1254,3.3475,2018-09-15 21:07:19
Und,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Don't know,support,Support,disagree,Don't know,Favorable,Don't know,disagree,Don't know,45 to 64,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",35 to 49,"White, 4-Year College Grads",Inner Loop/Bellaire,50 to 85 percent,Cell,0.1111,0.5548,1.3763,1.2109,0.501,2018-09-15 21:07:28
