response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,no,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Trump,50 to 85 percent,Landline,1,0.5283,1.0907,1.1806,1.2468,2018-09-05 23:46:58
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9905,0.9482,0.5523,0.9861,2018-09-06 00:08:08
Und,35 to 49,Bachelors' degree,White,Male,White,Don't know,support,disagree,Reps. keep House,Don't know,Don't know,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,White,Well-educ. Clinton,Less than 50 percent,Cell,0.6667,0.2767,1.5231,3.5251,1.1513,2018-09-06 00:10:14
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Unknown,Less educ. Trump,85 percent or higher,Cell,1,0.9857,0.4752,0.2436,0.4941,2018-09-06 00:09:11
Dem,35 to 49,Bachelors' degree,Unknown,Male,Hispanic,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,agree,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,Unknown,Well-educ. Trump,Less than 50 percent,Landline,1,0.3553,0.9504,1.6658,1.0789,2018-09-06 00:06:29
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Don't know,oppose,Don't know,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9603,1.3048,0.8253,1.3458,2018-09-06 00:01:41
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,oppose,agree,Reps. keep House,Favorable,Favorable,agree,no,agree,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Unknown,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7248,1.6367,1.232,1.7046,2018-09-06 00:05:53
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Unfavorable,Don't know,agree,no,disagree,agree,30 to 44,Some College Educ.,Other,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,White,Less educ. Trump,Less than 50 percent,Cell,0.8889,0.2412,1.1654,3.7294,0.6892,2018-09-05 23:28:40
Und,18 to 34,Some college or trade school,White,Male,Black,Disapp.,support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,no,agree,disagree,18 to 29,Some College Educ.,Other,Male,Not at all likely,Republican,Nonwhite,Nonwhite,White,Well-educ. Clinton,Less than 50 percent,Cell,0,0.3226,0.6508,1.6641,0.1694,2018-09-06 00:03:47
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,agree,Reps. keep House,Don't know,Favorable,disagree,no,agree,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Landline,0.7778,0.9243,1.276,0.7805,1.2891,2018-09-06 00:13:32
Dem,18 to 34,Bachelors' degree,Unknown,Female,Other,Don't know,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,agree,18 to 29,4-year College Grad.,Other,Female,Very likely,or as a member of another political party,Nonwhite,Nonwhite,Unknown,Less educ. Trump,Less than 50 percent,Cell,0.8889,0.3238,0.5555,0.9128,0.6057,2018-09-05 23:30:10
Rep,50 to 64,Bachelors' degree,White,Male,Other,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.825,1.4832,0.954,1.5721,2018-09-05 23:21:28
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Unknown,Well-educ. Trump,85 percent or higher,Cell,1,0.99,0.477,0.2719,0.4961,2018-09-05 23:25:13
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9891,0.7863,0.4144,0.8177,2018-09-06 00:06:47
Und,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Don't know,support,disagree,Don't know,Don't know,Don't know,agree,no,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,50 to 85 percent,Cell,1,0.7009,0.8868,0.6238,0.9641,2018-09-06 00:28:06
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9853,1.1497,0.6345,1.1954,2018-09-06 00:15:11
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Non-White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9844,1.4104,0.9559,1.4665,2018-09-05 23:19:49
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9692,0.4537,0.3107,0.472,2018-09-05 23:19:58
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.5822,1.5125,1.5545,1.609,2018-09-06 00:25:15
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,oppose,agree,Dems. take House,Unfavorable,Favorable,disagree,no,agree,disagree,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,50 to 85 percent,Landline,1,0.6441,1.339,1.2471,1.4095,2018-09-06 00:29:18
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,50 to 85 percent,Cell,1,0.5821,0.4792,0.4242,0.5098,2018-09-06 00:15:57
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9618,0.6309,0.435,0.6566,2018-09-05 23:26:16
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,agree,Dems. take House,Unfavorable,Favorable,agree,yes,agree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Landline,1,0.6241,1.1143,0.9937,1.2357,2018-09-06 00:22:42
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,support,disagree,Don't know,Don't know,Don't know,disagree,no,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9538,0.7569,0.4762,0.7881,2018-09-05 23:19:31
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,45 to 64,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Non-White,Less educ. Trump,85 percent or higher,Cell,0.4444,0.8632,2.0389,1.4822,1.7594,2018-09-05 23:29:07
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9823,0.861,0.5146,0.8953,2018-09-06 00:27:03
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9892,0.6436,0.3265,0.6669,2018-09-06 00:33:29
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9467,0.702,0.4152,0.7314,2018-09-05 23:27:19
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,agree,no,agree,disagree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.8666,1.1523,1.0271,1.1873,2018-09-06 00:31:32
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,0.8889,0.981,0.6276,0.3469,0.6509,2018-09-05 23:25:40
Und,65 and older,Some college or trade school,Unknown,Female,White,Approve,support,agree,Reps. keep House,Don't know,Unfavorable,agree,no,agree,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Unknown,Well-educ. Trump,85 percent or higher,Landline,1,0.9789,0.8142,0.4915,0.8466,2018-09-06 00:34:23
Und,50 to 64,High school,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Cell,0.7778,0.9564,2.6029,2.0915,2.6491,2018-09-06 00:38:08
Und,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,yes,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,Non-White,Well-educ. Trump,85 percent or higher,Landline,1,0.967,1.033,0.7162,1.0747,2018-09-06 00:45:11
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Unknown,Less-educ. Clinton,85 percent or higher,Landline,1,0.9044,0.7303,0.4046,0.7647,2018-09-06 00:35:44
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9866,0.5684,0.3676,0.5911,2018-09-05 23:22:31
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Non-White,Less-educ. Clinton,50 to 85 percent,Landline,1,0.5208,1.3908,1.4474,1.5941,2018-09-06 00:39:02
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Don't know,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9837,0.6102,0.3739,0.6344,2018-09-06 00:49:24
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,White,Less-educ. Clinton,85 percent or higher,Landline,1,0.9876,0.7569,0.4599,0.787,2018-09-06 00:48:30
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Unfavorable,Unfavorable,agree,no,disagree,disagree,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Non-White,Well-educ. Trump,Less than 50 percent,Cell,1,0.2938,0.6574,1.8241,0.8481,2018-09-06 00:48:57
Dem,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9894,0.944,0.4853,0.9817,2018-09-05 23:22:40
Rep,50 to 64,Some college or trade school,White,Female,Black,Disapp.,oppose,agree,Dems. take House,Don't know,Don't know,agree,no,agree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8965,0.9246,0.643,0.9692,2018-09-05 23:28:31
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9398,0.9273,0.5299,0.9668,2018-09-05 23:15:28
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9881,1.3048,0.8022,1.3568,2018-09-06 00:45:30
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.8309,0.647,0.4345,0.6851,2018-09-10 20:28:15
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Favorable,Favorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,50 to 85 percent,Cell,0.7778,0.7536,1.2463,0.951,1.2375,2018-09-06 00:59:36
Rep,65 and older,High school,Unknown,Female,White,Disapp.,support,agree,Don't know,Don't know,Favorable,agree,no,Don't know,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Unknown,Well-educ. Clinton,85 percent or higher,Landline,0.7778,0.929,1.7442,1.1053,1.7637,2018-09-10 20:21:57
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,White,Less educ. Trump,85 percent or higher,Cell,1,0.9785,1.3604,0.6842,1.4062,2018-09-10 20:25:33
Dem,35 to 49,Bachelors' degree,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8984,0.9391,0.6849,0.984,2018-09-06 00:54:03
