response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIA,CRIMES,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,file_race_noblack,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9063,0.5054,0.4183,0.5226,2018-09-05 03:09:58
Dem,18 to 34,Bachelors' degree,White,Female,White,Approve,Don't know,Don't know,Dems. take House,Don't know,Don't know,support,support,no,disagree,disagree,disagree,18 to 29,4-year College Grad.,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Newport Beach,Less than 50 percent,Cell,1,0.3963,0.649,1.1724,0.7164,2018-09-05 04:13:08
Rep,50 to 64,Bachelors' degree,Asian,Male,Asian,Approve,Approve,disagree,Reps. keep House,Favorable,Don't know,oppose,oppose,no,disagree,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Asian,Costa Mesa/North,50 to 85 percent,Cell,0.8889,0.7371,2.8237,2.2256,2.9556,2018-09-05 03:08:46
Und,35 to 49,Graduate or Professional Degree,Hispanic,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,support,support,no,Don't know,disagree,Don't know,30 to 44,Postgraduate Degree,Other,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Hispanic,Costa Mesa/North,Less than 50 percent,Landline,0.6667,0.4211,0.6653,1.0758,0.6276,2018-09-05 03:14:37
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,support,yes,Don't know,disagree,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.8435,1.0996,0.8815,1.1479,2018-09-05 03:03:40
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,agree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Costa Mesa/North,85 percent or higher,Landline,1,0.965,1.0635,0.7337,1.0932,2018-09-05 03:10:25
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,yes,disagree,disagree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Newport Beach,85 percent or higher,Cell,1,0.9238,1.6702,1.1451,1.7235,2018-09-05 03:04:43
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,Don't know,disagree,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Costa Mesa/North,85 percent or higher,Cell,1,0.9845,1.041,0.7316,1.0694,2018-09-05 03:15:13
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,yes,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Landline,1,0.9871,0.5823,0.3506,0.5982,2018-09-05 03:09:40
Rep,65 and older,Some college or trade school,White,Male,White,Don't know,Disapp.,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9896,1.0888,0.7665,1.1187,2018-09-05 03:01:34
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Approve,Don't know,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,agree,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9685,1.4773,1.0118,1.5183,2018-09-05 03:15:13
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Approve,disagree,Dems. take House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Laguna Beach/South,50 to 85 percent,Cell,1,0.5932,0.6677,0.7043,0.7382,2018-09-05 03:15:13
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,Hispanic,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,Nonwhite,White,Newport Beach,85 percent or higher,Landline,1,0.9891,1.6348,1.0881,1.6734,2018-09-05 03:02:46
Rep,65 and older,High school,White,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,yes,agree,disagree,Don't know,65 and older,High School Grad. or Less,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9823,1.4927,1.3569,1.5255,2018-09-05 03:03:13
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Disapp.,disagree,Reps. keep House,Don't know,Unfavorable,oppose,oppose,no,agree,agree,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Costa Mesa/North,50 to 85 percent,Cell,1,0.8259,0.853,0.5883,0.87,2018-09-05 03:06:04
Und,65 and older,Bachelors' degree,White,Male,White,Disapp.,Don't know,Don't know,Reps. keep House,Don't know,Don't know,oppose,oppose,no,Don't know,agree,Don't know,65 and older,4-year College Grad.,Republican,Male,Not at all likely,[DO NOT READ] Refused,"White, 4-Year College Grads",White,Newport Beach,50 to 85 percent,Landline,0,0.7531,1.2262,0.9758,0.5459,2018-09-05 03:28:16
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Don't know,Unfavorable,oppose,oppose,yes,disagree,agree,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.7722,0.4975,0.4706,0.5095,2018-09-05 03:21:13
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,agree,disagree,disagree,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Costa Mesa/North,50 to 85 percent,Cell,1,0.7159,0.8279,0.769,0.8527,2018-09-05 04:24:46
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,disagree,disagree,agree,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,White,Costa Mesa/North,85 percent or higher,Cell,1,0.9628,1.2089,0.9504,1.2428,2018-09-05 03:26:55
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Disapp.,agree,Dems. take House,Unfavorable,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Unknown,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9569,0.6641,0.4831,0.683,2018-09-05 03:20:10
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,agree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Hispanic,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.8619,0.382,0.3033,0.3976,2018-09-05 03:25:07
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9871,0.8475,0.538,0.8706,2018-09-05 04:16:49
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Other,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Other Non-White,Laguna Beach/South,85 percent or higher,Cell,1,0.9661,0.735,0.5514,0.7494,2018-09-05 03:19:07
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Newport Beach,85 percent or higher,Landline,1,0.9941,0.8875,0.5894,0.9122,2018-09-05 03:26:28
Rep,65 and older,Some college or trade school,White,Male,Other,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,yes,agree,agree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,White,Newport Beach,85 percent or higher,Landline,1,0.9895,1.3604,0.8441,1.3977,2018-09-05 03:16:34
Rep,18 to 34,Bachelors' degree,Other,Male,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,yes,disagree,agree,disagree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Other Non-White,Laguna Beach/South,Less than 50 percent,Cell,0.8889,0.3436,0.9313,2.2673,1.0978,2018-09-05 03:28:34
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,Don't know,Dems. take House,Favorable,Unfavorable,oppose,support,yes,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Costa Mesa/North,85 percent or higher,Cell,1,0.931,0.5823,0.3717,0.6004,2018-09-05 03:42:04
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,[DO NOT READ] Don't know/Refused,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Asian,Laguna Beach/South,85 percent or higher,Landline,1,0.9473,1.6065,1.1171,1.6537,2018-09-05 03:27:31
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Don't know,agree,Dems. take House,Don't know,Don't know,support,support,yes,disagree,agree,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.5567,0.4555,0.599,0.5094,2018-09-05 03:31:52
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Costa Mesa/North,50 to 85 percent,Cell,0.4444,0.7382,0.9586,0.8438,0.9123,2018-09-05 03:41:01
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.922,1.0933,0.856,1.1122,2018-09-05 03:45:40
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Newport Beach,85 percent or higher,Landline,1,0.9943,0.9144,0.52,0.94,2018-09-05 03:42:58
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,agree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Newport Beach,85 percent or higher,Cell,1,0.9082,0.774,0.4552,0.7873,2018-09-05 04:28:49
Dem,65 and older,High school,White,Female,White,Disapp.,Don't know,disagree,Dems. take House,Favorable,Don't know,support,support,no,disagree,agree,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Costa Mesa/North,85 percent or higher,Landline,1,0.9794,1.4271,1.2924,1.4661,2018-09-05 03:37:52
Rep,50 to 64,Some college or trade school,White,Male,Other,Approve,Don't know,disagree,Don't know,Unfavorable,Unfavorable,oppose,oppose,no,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,White,Laguna Beach/South,85 percent or higher,Cell,1,0.8744,1.2442,0.8799,1.2925,2018-09-05 03:41:37
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,Disapp.,Don't know,agree,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,agree,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Asian,Newport Beach,Less than 50 percent,Cell,1,0.4726,1.0419,1.6178,1.2021,2018-09-05 03:31:52
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Newport Beach,85 percent or higher,Landline,1,0.9902,0.6171,0.3709,0.6319,2018-09-05 03:41:37
Dem,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Unknown,Costa Mesa/North,85 percent or higher,Cell,1,0.9546,0.3256,0.2372,0.3317,2018-09-05 03:32:19
Dem,65 and older,Some college or trade school,White,Female,Hispanic,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9847,1.0933,0.8014,1.1231,2018-09-05 03:59:01
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,White,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,support,yes,agree,agree,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Hispanic,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.5405,1.0958,1.2562,1.2323,2018-09-05 03:45:40
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,agree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Laguna Beach/South,85 percent or higher,Cell,1,0.9671,1.4952,1.0249,1.5368,2018-09-05 03:43:43
Rep,18 to 34,High school,White,Male,Hispanic,Approve,Approve,disagree,Reps. keep House,Unfavorable,Favorable,oppose,support,no,disagree,disagree,disagree,18 to 29,High School Grad. or Less,Republican,Male,Very likely,Republican,Nonwhite,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.8501,0.8543,0.8563,0.8703,2018-09-05 03:59:28
Und,65 and older,Bachelors' degree,Other,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,agree,Dems. take House,Don't know,Unfavorable,Don't know,support,no,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Other Non-White,Costa Mesa/North,Less than 50 percent,Cell,1,0.4036,0.969,1.9603,1.154,2018-09-05 03:51:22
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,support,no,disagree,disagree,agree,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,Hispanic,Newport Beach,50 to 85 percent,Cell,1,0.6722,0.6011,0.6795,0.6226,2018-09-05 03:57:40
Dem,18 to 34,High school,White,Male,White,Disapp.,Disapp.,agree,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.8991,0.5765,0.5751,0.5968,2018-09-05 03:59:19
Rep,35 to 49,High school,White,Male,Other,Approve,Approve,disagree,Reps. keep House,Don't know,Favorable,oppose,oppose,no,disagree,disagree,agree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Republican,Nonwhite,White,Laguna Beach/South,50 to 85 percent,Cell,1,0.8127,1.1283,1.1872,1.1841,2018-09-05 03:49:07
Und,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Don't know,disagree,Reps. keep House,Don't know,Don't know,oppose,oppose,no,agree,agree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Hispanic,Laguna Beach/South,85 percent or higher,Landline,1,0.9442,1.2031,0.93,1.2389,2018-09-05 03:53:37
