response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Bachelors' degree,Unknown,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,4-year College Grad.,Unknown,Aurora,Less than 50 percent,Cell,1,0.3948,0.7574,1.4436,0.8935,2018-10-17 01:30:45
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Aurora,85 percent or higher,Cell,1,0.9582,1.0523,0.834,1.0673,2018-10-17 01:38:45
Dem,50 to 64,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,4-year College Grad.,Other Non-White,Aurora,50 to 85 percent,Cell,1,0.786,0.9679,0.7635,1.0068,2018-10-17 01:42:12
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Aurora,85 percent or higher,Cell,1,0.9322,1.0224,0.7106,1.0395,2018-10-17 01:43:51
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.5485,0.7058,0.7482,0.7806,2018-10-17 01:47:29
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Douglas,50 to 85 percent,Cell,1,0.54990000000000006,1.8612,2.6589,2.0574,2018-10-17 01:48:30
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.965,1.2032,0.7824,1.2198,2018-10-17 01:48:48
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,Unknown,Aurora,85 percent or higher,Cell,1,0.965,0.5278,0.3642,0.5351,2018-10-17 01:50:29
Rep,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Aurora,85 percent or higher,Cell,0.7778,0.965,1.0124,0.7835,0.9814,2018-10-17 01:51:23
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Aurora,85 percent or higher,Cell,1,0.965,0.8913,0.6138,0.9036,2018-10-17 01:58:17
Dem,18 to 34,High school,White,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Rest of Araphahoe,85 percent or higher,Cell,0.4444,0.8691,1.1068,1.0132,0.9351,2018-10-17 01:58:35
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Aurora,85 percent or higher,Cell,1,0.965,0.6438,0.4409,0.6526,2018-10-17 02:00:59
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.8031,0.7992,0.5994,0.8051,2018-10-17 02:02:48
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9258,0.9168,0.613,0.9328,2018-10-17 02:02:57
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.689,0.8912,0.7499,0.9745,2018-10-17 02:08:21
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Rest of Araphahoe,Less than 50 percent,Cell,1,0.3169,1.0655,3.0876,1.1993,2018-10-17 02:08:39
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Aurora,Less than 50 percent,Cell,0.4444,0.2707,0.8479,2.296,0.52,2018-10-17 02:09:06
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,No 4-year College Degree,Other Non-White,Aurora,50 to 85 percent,Cell,1,0.7282,1.245,1.2338,1.3106,2018-10-17 02:10:09
Und,[DO NOT READ] Refused,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Aurora,85 percent or higher,Landline,1,0.959,1.0523,0.8332,1.0673,2018-10-17 02:10:45
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Unknown,Aurora,50 to 85 percent,Cell,1,0.7996,0.575,0.4627,0.5965,2018-10-17 02:14:57
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,4-year College Grad.,Hispanic,Adams,50 to 85 percent,Cell,1,0.71,1.0664,1.0333,1.1272,2018-10-17 02:19:33
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Aurora,85 percent or higher,Landline,1,0.965,1.2421,1.1422,1.2488,2018-10-17 02:20:54
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Aurora,85 percent or higher,Cell,1,0.965,1.3456,0.9575,1.3528,2018-10-17 02:22:06
3,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Already voted,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Aurora,50 to 85 percent,Cell,1,0.667,0.8789,0.8618,0.9681,2018-10-17 02:26:45
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Douglas,85 percent or higher,Landline,1,0.965,1.1065,0.8204,1.1217,2018-10-17 02:26:54
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Douglas,85 percent or higher,Cell,1,0.8945,1.8796,1.5098,1.92,2018-10-17 02:26:54
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Aurora,85 percent or higher,Cell,1,0.965,0.5909,0.3973,0.5991,2018-10-17 02:30:39
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Other Non-White,Douglas,85 percent or higher,Landline,1,0.9618,1.71,1.4161,1.7186,2018-10-17 02:30:48
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Douglas,85 percent or higher,Cell,1,0.965,1.5769,1.3778,1.5986,2018-10-17 02:34:01
3,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,or as a member of another political party,Nonwhite,Nonwhite,35 to 49,No 4-year College Degree,Hispanic,Aurora,50 to 85 percent,Cell,1,0.5584,1.3849,1.8934,1.4422,2018-10-17 02:34:10
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9463,0.7336,0.4833,0.7448,2018-10-17 02:34:37
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,Unknown,Rest of Araphahoe,85 percent or higher,Cell,1,0.965,0.7856,0.5454,0.7964,2018-10-17 02:36:07
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Douglas,85 percent or higher,Cell,1,0.965,1.669,1.2675,1.692,2018-10-17 02:41:49
3,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Rest of Araphahoe,50 to 85 percent,Cell,0.3333,0.7128,1.0647,1.1088,0.7638,2018-10-17 02:48:21
Und,50 to 64,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,4-year College Grad.,White,Adams,85 percent or higher,Cell,1,0.8779,0.827,0.6592,0.8468,2018-10-17 02:48:30
3,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Already voted,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.808,0.9547,0.776,1.0084,2018-10-17 02:49:06
Dem,18 to 34,Graduate or Professional Degree,White,Male,Black,Approve,Reps. keep House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Male,Not at all likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Postgraduate Degree,White,Rest of Araphahoe,50 to 85 percent,Cell,0,0.5018,0.7561,0.9929,0.234,2018-10-17 02:49:15
Und,18 to 34,Some college or trade school,Black,Female,Other,Disapp.,Dems. take House,Don't know,Favorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,No 4-year College Degree,Other Non-White,Aurora,50 to 85 percent,Cell,1,0.7792,1.126,1.1802,1.1727,2018-10-17 02:49:51
Und,35 to 49,Some college or trade school,White,Female,White,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Adams,50 to 85 percent,Cell,1,0.8399,0.8558,0.8373,0.8602,2018-10-17 02:50:54
3,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Don't know,Don't know,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Aurora,50 to 85 percent,Cell,0.8889,0.8306,0.9136,0.7314,0.9043,2018-10-17 02:51:12
Dem,35 to 49,Bachelors' degree,White,Female,Black,Don't know,Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,35 to 49,4-year College Grad.,White,Aurora,85 percent or higher,Cell,1,0.965,1.0038,0.6778,1.0176,2018-10-17 02:52:06
3,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Rest of Araphahoe,Less than 50 percent,Cell,1,0.2332,1.0655,4.1945,1.411,2018-10-17 02:52:24
Rep,65 and older,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Aurora,50 to 85 percent,Landline,0.4444,0.6317,1.0552,1.1223,0.9043,2018-10-17 02:53:00
Rep,35 to 49,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Not very likely,Republican,Nonwhite,Nonwhite,35 to 49,No 4-year College Degree,White,Aurora,50 to 85 percent,Cell,0.3333,0.5253,0.8826,1.2209,0.4628,2018-10-17 02:54:12
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Aurora,85 percent or higher,Cell,1,0.9635,0.8102,0.6323,0.8144,2018-10-17 02:55:06
Rep,35 to 49,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Aurora,50 to 85 percent,Cell,1,0.6413,0.9174,1.0569,0.9865,2018-10-17 02:56:09
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Aurora,50 to 85 percent,Cell,1,0.796,0.6917,0.5373,0.7181,2018-10-17 02:56:36
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Adams,85 percent or higher,Cell,1,0.965,0.8896,0.812,0.9018,2018-10-17 02:56:36
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.766,0.8307,0.6642,0.8675,2018-10-17 02:59:18
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.965,0.7038,0.4794,0.7135,2018-10-17 03:02:00
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Rest of Araphahoe,50 to 85 percent,Cell,0.8889,0.7439,1.0036,0.7668,0.9945,2018-10-17 03:03:03
Rep,18 to 34,Bachelors' degree,Black,Female,Black,Approve,Dems. take House,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Female,Not very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,4-year College Grad.,Other Non-White,Aurora,Less than 50 percent,Cell,0.1111,0.4426,1.0948,2.1323,0.4427,2018-10-17 03:04:55
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.965,0.6771,0.4536,0.6864,2018-10-17 03:08:22
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Rest of Araphahoe,Less than 50 percent,Cell,1,0.3398,1.2428,2.9439,1.3839,2018-10-17 03:11:40
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9205,0.8307,0.5827,0.8458,2018-10-17 03:12:07
Dem,50 to 64,Bachelors' degree,Unknown,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,4-year College Grad.,Unknown,Rest of Araphahoe,85 percent or higher,Cell,1,0.9483,0.9686,0.6494,0.9725,2018-10-17 03:14:22
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Aurora,Less than 50 percent,Cell,1,0.304,0.9207,2.5813,1.1485,2018-10-17 03:24:48
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.965,1.1576,0.7403,1.1735,2018-10-17 03:31:06
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Douglas,85 percent or higher,Cell,1,0.8746,1.2681,1.1239,1.2991,2018-10-17 21:32:58
Dem,65 and older,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,4-year College Grad.,White,Aurora,85 percent or higher,Cell,1,0.965,1.0102,0.6484,1.0241,2018-10-17 21:51:26
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,No 4-year College Degree,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9084,0.9535,0.7644,0.9722,2018-10-17 21:55:11
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,4-year College Grad.,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9537,1.0037,0.6306,1.0183,2018-10-17 21:56:41
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Aurora,85 percent or higher,Cell,1,0.965,0.8528,0.5468,0.8574,2018-10-17 22:12:09
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Unknown,Aurora,85 percent or higher,Cell,1,0.8959,0.8966,0.6693,0.9157,2018-10-17 22:13:12
Und,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,35 to 49,4-year College Grad.,White,Douglas,85 percent or higher,Cell,1,0.8911,1.669,1.3725,1.6745,2018-10-17 22:16:21
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Douglas,85 percent or higher,Cell,1,0.965,1.2055,0.9104,1.222,2018-10-17 22:26:38
Rep,50 to 64,High school,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.965,0.9911,0.7605,1.0047,2018-10-17 22:30:05
3,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.7563,0.7058,0.5427,0.7385,2018-10-17 22:34:54
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Aurora,50 to 85 percent,Cell,0.5556,0.6691,0.8777,0.9024,0.7905,2018-10-17 22:36:51
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,4-year College Grad.,Other Non-White,Aurora,50 to 85 percent,Cell,1,0.7322,1.0939,1.0412,1.1506,2018-10-17 22:39:15
Rep,50 to 64,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,50 to 64,4-year College Grad.,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9323,0.9264,0.6174,0.9295,2018-10-17 22:39:42
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Aurora,85 percent or higher,Cell,1,0.9437,0.8576,0.7402,0.871,2018-10-17 22:41:48
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.965,0.7336,0.4739,0.7437,2018-10-17 22:43:45
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,No 4-year College Degree,Other Non-White,Aurora,50 to 85 percent,Cell,1,0.8272,1.1281,1.0265,1.1646,2018-10-17 22:45:06
Rep,35 to 49,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,4-year College Grad.,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.7658,1.0091,0.7912,1.0538,2018-10-17 22:56:29
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.965,1.0037,0.6233,1.0175,2018-10-17 23:00:41
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Douglas,85 percent or higher,Cell,1,0.965,1.2681,1.0186,1.2855,2018-10-17 23:05:50
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Douglas,85 percent or higher,Cell,1,0.965,1.1065,0.8204,1.1217,2018-10-17 23:08:41
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.8295,1.0091,0.7304,1.0413,2018-10-17 23:11:23
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.965,0.9535,0.7196,0.9666,2018-10-17 23:11:23
