response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.8704,0.9854,0.7624,0.9751,2018-10-21 21:42:50
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,"Rest, Trump",85 percent or higher,Cell,1,0.97,1.7915,1.0403,1.7527,2018-10-21 21:43:08
Dem,50 to 64,Some college or trade school,Black,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,Black,"Rest, Trump",50 to 85 percent,Cell,1,0.7148,0.9851,0.6095,0.9661,2018-10-21 21:51:06
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",18 to 39,White,"Rest, Trump",Less than 50 percent,Landline,1,0.4317,1.0514,1.9405,1.1759,2018-10-21 21:56:57
Rep,18 to 34,Bachelors' degree,Black,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 39,Black,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.7577,1.7805,0.9012,1.7383,2018-10-21 21:57:42
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,"Rest, Trump",50 to 85 percent,Cell,1,0.7108,1.1131,0.7833,1.1356,2018-10-21 21:58:18
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,"Virginia Beach, Trump",Less than 50 percent,Cell,0.8889,0.2984,1.1305,3.7715,1.1713,2018-10-21 21:59:48
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.94,0.9498,0.4767,0.9202,2018-10-21 22:17:12
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Landline,1,0.2828,0.6796,1.2474,0.8316,2018-10-21 22:33:30
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,"Rest, Trump",50 to 85 percent,Cell,1,0.6863,1.0834,0.4705,1.1117,2018-10-21 22:37:15
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Don't know,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9594,0.9854,0.6919,0.9647,2018-10-21 22:39:57
Und,50 to 64,High school,Unknown,Male,Other,Disapp.,Don't know,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,40 to 64,Unknown,"Virginia Beach, Clinton",Less than 50 percent,Cell,0.4444,0.2973,1.0134,2.2317,0.5405,2018-10-21 22:43:24
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Unknown,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.904,1.0223,0.3882,1.0068,2018-10-21 22:45:03
Und,50 to 64,High school,Black,Male,Black,Disapp.,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Black,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.0953,1.2001,6.0492,1.9028,2018-10-21 22:57:53
Und,35 to 49,Bachelors' degree,White,Male,Hispanic,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Not at all likely,Democrat,Nonwhite,40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,0.4444,0.5748,0.9581,0.5934,0.4585,2018-10-21 23:01:32
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9651,1.1718,0.75,1.1373,2018-10-21 23:09:38
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,0.7778,0.7146,1.1648,0.6067,1.0865,2018-10-21 23:11:53
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.9432,0.61240000000000006,0.2314,0.6004,2018-10-21 23:26:56
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.2479,0.7899,2.7994,0.9958,2018-10-21 23:28:17
Rep,65 and older,Some college or trade school,Black,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Black,"Rest, Clinton",50 to 85 percent,Landline,1,0.748,1.018,0.5645,1.0301,2018-10-21 23:34:16
Rep,50 to 64,Some college or trade school,White,Male,Asian,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,White,"Rest, Trump",85 percent or higher,Landline,1,0.8503,0.9165,0.5811,0.9098,2018-10-21 23:42:13
Und,65 and older,High school,Black,Male,Black,Approve,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Almost certain,or as a member of another political party,Nonwhite,40 to 64,Black,"Rest, Trump",Less than 50 percent,Landline,1,0.4585,1.2445,1.8583,1.3752,2018-10-21 23:46:25
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,Black,"Virginia Beach, Clinton",Less than 50 percent,Landline,1,0.3362,0.7212,0.9513,0.8497,2018-10-21 23:53:23
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.97,1.1718,0.7463,1.1379,2018-10-21 23:56:05
Und,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9543,0.8477,0.3543,0.822,2018-10-21 23:59:59
Rep,18 to 34,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 39,White,"Virginia Beach, Trump",Less than 50 percent,Landline,1,0.3014,1.4036,4.6024,1.6936,2018-10-22 00:01:20
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9543,0.8929,0.3605,0.8745,2018-10-22 00:02:55
Dem,[DO NOT READ] Refused,High school,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",50 to 85 percent,Landline,1,0.6189,1.7266,1.3079,1.7164,2018-10-22 00:16:06
Dem,65 and older,Some college or trade school,White,Male,Other,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,65 and older,White,"Virginia Beach, Trump",Less than 50 percent,Landline,0.4444,0.2649,0.7566,2.3184,0.6914,2018-10-22 00:23:00
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9649,0.6539,0.2522,0.6399,2018-10-22 00:26:27
Dem,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",50 to 85 percent,Landline,1,0.8404,1.4611,0.7521,1.4528,2018-10-22 00:29:09
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.5649,1.1648,0.7668,1.1694,2018-10-22 00:39:33
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",50 to 85 percent,Landline,1,0.7319,1.8141,1.0635,1.842,2018-10-22 00:44:03
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.4479,0.4424,0.4237,0.4911,2018-10-22 00:44:50
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,0.7778,0.2723,0.9808,3.1416,0.7583,2018-10-22 01:00:44
Und,[DO NOT READ] Refused,Grade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Republican,Male,Somewhat likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,0.4444,0.9497,1.596,1.1483,1.4121,2018-10-22 01:06:17
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.97,0.8929,0.3547,0.8736,2018-10-22 01:14:14
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.9471,0.4939,0.9266,2018-10-22 01:23:49
Rep,65 and older,Grade school,Asian,Female,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,65 and older,Other Non-White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.5983,2.2255,2.7825,2.3387,2018-10-22 18:16:07
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.97,0.6539,0.2509,0.6398,2018-10-22 19:59:18
Dem,18 to 34,Some college or trade school,White,Male,Black,Disapp.,Reps. keep House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 39,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.0277,1.1305,7.5008,1.9484,2018-10-22 20:12:06
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.97,0.9186,0.3516,0.8987,2018-10-22 20:12:42
Und,65 and older,Some college or trade school,White,Male,White,Approve,Don't know,Favorable,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.7499,0.9232,0.7166,0.9337,2018-10-22 21:08:43
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.9404,0.8838,0.5602,0.8563,2018-10-22 21:26:13
Rep,35 to 49,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.6043,1.1967,1.2372,1.2554,2018-10-22 21:32:56
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.8218,0.9232,0.6541,0.9208,2018-10-22 21:38:38
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.5576,0.9857,0.6062,1.0492,2018-10-22 21:44:38
Rep,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Don't know,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Clinton",Less than 50 percent,Landline,0.8889,0.0635,1.2253,4.2444,1.6249,2018-10-22 21:47:00
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Don't know,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Unknown,"Virginia Beach, Trump",Less than 50 percent,Cell,0.3333,0.4189,0.679,0.7044,0.2554,2018-10-22 21:49:46
Und,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.7995,1.5709,1.0618,1.5282,2018-10-22 21:51:34
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Trump",50 to 85 percent,Landline,1,0.7065,1.0902,0.3891,1.1133,2018-10-22 21:56:04
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Cell,1,0.97,0.6082,0.1872,0.595,2018-10-22 21:57:34
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Clinton",85 percent or higher,Landline,1,0.97,1.534,0.8111,1.5008,2018-10-22 21:57:34
Und,50 to 64,High school,Black,Male,Black,Don't know,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,[DO NOT READ] Refused,Nonwhite,40 to 64,Black,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.6054,1.6675,1.6016,1.6614,2018-10-22 22:02:13
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.8196,0.6533,0.2633,0.6346,2018-10-22 22:25:52
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Rest, Clinton",85 percent or higher,Cell,1,0.8643,0.9889,0.6259,0.9795,2018-10-22 22:27:40
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.97,1.1718,0.7463,1.1464,2018-10-22 22:28:16
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.97,0.7892,0.3114,0.7721,2018-10-22 22:29:55
Rep,65 and older,Graduate or Professional Degree,White,Female,Other,Don't know,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9462,0.8119,0.3164,0.7958,2018-10-22 22:31:25
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.939,0.7892,0.3216,0.7741,2018-10-22 22:34:34
Dem,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Trump",Less than 50 percent,Landline,0.7778,0.4023,1.1003,1.6205,1.0461,2018-10-22 22:44:13
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9515,0.7742,0.4658,0.7584,2018-10-22 23:22:05
Rep,35 to 49,Graduate or Professional Degree,Other,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Other Non-White,"Virginia Beach, Trump",Less than 50 percent,Landline,0.7778,0.3059,0.6245,1.49,0.6069,2018-10-22 23:28:13
Und,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,0.4444,0.9033,1.1718,0.8012,0.9165,2018-10-22 23:31:13
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.8941,0.8532,0.49370000000000003,0.8415,2018-10-22 23:31:32
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.8177,0.5398,0.2038,0.5388,2018-10-22 23:33:16
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,40 to 64,Black,"Rest, Clinton",Less than 50 percent,Landline,0.7778,0.3821,0.8291,1.4845,0.7911,2018-10-22 23:38:49
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,White,"Rest, Clinton",85 percent or higher,Landline,1,0.97,1.3389,0.5285,1.3099,2018-10-22 23:44:40
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,"Virginia Beach, Clinton",Less than 50 percent,Landline,1,0.3379,1.4271,2.9301,1.6796,2018-10-22 23:58:42
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Don't know,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.9621,1.0973,0.6744,1.0647,2018-10-23 00:27:35
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8516,0.9854,0.7792,0.978,2018-10-23 00:29:23
Dem,65 and older,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8676,0.7892,0.3479,0.7813,2018-10-23 00:30:35
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4831,1.003,0.9866,1.0261,2018-10-23 00:33:44
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),Nonwhite,40 to 64,Other Non-White,"Virginia Beach, Clinton",Less than 50 percent,Cell,0.8889,0.2219,0.5601,1.6287,0.3823,2018-10-23 00:34:38
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.97,1.1718,0.7463,1.1379,2018-10-23 00:36:44
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,40 to 64,Unknown,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.97,0.6527,0.2053,0.6338,2018-10-23 00:36:44
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.8461,1.2119,0.5736,1.1756,2018-10-23 00:45:28
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 39,Black,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.6932,1.2593,0.6541,1.2383,2018-10-23 00:49:00
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9619,0.8544,0.2643,0.8363,2018-10-23 00:51:15
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 39,Black,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.3311,1.2815,1.9292,1.5148,2018-10-23 00:53:57
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4152,1.3442,2.6435,1.4033,2018-10-23 00:58:00
Rep,35 to 49,Bachelors' degree,Black,Male,White,Disapp.,Don't know,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,[DO NOT READ] Refused,"White, 4-Year College Grads",40 to 64,Black,"Virginia Beach, Clinton",Less than 50 percent,Cell,0.3333,0.3166,0.7212,1.0101,0.3957,2018-10-23 00:58:09
Dem,18 to 34,Some college or trade school,White,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 39,White,"Rest, Clinton",50 to 85 percent,Landline,1,0.7043,1.4137,1.1036,1.3882,2018-10-23 00:59:39
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4277,0.714,0.7936,0.8,2018-10-23 01:23:18
