response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Northwest,50 to 85 percent,Cell,1,0.7692,0.7192,0.4215,0.6378
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Northwest,85 percent or higher,Cell,1,0.9455,0.7018,0.3452,0.6892
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Inner Loop/Bellaire,50 to 85 percent,Cell,0.8889,0.5238,1.0185,0.857,1.0785
Und,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,West,Less than 50 percent,Cell,0.7778,0.3463,1.0505,2.0689,0.8269
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.8884,0.9259,0.5438,0.926
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Hispanic,West,Less than 50 percent,Cell,0,0.1003,1.2719,6.0316,0.2591
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.8946,1.4011,0.929,1.4175
Rep,35 to 49,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,1.6996,1.0117,1.6849
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.97,0.9086,0.4912,0.9054
Dem,35 to 49,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,Beto O'Rourke,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.0879,1.3823,5.9769,2.2653
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.97,0.9403,0.5078,0.9013
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,0.8209,0.3921,0.8139
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.8908,1.2356,0.9114,1.2127
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.6099,1.2605,0.9526,1.3377
Rep,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,30 to 44,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,18 to 39,Postgraduate Degree,Other Non-White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.2008,0.6613,1.823,0.9713
Rep,18 to 34,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,18 to 29,Some College Educ.,Other,Female,Almost certain,Republican,Nonwhite,18 to 39,No 4-year College Degree,White,Northwest,Less than 50 percent,Cell,1,0.1998,1.0342,3.213,1.389
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Approve,Dems. take House,Unfavorable,Unfavorable,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.4785,1.1945,1.7784,1.3918
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Inner Loop/Bellaire,Less than 50 percent,Cell,0.8889,0.4182,0.9152,1.0941,0.9243
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Favorable,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.97,0.9481,0.5074,0.9399
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Northwest,85 percent or higher,Cell,1,0.97,0.7076,0.3362,0.7051
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,40 to 64,Postgraduate Degree,White,West,85 percent or higher,Cell,1,0.97,0.6783,0.3563,0.6675
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Don't know,Don't know,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,Less than 50 percent,Cell,0.8889,0.3059,0.9703,2.0086,1.0156
Und,18 to 34,Bachelors' degree,Other,Male,Asian,Disapp.,Dems. take House,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Already voted,or as a member of another political party,Nonwhite,18 to 39,4-year College Grad.,Other Non-White,West,Less than 50 percent,Cell,1,0.1011,0.7694,3.5285,1.3766
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,Approve,Reps. keep House,Favorable,Don't know,Ted Cruz,18 to 29,[DO NOT READ] Don't know/Refused,Other,Male,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",18 to 39,[DO NOT READ] Don't know/Refused,White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.4123,0.9415,1.3646,0.997
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,Ted Cruz,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,[DO NOT READ] Refused,Nonwhite,18 to 39,4-year College Grad.,Other Non-White,Inner Loop/Bellaire,Less than 50 percent,Cell,0.6667,0.4772,0.8861,1.1576,0.6673
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.4829,0.6831,0.6279,0.7572
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Northwest,Less than 50 percent,Cell,1,0.4705,0.7994,0.9241,0.8906
Und,18 to 34,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Female,Already voted,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Other Non-White,Northwest,50 to 85 percent,Cell,1,0.5082,1.1713,1.314,1.3449
Und,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,18 to 29,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Hispanic,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.3582,1.0917,1.8766,0.705
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Northwest,Less than 50 percent,Cell,1,0.4756,1.0342,1.3496,1.1498
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Postgraduate Degree,Hispanic,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.97,1.0155,0.5481,1.0068
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,40 to 64,Postgraduate Degree,Hispanic,West,85 percent or higher,Cell,1,0.9676,0.9201,0.5437,0.9123
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,Beto O'Rourke,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Northwest,85 percent or higher,Cell,1,0.8669,1.1806,0.6424,1.202
Rep,18 to 34,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Don't know,Don't know,Beto O'Rourke,30 to 44,4-year College Grad.,Republican,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Other Non-White,Northwest,50 to 85 percent,Cell,0,0.6951,0.9328,0.8499,0.4413
Rep,35 to 49,Graduate or Professional Degree,Other,Male,Asian,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Northwest,Less than 50 percent,Cell,1,0.3633,0.5533,0.781,0.6498
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,40 to 64,4-year College Grad.,Hispanic,West,50 to 85 percent,Cell,1,0.5752,1.2108,1.3275,1.2293
Dem,18 to 34,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,18 to 29,4-year College Grad.,Other,Female,Already voted,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,White,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.723,1.3647,0.9371,1.4443
Rep,50 to 64,Some college or trade school,White,Male,Black,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Already voted,Republican,Nonwhite,40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Cell,1,0.6369,1.416,1.2903,1.5418
Und,35 to 49,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.4223,0.8825,1.1389,1.0047
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Favorable,Don't know,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Northwest,50 to 85 percent,Cell,1,0.8438,0.8167,0.3992,0.8362
Dem,65 and older,High school,Black,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,65 and older,No 4-year College Degree,Other Non-White,West,85 percent or higher,Cell,1,0.97,1.2703,0.9795,1.2658
Und,35 to 49,Bachelors' degree,Asian,Female,Asian,Don't know,Dems. take House,Don't know,Don't know,Ted Cruz,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Democrat,Nonwhite,18 to 39,4-year College Grad.,Other Non-White,West,Less than 50 percent,Cell,0.8889,0.4229,0.8153,1.3182,0.691
Dem,18 to 34,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.4328,1.3849,1.9373,1.5687
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,Unknown,Northwest,Less than 50 percent,Cell,1,0.318,0.9151,1.5328,1.0071
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Northwest,50 to 85 percent,Cell,1,0.5282,1.0775,0.944,1.174
Dem,18 to 34,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,Other Non-White,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.6348,0.8145,0.7185,0.8583
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,[DO NOT READ] Refused,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Northwest,Less than 50 percent,Cell,0.4444,0.3146,0.7544,1.3119,0.4599
Dem,65 and older,Grade school,Hispanic,Male,Hispanic,Approve,Don't know,Unfavorable,Favorable,Beto O'Rourke,65 and older,High School Grad. or Less,Republican,Female,Almost certain,or as a member of another political party,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Inner Loop/Bellaire,85 percent or higher,Cell,0.8889,0.97,1.8651,1.2863,1.8424
Und,18 to 34,Bachelors' degree,White,Female,White,Don't know,Dems. take House,Don't know,Don't know,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Female,Already voted,[DO NOT READ] Refused,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.4373,0.9352,1.1584,1.1143
Dem,18 to 34,Some college or trade school,Black,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,18 to 29,Some College Educ.,Democratic,Female,Very likely,or as a member of another political party,Nonwhite,18 to 39,No 4-year College Degree,Other Non-White,West,85 percent or higher,Cell,1,0.8904,1.2781,1.1584,1.2544
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.5793,1.3647,1.1695,1.3845
Dem,50 to 64,High school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,West,Less than 50 percent,Cell,1,0.4224,1.0282,1.5321,1.1703
Dem,35 to 49,Bachelors' degree,Asian,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Other Non-White,Inner Loop/Bellaire,85 percent or higher,Cell,1,0.9588,1.1135,0.6871,1.1047
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Northwest,Less than 50 percent,Cell,1,0.4181,1.0279,1.4139,1.1725
Dem,50 to 64,Graduate or Professional Degree,Other,Male,Asian,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Republican,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Northwest,85 percent or higher,Cell,1,0.9205,0.6705,0.3863,0.6745
Dem,65 and older,Bachelors' degree,Unknown,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Other,Female,Already voted,Democrat,Nonwhite,65 and older,4-year College Grad.,Unknown,Northwest,50 to 85 percent,Cell,1,0.7201,1.3273,0.8338,1.406
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,West,85 percent or higher,Cell,1,0.9474,1.4545,1.1362,1.4444
Und,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Don't know,Reps. keep House,Don't know,Don't know,Ted Cruz,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Hispanic,Inner Loop/Bellaire,Less than 50 percent,Cell,0.7778,0.1559,0.845,2.7183,0.8981
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,18 to 29,4-year College Grad.,Other,Male,Already voted,or as a member of another political party,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.4288,0.8825,1.1216,1.0568
Und,35 to 49,Some college or trade school,Unknown,Female,Black,Don't know,Dems. take House,Don't know,Don't know,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Unknown,Northwest,Less than 50 percent,Cell,0.8889,0.197,1.1587,3.2991,1.469
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,Beto O'Rourke,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,West,Less than 50 percent,Cell,0.8889,0.221,1.2264,4.3023,1.5187
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Don't know,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.7069,1.7023,1.5805,1.6934
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Approve,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,West,Less than 50 percent,Cell,1,0.2525,1.2995,3.9663,1.4847
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Don't know,Favorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,Other Non-White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.403,0.6613,0.9084,0.7601
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Unknown,West,Less than 50 percent,Landline,1,0.2911,0.679,1.1185,0.8366
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Don't know,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,Other Non-White,West,50 to 85 percent,Cell,1,0.6101,1.1645,1.1039,1.1748
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.3866,0.6473,0.8552,0.7503
Rep,35 to 49,Bachelors' degree,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,Nonwhite,18 to 39,4-year College Grad.,White,Northwest,Less than 50 percent,Cell,1,0.2626,0.7994,1.6557,1.008
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,Black,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Already voted,Democrat,Nonwhite,40 to 64,Postgraduate Degree,Unknown,West,50 to 85 percent,Cell,1,0.7026,0.9909,0.6199,1.0554
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,40 to 64,Postgraduate Degree,Hispanic,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.689,0.9821,0.7277,0.9791
Und,18 to 34,Grade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,West,Less than 50 percent,Cell,0.5556,0.2159,1.0505,3.3188,0.9157
Und,65 and older,Graduate or Professional Degree,White,Male,Other,Don't know,Don't know,Unfavorable,Unfavorable,Don't know,65 and older,Postgraduate Degree,Other,Male,Not very likely,or as a member of another political party,Nonwhite,65 and older,Postgraduate Degree,White,Northwest,Less than 50 percent,Cell,0,0.4298,0.5597,0.586,0.1972
Dem,18 to 34,High school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,Beto O'Rourke,18 to 29,High School Grad. or Less,Other,Female,Already voted,Democrat,Nonwhite,18 to 39,No 4-year College Degree,White,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.1459,1.2098,4.9858,1.9467
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,45 to 64,Some College Educ.,Other,Male,Already voted,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Inner Loop/Bellaire,Less than 50 percent,Cell,1,0.4023,1.3823,2.2287,1.6822
Dem,50 to 64,Some college or trade school,Other,Male,Other,Disapp.,Dems. take House,Favorable,Don't know,Beto O'Rourke,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,West,Less than 50 percent,Cell,1,0.1271,0.9742,4.7056,1.4588
Und,35 to 49,Graduate or Professional Degree,Other,Male,Other,Approve,Don't know,Unfavorable,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Other,Male,Not at all likely,or as a member of another political party,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Northwest,Less than 50 percent,Cell,0,0.1119,0.5533,1.8917,0.1134
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,Ted Cruz,30 to 44,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Northwest,Less than 50 percent,Cell,1,0.2997,1.2074,2.8423,1.3412
Dem,50 to 64,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Other Non-White,Northwest,50 to 85 percent,Cell,1,0.5215,1.1463,1.1568,1.3081
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,45 to 64,Postgraduate Degree,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Northwest,Less than 50 percent,Cell,1,0.3405,0.584,0.7641,0.487
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,Northwest,Less than 50 percent,Cell,1,0.3427,0.6309,0.808,0.6863
Rep,35 to 49,Graduate or Professional Degree,Other,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,Nonwhite,40 to 64,Postgraduate Degree,Other Non-White,Inner Loop/Bellaire,50 to 85 percent,Cell,1,0.5113,1.0009,0.9108,1.0972
Dem,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Hispanic,Northwest,50 to 85 percent,Cell,1,0.5116,1.3329,1.3623,1.4611
