response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Most Dem,White,Scott,85 percent or higher,Landline,1,0.9676,1.0054,0.9016,1.0399,2018-10-02 00:13:17
Dem,50 to 64,Some college or trade school,White,Male,White,support,Approve,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Less Rep,White,Dakota,85 percent or higher,Landline,1,0.9806,1.197,0.9776,1.2472,2018-10-02 00:16:47
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9859,0.5036,0.3639,0.5247,2018-10-02 00:18:53
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,Most Dem,White,Dakota,Less than 50 percent,Cell,1,0.4802,0.598,0.9699,0.6977,2018-10-02 00:23:05
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Less Dem,White,Rest,50 to 85 percent,Landline,1,0.6986,0.4666,0.4418,0.5086,2018-10-02 00:23:05
Rep,65 and older,High school,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Most Rep,White,Scott,50 to 85 percent,Landline,1,0.809,2.6062,2.8158,2.6994,2018-10-02 00:24:26
Dem,[DO NOT READ] Refused,Bachelors' degree,Other,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",35 to 49,Less Dem,Non-White,Dakota,Less than 50 percent,Cell,0.7778,0.2979,0.7183,1.6831,0.5922,2018-10-02 00:26:59
Und,35 to 49,Some college or trade school,White,Female,White,support,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Less Dem,White,Scott,85 percent or higher,Cell,0.7778,0.9127,1.0405,1.0607,1.0029,2018-10-02 00:27:08
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Dem,White,Scott,50 to 85 percent,Cell,1,0.513,0.5852,0.8663,0.6742,2018-10-02 00:27:44
Dem,50 to 64,Bachelors' degree,Other,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Less Dem,Non-White,Dakota,85 percent or higher,Cell,1,0.9544,0.9136,0.7076,0.9533,2018-10-02 00:28:20
Dem,18 to 34,High school,White,Female,White,Don't know,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,18 to 29,High School Grad. or Less,Democratic,Female,Not very likely,Democrat,"White, No 4-Year College Degree",18 to 34,Most Dem,White,Rest,50 to 85 percent,Cell,0.2222,0.75,2.2392,2.4143,1.3872,2018-10-02 00:28:38
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Most Rep,White,Scott,50 to 85 percent,Cell,1,0.7178,0.821,0.9267,0.891,2018-10-02 00:34:01
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,18 to 29,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,Less Rep,White,Scott,Less than 50 percent,Cell,1,0.3911,0.6798,1.3481,0.7625,2018-10-02 00:37:10
Dem,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Check,support,Dems. take House,Unfavorable,Unfavorable,Don't know,agree,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,Less Rep,White,Scott,50 to 85 percent,Cell,0.8889,0.6998,0.8969,0.9804,0.9161,2018-10-02 00:40:46
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Don't know,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Rep,White,Rest,85 percent or higher,Landline,1,0.9341,0.6029,0.3995,0.6303,2018-10-02 00:44:13
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,Most Rep,White,Scott,85 percent or higher,Landline,1,0.9751,1.0706,0.9675,1.1085,2018-10-02 00:57:42
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Less Rep,White,Rest,50 to 85 percent,Cell,1,0.8176,1.1664,0.9982,1.2406,2018-10-02 00:58:00
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Don't know,Don't know,Don't know,Do not believe,agree,18 to 29,Postgraduate Degree,Other,Male,Not very likely,Democrat,"White, 4-Year College Grads",18 to 34,Less Dem,White,Scott,Less than 50 percent,Cell,0.4444,0.3925,0.2955,0.5235,0.1584,2018-10-02 00:58:27
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,Most Dem,Unknown,Dakota,85 percent or higher,Cell,1,0.9828,0.8522,0.6407,0.888,2018-10-02 01:07:55
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Support,oppose,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Not very likely,Democrat,"White, No 4-Year College Degree",35 to 49,Less Dem,White,Scott,Less than 50 percent,Cell,0.4444,0.3123,0.7215,1.9591,0.3676,2018-10-02 01:17:13
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,Most Rep,White,Scott,85 percent or higher,Cell,1,0.9063,1.2139,1.223,1.2525,2018-10-02 01:17:21
Und,18 to 34,Some college or trade school,White,Male,White,Don't know,Approve,Check,oppose,Dems. take House,Unfavorable,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,Less Rep,White,Rest,50 to 85 percent,Cell,1,0.5429,1.0215,1.4437,1.1642,2018-10-02 01:20:21
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,Less Dem,White,Rest,Less than 50 percent,Cell,0.8889,0.4666,0.4621,0.685,0.524,2018-10-02 01:27:06
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,50 to 85 percent,Cell,1,0.7593,0.5989,0.5767,0.6229,2018-10-02 01:31:00
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,18 to 29,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,Less Rep,White,Scott,50 to 85 percent,Cell,0.7778,0.7648,0.8969,0.8971,0.893,2018-10-02 01:32:04
Rep,35 to 49,Bachelors' degree,White,Female,White,oppose,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9562,0.9288,0.7898,0.9691,2018-10-02 01:35:04
Dem,18 to 34,Some college or trade school,Unknown,Male,White,support,Approve,Check,support,Dems. take House,Favorable,Don't know,Do not believe,disagree,18 to 29,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Most Rep,Unknown,Scott,50 to 85 percent,Cell,0.7778,0.5802,1.0664,1.5632,1.0613,2018-10-02 01:39:43
Und,65 and older,Some college or trade school,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,Less Rep,Unknown,Dakota,85 percent or higher,Cell,1,0.9447,1.1942,0.9484,1.2472,2018-10-02 01:39:52
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Less Rep,White,Dakota,50 to 85 percent,Cell,1,0.5432,1.4236,2.1541,1.6224,2018-10-02 01:42:34
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,Most Rep,Unknown,Scott,85 percent or higher,Cell,1,0.9129,1.0581,0.8828,1.0917,2018-10-02 15:52:32
Rep,65 and older,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,Reps. keep House,Unfavorable,Don't know,Don't know,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,Most Rep,White,Dakota,85 percent or higher,Landline,1,0.9615,0.8697,0.6904,0.899,2018-10-02 22:32:45
Rep,50 to 64,Some college or trade school,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Most Rep,Unknown,Dakota,85 percent or higher,Cell,1,0.9956,1.2414,1.0076,1.2946,2018-10-02 22:37:06
Dem,35 to 49,Bachelors' degree,White,Female,Other,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,35 to 49,Less Rep,White,Rest,Less than 50 percent,Cell,1,0.2921,0.7711,1.6996,0.9982,2018-10-02 22:40:42
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9729,0.9391,0.8345,0.9788,2018-10-02 22:41:54
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Most Rep,White,Dakota,85 percent or higher,Cell,1,0.967,0.9971,0.8672,1.0395,2018-10-02 22:42:12
Rep,65 and older,Bachelors' degree,Unknown,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Do not believe,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Most Rep,Unknown,Rest,85 percent or higher,Cell,1,0.9935,0.9565,0.6618,0.9971,2018-10-02 22:46:07
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9891,0.59,0.4439,0.6149,2018-10-02 22:46:43
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Favorable,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Less Rep,White,Dakota,50 to 85 percent,Cell,1,0.821,0.6127,0.4835,0.6341,2018-10-02 22:50:46
Rep,35 to 49,Bachelors' degree,White,Female,White,oppose,Don't know,Don't know,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,50 to 85 percent,Landline,0.4444,0.7709,0.9743,1.0178,0.8918,2018-10-02 22:52:25
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.8979,0.8191,0.7159,0.8603,2018-10-02 22:55:07
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Most Rep,White,Scott,85 percent or higher,Landline,1,0.8588,0.9742,0.991,1.029,2018-10-02 22:57:49
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.9844,0.6418,0.4302,0.6688,2018-10-02 22:59:46
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Most Rep,White,Scott,85 percent or higher,Cell,1,0.907,0.5741,0.4595,0.6022,2018-10-02 23:21:59
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,support,Don't know,Support,support,Reps. keep House,Unfavorable,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",35 to 49,Less Dem,Unknown,Dakota,50 to 85 percent,Cell,0.5556,0.824,0.6786,0.5735,0.5904,2018-10-02 23:22:35
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Less Dem,White,Rest,85 percent or higher,Cell,1,0.9333,0.8295,0.7203,0.8673,2018-10-02 23:22:35
Rep,50 to 64,Some college or trade school,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Less Dem,Unknown,Dakota,85 percent or higher,Cell,1,0.9946,1.0995,0.9178,1.1464,2018-10-02 23:22:44
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Rep,White,Dakota,50 to 85 percent,Cell,1,0.7109,1.2418,1.3031,1.3498000000000001,2018-10-02 23:23:02
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Don't know,Support,oppose,Reps. keep House,Unfavorable,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Other,Female,Very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",18 to 34,Less Dem,White,Dakota,50 to 85 percent,Cell,0.7778,0.6608,0.7202,0.8665,0.7154,2018-10-02 23:23:56
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,agree,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Less Rep,White,Dakota,50 to 85 percent,Cell,1,0.7779,0.5643,0.485,0.6046,2018-10-02 23:24:41
Dem,18 to 34,High school,White,Female,Other,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,18 to 29,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,18 to 34,Most Dem,White,Rest,50 to 85 percent,Cell,0.5556,0.5332,2.2392,3.3958,1.6924,2018-10-02 23:25:08
Rep,18 to 34,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,disagree,18 to 29,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,Less Rep,White,Dakota,50 to 85 percent,Cell,0.7778,0.7279,1.0183,1.1263,1.0124,2018-10-02 23:25:35
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Most Dem,White,Dakota,85 percent or higher,Landline,1,0.9973,0.9363,0.7776,0.9754,2018-10-02 23:25:53
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Support,oppose,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Less Rep,White,Dakota,50 to 85 percent,Cell,0.4444,0.7865,1.3776,1.4283,1.0024,2018-10-02 23:26:02
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.9239,0.9288,0.8174,0.9584,2018-10-02 23:27:59
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,30 to 44,4-year College Grad.,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,Most Rep,Unknown,Scott,85 percent or higher,Cell,1,0.9642,1.1609,0.9427,1.2106,2018-10-02 23:28:08
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Less Rep,White,Dakota,85 percent or higher,Landline,1,0.9986,1.054,0.8313,1.1002,2018-10-02 23:28:35
Rep,50 to 64,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9857,2.3949,2.1221,2.4956,2018-10-02 23:29:56
Und,18 to 34,Some college or trade school,White,Male,White,Don't know,Disapp.,Check,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",18 to 34,Less Dem,White,Dakota,Less than 50 percent,Cell,0.4444,0.4232,0.564,1.083,0.3783,2018-10-02 23:30:14
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Dem,Unknown,Dakota,85 percent or higher,Cell,1,0.9363,0.6469,0.4858,0.6762,2018-10-02 23:30:32
Und,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Unfavorable,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,Less Rep,White,Dakota,85 percent or higher,Landline,0.4444,0.9981,0.5841,0.3828,0.6074,2018-10-02 23:30:41
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9738,0.8546,0.7522,0.8846,2018-10-02 23:31:08
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Most Rep,White,Rest,85 percent or higher,Cell,1,0.9448,1.0635,0.9029,1.1107,2018-10-02 23:31:17
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.8992,0.9288,0.8398,0.9583,2018-10-02 23:31:26
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9607,0.9288,0.786,0.9687,2018-10-02 23:31:43
Dem,50 to 64,Some college or trade school,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Most Rep,Unknown,Dakota,85 percent or higher,Cell,1,0.9621,1.2414,1.0426,1.2946,2018-10-02 23:31:52
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Don't know,Don't know,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,0.8889,0.9336,0.9288,0.8089,0.965,2018-10-02 23:32:02
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,oppose,Disapp.,Check,oppose,Don't know,Favorable,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,1,0.8516,0.59,0.5155,0.6239,2018-10-02 23:32:11
Und,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,Do not believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,Most Dem,White,Dakota,Less than 50 percent,Cell,1,0.4426,0.3482,0.4892,0.4128,2018-10-02 23:32:11
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,30 to 44,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",35 to 49,Less Dem,White,Dakota,85 percent or higher,Cell,0.7778,0.9197,1.0648,1.0372,1.0771,2018-10-02 23:32:20
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Less Dem,White,Dakota,85 percent or higher,Landline,1,0.9983,0.4735,0.3377,0.4942,2018-10-02 23:32:29
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Less Dem,Unknown,Dakota,85 percent or higher,Cell,1,0.9986,0.9281,0.6946,0.9687,2018-10-02 23:32:38
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Don't know,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Less Dem,White,Dakota,50 to 85 percent,Landline,1,0.8207,1.018,1.0708,1.0821,2018-10-02 23:32:47
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Less Rep,White,Dakota,85 percent or higher,Cell,1,0.8738,1.0892,0.9896,1.1478,2018-10-02 23:33:14
Rep,35 to 49,Some college or trade school,White,Female,White,support,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Less Dem,White,Dakota,50 to 85 percent,Cell,0.8889,0.7743,1.1169,1.2801,1.1791,2018-10-02 23:34:26
Dem,50 to 64,Grade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Less Rep,White,Rest,85 percent or higher,Landline,1,0.9862,2.963,2.2985,3.0876,2018-10-02 23:34:26
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Most Dem,White,Rest,85 percent or higher,Cell,1,0.9314,0.8192,0.6302,0.8568,2018-10-02 23:35:11
