response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Graduate or Professional Degree,White,Female,Other,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Female,Already voted,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.8163,0.918,0.6013,0.9216,2018-11-03 19:42:55
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.97,0.8228,0.4519,0.7982,2018-11-03 20:12:29
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Dallas, Trump",85 percent or higher,Landline,1,0.9219,1.213,0.7255,1.1878,2018-11-03 20:13:59
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,4-year College Grad.,Republican,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9141,1.1453,0.6907,1.1234,2018-11-03 20:15:47
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Dallas, Trump",50 to 85 percent,Cell,1,0.8202,1.025,0.6268,1.0279,2018-11-03 20:29:23
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,1,0.9485,0.5523,0.2435,0.534,2018-11-03 20:34:40
Rep,18 to 34,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,18 to 39,4-year College Grad.,White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9669,1.6628,1.2423,1.614,2018-11-03 20:48:28
Dem,18 to 34,Some college or trade school,Black,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Other Non-White,"Rest, Clinton",Less than 50 percent,Landline,1,0.2633,1.3329,4.4969,1.4724,2018-11-03 20:49:04
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Dallas, Trump",50 to 85 percent,Cell,1,0.6163,1.0355,0.8061,1.1061,2018-11-03 20:51:46
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Other,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Trump",Less than 50 percent,Cell,1,0.4975,0.8202,0.7871,0.9217,2018-11-03 20:57:10
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Favorable,Unfavorable,Ted Cruz,30 to 44,4-year College Grad.,Other,Female,Already voted,Republican,Nonwhite,40 to 64,4-year College Grad.,Hispanic,"Dallas, Clinton",50 to 85 percent,Cell,1,0.7131,1.3576,1.0513,1.4032,2018-11-03 21:08:21
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,40 to 64,4-year College Grad.,Hispanic,"Rest, Trump",85 percent or higher,Cell,1,0.9495,0.8232,0.3802,0.8016,2018-11-03 21:19:32
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.7626,0.7023,0.427,0.7153,2018-11-03 21:25:50
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Landline,0.8889,0.6182,1.5111,1.5032,1.5202,2018-11-03 21:30:11
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Cell,1,0.6458,1.0282,0.7258,1.0867,2018-11-03 21:33:28
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Other,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.7498,0.8235,0.5331,0.8418,2018-11-03 21:39:01
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Dallas, Trump",85 percent or higher,Cell,1,0.9147,0.805,0.3824,0.7895,2018-11-03 22:20:45
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9562,0.69,0.4385,0.6711,2018-11-03 22:30:03
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.97,1.3394,0.845,1.2995,2018-11-03 22:54:07
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,"Rest, Clinton",Less than 50 percent,Landline,1,0.255,0.9471,2.9569,1.2668,2018-11-03 23:02:43
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,Ted Cruz,65 and older,Postgraduate Degree,Other,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Dallas, Clinton",50 to 85 percent,Cell,1,0.6849,0.7692,0.4451,0.8022,2018-11-04 21:00:05
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.9326,0.5716,0.9002,2018-11-04 21:06:38
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.4144,0.7734,1.1886,0.8605,2018-11-04 21:11:26
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.9621,1.1211,0.7375,1.0732,2018-11-04 21:20:31
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,Beto O'Rourke,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,"Dallas, Clinton",Less than 50 percent,Cell,1,0.3524,0.8173,1.2317,0.862,2018-11-04 21:51:28
Dem,35 to 49,Some college or trade school,Unknown,Male,Black,Disapp.,Dems. take House,Favorable,Favorable,Beto O'Rourke,30 to 44,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Unknown,"Rest, Trump",Less than 50 percent,Cell,1,0.1873,0.8037,1.6853,0.942,2018-11-04 21:51:55
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.97,1.2045,0.6506,1.1686,2018-11-04 21:53:16
Und,18 to 34,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,Unfavorable,Favorable,Don't know,18 to 29,Postgraduate Degree,Republican,Male,Not at all likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,18 to 39,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Cell,0,0.97,0.6764,0.3645,0.5032,2018-11-04 21:55:31
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,"Rest, Trump",85 percent or higher,Cell,1,0.97,0.7171,0.2771,0.6957,2018-11-04 21:57:01
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,Hispanic,"Rest, Trump",50 to 85 percent,Cell,1,0.6448,0.5522,0.3422,0.5838,2018-11-04 21:57:19
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 39,4-year College Grad.,Hispanic,"Rest, Clinton",85 percent or higher,Landline,1,0.9245,1.2594,1.0851,1.2207,2018-11-04 22:01:44
Dem,18 to 34,Bachelors' degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,18 to 29,4-year College Grad.,Other,Male,Already voted,Democrat,Nonwhite,18 to 39,4-year College Grad.,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.1129,0.9495,4.7527,1.6023,2018-11-04 22:03:23
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Cell,0.8889,0.97,0.694,0.3636,0.6675,2018-11-04 22:08:56
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Rest, Trump",85 percent or higher,Landline,1,0.97,0.7299,0.3635,0.7082,2018-11-04 22:14:20
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,"Dallas, Clinton",85 percent or higher,Landline,1,0.97,1.4697,0.9121,1.4259,2018-11-04 22:22:06
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Hispanic,"Rest, Clinton",85 percent or higher,Cell,1,0.9056,1.0284,0.7236,1.0106,2018-11-04 22:23:54
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,30 to 44,4-year College Grad.,Republican,Male,Already voted,Republican,Nonwhite,40 to 64,4-year College Grad.,White,"Rest, Clinton",85 percent or higher,Cell,1,0.97,0.8616,0.5069,0.8359,2018-11-04 22:26:36
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Don't know,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Clinton",85 percent or higher,Cell,1,0.97,1.2694,0.9501,1.2316,2018-11-04 22:27:48
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.7675,0.8152,0.5388,0.8291,2018-11-04 22:28:06
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Landline,1,0.97,1.0161,0.5235,0.9858,2018-11-04 22:28:24
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Other Non-White,"Rest, Clinton",85 percent or higher,Cell,1,0.9373,1.145,0.8561,1.1177,2018-11-04 22:29:54
Dem,50 to 64,High school,Black,Female,Other,Approve,Dems. take House,Don't know,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,"Rest, Trump",Less than 50 percent,Cell,1,0.3776,1.1514,1.7225,1.2021,2018-11-04 22:35:17
Rep,65 and older,High school,Asian,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,High School Grad. or Less,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Other Non-White,"Dallas, Trump",Less than 50 percent,Cell,1,0.4827,1.2926,1.754,1.4634,2018-11-04 22:40:59
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,Dems. take House,Favorable,Don't know,Beto O'Rourke,45 to 64,4-year College Grad.,Republican,Female,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Cell,1,0.7478,1.3452,0.99,1.376,2018-11-04 22:42:02
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Trump",85 percent or higher,Cell,1,0.97,1.0161,0.5235,0.9858,2018-11-04 22:44:17
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,"Rest, Clinton",85 percent or higher,Landline,1,0.97,1.2694,0.9501,1.2316,2018-11-04 22:53:30
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.639,1.0152,0.8028,1.0755,2018-11-04 22:54:15
Dem,35 to 49,Bachelors' degree,Black,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,40 to 64,4-year College Grad.,Other Non-White,"Rest, Trump",85 percent or higher,Cell,1,0.97,0.9891,0.4544,0.9596,2018-11-04 22:56:03
Und,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Female,Already voted,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Trump",85 percent or higher,Cell,1,0.97,0.8195,0.4731,0.795,2018-11-04 23:02:21
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Don't know,Ted Cruz,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,"Rest, Trump",50 to 85 percent,Cell,0.8889,0.6704,0.763,0.598,0.7592,2018-11-04 23:09:18
Und,50 to 64,Grade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,Don't know,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Hispanic,"Dallas, Clinton",50 to 85 percent,Landline,1,0.6218,1.3541,1.275,1.3944,2018-11-04 23:11:51
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Dallas, Clinton",Less than 50 percent,Cell,0.7778,0.4154,0.5602,0.6548,0.5244,2018-11-04 23:13:21
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,Beto O'Rourke,18 to 29,Some College Educ.,Other,Male,Already voted,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,1,0.1607,0.8394,3.9542,1.279,2018-11-04 23:14:15
Dem,50 to 64,Graduate or Professional Degree,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Other Non-White,"Rest, Trump",85 percent or higher,Cell,1,0.8738,0.7921,0.4302,0.7573,2018-11-04 23:18:23
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,65 and older,Some College Educ.,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.7489,1.4285,1.4757,1.4607,2018-11-04 23:24:05
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Don't know,Don't know,Unfavorable,Beto O'Rourke,18 to 29,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Dallas, Trump",Less than 50 percent,Cell,1,0.3236,1.3368,2.9971,1.6764,2018-11-04 23:32:05
Dem,35 to 49,Some college or trade school,White,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Don't know,Beto O'Rourke,45 to 64,Some College Educ.,Other,Male,Already voted,Democrat,Nonwhite,40 to 64,No 4-year College Degree,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.157,0.9222,3.2803,1.4146,2018-11-04 23:34:38
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Cell,1,0.6188,1.2592,1.1597,1.3438,2018-11-04 23:37:02
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Cell,1,0.2113,1.0812,2.9916,1.3954,2018-11-04 23:51:52
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Cell,1,0.565,1.256,1.3432,1.3158,2018-11-05 00:06:44
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Already voted,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.2009,1.2187,3.9124,1.7425,2018-11-05 00:12:26
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,"Rest, Trump",85 percent or higher,Cell,1,0.8879,0.8057,0.415,0.7846,2018-11-05 00:12:26
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,High School Grad. or Less,Other,Female,Already voted,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,1,0.4595,0.9058,1.3788,1.038,2018-11-05 00:29:48
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,"Dallas, Clinton",85 percent or higher,Landline,1,0.8804,0.7011,0.3872,0.6835,2018-11-05 00:36:23
Dem,35 to 49,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,Some College Educ.,Other,Male,Already voted,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Other Non-White,"Dallas, Clinton",Less than 50 percent,Cell,1,0.394,1.2026,2.059,1.4326,2018-11-05 00:42:14
Und,35 to 49,Bachelors' degree,White,Male,White,Approve,Don't know,Don't know,Unfavorable,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Clinton",Less than 50 percent,Cell,0.7778,0.1127,0.7753,3.1045,0.8392,2018-11-05 00:49:46
3,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,"Dallas, Clinton",50 to 85 percent,Cell,1,0.7674,0.69,0.3234,0.664,2018-11-05 00:56:22
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,30 to 44,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Hispanic,"Rest, Trump",50 to 85 percent,Cell,1,0.5976,1.1892,1.1042,1.2794,2018-11-05 01:04:02
Dem,35 to 49,Bachelors' degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,18 to 39,4-year College Grad.,White,"Dallas, Clinton",50 to 85 percent,Cell,1,0.52,1.4194,1.7159,1.5102,2018-11-05 01:04:11
Und,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Dems. take House,Don't know,Don't know,Beto O'Rourke,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,0.4444,0.1375,0.9058,4.2234,0.514,2018-11-05 01:11:32
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,"Rest, Trump",Less than 50 percent,Cell,1,0.1302,0.497,1.4585,0.7204,2018-11-05 01:16:02
Dem,35 to 49,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Don't know,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Democrat,Nonwhite,40 to 64,4-year College Grad.,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.4006,1.0247,1.7741,0.8981,2018-11-05 01:17:14
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Cell,1,0.5763,1.0282,0.8133,1.1156,2018-11-05 01:19:38
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,Black,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,Unknown,"Rest, Trump",50 to 85 percent,Cell,1,0.5597,0.6824,0.438,0.7455,2018-11-05 01:23:05
Rep,65 and older,High school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,65 and older,High School Grad. or Less,Republican,Male,Already voted,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,Hispanic,"Dallas, Clinton",85 percent or higher,Cell,1,0.9074,1.0124,0.6202,0.9945,2018-11-05 01:23:32
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,"Rest, Trump",50 to 85 percent,Cell,1,0.627,1.0282,0.7476,1.094,2018-11-05 01:24:53
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,Ted Cruz,30 to 44,Some College Educ.,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,"Rest, Trump",Less than 50 percent,Cell,1,0.3881,1.0812,1.6289,1.293,2018-11-05 01:26:14
