response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIAWI1,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,IMPEACH,MUELLER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9386,0.8622,0.4659,0.8787,2018-09-12 02:50:26
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Approve,agree,agree,agree,Reps. keep House,Favorable,Unfavorable,Oppose,Support,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Lean Trump,White,Racine/Kenosha City,50 to 85 percent,Cell,1,0.7911,1.3598,0.9625,1.3753,2018-09-12 02:50:53
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Favorable,Don't know,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9067,1.0688,0.7125,1.0933,2018-09-12 02:52:05
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Don't know,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Trump,Unknown,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9943,0.8275,0.5908,0.8414,2018-09-12 02:52:50
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9911,0.8131,0.5599,0.8265,2018-09-12 02:53:17
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Probably Trump,White,Rest,85 percent or higher,Cell,1,0.8505,1.2738,0.7138,1.3138,2018-09-12 02:55:05
Rep,[DO NOT READ] Refused,Grade school,Unknown,Male,White,Disapp.,Disapp.,disagree,agree,agree,Don't know,Unfavorable,Don't know,Support,Support,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Clinton,Unknown,Racine/Kenosha City,Less than 50 percent,Cell,1,0.3519,1.5891,9.0893,1.9265,2018-09-12 02:55:14
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,White,Rest,85 percent or higher,Cell,1,0.9732,0.6712,0.5367,0.6774,2018-09-12 02:56:26
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Don't know,Favorable,Don't know,Support,Support,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Probably Trump,White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.6127,1.0953,0.7468,1.1909,2018-09-12 02:57:20
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9705,0.7155,0.4899,0.7219,2018-09-12 02:58:41
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,0.5556,0.9593,0.7385,0.5577,0.7234,2018-09-12 22:32:33
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Lean Clinton,White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.602,0.629,0.6941,0.6516,2018-09-12 22:32:42
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Lean Trump,White,Rest,50 to 85 percent,Cell,1,0.6418,0.9937,1.1028,1.0716,2018-09-12 22:33:09
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Lean Clinton,White,Rest,85 percent or higher,Cell,1,0.9972,0.6184,0.3909,0.6292,2018-09-12 22:33:27
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Approve,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Lean Clinton,White,Rest,50 to 85 percent,Landline,1,0.8097,0.9277,0.7126,0.9636,2018-09-12 22:33:54
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Disapp.,disagree,agree,Don't know,Dems. take House,Unfavorable,Don't know,Support,Support,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Lean Clinton,White,Racine/Kenosha City,50 to 85 percent,Cell,1,0.7792,0.8636,0.5109,0.9022,2018-09-12 22:39:45
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Approve,agree,Don't know,disagree,Reps. keep House,Don't know,Don't know,Oppose,Don't know,30 to 44,Some College Educ.,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Probably Trump,White,Milwaukee Suburbs,50 to 85 percent,Cell,0.5556,0.6951,1.2934,0.9368,1.0234,2018-09-12 22:41:06
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Approve,agree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Lean Clinton,White,Racine/Kenosha Cty.,50 to 85 percent,Landline,1,0.6349,0.7167,0.7484,0.7743,2018-09-12 22:41:42
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9906,0.8701,0.527,0.8843,2018-09-12 22:42:09
Rep,35 to 49,High school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Support,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9837,1.883,1.3838,1.9134,2018-09-12 22:44:51
Dem,65 and older,High school,White,Female,White,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Unfavorable,Don't know,Support,Support,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Landline,1,0.9916,1.4752,1.0748,1.4995,2018-09-12 22:49:40
Dem,35 to 49,High school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,Support,30 to 44,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Lean Trump,White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.8271,1.939,1.6728,1.9562,2018-09-12 22:49:40
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9921,0.8637,0.463,0.8779,2018-09-12 22:50:34
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,Don't know,agree,Don't know,Don't know,Favorable,Don't know,Support,Support,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9836,0.7524,0.4233,0.7608,2018-09-12 22:50:52
Rep,50 to 64,High school,Unknown,Male,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,Unknown,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9912,1.495,1.127,1.5196,2018-09-12 22:52:04
Und,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Approve,disagree,agree,Don't know,Don't know,Don't know,Don't know,Support,Support,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9798,0.8215,0.3924,0.8348,2018-09-12 22:52:31
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Approve,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Oppose,Support,30 to 44,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9134,0.8826,0.551,0.8881,2018-09-12 22:52:58
Rep,35 to 49,Graduate or Professional Degree,White,Male,Hispanic,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Probably Trump,White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.6217,1.1917,0.7597,1.2924,2018-09-12 22:54:37
Dem,18 to 34,High school,White,Female,White,Don't know,Disapp.,agree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,18 to 29,High School Grad. or Less,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,Lean Clinton,White,Milwaukee Suburbs,85 percent or higher,Cell,0.4444,0.908,1.1063,0.7907,0.9712,2018-09-12 22:55:58
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Oppose,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Rest,85 percent or higher,Cell,1,0.9976,0.8927,0.7352,0.9083,2018-09-12 22:57:01
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Racine/Kenosha City,85 percent or higher,Cell,1,0.9877,0.908,0.5349,0.9227,2018-09-12 22:57:01
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Trump,Unknown,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9933,0.8275,0.5913,0.8413,2018-09-12 22:59:43
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Rest,85 percent or higher,Cell,1,0.9308,1.0284,0.562,1.0489,2018-09-12 22:59:43
Dem,50 to 64,Some college or trade school,White,Female,Black,Don't know,Don't know,Don't know,Don't know,agree,Dems. take House,Don't know,Don't know,Support,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Lean Clinton,White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.6616,0.8049,0.7806,0.8635,2018-09-12 22:59:52
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Probably Trump,Unknown,Rest,85 percent or higher,Landline,1,0.9947,0.8826,0.4851,0.8974,2018-09-12 23:00:10
Dem,65 and older,Graduate or Professional Degree,White,Male,Asian,Disapp.,Disapp.,disagree,Don't know,disagree,Dems. take House,Unfavorable,Unfavorable,Support,Support,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9878,0.7958,0.3479,0.8087,2018-09-12 23:00:19
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Approve,disagree,agree,disagree,Dems. take House,Favorable,Don't know,Oppose,Support,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Rest,50 to 85 percent,Landline,1,0.8339,0.9667,0.7701,0.9749,2018-09-12 23:00:28
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9811,0.9604,0.5323,0.9759,2018-09-12 23:00:35
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,30 to 44,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,Probably Trump,Unknown,Rest,50 to 85 percent,Cell,1,0.8197,1.3184,0.8738,1.3307,2018-09-12 23:00:53
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Don't know,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9564,0.9381,0.5997,0.9544,2018-09-12 23:00:55
Dem,35 to 49,Some college or trade school,White,Female,Black,Don't know,Don't know,agree,agree,agree,Dems. take House,Don't know,Don't know,Support,Oppose,30 to 44,Some College Educ.,Other,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,35 to 49,Lean Clinton,White,Racine/Kenosha City,50 to 85 percent,Cell,0.4444,0.7267,1.0223,0.7375,0.5949,2018-09-12 23:02:14
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,Don't know,Reps. keep House,Don't know,Favorable,Oppose,Oppose,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9227,1.2007,0.5489,1.2081,2018-09-12 23:03:08
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Unfavorable,Don't know,Oppose,Support,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,0,0.96,1.2592,0.6571,1.1928,2018-09-12 23:03:26
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Oppose,Support,30 to 44,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,Lean Clinton,White,Racine/Kenosha City,50 to 85 percent,Cell,1,0.7094,0.9396,0.5726,0.9964,2018-09-12 23:03:53
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Don't know,Oppose,Oppose,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Lean Trump,White,Racine/Kenosha City,85 percent or higher,Cell,1,0.9902,1.1052,0.5428,1.1232,2018-09-12 23:03:53
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Probably Trump,White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.741,1.1917,0.6462,1.2109,2018-09-12 23:04:47
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Landline,1,0.9927,0.9383,0.4229,0.9538,2018-09-12 23:05:05
Rep,50 to 64,Bachelors' degree,Hispanic,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Lean Clinton,Non-White,Milwaukee Suburbs,50 to 85 percent,Cell,1,0.6252,1.0292,0.8461,1.115,2018-09-12 23:05:50
