response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedd,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,35 to 49,Some college or trade school,White,Female,Hispanic,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 44,White,Eastern Wash.,50 to 85 percent,Cell,1,0.7898,0.9613,0.885,0.9824
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Oppose,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,North King County,50 to 85 percent,Cell,1,0.7068,1.26,0.8304,1.3105
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Don't know,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,Pierce,50 to 85 percent,Landline,0.7778,0.8375,0.7215,0.367,0.7124
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,Unknown,South King County,85 percent or higher,Landline,1,0.9891,0.8227,0.3998,0.8196
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,North King County,85 percent or higher,Landline,1,0.9962,0.711,0.297,0.7089
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,Pierce,85 percent or higher,Landline,1,0.981,0.7333,0.4154,0.7265
Und,50 to 64,High school,White,Female,White,Support,support,Approve,Don't know,Unfavorable,No,Unfavorable,Oppose,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,Pierce,Less than 50 percent,Landline,1,0.4853,1.1248,1.8122,1.2519
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 44,White,South King County,Less than 50 percent,Cell,1,0.3867,1.1129,1.821,1.2965
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Oppose,Don't know,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,45 to 64,White,Pierce,85 percent or higher,Cell,1,0.9804,0.7388,0.3302,0.7318
Dem,50 to 64,High school,Hispanic,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,45 to 64,Non-White,Eastern Wash.,50 to 85 percent,Landline,1,0.8247,1.588,1.4035,1.6126
Und,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Not very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,45 to 64,White,South King County,Less than 50 percent,Cell,0.2222,0.4775,0.7368,0.7432,0.3334
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,45 to 64,White,South King County,Less than 50 percent,Cell,1,0.2606,0.8662,1.6625,1.0997
Rep,35 to 49,Bachelors' degree,White,Male,Other,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,18 to 44,White,Eastern Wash.,85 percent or higher,Cell,1,0.9466,0.9916,0.7228,0.9789
Dem,65 and older,High school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Pierce,50 to 85 percent,Cell,1,0.8333,1.136,0.8687,1.123
Rep,18 to 34,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,Pierce,Less than 50 percent,Cell,1,0.2734,0.8855,1.8977,1.112
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Unfavorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,North King County,50 to 85 percent,Cell,1,0.8031,0.943,0.4439,0.9613
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,Pierce,85 percent or higher,Landline,1,0.978,0.6237,0.2918,0.6213
Dem,65 and older,Bachelors' degree,White,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,South King County,85 percent or higher,Cell,1,0.9628,0.7594,0.324,0.757
Rep,35 to 49,Some college or trade school,White,Male,Hispanic,Oppose,Don't know,Disapp.,Reps. keep House,Unfavorable,No,Favorable,Support,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 44,White,North King County,Less than 50 percent,Cell,1,0.4832,1.1907,1.5679,1.3264
Dem,50 to 64,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.9743,1.2846,1.0322,1.2798
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,support,Don't know,Dems. take House,Unfavorable,Yes,Favorable,Support,45 to 64,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,45 to 64,White,Pierce,Less than 50 percent,Cell,1,0.3812,0.6892,0.7157,0.7418
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,Eastern Wash.,85 percent or higher,Landline,1,0.9762,0.766,0.3966,0.7631
Dem,65 and older,Some college or trade school,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,South King County,85 percent or higher,Cell,1,0.918,0.9331,0.615,0.9344
Rep,35 to 49,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 44,White,North King County,50 to 85 percent,Cell,1,0.6788,1.6068,1.769,1.6123
Dem,18 to 34,Some college or trade school,White,Female,White,Don't know,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Support,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 44,White,South King County,Less than 50 percent,Cell,0.6667,0.3953,1.1129,2.0838,0.8246
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,South King County,50 to 85 percent,Cell,1,0.7553,0.7713,0.4525,0.7937
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Don't know,Don't know,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Landline,1,0.98740000000000006,0.9656,0.5204,0.9488
Rep,50 to 64,High school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,45 to 64,White,Pierce,85 percent or higher,Landline,1,0.8689,1.2056,1.0267,1.2154
Rep,35 to 49,High school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Don't know,Support,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,Pierce,50 to 85 percent,Cell,1,0.5367,1.3994,2.0655,1.4395
Und,50 to 64,Some college or trade school,Unknown,Female,Other,Oppose,Don't know,Disapp.,Reps. keep House,Don't know,No,Favorable,Support,45 to 64,Some College Educ.,Other,Female,Not at all likely,Independent (No party),Nonwhite,Nonwhite,45 to 64,Unknown,North King County,Less than 50 percent,Landline,0,0.2239,1.1474,2.9926,0.2592
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9892,1.0009,0.5195,0.9972
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9956,0.711,0.3477,0.7074
Dem,18 to 34,Some college or trade school,White,Male,White,Support,oppose,Approve,Reps. keep House,Favorable,No,Unfavorable,Support,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 44,White,Pierce,Less than 50 percent,Cell,1,0.4773,0.8103,1.0879,0.8457
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,45 to 64,Unknown,Pierce,50 to 85 percent,Cell,1,0.817,0.8963,0.6241,0.887
Rep,35 to 49,Some college or trade school,Unknown,Male,Other,Oppose,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,Nonwhite,Nonwhite,45 to 64,Unknown,Pierce,Less than 50 percent,Cell,1,0.4282,0.8469,0.9857,0.9663
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9876,0.7594,0.3695,0.7565
Rep,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,45 to 64,White,Pierce,50 to 85 percent,Landline,0.8889,0.5177,0.8511,0.7148,0.9074
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,North King County,50 to 85 percent,Cell,0.4444,0.699,1.6188,1.3649,1.1954
Dem,65 and older,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Landline,1,0.9833,0.5952,0.3166,0.5929
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,Unknown,South King County,Less than 50 percent,Landline,1,0.4051,1.3778,2.499,1.47
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,Don't know,support,Disapp.,Dems. take House,Don't know,Yes,Favorable,Support,45 to 64,Some College Educ.,Republican,Male,Almost certain,Democrat,Nonwhite,Nonwhite,45 to 64,White,Pierce,Less than 50 percent,Landline,1,0.408,0.6307,0.6693,0.7267
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Dems. take House,Unfavorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,South King County,Less than 50 percent,Cell,1,0.1572,0.8727,2.5616,1.2475
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,45 to 64,White,South King County,85 percent or higher,Landline,1,0.984,0.9285,0.5224,0.9204
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 44,White,Pierce,Less than 50 percent,Landline,1,0.3121,0.7476,1.4655,0.9117
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,Unknown,North King County,85 percent or higher,Landline,1,0.9324,0.8803,0.5337,0.88
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,Other,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,45 to 64,White,Pierce,85 percent or higher,Landline,1,0.9769,0.7388,0.3314,0.7359
Rep,18 to 34,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 44,White,Eastern Wash.,Less than 50 percent,Cell,1,0.4135,0.9182,1.7552,0.9769
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,Don't know,Disapp.,Dems. take House,Don't know,Yes,Don't know,Oppose,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,North King County,50 to 85 percent,Cell,0.5556,0.5709,1.2506,1.1061,1.0922
Und,35 to 49,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Don't know,Unfavorable,No,Unfavorable,Oppose,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 44,White,North King County,Less than 50 percent,Landline,1,0.379,1.1907,1.9987,1.393
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 44,White,North King County,85 percent or higher,Cell,1,0.9411,1.3843,1.0268,1.3661
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Don't know,oppose,Disapp.,Don't know,Unfavorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,North King County,85 percent or higher,Landline,1,0.9846,0.845,0.4601,0.8417
Dem,35 to 49,Bachelors' degree,Hispanic,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Favorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,Non-White,North King County,Less than 50 percent,Landline,1,0.435,0.9352,0.8701,1.0636
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Landline,1,0.8974,0.9354,0.4551,0.9392
Und,50 to 64,Bachelors' degree,White,Female,White,Support,Don't know,Disapp.,Dems. take House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,50 to 85 percent,Landline,0.4444,0.7464,0.9136,0.5194,0.6946
Rep,35 to 49,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,North King County,50 to 85 percent,Landline,1,0.573,1.4926,1.8115,1.5238
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,South King County,50 to 85 percent,Cell,1,0.843,1.0857,0.5146,1.0991
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,45 to 64,White,South King County,85 percent or higher,Cell,1,0.9754,0.6645,0.3299,0.6577
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Disapp.,Don't know,Unfavorable,Yes,Don't know,Support,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,South King County,Less than 50 percent,Landline,0.6667,0.4588,0.8662,0.9442,0.6523
Und,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Approve,Don't know,Don't know,Yes,Don't know,Support,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,45 to 64,White,South King County,50 to 85 percent,Landline,1,0.8389,1.1688,0.6998,1.184
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 44,White,South King County,85 percent or higher,Cell,1,0.9754,1.2018,0.7961,1.1973
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,Don't know,Approve,Don't know,Don't know,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9093,0.845,0.4259,0.8334
Rep,18 to 34,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Support,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 44,White,South King County,50 to 85 percent,Landline,1,0.8209,1.395,1.1755,1.4175
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9341,0.9934,0.506,0.9929
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,Less than 50 percent,Cell,1,0.141,0.8727,2.2945,1.2807
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Support,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9176,0.9934,0.6026,0.9948
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9499,1.0009,0.4625,0.9988
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,North King County,50 to 85 percent,Cell,1,0.5922,1.6189,1.8845,1.6468
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,45 to 64,White,North King County,50 to 85 percent,Cell,1,0.8061,0.9808,0.597,0.9993
Dem,18 to 34,Graduate or Professional Degree,Other,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 44,Non-White,South King County,Less than 50 percent,Cell,0.8889,0.2542,1.222,2.7905,1.479
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Favorable,Yes,Favorable,Oppose,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,South King County,Less than 50 percent,Cell,1,0.2973,1.1212,2.2011,1.2534
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.9887,0.845,0.3917,0.8418
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,support,Don't know,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,45 to 64,White,Pierce,Less than 50 percent,Cell,1,0.3959,0.5819,0.7107,0.6229
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 44,White,South King County,50 to 85 percent,Cell,1,0.6775,1.2774,1.3499,1.338
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Oppose,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,South King County,50 to 85 percent,Cell,1,0.6152,0.9942,0.7818,1.0589
Dem,35 to 49,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,45 to 64,White,Pierce,50 to 85 percent,Cell,1,0.6458,1.1775,1.3115,1.2435
Dem,50 to 64,Bachelors' degree,White,Male,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,45 to 64,White,South King County,85 percent or higher,Cell,1,0.8955,0.7871,0.3484,0.7904
Rep,18 to 34,Some college or trade school,Hispanic,Female,White,Support,support,Approve,Reps. keep House,Favorable,No,Favorable,Oppose,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 44,Non-White,South King County,Less than 50 percent,Cell,0.8889,0.2806,1.4366,3.6091,1.5281
Und,50 to 64,Bachelors' degree,White,Male,White,Oppose,Don't know,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,45 to 64,White,North King County,85 percent or higher,Cell,1,0.94,1.0009,0.4674,0.9997
