response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,Rest,85 percent or higher,Cell,1,0.8567,0.9164,0.5308,0.9382,2018-10-19 01:22:15
Rep,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,White,Vancouver,Less than 50 percent,Cell,0.8889,0.3146,1.3991,3.9062,1.4866,2018-10-19 01:30:30
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Not very likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,40 to 64,White,Rest of Clark,50 to 85 percent,Landline,0,0.5305,1.0108,1.7119,0.4021,2018-10-19 01:32:13
Und,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,Rest,50 to 85 percent,Cell,1,0.7749,1.3916,1.0643,1.4457,2018-10-19 01:33:07
Und,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.8759,1.0605,0.7856,1.0825,2018-10-19 01:45:25
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Landline,1,0.965,0.7615,0.4023,0.7629,2018-10-19 01:45:34
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.965,0.7917,0.4497,0.7932,2018-10-19 01:51:18
Und,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Rest of Clark,85 percent or higher,Cell,1,0.965,0.9861,0.611,0.988,2018-10-19 01:55:03
Und,18 to 34,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Male,Not very likely,[DO NOT READ] Refused,"White, 4-Year College Grads",18 to 39,White,Rest of Clark,50 to 85 percent,Cell,0,0.6464,1.3408,1.1738,0.608,2018-10-19 01:56:15
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Vancouver,50 to 85 percent,Cell,1,0.5349,0.7029,0.6313,0.7783,2018-10-19 02:02:24
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Vancouver,Less than 50 percent,Landline,0.5556,0.2869,1.1579,3.2306,0.78,2018-10-19 02:04:24
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Rest,85 percent or higher,Landline,1,0.965,1.2405,0.7668,1.2532,2018-10-19 02:09:12
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Vancouver,85 percent or higher,Cell,1,0.8574,1.1245,1.0135,1.1511,2018-10-19 02:09:48
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Cell,1,0.8664,0.7179,0.4618,0.7182,2018-10-19 02:11:00
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Rest,85 percent or higher,Landline,1,0.8606,1.387,0.9837,1.2872,2018-10-19 02:11:45
Dem,65 and older,Some college or trade school,White,Male,Other,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,65 and older,White,Rest,85 percent or higher,Landline,1,0.965,0.6795,0.3279,0.6864,2018-10-19 02:13:24
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,White,Rest,85 percent or higher,Cell,1,0.965,0.7709,0.3011,0.7723,2018-10-19 02:14:09
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Reps. keep House,Don't know,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Republican,Female,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,18 to 39,White,Rest,85 percent or higher,Landline,0.4444,0.918,1.3008,1.133,1.2226,2018-10-19 02:14:36
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Landline,0.8889,0.965,1.0752,0.7544,1.0717,2018-10-19 02:19:57
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,White,Rest of Clark,85 percent or higher,Landline,1,0.965,1.0774,0.6156,1.0885,2018-10-19 02:25:12
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Cell,1,0.965,0.7032,0.3792,0.7105,2018-10-19 02:26:33
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Cell,1,0.8563,0.7032,0.4265,0.7039,2018-10-19 02:30:36
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Non-White,Rest of Clark,85 percent or higher,Landline,1,0.8656,1.0812,0.5862,1.1054,2018-10-19 02:46:07
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Rest of Clark,85 percent or higher,Cell,1,0.965,0.966,0.5576,0.9679,2018-10-19 02:47:10
Und,35 to 49,High school,White,Female,White,Don't know,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",40 to 64,White,Vancouver,50 to 85 percent,Cell,1,0.7368,1.5063,1.5503,1.5772,2018-10-19 02:48:52
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,White,Vancouver,50 to 85 percent,Cell,1,0.7458,1.1823,1.1167,1.193,2018-10-19 02:51:25
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Vancouver,85 percent or higher,Landline,1,0.8722,1.0674,0.9513,1.0901,2018-10-19 02:59:31
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest of Clark,85 percent or higher,Landline,1,0.965,0.6767,0.3252,0.6837,2018-10-19 03:02:45
Dem,65 and older,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,White,Vancouver,85 percent or higher,Cell,1,0.965,0.9408,0.6971,0.9504,2018-10-19 03:08:54
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,White,Rest of Clark,50 to 85 percent,Landline,0.6667,0.6207,0.8699,0.5486,0.8073,2018-10-19 03:14:09
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Rest of Clark,85 percent or higher,Cell,1,0.9419,0.966,0.5712,0.9778,2018-10-19 03:17:36
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Vancouver,85 percent or higher,Cell,1,0.965,1.1479,0.988,1.1597,2018-10-19 03:19:45
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Unknown,Rest of Clark,85 percent or higher,Landline,1,0.965,1.5737,1.0653,1.5767,2018-10-19 03:23:48
Rep,18 to 34,Some college or trade school,Other,Female,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,Non-White,Rest of Clark,50 to 85 percent,Landline,0.7778,0.8408,1.8797,1.2559,1.8229,2018-10-19 03:26:12
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest of Clark,85 percent or higher,Landline,1,0.965,0.6767,0.3252,0.6837,2018-10-19 03:26:30
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Vancouver,85 percent or higher,Landline,0.7778,0.965,0.8074,0.5072,0.8,2018-10-19 03:44:54
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,White,Rest of Clark,85 percent or higher,Landline,1,0.965,0.9485,0.5465,0.9583,2018-10-19 03:47:48
Rep,35 to 49,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,White,Rest of Clark,50 to 85 percent,Landline,1,0.7713,1.411,1.1302,1.4668,2018-10-19 03:58:18
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Landline,1,0.965,0.7179,0.4153,0.7192,2018-10-19 04:28:16
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,65 and older,White,Rest of Clark,85 percent or higher,Cell,1,0.965,0.6038,0.2652,0.605,2018-10-19 04:29:37
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Rest of Clark,85 percent or higher,Landline,0.8889,0.8878,1.0826,0.7444,1.093,2018-10-19 04:31:16
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Landline,1,0.965,1.0976,0.8269,1.1089,2018-10-19 04:32:10
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,40 to 64,White,Rest of Clark,50 to 85 percent,Landline,1,0.8075,0.9228,0.5413,0.9262,2018-10-20 01:36:31
Und,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Vancouver,85 percent or higher,Landline,1,0.965,0.8074,0.5072,0.809,2018-10-20 01:57:21
Dem,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,Vancouver,85 percent or higher,Cell,1,0.965,1.2584,1.0345,1.2713,2018-10-20 02:20:03
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,White,Vancouver,85 percent or higher,Landline,1,0.965,1.1091,0.747,1.1206,2018-10-20 02:35:37
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest of Clark,85 percent or higher,Landline,1,0.965,0.6767,0.3252,0.6837,2018-10-20 02:47:55
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,Unknown,Vancouver,85 percent or higher,Landline,1,0.9163,1.616,1.3136,1.6404,2018-10-20 02:49:03
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Vancouver,85 percent or higher,Landline,1,0.965,0.9408,0.6971,0.9504,2018-10-20 02:55:12
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Vancouver,50 to 85 percent,Landline,1,0.7292,0.6626,0.4885,0.695,2018-10-20 03:11:59
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Don't know,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,Unknown,Rest of Clark,50 to 85 percent,Landline,0.7778,0.6283,1.9535,2.0193,1.8808,2018-10-20 03:16:56
Und,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,Rest of Clark,50 to 85 percent,Landline,1,0.6441,0.942,0.7418,1.0087,2018-10-20 03:20:52
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Landline,1,0.965,0.7881,0.4656,0.7962,2018-10-20 03:25:31
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Vancouver,85 percent or higher,Landline,1,0.965,0.8242,0.5557,0.8327,2018-10-20 03:27:01
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Landline,1,0.965,0.7881,0.4656,0.7962,2018-10-20 04:06:04
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of Clark,85 percent or higher,Landline,1,0.9578,0.7881,0.469,0.7966,2018-10-20 04:10:43
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Rest of Clark,50 to 85 percent,Landline,1,0.7397,1.202,0.8215,1.2578,2018-10-20 04:10:43
