response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Graduate or Professional Degree,Other,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Favorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Other Non-White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9724,1.178,1.0537,1.2005,2018-09-23 20:57:14
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9359,0.6887,0.5269,0.7039,2018-09-23 21:05:30
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,support,Disapp.,Dems. take House,Don't know,No,Don't know,Support,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9491,0.8418,0.6876,0.8501,2018-09-23 21:06:06
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Unknown,Assembly Dist. 73/74,50 to 85 percent,Landline,1,0.8196,0.801,0.6611,0.8327,2018-09-23 21:06:51
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Unknown,Irvine,85 percent or higher,Cell,1,0.9347,0.7428,0.5984,0.7496,2018-09-23 21:11:57
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9845,0.8091,0.5881,0.8243,2018-09-23 21:12:06
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Irvine,85 percent or higher,Cell,1,0.9274,0.8192,0.6838,0.838,2018-09-23 21:13:18
Dem,18 to 34,High school,White,Male,White,Don't know,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Irvine,85 percent or higher,Cell,1,0.9384,0.7757,0.5833,0.7926,2018-09-23 21:21:15
Rep,18 to 34,High school,Hispanic,Female,Hispanic,Support,support,Approve,Reps. keep House,Favorable,No,Don't know,Support,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Irvine,50 to 85 percent,Cell,1,0.7701,0.8893,0.9956,0.9332,2018-09-23 21:22:00
Rep,50 to 64,High school,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Support,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,0.4444,0.9907,0.8127,0.4717,0.8194,2018-09-23 21:25:36
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9243,0.8046,0.5234,0.8234,2018-09-23 21:27:42
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Irvine,85 percent or higher,Landline,1,0.9878,0.788,0.4952,0.8029,2018-09-23 21:28:00
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Postgraduate Degree,White,Irvine,85 percent or higher,Cell,1,0.8986,0.7567,0.5891,0.7769,2018-09-23 21:29:39
Dem,50 to 64,Some college or trade school,Asian,Male,Asian,Support,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,No 4-year College Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Landline,0.4444,0.9477,1.1945,0.8844,1.1526,2018-09-23 21:32:07
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Landline,1,0.9881,0.8924,0.6482,0.9092,2018-09-23 21:32:52
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Don't know,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9926,0.8016,0.5755,0.817,2018-09-23 21:38:52
Dem,65 and older,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9736,0.8861,0.7066,0.903,2018-09-23 21:41:04
Und,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Male,Hispanic,Support,Don't know,Approve,Reps. keep House,Don't know,Yes,Unfavorable,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,4-year College Grad.,Hispanic,Assembly Dist. 73/74,Less than 50 percent,Cell,1,0.4924,1.5847,1.9961,1.799,2018-09-23 21:45:16
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Oppose,oppose,Disapp.,Don't know,Don't know,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,Unknown,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9847,0.9343,0.6723,0.9519,2018-09-23 21:45:35
Dem,18 to 34,Graduate or Professional Degree,Other,Male,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Postgraduate Degree,Other Non-White,Irvine,85 percent or higher,Cell,1,0.8756,1.0313,0.9309,1.0623,2018-09-23 21:46:20
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,0.7778,0.9333,0.7237,0.4651,0.7299,2018-09-23 21:47:41
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Oppose,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Unknown,Irvine,85 percent or higher,Cell,1,0.9801,0.7428,0.5706,0.7568,2018-09-23 21:49:47
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Support,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9904,0.7591,0.4978,0.7709,2018-09-23 21:50:14
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9761,0.7592,0.5745,0.7735,2018-09-23 21:51:14
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,Unknown,Assembly Dist. 68,85 percent or higher,Landline,1,0.8633,0.7292,0.4489,0.7525,2018-09-23 21:51:50
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.8533,0.855,0.7492,0.8838,2018-09-23 22:00:54
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9891,0.7352,0.3922,0.7464,2018-09-23 22:03:16
Dem,18 to 34,Graduate or Professional Degree,Asian,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Postgraduate Degree,Other Non-White,Irvine,Less than 50 percent,Cell,1,0.4932,1.5422,2.4725,1.7502,2018-09-23 22:04:21
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Support,Don't know,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Support,18 to 29,Some College Educ.,Other,Male,Not at all likely,Republican,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Assembly Dist. 68,Less than 50 percent,Cell,0.3333,0.0606,1.0586,4.1804,0.3259,2018-09-23 22:06:25
Und,18 to 34,Some college or trade school,Asian,Male,Asian,Oppose,Don't know,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,18 to 29,Some College Educ.,Democratic,Male,Not very likely,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,Other Non-White,Irvine,50 to 85 percent,Cell,0.5556,0.5477,1.2338,1.9717,0.7772,2018-09-23 22:07:28
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,support,Disapp.,Reps. keep House,Favorable,No,Unfavorable,Oppose,45 to 64,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 68,50 to 85 percent,Landline,1,0.7081,0.9288,0.8411,0.9497,2018-09-23 22:08:15
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Oppose,Don't know,Disapp.,Dems. take House,Favorable,No,Don't know,Support,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Irvine,Less than 50 percent,Cell,1,0.3838,1.229,2.717,1.3516,2018-09-23 22:08:33
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,support,Approve,Don't know,Favorable,No,Favorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.972,0.8895,0.5995,0.9065,2018-09-23 22:09:09
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,support,Disapp.,Dems. take House,Don't know,Yes,Favorable,Support,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9608,0.8274,0.4831,0.8437,2018-09-23 22:09:18
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9433,0.7033,0.5256,0.7183,2018-09-23 22:09:45
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.9393,1.0506,0.605,1.0734,2018-09-23 22:10:28
Und,35 to 49,Bachelors' degree,White,Female,Asian,Support,oppose,Don't know,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,White,Irvine,85 percent or higher,Cell,0.5556,0.8915,0.9984,0.6595,0.889,2018-09-23 22:15:13
Rep,50 to 64,High school,White,Male,White,Oppose,Don't know,Approve,Reps. keep House,Don't know,Yes,Favorable,Support,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,0.6667,0.9067,0.7924,0.4528,0.7905,2018-09-23 22:18:22
Dem,65 and older,Bachelors' degree,White,Male,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Irvine,50 to 85 percent,Cell,1,0.5931,1.196,1.2341,1.3114,2018-09-23 22:21:22
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,support,Approve,Reps. keep House,Don't know,No,Don't know,Oppose,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.6276,0.9859,0.7661,1.0195,2018-09-23 22:22:34
Dem,18 to 34,Graduate or Professional Degree,Asian,Male,Asian,Oppose,Don't know,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,18 to 34,Postgraduate Degree,Other Non-White,Irvine,85 percent or higher,Cell,0.8889,0.9477,1.0313,0.8601,1.0341,2018-09-23 22:27:22
Dem,18 to 34,Bachelors' degree,Other,Male,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,18 to 29,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,18 to 34,4-year College Grad.,Other Non-White,Irvine,50 to 85 percent,Cell,1,0.7474,1.4725,1.3324,1.4991,2018-09-23 22:35:37
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9655,0.8243,0.5676,0.8403,2018-09-23 22:36:57
Und,18 to 34,Some college or trade school,Asian,Female,Asian,Oppose,Don't know,Disapp.,Don't know,Don't know,Yes,Don't know,Support,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,Other Non-White,Assembly Dist. 68,85 percent or higher,Cell,0.7778,0.8894,1.0951,0.8913,1.02,2018-09-23 22:37:15
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9854,0.9112,0.6698,0.9284,2018-09-23 22:40:51
Dem,35 to 49,Bachelors' degree,Asian,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,4-year College Grad.,Other Non-White,Irvine,85 percent or higher,Cell,1,0.9053,1.4252,1.1443,1.462,2018-09-23 22:51:13
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9776,0.666,0.4376,0.6786,2018-09-23 22:51:46
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9168,1.023,0.5132,1.0479,2018-09-23 22:53:43
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9783,0.7734,0.5425,0.788,2018-09-23 23:02:34
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.8503,0.9585,0.6861,0.9912,2018-09-23 23:05:16
