response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,High school,Unknown,Male,White,Support,agree,Don't know,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Lancaster/Palmdale,50 to 85 percent,Landline,1,0.6544,1.6571,1.6528,1.7529,2018-09-18 14:19:23
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Santa Clarita,50 to 85 percent,Landline,1,0.7866,1.1483,0.6906,1.1789,2018-09-18 14:20:35
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Rest of LA County,50 to 85 percent,Landline,1,0.6566,1.0105,0.5705,1.0683,2018-09-18 14:20:53
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9681,0.7816,0.3142,0.782,2018-09-18 14:21:47
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Santa Clarita,Less than 50 percent,Landline,1,0.4777,2.206,2.633,2.4726,2018-09-18 14:22:05
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,support,Oppose,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Lancaster/Palmdale,50 to 85 percent,Landline,1,0.8428,0.4429,0.1434,0.4501,2018-09-18 14:22:23
Dem,35 to 49,Some college or trade school,Black,Female,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Other Non-White,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.0819,1.0668,5.1902,1.7949,2018-09-18 22:35:28
Rep,35 to 49,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Don't know,agree,Reps. keep House,Don't know,Favorable,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Santa Clarita,Less than 50 percent,Cell,1,0.2626,2.2276,5.0253,2.8341,2018-09-18 22:45:40
Dem,65 and older,Some college or trade school,Other,Female,White,Don't know,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Other Non-White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9787,0.6393,0.3784,0.6394,2018-09-18 23:10:17
Rep,18 to 34,Bachelors' degree,White,Male,White,Support,agree,Approve,support,Support,disagree,Reps. keep House,Favorable,Favorable,agree,18 to 29,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",18 to 34,White,Rest of LA County,Less than 50 percent,Cell,0.6667,0.0709,1.0379,4.1285,0.789,2018-09-18 23:11:29
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.7482,0.9221,0.533,0.9541,2018-09-18 23:15:50
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.9521,1.6823,1.0055,1.6851,2018-09-18 23:20:35
Rep,18 to 34,Graduate or Professional Degree,Unknown,Male,Hispanic,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,18 to 29,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,Unknown,Santa Clarita,Less than 50 percent,Cell,0.7778,0.3515,0.7474,1.225,0.734,2018-09-18 23:30:47
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.9355,1.4589,0.7131,1.4637,2018-09-18 23:32:10
Und,65 and older,High school,Hispanic,Female,Hispanic,Don't know,agree,Disapp.,support,Don't know,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,Hispanic,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.6105,1.0408,0.8658,1.1145,2018-09-18 23:36:04
Und,50 to 64,Some college or trade school,White,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,White,Santa Clarita,85 percent or higher,Cell,0.8889,0.9458,1.372,0.6416,1.3501,2018-09-18 23:37:07
Dem,18 to 34,Some college or trade school,White,Male,Other,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 34,White,Rest of LA County,50 to 85 percent,Cell,0.8889,0.7467,0.8503,0.5294,0.8316,2018-09-18 23:38:46
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9451,0.4659,0.156,0.467,2018-09-18 23:43:16
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,Santa Clarita,50 to 85 percent,Cell,0.8889,0.8375,0.9117,0.5498,0.9162,2018-09-18 23:49:26
Dem,18 to 34,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Ventura/Simi Valley,85 percent or higher,Cell,0.8889,0.858,0.622,0.4091,0.6237,2018-09-18 23:54:05
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Ventura/Simi Valley,Less than 50 percent,Cell,1,0.1641,0.8913,2.9836,1.2659,2018-09-18 23:54:59
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9662,0.7138,0.2304,0.7084,2018-09-18 23:55:17
Dem,18 to 34,Some college or trade school,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9341,0.6111,0.2625,0.6132,2018-09-18 23:56:11
Dem,35 to 49,Bachelors' degree,White,Female,Asian,Support,disagree,Disapp.,oppose,Don't know,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,Santa Clarita,Less than 50 percent,Cell,1,0.3569,1.5954,2.8046,1.8977,2018-09-18 23:58:17
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Santa Clarita,85 percent or higher,Cell,1,0.9407,1.335,0.6644,1.3386,2018-09-19 00:02:36
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Unfavorable,Unfavorable,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9843,0.7508,0.2769,0.7508,2018-09-19 00:03:57
Dem,50 to 64,Some college or trade school,White,Female,Other,Support,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Unfavorable,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,White,Santa Clarita,Less than 50 percent,Cell,1,0.2143,2.2614,6.2285,3.0149,2018-09-19 00:05:27
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,0.8889,0.0625,0.418,1.4369,0.6856,2018-09-19 00:05:45
Dem,35 to 49,Some college or trade school,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.922,1.148,0.5318,1.1535,2018-09-19 00:05:54
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest of LA County,85 percent or higher,Landline,1,0.9852,1.4357,0.782,1.4293,2018-09-19 00:05:54
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Rest of LA County,Less than 50 percent,Cell,0.7778,0.2388,1.3594,3.4042,1.3849,2018-09-19 00:09:21
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Oppose,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Hispanic,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9309,0.6149,0.3185,0.6172,2018-09-19 00:10:33
Dem,18 to 34,Some college or trade school,White,Male,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Santa Clarita,50 to 85 percent,Cell,1,0.7017,0.7416,0.4548,0.7753,2018-09-19 00:11:00
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest of LA County,85 percent or higher,Landline,1,0.9878,0.7817,0.2588,0.7818,2018-09-19 00:14:45
Rep,35 to 49,[DO NOT READ] Refused,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9115,0.9237,0.5397,0.9293,2018-09-19 00:17:12
Dem,50 to 64,Bachelors' degree,White,Male,Black,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,50 to 64,White,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.585,0.9017,0.5309,0.9729,2018-09-19 00:19:00
Dem,18 to 34,High school,Hispanic,Female,Hispanic,Support,disagree,Approve,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,18 to 34,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.1872,0.9725,3.6258,1.1814,2018-09-19 00:39:30
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9906,1.0938,0.551,1.0941,2018-09-19 00:48:53
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Not very likely,Independent (No party),Nonwhite,35 to 49,Other Non-White,Rest of LA County,Less than 50 percent,Cell,0.2222,0.4087,0.8619,0.9088,0.3694,2018-09-19 00:49:02
Rep,50 to 64,High school,White,Male,White,Support,disagree,Approve,support,Support,disagree,Don't know,Don't know,Favorable,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,85 percent or higher,Landline,1,0.9653,2.5978,1.5138,2.5996,2018-09-19 00:50:59
Dem,18 to 34,Bachelors' degree,Other,Male,Other,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),Nonwhite,18 to 34,Other Non-White,Rest of LA County,Less than 50 percent,Cell,0.3333,0.2347,0.5932,1.392,0.1948,2018-09-19 00:52:02
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Santa Clarita,85 percent or higher,Landline,1,0.9849,0.8548,0.3579,0.8549,2018-09-19 00:55:47
Dem,18 to 34,High school,Hispanic,Male,Hispanic,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,18 to 29,High School Grad. or Less,Democratic,Male,Not very likely,Democrat,Nonwhite,18 to 34,Hispanic,Santa Clarita,Less than 50 percent,Cell,0.6667,0.3651,1.5512,2.8666,0.942,2018-09-19 01:00:08
Rep,50 to 64,Some college or trade school,White,Male,Black,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.9478,1.4589,0.7038,1.4619,2018-09-19 01:00:26
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Asian,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,Nonwhite,50 to 64,Hispanic,Ventura/Simi Valley,85 percent or higher,Cell,0.5556,0.9047,0.5716,0.2092,0.5048,2018-09-19 01:00:53
Dem,65 and older,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.8283,0.8251,0.3525,0.8407,2018-09-19 01:01:38
Dem,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Not very likely,Democrat,[DO NOT READ] Don't know/Refused,50 to 64,White,Lancaster/Palmdale,Less than 50 percent,Landline,0.3333,0.2393,0.9702,1.8686,0.408,2018-09-19 01:06:30
Rep,65 and older,Graduate or Professional Degree,Other,Female,White,Support,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",65 and older,Other Non-White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9613,0.5783,0.2529,0.5618,2018-09-19 01:06:30
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,Nonwhite,50 to 64,Hispanic,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.7653,0.9864,0.5146,0.984,2018-09-19 01:08:09
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Female,Not very likely,Democrat,Nonwhite,18 to 34,Other Non-White,Rest of LA County,85 percent or higher,Cell,0.4444,0.8833,0.4786,0.3485,0.3726,2018-09-19 01:08:18
Rep,50 to 64,Some college or trade school,White,Female,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Lancaster/Palmdale,Less than 50 percent,Landline,1,0.0983,1.4214,5.278,2.2871,2018-09-19 01:08:45
