response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Bachelors' degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,East,50 to 85 percent,Landline,1,0.8185,1.1233,0.4919,1.1442,2018-09-15 22:07:54
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,Non-White,Dona Ana,50 to 85 percent,Cell,1,0.6392,1.6609,1.1273,1.7605,2018-09-15 22:10:36
Und,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Don't know,Don't know,Unfavorable,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Landline,1,0.9894,0.7943,0.3409,0.7929,2018-09-15 22:14:30
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Support,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.9888,0.4047,0.1607,0.404,2018-09-15 22:16:09
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,East,Less than 50 percent,Cell,1,0.1363,0.7647,2.5469,1.1335,2018-09-15 22:17:47
Und,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,Non-White,Dona Ana,85 percent or higher,Landline,1,0.8794,1.1136,0.4945,1.1231,2018-09-15 22:17:47
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Landline,1,0.9761,0.5202,0.2968,0.5159,2018-09-15 22:19:00
Rep,50 to 64,High school,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Unfavorable,disagree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,West,50 to 85 percent,Cell,1,0.7931,1.9864,0.9067,2.0327,2018-09-15 22:19:53
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Dona Ana,50 to 85 percent,Landline,1,0.547,0.6464,0.2967,0.6648,2018-09-15 22:26:38
Rep,65 and older,High school,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Cell,1,0.9886,1.4877,0.7077,1.4849,2018-09-15 22:28:53
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,East,Less than 50 percent,Landline,1,0.2177,1.0113,3.9925,1.3406,2018-09-15 22:29:47
Rep,50 to 64,High school,Hispanic,Female,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Non-White,West,Less than 50 percent,Landline,1,0.4378,1.4764,2.3212,1.5615,2018-09-15 22:30:50
Rep,65 and older,Graduate or Professional Degree,White,Male,Black,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,65 and older,White,West,50 to 85 percent,Landline,1,0.7856,0.4597,0.2052,0.4569,2018-09-15 22:31:08
Rep,50 to 64,Some college or trade school,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,East,Less than 50 percent,Cell,1,0.4169,0.6824,0.9323,0.7266,2018-09-16 17:04:30
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Landline,1,0.9822,0.6281,0.2971,0.6236,2018-09-16 17:13:03
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Dona Ana,85 percent or higher,Cell,1,0.9924,0.7315,0.2964,0.7282,2018-09-16 17:13:48
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Dona Ana,50 to 85 percent,Cell,1,0.6443,1.562,1.2529,1.5781,2018-09-16 18:21:09
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Don't know,oppose,Support,disagree,Don't know,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,West,Less than 50 percent,Cell,0.8889,0.3141,0.6151,1.3086,0.6462,2018-09-16 18:27:45
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,West,50 to 85 percent,Cell,1,0.8155,1.114,0.5225,1.1353,2018-09-16 18:56:57
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),Nonwhite,50 to 64,White,West,Less than 50 percent,Cell,1,0.3337,0.5286,0.9927,0.5815,2018-09-16 18:57:33
Rep,65 and older,Some college or trade school,White,Male,White,Support,Don't know,Disapp.,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Dona Ana,50 to 85 percent,Landline,1,0.8085,1.0142,0.4844,1.0349,2018-09-16 19:01:55
Dem,65 and older,Some college or trade school,White,Male,White,Support,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,West,Less than 50 percent,Cell,1,0.2794,0.5914,1.026,0.7405,2018-09-16 19:02:31
Und,18 to 34,High school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,Nonwhite,18 to 34,Non-White,West,Less than 50 percent,Cell,0.5556,0.268,1.5425,5.2664,1.0223,2018-09-16 19:17:42
Rep,65 and older,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,White,Dona Ana,85 percent or higher,Cell,1,0.9168,0.4047,0.1729,0.4061,2018-09-16 19:22:48
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,65 and older,Non-White,West,85 percent or higher,Cell,1,0.97,0.792,0.4421,0.7848,2018-09-16 19:39:16
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,Don't know,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Landline,1,0.8716,0.4119,0.1703,0.4073,2018-09-16 19:41:22
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,Non-White,Dona Ana,85 percent or higher,Cell,1,0.8887,0.8185,0.3611,0.809,2018-09-16 19:41:22
Und,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Don't know,support,Oppose,disagree,Don't know,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.9535,0.4887,0.1677,0.4885,2018-09-16 20:01:23
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,West,85 percent or higher,Landline,1,0.9545,0.8493,0.397,0.8488,2018-09-16 20:26:31
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,West,85 percent or higher,Landline,1,0.979,0.5202,0.2959,0.5192,2018-09-16 20:29:40
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.9855,0.5562,0.3415,0.5526,2018-09-16 20:32:49
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,East,85 percent or higher,Landline,1,0.981,0.4404,0.176,0.4395,2018-09-16 20:48:54
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Approve,support,Oppose,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Non-White,West,85 percent or higher,Landline,1,0.9332,1.0708,0.5976,1.0724,2018-09-16 20:49:30
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.982,0.6114,0.3071,0.6102,2018-09-16 21:03:15
Und,65 and older,Some college or trade school,White,Female,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,East,85 percent or higher,Landline,1,0.9751,0.5562,0.345,0.5515,2018-09-16 21:06:24
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,East,85 percent or higher,Landline,0.8889,0.8668,1.0255,0.9107,1.0254,2018-09-16 21:12:24
Dem,65 and older,Bachelors' degree,Hispanic,Female,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Non-White,Dona Ana,85 percent or higher,Landline,1,0.9152,0.9749,0.5599,0.9784,2018-09-16 21:27:18
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Dona Ana,85 percent or higher,Landline,1,0.9065,0.4842,0.1705,0.4865,2018-09-16 21:28:21
Und,65 and older,High school,Hispanic,Male,Hispanic,Oppose,disagree,Approve,Don't know,Support,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,Nonwhite,65 and older,Non-White,West,85 percent or higher,Landline,1,0.9475,2.0987,0.9123,2.0988,2018-09-16 21:31:12
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,West,85 percent or higher,Landline,1,0.9731,0.4158,0.158,0.4122,2018-09-16 21:32:55
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Hispanic,Female,Hispanic,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Don't know,Unfavorable,agree,65 and older,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,65 and older,Non-White,East,50 to 85 percent,Landline,1,0.7828,0.6376,0.426,0.6338,2018-09-16 21:33:31
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,East,85 percent or higher,Landline,1,0.9671,0.7181,0.3938,0.717,2018-09-16 21:33:58
Rep,65 and older,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,East,50 to 85 percent,Landline,0.7778,0.7081,1.645,1.0416,1.5657,2018-09-16 21:34:16
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,East,85 percent or higher,Landline,1,0.9824,0.4753,0.2036,0.4744,2018-09-16 21:44:46
Dem,35 to 49,Bachelors' degree,White,Male,Asian,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,35 to 49,White,Dona Ana,50 to 85 percent,Landline,1,0.7939,1.8861,1.0254,1.8732,2018-09-16 21:55:00
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Democratic,Male,Not at all likely,Democrat,Nonwhite,50 to 64,Non-White,Dona Ana,85 percent or higher,Landline,0,0.98740000000000006,1.8181,0.5779,1.5604,2018-09-16 21:55:27
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,West,50 to 85 percent,Landline,0.8889,0.6718,1.3289,1.1542,1.3023,2018-09-16 21:56:03
Und,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Oppose,agree,Approve,oppose,Don't know,disagree,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Non-White,Dona Ana,50 to 85 percent,Cell,1,0.8296,2.3559,1.4018,2.3949,2018-09-16 21:59:39
