response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Laguna Beach/South,50 to 85 percent,Cell,1,0.6564,1.2151,1.2364,1.2534,2018-11-03 18:20:31
Rep,50 to 64,Bachelors' degree,White,Female,Black,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,50 to 64,4-year College Grad.,White,Laguna Beach/South,85 percent or higher,Cell,1,0.8971,0.884,0.5078,0.88,2018-11-03 18:21:07
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Costa Mesa/North,85 percent or higher,Cell,1,0.9163,0.8578,0.5892,0.8504,2018-11-03 18:30:16
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Costa Mesa/North,50 to 85 percent,Cell,1,0.8355,1.2404,0.874,1.253,2018-11-03 18:40:32
Rep,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Postgraduate Degree,White,Newport Beach,85 percent or higher,Cell,1,0.9684,0.7992,0.4256,0.7801,2018-11-03 18:42:47
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9129,1.4445,1.2139,1.4178,2018-11-03 18:44:44
Dem,[DO NOT READ] Refused,Bachelors' degree,Asian,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,4-year College Grad.,Other Non-White,Laguna Beach/South,85 percent or higher,Landline,1,0.97,1.3789,0.7015,1.3528,2018-11-03 18:47:18
Dem,35 to 49,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,Other Non-White,Laguna Beach/South,85 percent or higher,Cell,1,0.8837,1.1909,0.8241,1.1892,2018-11-03 18:53:09
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,0.9226,0.5484,0.9051,2018-11-03 18:53:54
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Unknown,Newport Beach,85 percent or higher,Cell,1,0.97,0.7383,0.479,0.7243,2018-11-03 19:01:59
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Laguna Beach/South,85 percent or higher,Cell,1,0.97,0.6571,0.489,0.6414,2018-11-03 19:05:53
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,Unknown,Laguna Beach/South,85 percent or higher,Cell,1,0.97,0.9437,0.5192,0.9258,2018-11-03 19:06:38
Dem,50 to 64,Graduate or Professional Degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,Postgraduate Degree,White,Laguna Beach/South,85 percent or higher,Cell,1,0.97,0.5197,0.3328,0.5073,2018-11-03 19:14:44
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9462,1.211,0.9781,1.171,2018-11-03 19:19:22
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,0.7778,0.8664,1.3628,1.0425,1.2029,2018-11-03 19:22:31
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.97,1.0239,0.5669,1.0046,2018-11-03 19:44:54
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,0.4444,0.651,0.9927,1.1913,0.5999,2018-11-03 20:07:32
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.852,0.7222,0.5109,0.7151,2018-11-03 20:18:08
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9567,1.344,0.9999,1.3217,2018-11-03 20:34:04
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Unknown,Laguna Beach/South,50 to 85 percent,Cell,1,0.6845,0.558,0.5628,0.5885,2018-11-03 20:38:34
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Republican,Female,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,18 to 34,[DO NOT READ] Don't know/Refused,White,Newport Beach,Less than 50 percent,Cell,0.4444,0.3347,0.7217,0.8868,0.3913,2018-11-03 20:44:07
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Costa Mesa/North,85 percent or higher,Landline,1,0.97,0.7291,0.4389,0.7117,2018-11-03 20:44:43
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Costa Mesa/North,85 percent or higher,Cell,1,0.8928,0.8306,0.6777,0.8277,2018-11-03 20:48:28
Dem,18 to 34,Graduate or Professional Degree,Asian,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Postgraduate Degree,Other Non-White,Newport Beach,85 percent or higher,Cell,1,0.9601,0.9302,0.654,0.9086,2018-11-03 21:00:33
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9591,1.4445,1.1555,1.4199,2018-11-03 21:04:00
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Laguna Beach/South,85 percent or higher,Landline,1,0.97,0.592,0.4731,0.5808,2018-11-03 21:04:27
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,0.966,0.462,0.9429,2018-11-03 21:08:48
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.6609,1.4272,1.3998,1.5172,2018-11-03 21:38:16
Dem,18 to 34,Bachelors' degree,Other,Male,Other,Approve,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,4-year College Grad.,Other Non-White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,0.8889,0.8614,1.0131,0.7669,0.9909,2018-11-03 21:46:14
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Laguna Beach/South,85 percent or higher,Cell,1,0.9263,0.5364,0.4254,0.5307,2018-11-03 21:49:59
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Costa Mesa/North,85 percent or higher,Cell,1,0.9053,1.1534,0.7835,1.1462,2018-11-03 21:53:08
Dem,65 and older,Bachelors' degree,Other,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Already voted,Democrat,Nonwhite,65 and older,4-year College Grad.,Other Non-White,Costa Mesa/North,50 to 85 percent,Cell,1,0.7674,2.1476,1.4691,2.2089,2018-11-03 21:58:59
Dem,18 to 34,Bachelors' degree,White,Male,Other,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,4-year College Grad.,White,Laguna Beach/South,50 to 85 percent,Cell,1,0.6703,0.6702,0.7576,0.6889,2018-11-03 21:59:17
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Laguna Beach/South,85 percent or higher,Cell,1,0.8721,0.5768,0.3827,0.5775,2018-11-03 22:05:14
Dem,18 to 34,Some college or trade school,Asian,Male,Asian,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Other Non-White,Costa Mesa/North,Less than 50 percent,Cell,0.6667,0.3674,1.7568,4.1368,1.267,2018-11-03 22:05:23
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Costa Mesa/North,50 to 85 percent,Cell,1,0.6022,1.2577,1.1449,1.3172,2018-11-03 22:05:59
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.97,0.6681,0.4153,0.6555,2018-11-03 22:07:11
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Costa Mesa/North,50 to 85 percent,Cell,1,0.6504,1.3292,1.6227,1.3733,2018-11-03 22:09:26
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Laguna Beach/South,Less than 50 percent,Cell,1,0.465,0.8443,1.1988,0.9755,2018-11-03 22:11:23
Rep,65 and older,Some college or trade school,Other,Female,Hispanic,Approve,Dems. take House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Already voted,Republican,Nonwhite,65 and older,No 4-year College Degree,Other Non-White,Laguna Beach/South,85 percent or higher,Cell,1,0.8529,1.7286,1.6474,1.7386,2018-11-03 22:15:39
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Costa Mesa/North,50 to 85 percent,Cell,1,0.6581,0.9403,1.0174,0.9269,2018-11-03 22:20:54
Rep,35 to 49,High school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,35 to 49,No 4-year College Degree,White,Laguna Beach/South,50 to 85 percent,Cell,1,0.6429,0.9473,1.2451,0.9808,2018-11-03 22:25:24
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Laguna Beach/South,85 percent or higher,Cell,1,0.9194,0.4833,0.4147,0.474,2018-11-03 22:25:51
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Not at all likely,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,Unknown,Laguna Beach/South,Less than 50 percent,Cell,0,0.1248,0.7803,3.0618,0.1588,2018-11-03 22:32:09
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.8799,0.4914,0.368,0.4845,2018-11-03 22:33:03
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Costa Mesa/North,50 to 85 percent,Cell,1,0.8016,1.0126,0.7568,0.9827,2018-11-03 22:33:48
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,or as a member of another political party,Nonwhite,35 to 49,No 4-year College Degree,Hispanic,Costa Mesa/North,85 percent or higher,Cell,1,0.874,1.2885,1.0528,1.2456,2018-11-03 22:36:30
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.938,0.7532,0.4712,0.7433,2018-11-03 22:36:48
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,Other Non-White,Laguna Beach/South,85 percent or higher,Cell,1,0.8618,0.898,0.6074,0.8878,2018-11-03 22:39:03
Dem,50 to 64,High school,Other,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,No 4-year College Degree,Other Non-White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.922,1.9742,1.3265,1.9549,2018-11-03 22:39:57
Und,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Costa Mesa/North,Less than 50 percent,Cell,1,0.336,1.5293,2.7838,1.7979,2018-11-03 22:41:36
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9664,1.211,0.9577,1.1888,2018-11-03 22:43:24
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,No 4-year College Degree,Hispanic,Costa Mesa/North,85 percent or higher,Cell,1,0.8931,1.1609,0.9967,1.1424,2018-11-03 22:43:33
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Laguna Beach/South,85 percent or higher,Cell,1,0.97,0.5508,0.4084,0.5404,2018-11-03 22:44:00
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Newport Beach,50 to 85 percent,Cell,1,0.7695,1.1557,0.7245,1.188,2018-11-03 22:47:22
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Other Non-White,Laguna Beach/South,85 percent or higher,Cell,1,0.9276,0.7015,0.53,0.6873,2018-11-03 22:53:40
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.969,0.8704,0.4475,0.8496,2018-11-03 22:56:04
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Newport Beach,85 percent or higher,Cell,1,0.97,0.8471,0.5214,0.8311,2018-11-03 22:56:58
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Costa Mesa/North,85 percent or higher,Cell,1,0.97,1.1845,0.735,1.162,2018-11-03 22:57:25
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Costa Mesa/North,50 to 85 percent,Cell,1,0.729,0.8749,0.7928,0.8869,2018-11-03 22:57:52
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Laguna Beach/South,85 percent or higher,Cell,1,0.97,0.8442,0.5574,0.8282,2018-11-03 22:58:10
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.5749,1.0182,1.0021,1.0753,2018-11-03 23:00:52
Rep,65 and older,High school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,No 4-year College Degree,White,Costa Mesa/North,85 percent or higher,Cell,1,0.9638,1.5547,1.2869,1.5181,2018-11-03 23:00:52
Rep,35 to 49,High school,White,Male,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Costa Mesa/North,85 percent or higher,Cell,1,0.9462,1.2692,1.089,1.2506,2018-11-03 23:12:19
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Postgraduate Degree,Hispanic,Laguna Beach/South,85 percent or higher,Cell,1,0.9182,0.4753,0.3038,0.4662,2018-11-03 23:12:55
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),Nonwhite,18 to 34,4-year College Grad.,Other Non-White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.8869,1.1244,0.7698,1.122,2018-11-04 21:00:38
Dem,50 to 64,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,Other Non-White,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.97,1.3552,0.7012,1.3295,2018-11-04 21:58:49
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,No 4-year College Degree,Hispanic,Costa Mesa/North,Less than 50 percent,Cell,1,0.3984,1.1946,2.2052,1.3549,2018-11-04 22:06:05
Dem,50 to 64,Graduate or Professional Degree,Asian,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Other Non-White,Costa Mesa/North,85 percent or higher,Cell,1,0.9692,1.0903,0.7259,1.0643,2018-11-04 22:06:50
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Huntington Beach/Fountain Valley,85 percent or higher,Landline,1,0.9232,1.047,0.6723,1.0263,2018-11-04 22:09:05
Dem,65 and older,Some college or trade school,Other,Female,White,Disapp.,Dems. take House,Unfavorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Other Non-White,Laguna Beach/South,85 percent or higher,Cell,1,0.8939,1.9149,1.706,1.9077,2018-11-04 22:18:12
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Costa Mesa/North,Less than 50 percent,Cell,1,0.2476,1.0082,2.2134,1.2684,2018-11-04 22:27:21
Rep,35 to 49,Graduate or Professional Degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Other Non-White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.956,0.8492,0.5491,0.8352,2018-11-04 22:30:03
Dem,18 to 34,Graduate or Professional Degree,Other,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Already voted,Democrat,[DO NOT READ] Don't know/Refused,18 to 34,Postgraduate Degree,Other Non-White,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9253,0.6611,0.523,0.6541,2018-11-04 22:38:53
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Newport Beach,85 percent or higher,Cell,1,0.97,1.4502,0.9232,1.4156,2018-11-04 22:39:29
Dem,65 and older,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,Hispanic,Laguna Beach/South,85 percent or higher,Landline,1,0.9655,0.8586,0.4762,0.843,2018-11-04 22:48:33
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Hispanic,Huntington Beach/Fountain Valley,85 percent or higher,Cell,1,0.9551,1.0791,0.6088,1.0615,2018-11-04 22:55:45
Dem,50 to 64,Some college or trade school,Asian,Female,Asian,Don't know,Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Other,Female,Already voted,Independent (No party),Nonwhite,50 to 64,No 4-year College Degree,Other Non-White,Huntington Beach/Fountain Valley,50 to 85 percent,Cell,1,0.6769,2.0714,1.7623,2.1903,2018-11-04 23:11:06
