response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_party_model,file_race_white,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,agree,Dems. take House,Favorable,Unfavorable,agree,yes,agree,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.9095,1.1465,1.0354,1.1799,2018-09-10 20:30:30
Rep,65 and older,High school,White,Female,White,Disapp.,support,agree,Reps. keep House,Don't know,Don't know,disagree,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,50 to 85 percent,Landline,1,0.8371,0.9019,0.8551,0.9152,2018-09-10 20:28:06
Rep,65 and older,Some college or trade school,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,50 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.8886,0.9611,0.873,0.9918,2018-09-10 20:28:33
Und,50 to 64,High school,White,Female,White,Don't know,Don't know,agree,Don't know,Unfavorable,Unfavorable,Don't know,no,agree,agree,45 to 64,High School Grad. or Less,Other,Female,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,50 to 85 percent,Landline,0,0.849,1.1058,1.0932,0.5906,2018-09-10 20:26:54
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,18 to 29,Postgraduate Degree,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,Rest,18 to 34,Probably Trump,White,50 to 85 percent,Cell,0.7778,0.698,0.6544,0.6294,0.5707,2018-09-10 20:22:33
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Iron Range,50 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9295,1.058,0.7863,1.0715,2018-09-10 20:24:57
Dem,65 and older,High school,White,Male,White,Disapp.,oppose,agree,Dems. take House,Favorable,Favorable,Don't know,Don't know,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,50 to 85 percent,Landline,1,0.802,1.1143,1.0305,1.1664,2018-09-10 20:25:24
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,Don't know,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9932,0.6849,0.4484,0.7008,2018-09-10 20:18:48
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,yes,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Clinton,White,50 to 85 percent,Landline,1,0.8135,0.7453,0.7612,0.7574,2018-09-10 20:23:09
Dem,35 to 49,Some college or trade school,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,35 to 49,Probably Trump,Unknown,85 percent or higher,Cell,1,0.871,1.218,1.2397,1.2602,2018-09-10 20:19:42
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,18 to 29,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,18 to 34,Most Trump,White,50 to 85 percent,Cell,0.8889,0.5775,0.7028,0.8905,0.7567,2018-09-10 20:20:18
Rep,65 and older,High school,White,Female,White,Disapp.,support,agree,Dems. take House,Don't know,Unfavorable,disagree,no,agree,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,0.8889,0.9355,1.3757,1.2422,1.4027,2018-09-10 20:24:39
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Duluth,50 to 64,Probably Clinton,White,85 percent or higher,Landline,1,0.9344,1.1015,0.7628,1.1302,2018-09-10 20:26:09
Rep,65 and older,Bachelors' degree,White,Female,White,Disapp.,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,no,disagree,agree,65 and older,4-year College Grad.,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,0.7778,0.9707,0.8446,0.5854,0.8304,2018-09-10 20:19:42
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,65 and older,Probably Clinton,White,85 percent or higher,Landline,1,0.9393,0.7131,0.5362,0.7313,2018-09-10 20:30:21
Dem,65 and older,Some college or trade school,Other,Male,White,Disapp.,support,agree,Dems. take House,Don't know,Don't know,disagree,no,agree,agree,65 and older,Some College Educ.,Other,Male,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Trump,Non-White,85 percent or higher,Cell,0.7778,0.9009,0.7781,0.6594,0.7316,2018-09-10 20:30:03
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,agree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Duluth,50 to 64,Probably Clinton,White,85 percent or higher,Cell,1,0.9927,0.9194,0.6217,0.9406,2018-09-10 20:24:30
Und,65 and older,High school,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Don't know,agree,no,disagree,disagree,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.9497,1.3654,1.0984,1.384,2018-09-10 20:19:42
Rep,35 to 49,High school,White,Female,White,Disapp.,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,30 to 44,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,35 to 49,Probably Trump,White,50 to 85 percent,Landline,0.8889,0.8291,1.6973,1.6427,1.746,2018-09-10 20:26:36
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,agree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.907,1.1801,1.1471,1.2148,2018-09-10 20:25:51
Dem,50 to 64,Some college or trade school,Other,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,agree,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,Non-White,50 to 85 percent,Cell,1,0.6486,0.5283,0.6712,0.5723,2018-09-10 20:27:03
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.9662,0.9351,0.7517,0.9568,2018-09-10 20:21:48
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9875,0.705,0.4982,0.721,2018-09-10 20:19:51
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,agree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9965,0.9421,0.8118,0.9644,2018-09-10 20:20:27
Und,65 and older,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,65 and older,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,85 percent or higher,Landline,0.6667,0.9572,0.7673,0.6302,0.7375,2018-09-10 20:26:27
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Duluth,50 to 64,Probably Clinton,White,50 to 85 percent,Landline,1,0.7013,0.9609,1.0819,1.0274,2018-09-10 20:29:36
Dem,35 to 49,Some college or trade school,Unknown,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Unfavorable,agree,no,agree,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,35 to 49,Probably Clinton,Unknown,50 to 85 percent,Cell,1,0.5908,0.7906,1.1619,0.8708,2018-09-10 20:19:15
Und,65 and older,High school,White,Female,White,Disapp.,support,Don't know,Dems. take House,Don't know,Don't know,agree,no,agree,Don't know,65 and older,High School Grad. or Less,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,Iron Range,65 and older,Unknown,White,50 to 85 percent,Landline,0.4444,0.6958,1.0759,1.2489,0.8141,2018-09-10 20:27:30
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,yes,disagree,disagree,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,18 to 34,Probably Trump,White,Less than 50 percent,Cell,1,0.4899,0.979,1.8868,1.0454,2018-09-10 20:26:00
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,agree,yes,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,35 to 49,Most Trump,White,85 percent or higher,Cell,1,0.8927,1.0187,0.8385,1.0507,2018-09-10 20:30:48
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,disagree,no,agree,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Duluth,50 to 64,Probably Clinton,White,50 to 85 percent,Landline,0.8889,0.6437,0.8614,0.828,0.8669,2018-09-10 20:20:00
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,agree,no,Don't know,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Duluth,35 to 49,Unknown,White,85 percent or higher,Landline,1,0.9477,1.1987,0.8622,1.2284,2018-09-10 20:24:03
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,Don't know,no,disagree,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.9938,0.9351,0.7308,0.9568,2018-09-10 20:25:24
Rep,18 to 34,High school,Unknown,Male,White,Don't know,oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,no,Don't know,disagree,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Iron Range,18 to 34,Probably Clinton,Unknown,Less than 50 percent,Cell,1,0.3652,1.2893,3.0032,1.5606,2018-09-10 20:26:00
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Landline,1,0.9918,0.7246,0.5299,0.739,2018-09-10 20:17:45
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,65 and older,Unknown,White,85 percent or higher,Landline,1,0.9764,0.708,0.4794,0.7241,2018-09-10 20:23:45
Dem,65 and older,Grade school,White,Male,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,disagree,no,agree,disagree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,50 to 85 percent,Landline,1,0.8278,1.0679,0.9424,1.1127,2018-09-10 20:26:00
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,18 to 34,Unknown,White,50 to 85 percent,Cell,1,0.8072,0.881,0.9969,0.9214,2018-09-10 20:26:45
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Minn. Exurbs,35 to 49,Unknown,White,Less than 50 percent,Cell,1,0.4155,0.7796,1.2701,0.9188,2018-09-10 20:17:27
Rep,65 and older,Some college or trade school,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,85 percent or higher,Landline,1,0.989,0.9757,0.778,0.9979,2018-09-10 20:17:09
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Favorable,agree,yes,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Landline,1,0.9801,0.8681,0.6193,0.8878,2018-09-10 20:27:03
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,disagree,Don't know,Don't know,Favorable,agree,yes,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Iron Range,35 to 49,Unknown,White,50 to 85 percent,Landline,1,0.6042,0.6238,0.7632,0.6843,2018-09-10 20:30:39
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,yes,disagree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,50 to 85 percent,Landline,1,0.7794,0.7573,0.829,0.7962,2018-09-10 20:17:54
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Iron Range,50 to 64,Unknown,White,85 percent or higher,Landline,1,0.9948,0.9683,0.8687,0.9909,2018-09-10 20:26:27
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,no,disagree,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Iron Range,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.9941,1.1481,0.9798,1.1749,2018-09-10 20:30:12
Rep,65 and older,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Don't know,agree,no,agree,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,50 to 85 percent,Landline,0.6667,0.7684,0.9019,0.9315,0.9002,2018-09-10 20:22:42
