response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Some college or trade school,White,Male,White,Don't know,Disapp.,Check,Don't know,Dems. take House,Favorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest,Less than 50 percent,Cell,0.8889,0.4955,1.0962,1.4375,1.1206
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Will/DuPage/Lake,Less than 50 percent,Cell,1,0.2855,1.1907,2.7452,1.5157
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Don't know,Support,support,Reps. keep House,Favorable,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,50 to 85 percent,Cell,1,0.5029,1.0931,0.9736,1.1599
Dem,50 to 64,Bachelors' degree,White,Female,Other,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Rest,Less than 50 percent,Cell,1,0.1704,1.3502,4.4598,1.7012
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9343,0.8787,0.359,0.8988
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Kane,85 percent or higher,Landline,1,0.9315,0.7158,0.3883,0.7325
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,0.7778,0.8723,0.886,0.5402,0.8706
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9763,1.214,0.6206,1.2378
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Kane,85 percent or higher,Landline,1,0.9801,0.6576,0.2584,0.6704
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,50 to 85 percent,Landline,1,0.7933,1.0695,0.6927,1.085
Dem,65 and older,High school,White,Female,White,oppose,Approve,Check,Don't know,Reps. keep House,Favorable,Don't know,Believe,disagree,65 and older,High School Grad. or Less,Other,Female,Not very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,65 and older,White,Rest,Less than 50 percent,Landline,0.4444,0.4072,1.1076,2.1601,0.5863
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9532,0.7143,0.4574,0.7294
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9895,1.2874,0.5463,1.3127
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,50 to 85 percent,Cell,1,0.7492,0.8767,0.5728,0.9245
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Kane,Less than 50 percent,Cell,0.7778,0.2882,1.0844,2.0476,1.1047
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,Less than 50 percent,Cell,1,0.3937,0.9336,1.2778,1.0237
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9831,1.0706,0.6357,1.0915
Rep,35 to 49,Graduate or Professional Degree,White,Male,Black,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9522,0.7128,0.3527,0.7279
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest,Less than 50 percent,Cell,1,0.3844,0.9543,1.1664,1.1393
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest,85 percent or higher,Cell,1,0.9267,0.7839,0.4745,0.8026
Rep,50 to 64,High school,Other,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Non-White,Rest,85 percent or higher,Cell,0.8889,0.9749,1.5826,1.8781,1.5683
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Rest,Less than 50 percent,Cell,0.7778,0.4042,1.0495,2.3774,1.1428
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Non-White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9717,1.2331,1.2891,1.2485
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9727,0.9001,0.4253,0.9179
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Kane,85 percent or higher,Cell,1,0.9894,1.2166,0.5081,1.2405
Und,35 to 49,High school,White,Male,Other,Don't know,Disapp.,Check,oppose,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Republican,Male,Not at all likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,35 to 49,White,Rest,50 to 85 percent,Cell,0,0.7853,1.1143,0.9585,0.5213
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Don't know,Support,support,Reps. keep House,Favorable,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.8791,0.9321,0.4476,0.9602
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,0.6667,0.8886,0.9208,0.414,0.8932
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Kane,85 percent or higher,Landline,1,0.8681,0.9304,0.4941,0.9601
Rep,65 and older,Some college or trade school,Hispanic,Female,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Non-White,Rest,50 to 85 percent,Landline,1,0.5486,0.8925,1.3676,0.9933
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Disapp.,Don't know,support,Don't know,Don't know,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9008,0.858,0.397,0.8813
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,Less than 50 percent,Cell,0.7778,0.4176,0.775,1.1337,0.7661
Und,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,support,Don't know,Don't know,Don't know,Don't know,agree,18 to 29,Some College Educ.,Republican,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Rest,Less than 50 percent,Landline,0,0.4878,0.9276,1.719,0.3564
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9238,0.7143,0.4719,0.7316
Rep,35 to 49,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Kane,50 to 85 percent,Landline,0.7778,0.6798,1.2943,1.2988,1.2579
Und,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Don't know,Unfavorable,Unfavorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9803,1.2419,0.5497,1.2662
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,support,Approve,Support,support,Dems. take House,Favorable,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Male,Not at all likely,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Will/DuPage/Lake,85 percent or higher,Cell,0.7778,0.9397,0.8015,0.5805,0.7062
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9125,1.214,0.6639,1.2255
Dem,50 to 64,Some college or trade school,White,Female,White,support,Approve,Check,support,Reps. keep House,Favorable,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Kane,Less than 50 percent,Cell,1,0.1938,1.1253,3.7613,1.566
Rep,65 and older,Some college or trade school,Other,Female,White,oppose,Disapp.,Check,oppose,Reps. keep House,Don't know,Don't know,Don't know,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Non-White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9593,0.9143,0.8913,0.9245
Und,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Don't know,oppose,Don't know,Don't know,Don't know,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9897,0.8589,0.381,0.8727
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Kane,85 percent or higher,Landline,1,0.9117,0.7674,0.3871,0.7871
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9871,0.6649,0.3488,0.6779
Dem,50 to 64,Some college or trade school,Other,Female,Other,Don't know,Approve,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9449,1.1767,1.2082,1.2024
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9745,1.0466,0.7211,1.0601
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9825,0.8387,0.4092,0.8507
Rep,65 and older,Some college or trade school,White,Female,White,support,Don't know,Don't know,support,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9542,0.776,0.5028,0.7922
Dem,65 and older,Bachelors' degree,White,Male,Black,support,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9886,0.9545,0.3734,0.9732
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Kane,85 percent or higher,Landline,1,0.9569,0.967,0.35,0.987
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Will/DuPage/Lake,50 to 85 percent,Cell,0.8889,0.8152,0.8316,0.5846,0.8543
Dem,50 to 64,Bachelors' degree,White,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9893,1.1851,0.4965,1.2084
Rep,18 to 34,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Rest,85 percent or higher,Cell,1,0.8604,1.1623000000000001,0.9499,1.2009
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.988,0.933,0.4201,0.9513
Dem,35 to 49,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Will/DuPage/Lake,50 to 85 percent,Cell,1,0.8182,0.8099,0.6452,0.8427
Dem,65 and older,Grade school,Hispanic,Male,Hispanic,oppose,Disapp.,Don't know,oppose,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9064,1.2443,1.2301,1.256
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,0.7778,0.9463,0.9001,0.4372,0.909
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9721,0.7938,0.439,0.8095
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.8637,0.7814,0.5627,0.8069
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9888,0.7938,0.4316,0.8094
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Kane,85 percent or higher,Landline,1,0.9705,0.6736,0.3219,0.687
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Kane,85 percent or higher,Landline,1,0.9809,0.653,0.2548,0.6658
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Kane,85 percent or higher,Landline,1,0.977,0.6428,0.2915,0.6513
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9758,0.9987,0.6564,1.0183
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Kane,85 percent or higher,Landline,1,0.9842,0.6232,0.2316,0.6353
Rep,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Kane,50 to 85 percent,Landline,1,0.7797,1.2836,0.8057,1.3037
Und,18 to 34,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,White,Kane,Less than 50 percent,Cell,0,0.2587,1.0774,3.8023,0.2577
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9739,0.7308,0.3982,0.7451
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,50 to 85 percent,Landline,1,0.8334,0.6746,0.2831,0.7
Rep,65 and older,Bachelors' degree,White,Male,White,support,Disapp.,Support,support,Reps. keep House,Don't know,Favorable,Do not believe,disagree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Will/DuPage/Lake,85 percent or higher,Landline,1,0.9883,1.0002,0.4097,1.0198
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Kane,85 percent or higher,Cell,1,0.9044,1.035,0.5714,1.0626
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Landline,1,0.9726,0.9498,0.4728,0.9686
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9154,0.9856,0.6203,1.0104
Rep,35 to 49,Bachelors' degree,White,Male,Other,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,Nonwhite,Nonwhite,35 to 49,White,Will/DuPage/Lake,Less than 50 percent,Cell,1,0.361,1.1475,1.7579,1.2741
Dem,50 to 64,Bachelors' degree,Other,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Non-White,Will/DuPage/Lake,85 percent or higher,Cell,1,0.9697,1.5168,0.9935,1.547
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,support,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Kane,Less than 50 percent,Cell,1,0.2742,0.903,2.2633,1.1599
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Non-White,Kane,85 percent or higher,Cell,0.4444,0.8877,1.0131,0.5956,0.9814
Dem,35 to 49,Bachelors' degree,Other,Male,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Will/DuPage/Lake,50 to 85 percent,Cell,1,0.5069,1.4585,1.9694,1.6476
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Don't know,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.8981,0.7031,0.553,0.7225
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Do not believe,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Kane,85 percent or higher,Cell,1,0.9017,0.967,0.3714,0.9931
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Kane,85 percent or higher,Cell,0.8889,0.8668,1.1648,0.7823,1.1897
Und,50 to 64,Bachelors' degree,Asian,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Non-White,Kane,85 percent or higher,Cell,0.7778,0.9704,1.5367,0.9007,1.5402
Rep,50 to 64,Some college or trade school,Unknown,Male,White,support,[DO NOT READ] Don't know/Refused,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,NA,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,Rest,85 percent or higher,Landline,1,0.9562,1.1625,0.8513,1.1867
Rep,50 to 64,High school,Unknown,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Rest,85 percent or higher,Cell,1,0.9207,1.6207,1.4222,1.6604
