response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,50 to 64,Graduate or Professional Degree,Other,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Staten Island,50 to 64,Other Non-White,85 percent or higher,Landline,1,0.8676,0.8662,0.2414,0.8542,2018-10-27 17:11:51
Dem,18 to 34,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Staten Island,18 to 34,Other Non-White,50 to 85 percent,Landline,1,0.7238,1.0898,0.4797,1.0864,2018-10-27 17:16:48
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,35 to 49,White,Less than 50 percent,Landline,1,0.2317,0.9221,1.7745,1.2013,2018-10-27 17:28:30
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Brooklyn,65 and older,Unknown,50 to 85 percent,Landline,1,0.8439,1.1125,0.6921,1.1249,2018-10-27 17:29:15
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Brooklyn,50 to 64,White,Less than 50 percent,Cell,1,0.3423,0.7955,1.0485,0.95,2018-10-27 17:31:04
Rep,50 to 64,Some college or trade school,White,Male,Hispanic,Approve,Don't know,Don't know,Favorable,45 to 64,Some College Educ.,Democratic,Male,Not at all likely,Democrat,Nonwhite,Staten Island,50 to 64,White,Less than 50 percent,Landline,0,0.081,0.862,3.3423,0.175,2018-10-27 17:32:43
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Staten Island,18 to 34,Unknown,Less than 50 percent,Landline,1,0.30620000000000003,1.1695,2.5118,1.3,2018-10-27 17:34:13
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Don't know,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Staten Island,35 to 49,Hispanic,85 percent or higher,Cell,1,0.9182,0.9691,0.5594,0.9694,2018-10-27 17:38:43
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Brooklyn,50 to 64,White,50 to 85 percent,Cell,1,0.8079,1.5393,0.823,1.5663,2018-10-27 17:41:34
Und,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",Staten Island,65 and older,White,50 to 85 percent,Cell,1,0.8075,1.0576,0.3084,1.0762,2018-10-27 17:42:55
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Staten Island,65 and older,White,85 percent or higher,Cell,1,0.9686,0.8038,0.2509,0.7941,2018-10-27 17:44:43
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Staten Island,50 to 64,White,85 percent or higher,Cell,1,0.9653,0.7043,0.1917,0.6956,2018-10-27 17:46:32
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,65 and older,White,85 percent or higher,Landline,1,0.9141,0.7759,0.3426,0.7766,2018-10-27 17:54:47
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Staten Island,50 to 64,Other Non-White,50 to 85 percent,Cell,1,0.7549,1.0668,0.4162,1.0968,2018-10-27 17:57:38
Dem,50 to 64,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Staten Island,50 to 64,White,85 percent or higher,Cell,1,0.8542,0.8337,0.2693,0.8416,2018-10-27 18:06:00
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Staten Island,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.5479,1.1639,1.0879,1.1932,2018-10-27 18:06:09
Dem,35 to 49,Bachelors' degree,Other,Male,Asian,Approve,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Staten Island,35 to 49,Other Non-White,50 to 85 percent,Cell,1,0.5956,1.0779,0.7245,1.0947,2018-10-27 18:09:27
Und,35 to 49,Graduate or Professional Degree,Black,Female,Hispanic,Disapp.,Don't know,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,Staten Island,35 to 49,Other Non-White,85 percent or higher,Cell,1,0.9243,0.9832,0.3553,0.9689,2018-10-27 18:10:48
Rep,50 to 64,High school,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Republican,Nonwhite,Staten Island,50 to 64,White,50 to 85 percent,Cell,1,0.5769,1.4597,1.0021,1.3205,2018-10-27 18:10:57
Dem,50 to 64,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Staten Island,50 to 64,White,50 to 85 percent,Cell,1,0.5224,1.0013,0.5106,1.0978,2018-10-27 18:13:03
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,35 to 49,Unknown,85 percent or higher,Landline,1,0.9344,0.9452,0.3766,0.9438,2018-10-27 18:21:13
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Brooklyn,35 to 49,Other Non-White,Less than 50 percent,Cell,0.7778,0.354,1.1105,1.8038,1.203,2018-10-27 18:26:01
Und,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Staten Island,18 to 34,Other Non-White,50 to 85 percent,Cell,1,0.7797,1.052,0.5744,1.0762,2018-10-27 18:30:08
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Staten Island,50 to 64,White,Less than 50 percent,Landline,1,0.4222,1.2694,1.5439,1.4511,2018-10-27 18:43:02
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Staten Island,50 to 64,White,85 percent or higher,Landline,1,0.9693,0.802,0.2001,0.7985,2018-10-27 18:49:15
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Brooklyn,65 and older,White,85 percent or higher,Landline,1,0.8603,0.7676,0.299,0.7741,2018-10-27 18:53:50
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Staten Island,50 to 64,White,85 percent or higher,Landline,1,0.9584,0.7321,0.2291,0.7294,2018-10-27 18:55:11
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Staten Island,65 and older,White,85 percent or higher,Cell,1,0.9225,0.8038,0.2634,0.8037,2018-10-27 19:03:35
Und,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Staten Island,65 and older,Other Non-White,Less than 50 percent,Cell,1,0.485,1.2306,1.6222,1.3685,2018-10-27 19:22:09
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,50 to 64,White,Less than 50 percent,Landline,1,0.4233,0.9862,0.9974,1.1267,2018-10-27 19:26:57
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Staten Island,65 and older,White,Less than 50 percent,Landline,0.8889,0.0589,0.7338,2.5129,1.2133,2018-10-27 19:28:18
Rep,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Favorable,65 and older,Some College Educ.,Other,Female,Not at all likely,Republican,"White, No 4-Year College Degree",Staten Island,65 and older,Unknown,Less than 50 percent,Landline,0,0.163,1.0447,3.6812,0.2232,2018-10-27 19:39:25
Dem,18 to 34,Bachelors' degree,Other,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Staten Island,18 to 34,Other Non-White,50 to 85 percent,Cell,1,0.5479,1.0898,0.6333,1.1172,2018-10-27 19:43:10
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Brooklyn,65 and older,Hispanic,50 to 85 percent,Landline,1,0.8485,0.9648,0.4231,0.9749,2018-10-27 19:45:25
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,65 and older,White,50 to 85 percent,Landline,1,0.5759,1.0993,0.5129,1.1837,2018-10-27 19:55:20
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Staten Island,65 and older,Other Non-White,85 percent or higher,Cell,1,0.9077,1.009,0.4882,1.0107,2018-10-27 19:56:59
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,50 to 64,Unknown,Less than 50 percent,Cell,1,0.4975,1.2328,1.2878,1.3643,2018-10-27 19:59:05
Dem,50 to 64,High school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Staten Island,50 to 64,Other Non-White,Less than 50 percent,Cell,0.2222,0.4624,1.8694,2.8043,1.3331,2018-10-27 20:12:24
Dem,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Staten Island,18 to 34,White,85 percent or higher,Cell,1,0.8789,0.6078,0.1869,0.6113,2018-10-27 20:15:42
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",Staten Island,50 to 64,White,50 to 85 percent,Landline,0.4444,0.6673,1.0675,0.5598,0.6667,2018-10-27 20:18:16
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Staten Island,35 to 49,White,50 to 85 percent,Landline,1,0.7377,1.0749,0.4545,1.1091,2018-10-27 20:19:55
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Not at all likely,Republican,"White, 4-Year College Grads",Staten Island,50 to 64,White,50 to 85 percent,Cell,0.6667,0.7251,1.0638,0.3366,0.6916,2018-10-27 20:23:04
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Staten Island,50 to 64,Other Non-White,85 percent or higher,Cell,1,0.9613,0.8883,0.2817,0.8848,2018-10-27 20:33:34
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",Staten Island,18 to 34,White,Less than 50 percent,Cell,0.5556,0.1683,0.9323,1.9642,0.6073,2018-10-27 20:40:55
Und,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Republican,"White, No 4-Year College Degree",Brooklyn,65 and older,White,Less than 50 percent,Cell,1,0.3073,1.3647,3.2179,1.7894,2018-10-27 20:43:10
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Brooklyn,50 to 64,Unknown,85 percent or higher,Landline,1,0.8904,0.9036,0.5732,0.9072,2018-10-27 20:52:26
Und,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,Democrat,Nonwhite,Brooklyn,18 to 34,Other Non-White,Less than 50 percent,Cell,0.4444,0.2877,0.8777,1.4901,0.5319,2018-10-27 20:54:23
Und,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),Nonwhite,Brooklyn,50 to 64,Other Non-White,Less than 50 percent,Landline,0.4444,0.337,0.9784,1.2068,0.6042,2018-10-27 20:54:50
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Brooklyn,35 to 49,Unknown,50 to 85 percent,Cell,1,0.5781,1.0928,0.9195,1.1135,2018-10-27 21:04:08
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,65 and older,White,85 percent or higher,Landline,1,0.97,1.3344,0.5686,1.3284,2018-10-27 21:05:37
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Staten Island,50 to 64,Hispanic,50 to 85 percent,Landline,1,0.7065,1.3179,0.5169,1.3165,2018-10-27 21:16:16
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,Staten Island,50 to 64,Hispanic,85 percent or higher,Landline,1,0.9559,1.0973,0.3293,1.0934,2018-10-27 21:17:47
Dem,18 to 34,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,4-year College Grad.,Democratic,Male,Not very likely,Democrat,"White, 4-Year College Grads",Brooklyn,18 to 34,Other Non-White,Less than 50 percent,Cell,0.3333,0.2231,0.9,2.4859,0.3729,2018-10-27 21:23:38
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Staten Island,35 to 49,White,85 percent or higher,Landline,1,0.9276,0.8104,0.287,0.8097,2018-10-27 21:24:50
Dem,35 to 49,Some college or trade school,Unknown,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Staten Island,35 to 49,Unknown,50 to 85 percent,Landline,0.7778,0.7562,1.1745,0.7991,1.0147,2018-10-27 21:39:53
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Brooklyn,65 and older,White,85 percent or higher,Landline,1,0.8757,1.2742,0.6669,1.282,2018-10-27 21:44:14
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,65 and older,White,85 percent or higher,Landline,1,0.9679,1.5195,0.5975,1.5128,2018-10-27 21:45:35
Und,35 to 49,Bachelors' degree,Other,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Staten Island,35 to 49,Other Non-White,Less than 50 percent,Cell,0.5556,0.3831,1.3766,1.9604,1.1855,2018-10-27 21:55:03
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Staten Island,35 to 49,Unknown,Less than 50 percent,Cell,1,0.2504,0.897,2.5931,1.148,2018-10-27 22:02:33
Dem,65 and older,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Staten Island,65 and older,Other Non-White,85 percent or higher,Landline,1,0.8851,0.9179,0.3703,0.9223,2018-10-27 22:04:57
Und,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Staten Island,35 to 49,White,50 to 85 percent,Landline,1,0.8071,0.9733,0.3829,0.9905,2018-10-27 22:14:51
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Don't know,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Brooklyn,50 to 64,White,50 to 85 percent,Landline,1,0.7104,0.9273,0.4119,0.9627,2018-10-27 22:20:27
Rep,65 and older,High school,White,Female,White,Approve,Don't know,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,65 and older,White,85 percent or higher,Landline,1,0.9549,1.5195,0.6056,1.5142,2018-10-27 22:24:03
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",Staten Island,50 to 64,White,85 percent or higher,Cell,1,0.8963,0.7067,0.3156,0.709,2018-10-27 22:26:27
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",Staten Island,50 to 64,White,50 to 85 percent,Cell,0,0.7465,1.0675,0.5005,0.4553,2018-10-27 22:42:29
