response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedc,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",White,18 to 39,White,Eastern Wash.,Less than 50 percent,Cell,1,0.3601,0.6715,1.0307,0.819,2018-11-03 20:59:30
Und,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Don't know,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,40 to 64,Non-White,North King County,50 to 85 percent,Cell,1,0.7416,1.1458,0.7735,1.1058,2018-11-03 21:20:17
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.9512,0.9524,0.6191,0.9275,2018-11-03 21:22:23
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",White,40 to 64,White,North King County,50 to 85 percent,Landline,1,0.5276,1.4497,1.322,1.6069,2018-11-03 21:28:23
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,40 to 64,Unknown,Pierce,85 percent or higher,Cell,1,0.9677,0.6478,0.377,0.6207,2018-11-03 21:31:59
Rep,50 to 64,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Pierce,85 percent or higher,Cell,1,0.9679,0.6295,0.4643,0.6112,2018-11-03 21:40:04
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.97,2.2501,1.8334,2.1838,2018-11-03 21:40:40
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,North King County,85 percent or higher,Cell,1,0.9254,1.2367,0.7133,1.2106,2018-11-03 21:54:56
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Already voted,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 39,Unknown,South King County,85 percent or higher,Cell,1,0.8933,0.8154,0.6562,0.8037,2018-11-03 21:55:23
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,Pierce,85 percent or higher,Landline,1,0.9676,0.9037,0.5597,0.8775,2018-11-03 21:58:23
Dem,35 to 49,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,40 to 64,White,South King County,50 to 85 percent,Cell,1,0.7953,1.0942,0.9217,1.0826,2018-11-03 22:04:56
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Cell,1,0.97,0.877,0.4313,0.8512,2018-11-03 22:05:14
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Already voted,Republican,"White, 4-Year College Grads",White,40 to 64,White,North King County,Less than 50 percent,Cell,1,0.4989,1.141,1.4013,1.2819,2018-11-03 22:06:17
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Favorable,Unfavorable,30 to 44,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Pierce,50 to 85 percent,Cell,1,0.773,0.7379,0.6152,0.7497,2018-11-03 22:08:32
Rep,18 to 34,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Already voted,Republican,Nonwhite,Nonwhite,18 to 39,White,Pierce,Less than 50 percent,Cell,1,0.4753,0.7679,1.0059,0.873,2018-11-03 22:19:33
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Cell,1,0.97,0.8237,0.5203,0.7995,2018-11-03 22:23:54
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,North King County,85 percent or higher,Landline,1,0.97,0.9131,0.4751,0.8863,2018-11-03 22:41:09
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,65 and older,White,Pierce,85 percent or higher,Landline,1,0.9451,0.6874,0.37,0.6702,2018-11-03 23:13:40
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,South King County,85 percent or higher,Cell,1,0.97,0.6827,0.4088,0.6592,2018-11-04 20:03:36
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Pierce,85 percent or higher,Cell,1,0.97,0.8237,0.5203,0.7995,2018-11-04 20:04:09
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North King County,50 to 85 percent,Cell,1,0.5152,1.58,1.6354,1.6848,2018-11-04 20:07:12
Dem,35 to 49,Bachelors' degree,Asian,Male,Asian,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,Nonwhite,40 to 64,Non-White,South King County,85 percent or higher,Cell,1,0.97,1.1558,0.6012,1.1218,2018-11-04 20:15:09
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Republican,Nonwhite,Nonwhite,18 to 39,Non-White,South King County,Less than 50 percent,Cell,1,0.4323,1.4371,2.1418,1.5859,2018-11-04 21:12:35
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,South King County,85 percent or higher,Cell,1,0.97,1.0593,0.5714,1.0229,2018-11-04 21:13:56
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South King County,50 to 85 percent,Cell,0,0.7587,1.2041,0.8547,0.9404,2018-11-04 21:54:10
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Landline,1,0.9433,1.2451,0.7359,1.2144,2018-11-04 22:06:34
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,40 to 64,White,Pierce,50 to 85 percent,Cell,1,0.8292,0.9555,0.5559,0.9564,2018-11-04 22:10:19
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,40 to 64,White,Pierce,85 percent or higher,Landline,1,0.97,0.6724,0.3959,0.6526,2018-11-04 22:14:58
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,North King County,85 percent or higher,Cell,1,0.97,0.9736,0.629,0.9449,2018-11-04 22:18:12
Und,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Eastern Wash.,85 percent or higher,Cell,1,0.8882,0.4304,0.1876,0.4248,2018-11-04 22:34:05
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,18 to 39,White,South King County,85 percent or higher,Cell,1,0.8849,0.8644,0.666,0.8537,2018-11-04 23:03:58
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,40 to 64,White,North King County,50 to 85 percent,Landline,1,0.5143,1.4637,1.6542,1.6323,2018-11-04 23:08:01
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Eastern Wash.,85 percent or higher,Cell,1,0.97,0.6743,0.2891,0.6544,2018-11-04 23:18:50
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South King County,85 percent or higher,Cell,1,0.97,1.0272,0.6309,0.9969,2018-11-04 23:25:44
Und,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Dems. take House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),Nonwhite,Nonwhite,40 to 64,Non-White,Pierce,85 percent or higher,Cell,1,0.8613,0.8247,0.5102,0.8189,2018-11-04 23:34:38
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,40 to 64,White,Pierce,85 percent or higher,Cell,1,0.9474,1.6039,1.482,1.5632,2018-11-05 00:07:29
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,40 to 64,White,South King County,50 to 85 percent,Cell,1,0.7648,1.3521,0.9719,1.3768,2018-11-05 00:26:48
Und,50 to 64,High school,White,Male,White,Approve,Don't know,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Pierce,85 percent or higher,Landline,1,0.9696,1.3232,1.2751,1.2843,2018-11-05 00:33:05
Rep,65 and older,Graduate or Professional Degree,Asian,Female,Asian,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Republican,Nonwhite,Nonwhite,65 and older,Non-White,Eastern Wash.,85 percent or higher,Landline,1,0.97,0.6901,0.231,0.6697,2018-11-05 00:50:22
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,40 to 64,White,North King County,85 percent or higher,Landline,1,0.9113,1.04,0.5707,1.0211,2018-11-05 00:53:58
Dem,50 to 64,Graduate or Professional Degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),Nonwhite,Nonwhite,40 to 64,White,Pierce,Less than 50 percent,Landline,1,0.4386,0.7121,0.9583,0.8259,2018-11-05 00:59:22
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Democrat,Nonwhite,Nonwhite,18 to 39,Non-White,Eastern Wash.,Less than 50 percent,Landline,1,0.1984,0.6728,1.5451,0.9658,2018-11-05 01:06:08
Rep,65 and older,High school,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Eastern Wash.,50 to 85 percent,Landline,1,0.8333,1.2708,0.8248,1.2707,2018-11-05 01:06:35
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,North King County,85 percent or higher,Landline,1,0.97,1.0631,0.4888,1.0318,2018-11-05 01:11:23
Dem,35 to 49,Graduate or Professional Degree,Other,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,18 to 39,Non-White,Eastern Wash.,85 percent or higher,Cell,1,0.9513,0.5807,0.2272,0.5656,2018-11-05 01:17:05
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,North King County,85 percent or higher,Landline,1,0.97,0.7533,0.4192,0.7311,2018-11-05 01:49:44
Und,18 to 34,Some college or trade school,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Female,Not at all likely,Republican,Nonwhite,Nonwhite,18 to 39,White,Eastern Wash.,Less than 50 percent,Landline,0.8889,0.114,0.6715,2.4581,0.3595,2018-11-05 01:50:56
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Male,Already voted,Republican,"White, No 4-Year College Degree",White,18 to 39,White,South King County,50 to 85 percent,Landline,1,0.7878,0.9941,0.8887,1.0059,2018-11-05 01:59:29
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Already voted,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,40 to 64,Non-White,North King County,50 to 85 percent,Landline,1,0.6508,1.6965,1.2949,1.7905,2018-11-05 02:14:56
