response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIA,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,IMPEACH,MUELLER,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Don't know,disagree,agree,disagree,Dems. take House,Favorable,Don't know,Support,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,85 percent or higher,Cell,0.7778,0.9269,0.5926,0.1721,0.5733
Rep,50 to 64,High school,Hispanic,Female,Hispanic,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,Ted Cruz,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,Republican,Nonwhite,Dem. Rio Grande,18 to 34,Hispanic,Less than 50 percent,Cell,1,0.3344,2.5647,8.4441,2.8127
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Don't know,Don't know,agree,Don't know,disagree,Don't know,Unfavorable,Favorable,Don't know,Oppose,Ted Cruz,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Bexar,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.5141,1.754,1.36,1.9293
Dem,[DO NOT READ] Refused,High school,Hispanic,Female,Hispanic,Disapp.,Approve,disagree,disagree,agree,Dems. take House,Don't know,Favorable,Oppose,Oppose,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Bexar,65 and older,Hispanic,50 to 85 percent,Landline,1,0.8464,2.3155,1.1665,2.3409
Rep,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Disapp.,disagree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Bexar,65 and older,White,85 percent or higher,Cell,1,0.8871,0.9926,0.2913,0.9972
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,35 to 49,White,85 percent or higher,Cell,1,0.8506,1.0374,0.4667,1.048
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Don't know,Unfavorable,Oppose,Oppose,Ted Cruz,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Rep. Rio Grande,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.7269,1.0523,0.5544,1.0887
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Don't know,disagree,agree,agree,Dems. take House,Don't know,Favorable,Support,Support,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,Dem. Rio Grande,18 to 34,Hispanic,Less than 50 percent,Cell,1,0.1374,1.4879,5.7059,1.9053
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,50 to 64,White,85 percent or higher,Cell,1,0.9417,0.796,0.2126,0.7944
Rep,65 and older,High school,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,50 to 85 percent,Cell,0.8889,0.8292,1.2998,0.6954,1.264
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,Don't know,Reps. keep House,Don't know,Don't know,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",Bexar,35 to 49,White,50 to 85 percent,Cell,1,0.7755,1.3135,0.6511,1.303
Und,50 to 64,High school,Hispanic,Male,Hispanic,Approve,Approve,disagree,disagree,agree,Reps. keep House,Don't know,Don't know,Don't know,Support,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.8023,1.4228,0.8492,1.2786
Dem,50 to 64,Bachelors' degree,White,Female,White,Approve,Disapp.,agree,agree,agree,Reps. keep House,Favorable,Unfavorable,Oppose,Support,Ted Cruz,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",Bexar,50 to 64,White,50 to 85 percent,Cell,0.7778,0.6556,0.9762,0.3957,0.9263
Rep,65 and older,Grade school,Hispanic,Male,Hispanic,Disapp.,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Beto O'Rourke,65 and older,High School Grad. or Less,Other,Male,Somewhat likely,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,50 to 85 percent,Cell,0.6667,0.5088,1.7237,2.0481,1.3156
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Approve,disagree,Don't know,agree,Reps. keep House,Unfavorable,Favorable,Support,Support,Ted Cruz,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,Dem. Rio Grande,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.7121,0.8834,0.3643,0.8821
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Approve,disagree,agree,disagree,Don't know,Favorable,Favorable,Support,Support,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,Bexar,50 to 64,Hispanic,50 to 85 percent,Cell,0.7778,0.7234,1.3459,0.4665,1.278
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rep. Rio Grande,50 to 64,White,85 percent or higher,Cell,1,0.9435,0.5269,0.1767,0.5258
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Bexar,35 to 49,White,50 to 85 percent,Cell,0.8889,0.7041,1.3135,0.714,1.2811
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Don't know,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9686,1.2046,0.9032,1.1995
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Don't know,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,35 to 49,White,85 percent or higher,Cell,1,0.9354,0.9735,0.3443,0.9721
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rep. Rio Grande,65 and older,White,50 to 85 percent,Cell,1,0.7636,0.6193,0.1515,0.6357
Dem,35 to 49,Bachelors' degree,White,Female,Hispanic,Disapp.,Don't know,disagree,agree,agree,Dems. take House,Don't know,Favorable,Support,Support,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,Bexar,35 to 49,White,Less than 50 percent,Cell,0.5556,0.3127,1.3629,1.8962,0.9114
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Asian,Female,Asian,Approve,Disapp.,disagree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Rep. Rio Grande,50 to 64,Other Non-White,50 to 85 percent,Cell,1,0.6915,0.3461,0.1409,0.361
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Bexar,50 to 64,Other Non-White,85 percent or higher,Cell,0.8889,0.8995,0.487,0.1896,0.4748
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,White,Less than 50 percent,Cell,1,0.3,0.7595,0.5662,0.8472
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Approve,disagree,disagree,agree,Dems. take House,Don't know,Don't know,Support,Support,Ted Cruz,65 and older,High School Grad. or Less,Republican,Female,Very likely,Democrat,Nonwhite,Rep. Rio Grande,65 and older,Hispanic,50 to 85 percent,Cell,1,0.6844,1.6863,1.3545,1.6896
Und,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Bexar,65 and older,Hispanic,50 to 85 percent,Cell,1,0.8317,1.6306,0.6232,1.6109
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.4438,1.7976,3.2913,2.0348
Rep,50 to 64,High school,Hispanic,Male,Hispanic,Approve,Approve,disagree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,Less than 50 percent,Cell,0.5556,0.1479,1.7976,9.6758,1.1719
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,agree,Don't know,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Dem. Rio Grande,50 to 64,White,Less than 50 percent,Cell,1,0.4683,0.724,0.3733,0.8108
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Rep. Rio Grande,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9595,0.49370000000000003,0.1617,0.492
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,[DO NOT READ] Don't know/Refused,Disapp.,Approve,Don't know,Don't know,agree,Dems. take House,Don't know,Favorable,Support,Don't know,Beto O'Rourke,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,Bexar,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9701,1.2821,0.8515,1.2671
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Bexar,65 and older,Hispanic,85 percent or higher,Cell,1,0.9819,0.7908,0.2039,0.7871
Rep,50 to 64,Some college or trade school,Hispanic,Male,White,Don't know,Disapp.,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Support,Ted Cruz,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.5952,1.0849,0.8036,1.1021
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Approve,disagree,agree,agree,Dems. take House,Don't know,Favorable,Support,Support,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Dem. Rio Grande,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.687,1.0387,0.6616,1.0403
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Oppose,Support,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,35 to 49,White,85 percent or higher,Cell,1,0.8727,0.7256,0.2851,0.7306
Und,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Favorable,Oppose,Oppose,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,85 percent or higher,Cell,0,0.8826,1.2776,0.7396,1.0467
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Don't know,agree,Don't know,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,50 to 85 percent,Cell,1,0.5432,0.8589,0.442,0.935
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",Bexar,50 to 64,White,50 to 85 percent,Cell,1,0.56,0.9762,0.4579,1.0567
Rep,50 to 64,High school,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,White,85 percent or higher,Cell,1,0.873,1.106,0.9745,1.1134
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.9868,0.5904,0.1439,0.5852
Dem,35 to 49,Some college or trade school,White,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,Beto O'Rourke,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Bexar,35 to 49,White,Less than 50 percent,Cell,1,0.3582,1.6543,2.7876,1.957
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Bexar,50 to 64,White,Less than 50 percent,Cell,0.8889,0.4508,0.7795,0.4822,0.7848
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Oppose,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,85 percent or higher,Cell,1,0.9431,0.6967,0.2839,0.6871
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Bexar,35 to 49,White,85 percent or higher,Cell,1,0.932,0.7028,0.2875,0.6929
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rep. Rio Grande,50 to 64,White,85 percent or higher,Cell,1,0.8537,0.5269,0.192,0.5321
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,agree,disagree,disagree,Reps. keep House,Don't know,Unfavorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Bexar,50 to 64,White,85 percent or higher,Cell,1,0.8593,0.9359,0.394,0.9442
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Don't know,agree,disagree,Don't know,Reps. keep House,Don't know,Don't know,Oppose,Oppose,Ted Cruz,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.8928,0.5904,0.1558,0.5926
Dem,50 to 64,[DO NOT READ] Refused,Hispanic,Male,Hispanic,Disapp.,Disapp.,disagree,disagree,disagree,Dems. take House,Don't know,Unfavorable,Support,Support,Ted Cruz,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,Somewhat likely,or as a member of another political party,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,Less than 50 percent,Landline,0.5556,0.3836,0.9918,1.0973,0.6778
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Approve,agree,disagree,agree,Dems. take House,Don't know,Don't know,Support,Oppose,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,50 to 85 percent,Landline,0.8889,0.5839,1.4157,0.9986,1.2253
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Favorable,Favorable,Oppose,Support,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Rep. Rio Grande,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.1776,1.2438,3.5086,1.7253
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Rep. Rio Grande,50 to 64,White,85 percent or higher,Landline,1,0.9833,0.4945,0.1416,0.4898
Und,[DO NOT READ] Refused,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Don't know,disagree,agree,agree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,Dem. Rio Grande,50 to 64,Hispanic,50 to 85 percent,Cell,1,0.6437,0.8229,0.3188,0.8688
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Approve,disagree,agree,disagree,Dems. take House,Don't know,Favorable,Support,Support,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",Bexar,50 to 64,White,50 to 85 percent,Cell,0.8889,0.8204,0.6575,0.1735,0.659
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,White,85 percent or higher,Cell,1,0.9475,0.6604,0.2586,0.6587
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,disagree,disagree,disagree,Don't know,Don't know,Don't know,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rep. Rio Grande,50 to 64,White,85 percent or higher,Cell,0.8889,0.8612,0.6604,0.2814,0.6589
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Bexar,35 to 49,Hispanic,85 percent or higher,Cell,1,0.9717,1.2234,0.5657,1.218
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Approve,disagree,agree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Bexar,50 to 64,White,85 percent or higher,Landline,1,0.9005,0.5747,0.1859,0.5763
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,Disapp.,Approve,agree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Oppose,Beto O'Rourke,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Bexar,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.455,1.0114,0.766,1.1391
Rep,[DO NOT READ] Refused,High school,White,Female,Hispanic,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Don't know,Ted Cruz,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,Dem. Rio Grande,65 and older,White,50 to 85 percent,Cell,1,0.8314,1.1627,0.5538,1.1784
Und,35 to 49,Bachelors' degree,White,Male,White,Approve,Don't know,agree,disagree,disagree,Don't know,Don't know,Don't know,Oppose,Oppose,Ted Cruz,30 to 44,4-year College Grad.,Republican,Male,Not at all likely,Republican,"White, 4-Year College Grads",Bexar,18 to 34,White,50 to 85 percent,Cell,0.2222,0.8467,1.5821,0.628,0.9376
Rep,18 to 34,High school,White,Male,White,Approve,Approve,agree,agree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",Dem. Rio Grande,18 to 34,White,50 to 85 percent,Cell,0.8889,0.6346,1.9051,2.2528,1.9698
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Approve,Disapp.,disagree,agree,agree,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Beto O'Rourke,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Bexar,50 to 64,Hispanic,Less than 50 percent,Cell,1,0.0586,1.647,5.0203,2.9917
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Approve,Approve,agree,agree,disagree,Dems. take House,Favorable,Unfavorable,Oppose,Don't know,Ted Cruz,65 and older,Some College Educ.,Republican,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,Bexar,65 and older,Hispanic,85 percent or higher,Cell,1,0.9616,1.2878,0.4258,1.2327
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,50 to 64,White,85 percent or higher,Cell,1,0.9687,0.796,0.2075,0.7927
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,Support,Beto O'Rourke,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Bexar,35 to 49,Hispanic,50 to 85 percent,Cell,1,0.5756,1.6989,1.3109,1.8297
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,50 to 64,White,85 percent or higher,Cell,1,0.9644,0.5934,0.1652,0.591
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,agree,Don't know,Don't know,Favorable,Oppose,Oppose,Ted Cruz,45 to 64,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",Dem. Rio Grande,50 to 64,White,50 to 85 percent,Cell,1,0.6925,0.6143,0.2065,0.6148
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,Bexar,35 to 49,Hispanic,Less than 50 percent,Cell,1,0.2567,1.7682,3.768,2.2508
Und,50 to 64,Some college or trade school,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,Don't know,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,Bexar,50 to 64,Unknown,85 percent or higher,Landline,1,0.9842,0.8536,0.2793,0.8456
Und,65 and older,High school,White,Male,Hispanic,Approve,Don't know,Don't know,disagree,agree,Don't know,Unfavorable,Unfavorable,Oppose,Oppose,Don't know,65 and older,High School Grad. or Less,Republican,Female,Not at all likely,[DO NOT READ] Refused,Nonwhite,Bexar,65 and older,White,85 percent or higher,Landline,0,0.98740000000000006,1.6623000000000001,0.9245,1.4228
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,Disapp.,disagree,disagree,agree,Dems. take House,Don't know,Don't know,Support,Support,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,85 percent or higher,Landline,1,0.9416,1.2776,0.6952,1.2749
Dem,65 and older,Graduate or Professional Degree,White,Male,Other,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Bexar,65 and older,White,85 percent or higher,Cell,1,0.9694,0.572,0.1154,0.5696
Rep,35 to 49,Grade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,Ted Cruz,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,35 to 49,White,85 percent or higher,Cell,1,0.9138,1.4881,1.8445,1.4897
Dem,65 and older,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Favorable,Unfavorable,Oppose,Oppose,Ted Cruz,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Hispanic,85 percent or higher,Landline,1,0.9237,0.6087,0.1441,0.6086
