response,ager,educ,file_race,gender,race_eth,approve,GOVHR,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Central/North Las Vegas,Less than 50 percent,Cell,1,0.3019,1.088,1.967,1.3368,2018-10-09 23:27:19
Dem,18 to 34,High school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,18 to 29,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,0.6667,0.3266,1.0444,2.5119,0.9649,2018-10-09 23:28:31
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,Don't know,Rep.,Don't know,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.3656,1.0932,1.8116,1.184,2018-10-09 23:28:40
Rep,65 and older,High school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9846,1.0004,0.5082,0.992,2018-10-09 23:28:49
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9883,0.77,0.3508,0.7672,2018-10-09 23:33:27
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Don't know,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.3998,0.7869,0.9942,0.9107,2018-10-09 23:33:45
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Dem.,Unfavorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Rest of Clark,50 to 85 percent,Cell,1,0.5336,1.2956,1.3147,1.3339,2018-10-09 23:46:03
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,40 to 64,Postgraduate Degree,Hispanic,Rest of Clark,50 to 85 percent,Cell,1,0.7715,0.9797,0.4517,1.005,2018-10-09 23:46:48
Rep,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Rest of Clark,85 percent or higher,Cell,1,0.9795,1.0859,0.5359,1.0819,2018-10-09 23:50:08
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9961,0.9412,0.4731,0.9386,2018-10-09 23:53:17
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.6327,1.2021,0.8907,1.2742,2018-10-09 23:53:44
Rep,65 and older,Graduate or Professional Degree,White,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Postgraduate Degree,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.5867,0.8653,0.5765,0.9296,2018-10-09 23:54:38
Und,50 to 64,High school,White,Male,White,Approve,Lib./Don't know,Unfavorable,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Central/North Las Vegas,Less than 50 percent,Cell,0.1111,0.0777,1.0825,4.3858,0.8268,2018-10-09 23:55:23
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Don't know,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,50 to 85 percent,Cell,1,0.7424,1.0684,0.6232,1.1026,2018-10-09 23:56:53
Dem,35 to 49,Bachelors' degree,White,Female,Black,Disapp.,Dem.,Unfavorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,White,Rest of Clark,50 to 85 percent,Cell,1,0.537,1.0689,0.9066,1.1672,2018-10-09 23:57:47
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Central/North Las Vegas,Less than 50 percent,Cell,1,0.4208,0.8096,0.8791,0.9272,2018-10-10 00:00:02
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Lib./Don't know,Don't know,Dem.,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Rest of Clark,Less than 50 percent,Cell,1,0.4801,0.8625,0.9922,0.9622,2018-10-10 00:00:56
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,Rep.,Unfavorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,Washoe/Carson City,50 to 85 percent,Cell,1,0.5271,1.3722,1.7191,1.5037,2018-10-10 00:02:20
Dem,50 to 64,Some college or trade school,White,Male,Other,Disapp.,Dem.,Don't know,Dem.,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,White,Rest,50 to 85 percent,Cell,1,0.5711,1.2836,1.2234,1.3858,2018-10-10 00:05:47
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Central/North Las Vegas,Less than 50 percent,Cell,1,0.345,1.0378,1.9414,1.1338,2018-10-10 00:07:08
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9442,0.8116,0.3821,0.8105,2018-10-10 00:07:53
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Washoe/Carson City,Less than 50 percent,Cell,1,0.3389,0.8986,1.3058,1.0767,2018-10-10 00:09:41
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9212,0.7455,0.3857,0.7464,2018-10-10 00:10:35
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Favorable,Rep.,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Landline,1,0.9751,1.0357,0.6072,1.032,2018-10-10 00:10:44
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.5048,1.1154,1.2074,1.2323,2018-10-10 00:12:59
Rep,65 and older,Some college or trade school,White,Female,Asian,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.954,0.9412,0.494,0.9391,2018-10-10 00:13:35
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Rep.,Favorable,Rep.,Unfavorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Cell,0.7778,0.8986,0.9591,0.5669,0.9243,2018-10-10 00:18:31
Rep,50 to 64,High school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,50 to 85 percent,Landline,1,0.8225,1.2981,0.7963,1.319,2018-10-10 00:21:22
Rep,50 to 64,Graduate or Professional Degree,White,Female,Asian,Approve,Dem.,Don't know,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9898,0.7455,0.359,0.7429,2018-10-10 00:21:49
Rep,35 to 49,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.733,1.2052,1.0515,1.2464,2018-10-10 00:21:58
Dem,65 and older,High school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9927,0.9806,0.441,0.9773,2018-10-10 00:25:16
Rep,18 to 34,Some college or trade school,White,Male,Asian,Don't know,Rep.,Unfavorable,Rep.,Favorable,18 to 29,Some College Educ.,Republican,Male,Somewhat likely,Republican,Nonwhite,18 to 39,No 4-year College Degree,White,Rest,Less than 50 percent,Cell,0.3333,0.1249,1.1303,5.6004,0.5915,2018-10-10 00:30:49
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dem.,Favorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Central/North Las Vegas,Less than 50 percent,Cell,0.8889,0.2734,1.1585,2.5657,1.3826,2018-10-10 00:32:02
Rep,50 to 64,High school,Unknown,Female,[DO NOT READ] Don't know/Refused,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,Unknown,Rest of Clark,85 percent or higher,Cell,1,0.8821,1.0526,0.7142,1.0388,2018-10-10 00:32:29
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9813,0.9412,0.4802,0.9377,2018-10-10 00:33:59
Und,18 to 34,Some college or trade school,White,Male,White,Approve,Lib./Don't know,Don't know,Rep.,Don't know,18 to 29,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,0,0.2973,1.0894,2.7102,0.2647,2018-10-10 00:36:41
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9881,0.6844,0.325,0.682,2018-10-10 00:37:17
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dem.,Don't know,Dem.,Unfavorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9623,1.1028,0.7268,1.09,2018-10-10 00:38:02
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Don't know,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9219,1.0809,0.6638,1.082,2018-10-10 00:38:29
Dem,65 and older,Some college or trade school,Black,Male,White,Approve,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Other Non-White,Rest of Clark,Less than 50 percent,Cell,1,0.3662,1.2332,1.7461,1.4535,2018-10-10 00:38:47
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dem.,Don't know,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9783,0.807,0.3161,0.8041,2018-10-10 00:38:47
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Lib./Don't know,Don't know,Dem.,Favorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.5511,1.3181,1.563,1.4324,2018-10-10 00:39:59
Und,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Rep.,Don't know,Rep.,Don't know,30 to 44,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Hispanic,Rest of Clark,Less than 50 percent,Cell,1,0.2387,1.0988,2.5044,1.4234,2018-10-10 00:40:08
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Unfavorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Rest of Clark,50 to 85 percent,Cell,1,0.7039,0.829,0.4496,0.863,2018-10-10 00:40:35
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Rest,50 to 85 percent,Cell,1,0.7751,0.8858,0.5508,0.908,2018-10-10 00:41:20
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Rep.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Other Non-White,Rest of Clark,85 percent or higher,Cell,1,0.9691,1.341,0.7278,1.3366,2018-10-10 00:42:41
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9196,1.0255,0.6395,1.0269,2018-10-10 00:44:11
Und,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Don't know,Rep.,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,50 to 85 percent,Cell,1,0.7395,1.2981,0.8857,1.3406,2018-10-10 00:47:58
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.5599,1.0436,0.9095,1.1308,2018-10-10 00:48:07
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Rest of Clark,Less than 50 percent,Cell,0.7778,0.4528,1.1111,1.5562,1.0682,2018-10-10 00:48:25
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,50 to 85 percent,Cell,1,0.5126,1.2445,1.3009,1.3709,2018-10-10 00:48:34
Rep,65 and older,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Landline,1,0.9893,0.9591,0.5149,0.9556,2018-10-10 00:50:49
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,Rest of Clark,85 percent or higher,Cell,1,0.9182,1.1006,0.8159,1.1023,2018-10-10 00:51:16
