response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Warren,50 to 85 percent,Landline,1,0.7996,1.0084,0.4877,1.0223
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,50 to 85 percent,Cell,1,0.829,1.0001,0.4304,1.0086
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Cincinnati,50 to 85 percent,Cell,1,0.8382,0.9282,0.4841,0.9346
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Hamilton,50 to 85 percent,Landline,1,0.8161,0.7248,0.3526,0.7129
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Warren,50 to 85 percent,Cell,0.7778,0.5827,0.9916,0.7389,0.9374
Rep,65 and older,Grade school,Hispanic,Female,Black,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Not very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,Non-White,Cincinnati,Less than 50 percent,Landline,0,0.4609,1.2363,3.3239,0.4488
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Cincinnati,50 to 85 percent,Cell,1,0.8206,1.1061,0.7664,1.1171
Dem,18 to 34,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Non-White,Hamilton,Less than 50 percent,Landline,0.8889,0.1926,1.6215,9.84,1.8076
Und,[DO NOT READ] Refused,Some college or trade school,Black,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,Non-White,Hamilton,50 to 85 percent,Cell,1,0.7376,1.1945,0.7042,1.2262
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Hamilton,85 percent or higher,Cell,1,0.9408,0.9424,0.3422,0.9354
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Hamilton,85 percent or higher,Cell,1,0.8889,1.0243,0.4293,1.0042
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Hamilton,50 to 85 percent,Landline,1,0.5709,1.2084,0.8328,1.3481
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Warren,85 percent or higher,Landline,1,0.9553,0.9343,0.4071,0.9262
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Hamilton,85 percent or higher,Landline,1,0.97,0.9424,0.3319,0.9333
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Warren,85 percent or higher,Cell,1,0.909,0.7459,0.4497,0.7432
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,Unknown,Cincinnati,85 percent or higher,Landline,1,0.9682,0.8271,0.3966,0.8192
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Warren,50 to 85 percent,Cell,1,0.7454,1.182,0.7015,1.2412
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Warren,50 to 85 percent,Landline,1,0.5628,1.1781,2.236,1.1978
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Warren,85 percent or higher,Landline,1,0.9697,0.7196,0.3668,0.7163
Rep,65 and older,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Cincinnati,85 percent or higher,Cell,1,0.8557,0.9645,0.966,0.9684
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Warren,85 percent or higher,Landline,1,0.935,1.0851,0.5643,1.0872
Und,[DO NOT READ] Refused,Bachelors' degree,Asian,Female,Asian,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,Non-White,Warren,Less than 50 percent,Cell,1,0.4867,1.2044,1.708,1.0135
Dem,50 to 64,Bachelors' degree,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,White,Warren,85 percent or higher,Landline,1,0.97,0.9305,0.4997,0.9215
Rep,50 to 64,High school,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Cincinnati,50 to 85 percent,Landline,0.8889,0.7061,0.8729,1.0314,0.8467
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,Less than 50 percent,Cell,0.7778,0.4617,1.3061,1.5477,1.2463
Und,18 to 34,Bachelors' degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Warren,Less than 50 percent,Landline,0.4444,0.1895,1.3771,5.0227,0.8064
Und,65 and older,High school,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Hamilton,50 to 85 percent,Landline,1,0.67,1.2084,1.4056,1.2603
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Cincinnati,85 percent or higher,Cell,1,0.9278,0.8418,0.3651,0.8368
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,Non-White,Cincinnati,50 to 85 percent,Landline,1,0.7888,1.1248,1.428,1.1086
Dem,18 to 34,Bachelors' degree,Black,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,Non-White,Cincinnati,Less than 50 percent,Cell,0.2222,0.3986,1.2472,2.0537,0.5249
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,50 to 85 percent,Cell,1,0.6353,1.1463,0.7194,1.1505
Rep,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,Non-White,Cincinnati,50 to 85 percent,Landline,0.8889,0.7253,0.9588,1.1871,0.9291
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Dems. take House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cincinnati,85 percent or higher,Landline,1,0.8689,0.6721,0.4098,0.6593
Dem,50 to 64,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Non-White,Cincinnati,85 percent or higher,Landline,0,0.962,0.9442,0.5115,0.7727
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,Less than 50 percent,Landline,0,0.0804,1.26,4.1372,0.2545
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Warren,50 to 85 percent,Cell,1,0.7572,1.0279,0.6544,1.0508
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Warren,50 to 85 percent,Cell,1,0.8156,0.885,0.4478,0.8946
Und,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Warren,Less than 50 percent,Landline,0.7778,0.2611,1.3284,3.1686,1.3271
Rep,35 to 49,Bachelors' degree,Asian,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Warren,85 percent or higher,Landline,1,0.93,0.9924,0.6034,0.9862
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Warren,85 percent or higher,Cell,1,0.889,1.067,1.2984,1.0659
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Not very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Cincinnati,Less than 50 percent,Cell,0,0.3851,1.1667,1.9527,0.3932
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Warren,50 to 85 percent,Landline,1,0.6321,0.808,0.5541,0.8512
Und,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Hamilton,50 to 85 percent,Landline,1,0.8189,0.8447,0.4076,0.8694
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,65 and older,Postgraduate Degree,Non-White,Cincinnati,50 to 85 percent,Cell,1,0.6422,0.7586,0.5396,0.7969
Rep,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Hamilton,50 to 85 percent,Landline,1,0.7891,1.1463,1.1472,1.1645
