response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,High school,Black,Male,Black,support,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,50 to 64,Non-White,Cincinnati,Less than 50 percent,Cell,1,0.1281,1.4389,8.3496,1.8856,2018-09-30 21:05:55
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Hamilton,50 to 85 percent,Landline,1,0.8052,0.8542,0.5235,0.8783,2018-09-30 21:08:10
Dem,50 to 64,High school,White,Female,White,oppose,Approve,Support,oppose,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Warren,Less than 50 percent,Cell,1,0.387,1.5635,2.7324,1.6942,2018-09-30 21:08:55
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Hamilton,85 percent or higher,Cell,1,0.9161,0.6569,0.3056,0.6638,2018-09-30 21:12:58
Dem,18 to 34,High school,White,Male,White,support,Approve,Support,support,Dems. take House,Don't know,Favorable,disagree,30 to 44,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Hamilton,Less than 50 percent,Cell,0.4444,0.2808,1.9844,6.7789,1.2115,2018-09-30 21:18:27
Und,[DO NOT READ] Refused,Some college or trade school,Black,Female,Black,Don't know,Don't know,Don't know,support,Don't know,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,50 to 64,Non-White,Cincinnati,Less than 50 percent,Landline,0.4444,0.1964,0.7471,2.2354,0.4448,2018-09-30 21:25:03
Rep,18 to 34,Graduate or Professional Degree,White,Male,Black,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 34,White,Hamilton,50 to 85 percent,Cell,1,0.5551,1.1948,1.0744,1.2352,2018-09-30 21:31:28
Und,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,White,Hamilton,85 percent or higher,Cell,1,0.9579,0.7696,0.4636,0.7744,2018-09-30 21:35:40
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Hamilton,50 to 85 percent,Landline,1,0.5836,0.7735,0.5505,0.8391,2018-09-30 21:36:43
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Warren,50 to 85 percent,Cell,1,0.67490000000000006,1.0295,0.5022,1.0887,2018-09-30 21:37:01
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Warren,Less than 50 percent,Cell,1,0.4979,1.0037,1.4134,1.1217,2018-09-30 21:39:34
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Hamilton,50 to 85 percent,Cell,1,0.65,0.7578,0.7545,0.8065,2018-09-30 21:44:40
Rep,50 to 64,Grade school,White,Male,White,support,Disapp.,Check,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,White,Warren,50 to 85 percent,Cell,0.7778,0.6653,2.0624,1.6588,1.976,2018-09-30 21:47:37
Und,18 to 34,Bachelors' degree,Asian,Female,Asian,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,18 to 34,Non-White,Warren,Less than 50 percent,Cell,0.7778,0.2648,1.0652,2.0593,1.0788,2018-09-30 21:52:52
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9559,0.6767,0.317,0.681,2018-09-30 22:08:25
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Hamilton,85 percent or higher,Cell,1,0.9534,0.7183,0.2996,0.7231,2018-09-30 22:18:26
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,Hamilton,Less than 50 percent,Landline,1,0.313,0.7256,1.1502,0.8118,2018-09-30 22:20:50
Und,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Hamilton,50 to 85 percent,Cell,1,0.7135,1.2162,0.7739,1.2744,2018-09-30 22:28:20
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Hamilton,50 to 85 percent,Landline,1,0.8375,0.8908,0.4081,0.9107,2018-09-30 22:33:41
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Hamilton,Less than 50 percent,Cell,1,0.4955,0.8035,0.6752,0.8987,2018-09-30 22:37:44
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,support,Disapp.,Support,oppose,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Hamilton,85 percent or higher,Landline,1,0.9637,0.6569,0.2906,0.6607,2018-09-30 22:41:02
Und,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Cell,1,0.9397,0.7696,0.3761,0.7663,2018-09-30 22:52:57
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Warren,85 percent or higher,Landline,1,0.8809,0.8482,0.3976,0.8444,2018-09-30 22:56:24
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,support,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Hamilton,Less than 50 percent,Landline,0.5556,0.481,0.8277,0.7527,0.723,2018-09-30 22:58:21
Und,50 to 64,Some college or trade school,White,Female,White,oppose,Don't know,Support,support,Don't know,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Not very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Hamilton,Less than 50 percent,Cell,0,0.429,0.7256,0.8398,0.259,2018-09-30 22:58:21
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Don't know,Disapp.,Check,support,Reps. keep House,Favorable,Favorable,agree,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Republican,"White, 4-Year College Grads",35 to 49,Unknown,Cincinnati,50 to 85 percent,Landline,0.6667,0.5236,1.041,1.4672,0.8058,2018-09-30 23:00:00
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Hamilton,50 to 85 percent,Landline,1,0.8182,0.9177,0.5681,0.7526,2018-09-30 23:04:47
Rep,50 to 64,High school,Unknown,Female,White,support,Approve,Support,support,Don't know,Favorable,Favorable,agree,45 to 64,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,Unknown,Hamilton,50 to 85 percent,Landline,0.4444,0.5927,1.817,2.0194,0.909,2018-09-30 23:08:14
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Hamilton,50 to 85 percent,Cell,1,0.8318,0.8565,0.3593,0.8765,2018-09-30 23:09:26
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.9715,1.3798,0.9372,1.3872,2018-09-30 23:16:07
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Warren,50 to 85 percent,Landline,1,0.5624,1.0267,0.85,1.1213,2018-09-30 23:17:10
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Warren,50 to 85 percent,Landline,1,0.8076,1.103,0.5201,1.1336,2018-09-30 23:21:40
Dem,50 to 64,High school,White,Female,White,Don't know,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Warren,Less than 50 percent,Landline,1,0.2881,1.5635,3.6699,1.7726,2018-09-30 23:24:13
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,85 percent or higher,Landline,1,0.966,0.9596,0.8882,0.9651,2018-09-30 23:24:58
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Hamilton,Less than 50 percent,Cell,0.6667,0.2335,0.803,1.8392,0.5841,2018-09-30 23:36:02
Rep,35 to 49,Bachelors' degree,White,Female,White,oppose,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Hamilton,50 to 85 percent,Cell,1,0.8108,1.1321,0.6178,1.1628,2018-09-30 23:43:50
Rep,18 to 34,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Warren,Less than 50 percent,Landline,1,0.228,1.2383,3.3238,1.6354,2018-09-30 23:44:44
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Hamilton,50 to 85 percent,Landline,1,0.8272,0.7735,0.3892,0.7921,2018-09-30 23:45:02
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Don't know,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,Hamilton,85 percent or higher,Landline,1,0.9574,0.8599,0.585,0.8653,2018-09-30 23:45:02
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,35 to 49,White,Hamilton,85 percent or higher,Landline,1,0.9711,0.7164,0.4148,0.7202,2018-09-30 23:45:20
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,support,Dems. take House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Warren,Less than 50 percent,Landline,1,0.057,1.0037,4.6849,1.8532,2018-09-30 23:54:44
Rep,35 to 49,Bachelors' degree,Unknown,Male,Other,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Unknown,Warren,Less than 50 percent,Cell,1,0.428,1.2533,1.5243,1.339,2018-10-01 00:14:30
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,Cincinnati,50 to 85 percent,Cell,1,0.7578,0.8385,0.6667,0.8413,2018-10-01 21:36:33
Und,18 to 34,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Warren,Less than 50 percent,Cell,0.4444,0.2466,1.3303,3.3906,1.2556,2018-10-01 21:41:21
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Warren,85 percent or higher,Cell,1,0.9187,0.8482,0.3814,0.8569,2018-10-01 21:45:26
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Cincinnati,50 to 85 percent,Cell,1,0.6822,0.8285,0.6327,0.8746,2018-10-01 21:49:11
Dem,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Favorable,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Warren,85 percent or higher,Cell,1,0.927,0.8036,0.3173,0.79990000000000006,2018-10-01 21:49:29
Rep,65 and older,Bachelors' degree,Other,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Non-White,Warren,85 percent or higher,Landline,1,0.972,0.8549,0.3282,0.8243,2018-10-01 21:50:41
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",18 to 34,White,Warren,Less than 50 percent,Cell,0.6667,0.1385,1.1082,3.9999,0.8115,2018-10-01 22:03:23
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Don't know,Favorable,Favorable,agree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Warren,Less than 50 percent,Cell,1,0.3161,1.3303,2.6454,1.486,2018-10-01 22:04:08
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Warren,50 to 85 percent,Cell,1,0.8137,0.9871,0.4093,1.0134,2018-10-01 22:14:29
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Warren,50 to 85 percent,Cell,1,0.6043,0.9669,0.691,1.0423,2018-10-01 22:15:32
Rep,50 to 64,Bachelors' degree,White,Male,Other,support,Approve,Support,support,Reps. keep House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,White,Warren,85 percent or higher,Cell,1,0.86,0.8634,0.3768,0.8794,2018-10-01 22:17:48
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Warren,85 percent or higher,Cell,1,0.8844,0.8634,0.3665,0.8762,2018-10-01 22:18:15
Rep,65 and older,Some college or trade school,Asian,Female,White,support,Approve,Support,Don't know,Reps. keep House,Favorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Non-White,Warren,85 percent or higher,Landline,1,0.9153,0.8891,0.3983,0.8848,2018-10-01 22:19:09
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",65 and older,White,Cincinnati,85 percent or higher,Landline,1,0.964,0.8244,0.4919,0.8292,2018-10-01 22:22:09
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,Don't know,Check,Don't know,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Warren,Less than 50 percent,Cell,0.3333,0.1598,0.8721,2.5571,0.3526,2018-10-01 22:22:09
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Warren,Less than 50 percent,Cell,1,0.4388,0.7667,0.7993,0.8784,2018-10-01 22:31:18
Dem,18 to 34,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,High School Grad. or Less,Other,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",18 to 34,White,Cincinnati,Less than 50 percent,Cell,0.2222,0.3026,1.9786,7.6655,0.6164,2018-10-01 22:31:45
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Warren,50 to 85 percent,Landline,1,0.7745,0.9583,0.3972,0.96,2018-10-01 22:31:45
Rep,18 to 34,Some college or trade school,Unknown,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,Unknown,Cincinnati,50 to 85 percent,Cell,1,0.7189,1.7071,1.4891,1.7865,2018-10-01 22:34:09
Rep,18 to 34,Some college or trade school,White,Male,White,support,Disapp.,Check,support,Reps. keep House,Don't know,Favorable,agree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Warren,Less than 50 percent,Cell,0.5556,0.3242,1.3303,2.5795,0.9012,2018-10-01 22:36:42
Rep,50 to 64,Graduate or Professional Degree,Asian,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,Non-White,Warren,85 percent or higher,Cell,1,0.9632,0.7589,0.3001,0.7567,2018-10-01 22:49:05
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,18 to 34,White,Warren,50 to 85 percent,Landline,1,0.7272,1.6333,1.0886,1.6439,2018-10-01 22:51:29
Dem,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Warren,85 percent or higher,Landline,1,0.9509,0.8133,0.3618,0.8188,2018-10-01 22:55:05
Rep,35 to 49,Graduate or Professional Degree,White,Male,Other,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,White,Warren,85 percent or higher,Cell,1,0.9704,0.9087,0.5618,0.9136,2018-10-01 22:55:14
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Cincinnati,Less than 50 percent,Cell,1,0.3577,0.7057,1.1606,0.8432,2018-10-01 22:59:35
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Cincinnati,85 percent or higher,Landline,1,0.9761,0.8244,0.4859,0.8287,2018-10-01 23:05:07
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Warren,50 to 85 percent,Landline,1,0.8337,1.0605,0.4405,1.0579,2018-10-01 23:10:58
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Approve,Support,support,Don't know,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Female,Not very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Warren,50 to 85 percent,Landline,0.4444,0.6118,0.9698,0.5874,0.5852,2018-10-01 23:11:07
Rep,18 to 34,Some college or trade school,White,Male,White,Don't know,Disapp.,Support,support,Reps. keep House,Unfavorable,Favorable,agree,18 to 29,Some College Educ.,Republican,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,White,Warren,Less than 50 percent,Cell,1,0.3987,1.4731,1.9466,1.5895,2018-10-01 23:20:38
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Warren,50 to 85 percent,Cell,1,0.6559,0.9669,0.6368,1.0275,2018-10-01 23:22:26
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Cincinnati,85 percent or higher,Landline,1,0.8943,0.8003,0.4898,0.8111,2018-10-01 23:27:32
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Unfavorable,agree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Warren,Less than 50 percent,Cell,0.7778,0.2598,1.3303,3.218,1.0569,2018-10-01 23:30:05
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Warren,Less than 50 percent,Cell,1,0.283,1.1082,2.1215,1.3935,2018-10-01 23:50:17
Dem,65 and older,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Warren,85 percent or higher,Landline,0.4444,0.9342,0.9938,0.4735,0.887,2018-10-01 23:56:53
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Favorable,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Warren,50 to 85 percent,Landline,1,0.8409,1.1005,0.4968,1.0973,2018-10-02 00:03:32
Rep,65 and older,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Hamilton,50 to 85 percent,Landline,1,0.7916,1.6453,1.2045,1.696,2018-10-02 00:07:35
Dem,35 to 49,Some college or trade school,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,Warren,Less than 50 percent,Cell,1,0.3671,1.4003,2.2431,1.6642,2018-10-02 00:08:29
Und,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Warren,85 percent or higher,Cell,1,0.9284,0.925,0.4322,0.9207,2018-10-02 00:08:56
Und,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Unfavorable,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Hamilton,85 percent or higher,Cell,1,0.8571,0.7057,0.3598,0.7191,2018-10-02 00:08:56
