response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,35 to 49,High school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Already voted,Republican,Nonwhite,35 to 49,Hispanic,State Sen. 5,Less than 50 percent,Cell,1,0.4092,2.068,3.2177,2.4851
Rep,18 to 34,High school,Hispanic,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,18 to 29,High School Grad. or Less,Republican,Male,Not very likely,Republican,"White, No 4-Year College Degree",18 to 34,Hispanic,State Sen. 5,Less than 50 percent,Cell,1,0.0525,2.5109,10.02,2.0756
Rep,50 to 64,[DO NOT READ] Refused,Hispanic,Male,Hispanic,Approve,Don't know,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,Nonwhite,50 to 64,Hispanic,State Sen. 12,85 percent or higher,Cell,0.4444,0.9602,1.1649,1.0088,1.0299
Dem,65 and older,Grade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Democrat,Nonwhite,65 and older,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.8839,1.4298,0.7257,1.438
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,Other Non-White,State Sen. 5,85 percent or higher,Cell,1,0.9529,0.5107,0.1698,0.5062
Rep,18 to 34,Some college or trade school,Other,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,Other Non-White,State Sen. 5,Less than 50 percent,Cell,1,0.4853,1.378,1.8247,1.416
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,State Sen. 5,Less than 50 percent,Cell,1,0.4604,0.5684,0.6649,0.6307
Rep,35 to 49,High school,Hispanic,Male,Hispanic,Disapp.,Reps. keep House,Don't know,Favorable,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,State Sen. 5,Less than 50 percent,Cell,1,0.2757,1.9398,4.4737,2.3992
Rep,65 and older,Some college or trade school,Hispanic,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,65 and older,Hispanic,State Sen. 8,85 percent or higher,Cell,1,0.9641,0.6252,0.3368,0.6149
Rep,65 and older,High school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Hispanic,State Sen. 5,Less than 50 percent,Cell,1,0.4328,1.9573,3.1066,2.1988
Rep,65 and older,High school,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.97,1.6654,0.8941,1.6252
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Other Non-White,State Sen. 5,85 percent or higher,Cell,1,0.8638,0.6441,0.2872,0.6274
Dem,18 to 34,Some college or trade school,Hispanic,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,18 to 34,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.9309,0.9457,0.6393,0.9414
Und,50 to 64,High school,Hispanic,Female,Hispanic,Don't know,Dems. take House,Unfavorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,50 to 64,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.8567,2.1374,1.2773,2.1301
Rep,65 and older,Some college or trade school,Hispanic,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.8583,0.5663,0.3184,0.573
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 34,Hispanic,State Sen. 8,Less than 50 percent,Cell,1,0.2886,0.968,3.047,1.1851
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Hispanic,Approve,Reps. keep House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,35 to 49,Other Non-White,State Sen. 5,Less than 50 percent,Cell,1,0.3144,0.6354,0.8726,0.8178
Und,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,50 to 64,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.8349,0.806,0.4216,0.7862
Und,35 to 49,High school,Hispanic,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Democratic,Female,Not very likely,Democrat,Nonwhite,35 to 49,Hispanic,State Sen. 5,Less than 50 percent,Cell,0.2222,0.1457,2.1194,10.02,0.739
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.7725,0.9224,0.6256,0.9332
Dem,50 to 64,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,Other Non-White,State Sen. 12,85 percent or higher,Cell,1,0.9672,1.3423,0.6237,1.3271
Dem,35 to 49,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Hispanic,State Sen. 5,85 percent or higher,Cell,0.8889,0.9375,1.5135,0.7888,1.4621
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,50 to 64,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.8681,1.9563,0.9938,1.9052
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,18 to 34,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.76,0.8648,0.5995,0.8978
Und,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Hispanic,State Sen. 5,85 percent or higher,Cell,1,0.9607,0.6747,0.3877,0.6637
Und,[DO NOT READ] Refused,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,or as a member of another political party,Nonwhite,35 to 49,Hispanic,State Sen. 8,85 percent or higher,Cell,0.4444,0.9578,0.7397,0.4976,0.6932
Rep,50 to 64,Some college or trade school,Other,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),Nonwhite,50 to 64,Other Non-White,State Sen. 12,Less than 50 percent,Cell,0.4444,0.069,1.5181,7.3576,0.8979
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.5747,0.7416,0.6037,0.7889
Rep,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.8156,0.6224,0.3161,0.6246
Dem,65 and older,Grade school,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",65 and older,Hispanic,State Sen. 8,85 percent or higher,Cell,0.7778,0.9183,1.3579,0.7228,1.2115
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,Hispanic,State Sen. 8,50 to 85 percent,Cell,1,0.5794,0.8229,0.9512,0.8741
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),Nonwhite,50 to 64,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.7855,0.7377,0.3544,0.7605
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Hispanic,State Sen. 5,50 to 85 percent,Cell,1,0.7956,0.6787,0.3484,0.6836
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,35 to 49,Other Non-White,State Sen. 5,Less than 50 percent,Cell,1,0.2172,0.757,1.7215,1.0785
