response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedc,file_race_white,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Dem. Rio Grande,40 to 64,Non-White,50 to 85 percent,Cell,1,0.6824,1.2858,0.8886,1.3294,2018-10-17 01:41:27
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Bexar,40 to 64,Non-White,Less than 50 percent,Cell,1,0.3319,1.0088,1.3836,1.1997,2018-10-17 01:42:03
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Dem. Rio Grande,65 and older,Non-White,Less than 50 percent,Cell,0.8889,0.3539,1.4262,2.7437,1.457,2018-10-17 01:43:24
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Bexar,40 to 64,Unknown,50 to 85 percent,Cell,1,0.5176,1.0726,0.5304,1.1654,2018-10-17 01:44:27
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Dem. Rio Grande,40 to 64,Non-White,50 to 85 percent,Landline,1,0.8222,0.6793,0.4129,0.682,2018-10-17 01:48:03
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Favorable,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Rep. Rio Grande,18 to 39,Non-White,50 to 85 percent,Cell,0.7778,0.5617,2.4013,2.0425,2.4229,2018-10-17 01:50:02
Rep,[DO NOT READ] Refused,Some college or trade school,Black,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",Dem. Rio Grande,65 and older,Non-White,85 percent or higher,Cell,1,0.8523,0.8855,0.4597,0.8845,2018-10-17 01:57:14
Dem,50 to 64,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Bexar,40 to 64,White,50 to 85 percent,Landline,1,0.789,0.6825,0.2325,0.6688,2018-10-17 01:59:38
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,40 to 64,White,85 percent or higher,Cell,1,0.923,0.9308,0.3869,0.9206,2018-10-17 02:01:54
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,65 and older,White,50 to 85 percent,Landline,1,0.7598,1.8619,0.9948,1.8918,2018-10-17 02:03:15
Dem,65 and older,Some college or trade school,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,65 and older,White,85 percent or higher,Cell,1,0.9472,0.6356,0.3101,0.627,2018-10-17 02:06:20
Dem,50 to 64,Grade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,Nonwhite,Dem. Rio Grande,40 to 64,Non-White,50 to 85 percent,Cell,1,0.828,2.2164,1.9384,2.0418,2018-10-17 02:08:35
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Male,Not at all likely,Independent (No party),Nonwhite,Bexar,18 to 39,Non-White,Less than 50 percent,Cell,0.3333,0.4142,1.6274,2.2673,0.6136,2018-10-17 02:09:33
Dem,65 and older,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Bexar,65 and older,White,85 percent or higher,Cell,1,0.965,0.4138,0.1393,0.4042,2018-10-17 02:09:42
Rep,35 to 49,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,Nonwhite,Bexar,40 to 64,White,50 to 85 percent,Cell,1,0.5042,0.6826,0.4041,0.6992,2018-10-17 02:10:05
3,35 to 49,Graduate or Professional Degree,Black,Male,Black,Disapp.,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Republican,Nonwhite,Bexar,18 to 39,Non-White,50 to 85 percent,Cell,1,0.5793,1.1761,0.9001,1.1852,2018-10-17 02:11:17
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Don't know,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Not at all likely,Democrat,Nonwhite,Bexar,40 to 64,Non-White,Less than 50 percent,Cell,1,0.3398,0.7029,0.9015,0.4479,2018-10-17 02:15:24
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",Bexar,65 and older,Unknown,50 to 85 percent,Cell,1,0.7494,0.5729,0.1599,0.5634,2018-10-17 02:15:56
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Bexar,40 to 64,White,Less than 50 percent,Cell,1,0.4256,0.499,0.4656,0.5226,2018-10-17 02:16:59
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,Bexar,40 to 64,Non-White,50 to 85 percent,Cell,1,0.6457,1.2016,0.6688,1.1972,2018-10-17 02:18:20
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Dem. Rio Grande,65 and older,White,50 to 85 percent,Cell,1,0.846,0.3738,0.1819,0.3737,2018-10-17 02:21:26
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Dem. Rio Grande,65 and older,Non-White,50 to 85 percent,Cell,1,0.6845,1.6988,1.3159,1.7555,2018-10-17 02:22:56
Und,65 and older,Some college or trade school,Hispanic,Female,Other,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,[DO NOT READ] Don't know/Refused,Independent (No party),Nonwhite,Dem. Rio Grande,40 to 64,Non-White,85 percent or higher,Cell,1,0.95,1.1552,0.72,1.0861,2018-10-17 02:24:17
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Dem. Rio Grande,18 to 39,Non-White,50 to 85 percent,Cell,1,0.562,1.4295,1.2533,1.5294,2018-10-17 02:24:35
Rep,50 to 64,Some college or trade school,Hispanic,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Dem. Rio Grande,40 to 64,Non-White,85 percent or higher,Cell,1,0.9526,1.0059,0.6502,0.9919,2018-10-17 02:25:38
Dem,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Bexar,40 to 64,White,85 percent or higher,Cell,1,0.9519,0.5398,0.2255,0.5323,2018-10-17 02:28:06
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),Nonwhite,Dem. Rio Grande,40 to 64,Non-White,Less than 50 percent,Cell,1,0.1104,0.6479,2.6313,1.1226,2018-10-17 02:29:23
Rep,35 to 49,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,Nonwhite,Bexar,18 to 39,White,Less than 50 percent,Cell,1,0.3975,1.3415,1.8954,1.4184,2018-10-17 02:40:37
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,Bexar,65 and older,White,85 percent or higher,Landline,1,0.9072,0.6096,0.2889,0.5942,2018-10-17 22:38:21
Dem,35 to 49,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,Bexar,40 to 64,Non-White,Less than 50 percent,Cell,1,0.3861,0.7984,0.767,0.9196,2018-10-17 22:40:09
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Bexar,18 to 39,White,50 to 85 percent,Landline,1,0.6637,1.8922,1.3159,1.9657,2018-10-17 22:45:24
Dem,18 to 34,Bachelors' degree,White,Male,Black,Approve,Reps. keep House,Favorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Rep. Rio Grande,18 to 39,White,Less than 50 percent,Cell,0.6667,0.0561,0.7334,2.448,0.9938,2018-10-17 22:50:20
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Rep. Rio Grande,18 to 39,White,Less than 50 percent,Cell,1,0.3018,0.7334,1.2339,0.9559,2018-10-17 23:06:08
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,18 to 39,Non-White,50 to 85 percent,Landline,1,0.7833,1.4295,0.9089,1.4456,2018-10-17 23:30:45
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,50 to 85 percent,Cell,1,0.537,0.4011,0.2157,0.4328,2018-10-17 23:39:09
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.965,0.5567,0.1854,0.5484,2018-10-17 23:52:17
Rep,18 to 34,High school,Hispanic,Male,Hispanic,Disapp.,Reps. keep House,Favorable,Favorable,18 to 29,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Bexar,18 to 39,Non-White,Less than 50 percent,Cell,0.5556,0.1764,3.2215,9.76,2.0764,2018-10-17 23:53:02
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",Rep. Rio Grande,40 to 64,White,50 to 85 percent,Cell,1,0.7632,0.7364,0.3276,0.7477,2018-10-17 23:58:26
3,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Bexar,40 to 64,White,Less than 50 percent,Cell,0.7778,0.444,0.5046,0.5124,0.4798,2018-10-18 00:06:39
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Democrat,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.9405,0.6393,0.2064,0.6235,2018-10-18 00:10:51
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Bexar,40 to 64,White,50 to 85 percent,Cell,1,0.6564,0.8625,0.4839,0.8977,2018-10-18 00:27:54
3,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",Rep. Rio Grande,18 to 39,White,Less than 50 percent,Cell,0,0.099,1.0641,4.277,0.2152,2018-10-18 00:35:06
Rep,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Cell,1,0.965,0.5567,0.1854,0.5484,2018-10-18 00:35:52
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Bexar,65 and older,White,85 percent or higher,Landline,1,0.9411,0.4901,0.1957,0.4838,2018-10-18 00:38:07
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,40 to 64,Non-White,50 to 85 percent,Landline,1,0.7694,1.2858,0.7921,1.3039,2018-10-18 00:46:22
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Bexar,40 to 64,White,85 percent or higher,Landline,1,0.9462,0.62,0.2478,0.6116,2018-10-18 00:52:43
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Bexar,18 to 39,White,Less than 50 percent,Landline,1,0.4135,0.814,1.0947,0.8558,2018-10-18 00:57:58
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Bexar,65 and older,Non-White,85 percent or higher,Cell,0.8889,0.947,0.6828,0.2569,0.6699,2018-10-18 01:48:54
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Bexar,40 to 64,Non-White,85 percent or higher,Cell,0.4444,0.8581,1.272,0.6589,0.9912,2018-10-18 01:58:03
Dem,35 to 49,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,40 to 64,Non-White,50 to 85 percent,Cell,1,0.7966,1.2858,0.7662,1.297,2018-10-18 02:07:06
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Dem. Rio Grande,40 to 64,Non-White,50 to 85 percent,Cell,1,0.8374,1.2858,0.7306,1.2876,2018-10-18 02:20:19
Rep,18 to 34,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Bexar,18 to 39,Non-White,50 to 85 percent,Cell,1,0.7896,1.5994,0.9207,1.6155,2018-10-18 02:28:16
Rep,35 to 49,[DO NOT READ] Refused,Hispanic,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,[DO NOT READ] Don't know/Refused,Other,Male,Very likely,Republican,Nonwhite,Bexar,40 to 64,Non-White,Less than 50 percent,Cell,1,0.191,1.0353,2.9843,1.2336,2018-10-18 22:38:43
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",Rep. Rio Grande,40 to 64,White,50 to 85 percent,Landline,0.8889,0.814,1.7858,1.0019,1.7174,2018-10-18 23:25:41
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Dem. Rio Grande,40 to 64,White,50 to 85 percent,Cell,1,0.8053,0.5539,0.3016,0.5578,2018-10-18 23:32:35
Und,35 to 49,High school,Hispanic,Male,Asian,Approve,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,Bexar,40 to 64,Non-White,Less than 50 percent,Cell,1,0.2292,1.9969,5.8994,2.5801,2018-10-19 01:35:40
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Not at all likely,Independent (No party),[DO NOT READ] Don't know/Refused,Bexar,40 to 64,White,50 to 85 percent,Cell,0,0.7739,1.2038,0.7038,0.5326,2018-10-19 01:48:18
Und,65 and older,Some college or trade school,Unknown,Female,White,Don't know,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Dem. Rio Grande,65 and older,Unknown,85 percent or higher,Landline,1,0.94,0.7904,0.2761,0.7803,2018-10-19 01:49:12
Rep,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,Dem. Rio Grande,40 to 64,Non-White,50 to 85 percent,Cell,0.7778,0.5784,1.2858,1.0423,1.0467,2018-10-19 02:18:27
