response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Douglas,85 percent or higher,Landline,1,0.9426,1.6209,0.8516,1.6452,2018-09-14 02:42:43
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Support,disagree,Dems. take House,Favorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9941,0.6644,0.2931,0.6731,2018-09-14 02:43:01
Dem,65 and older,Bachelors' degree,White,Female,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9987,0.5749,0.2772,0.5831,2018-09-14 02:43:10
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Central,85 percent or higher,Landline,1,0.8544,0.5285,0.3847,0.5428,2018-09-14 02:43:10
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Landline,0.7778,0.8952,0.9362,0.381,0.9164,2018-09-14 02:44:22
Und,65 and older,Graduate or Professional Degree,Hispanic,Female,Hispanic,Support,agree,Disapp.,oppose,Oppose,disagree,Don't know,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,Non-White,Douglas,85 percent or higher,Landline,0.7778,0.9794,0.712,0.3939,0.7112,2018-09-14 02:45:25
Und,65 and older,High school,White,Female,White,Support,agree,Disapp.,oppose,Support,agree,Dems. take House,Unfavorable,Unfavorable,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Shawnee,Less than 50 percent,Landline,0.1111,0.4367,1.2644,2.4488,0.9716,2018-09-14 02:45:25
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Landline,1,0.9915,1.2424,0.408,1.2582,2018-09-14 02:46:01
Und,35 to 49,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Shawnee,85 percent or higher,Cell,1,0.9701,1.6811,1.3678,1.69,2018-09-14 02:46:10
Dem,65 and older,Some college or trade school,White,Male,White,Support,disagree,Approve,support,Support,agree,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9957,0.927,0.5022,0.9375,2018-09-14 02:46:37
Rep,50 to 64,High school,White,Male,White,Oppose,disagree,Disapp.,support,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Central,50 to 85 percent,Landline,1,0.5846,1.8231,1.7787,1.9917,2018-09-14 02:46:37
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.9948,0.7436,0.2997,0.7534,2018-09-14 22:33:14
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,Oppose,disagree,Approve,Don't know,Support,disagree,Don't know,Don't know,Don't know,disagree,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.9917,1.2395,0.8221,1.2553,2018-09-14 22:36:50
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Douglas,85 percent or higher,Cell,1,0.9906,0.4908,0.2956,0.497,2018-09-14 22:45:14
Dem,65 and older,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9862,0.972,0.5667,0.9799,2018-09-14 22:45:58
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Landline,1,0.998,0.6887,0.2282,0.6975,2018-09-14 22:52:16
Rep,65 and older,Grade school,Unknown,Female,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Rest,50 to 85 percent,Landline,1,0.6514,1.0717,1.0563,1.1486,2018-09-14 22:53:19
Dem,35 to 49,High school,White,Female,White,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Rest,Less than 50 percent,Cell,1,0.3606,1.7895,8.1677,2.1503,2018-09-14 22:57:13
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Support,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Favorable,disagree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Shawnee,Less than 50 percent,Cell,0.6667,0.3298,0.8151,2.4903,0.6052,2018-09-14 22:57:13
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.9776,0.9605,0.3842,0.9666,2018-09-14 22:58:07
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Central,50 to 85 percent,Cell,1,0.6902,0.938,0.8721,0.9955,2018-09-14 22:58:07
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Central,50 to 85 percent,Cell,1,0.5181,0.7327,0.7658,0.8186,2018-09-14 22:58:43
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown,Douglas,85 percent or higher,Cell,1,0.885,1.0387,0.8598,1.0618,2018-09-14 22:59:10
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Oppose,agree,Approve,oppose,Support,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Shawnee,85 percent or higher,Cell,1,0.9315,1.356,0.7701,1.3597,2018-09-14 23:02:31
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,agree,Don't know,oppose,Oppose,disagree,Reps. keep House,Favorable,Unfavorable,disagree,18 to 29,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Shawnee,Less than 50 percent,Cell,0.7778,0.4786,1.0083,2.4274,0.9821,2018-09-14 23:02:31
Dem,65 and older,Bachelors' degree,White,Female,Black,Support,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,White,Rest,85 percent or higher,Cell,1,0.9795,0.6028,0.3158,0.6069,2018-09-14 23:02:40
Rep,65 and older,High school,White,Male,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Favorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.996,1.4118,0.8661,1.428,2018-09-14 23:02:49
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Shawnee,85 percent or higher,Cell,0.7778,0.972,0.707,0.5456,0.7107,2018-09-14 23:03:07
Dem,65 and older,High school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Douglas,Less than 50 percent,Landline,1,0.4199,1.6779,3.0209,1.8106,2018-09-14 23:04:55
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Shawnee,85 percent or higher,Cell,1,0.9919,0.4178,0.2854,0.4231,2018-09-14 23:05:13
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,50 to 85 percent,Cell,1,0.7245,0.5668,0.3848,0.5967,2018-09-14 23:05:31
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Landline,1,0.998,0.6754,0.2868,0.684,2018-09-14 23:05:40
Rep,50 to 64,Some college or trade school,White,Male,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Central,50 to 85 percent,Cell,1,0.7189,1.2207,0.6672,1.2868,2018-09-14 23:07:28
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.9958,0.7238,0.318,0.7334,2018-09-14 23:07:46
Dem,65 and older,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9924,0.6028,0.3117,0.6106,2018-09-14 23:08:58
Rep,35 to 49,High school,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Don't know,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.5716,2.1022,3.0765,2.3059,2018-09-14 23:08:58
Dem,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Landline,1,0.9262,0.778,0.282,0.791,2018-09-14 23:09:34
Dem,65 and older,Graduate or Professional Degree,White,Female,Other,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Shawnee,50 to 85 percent,Cell,1,0.821,0.7227,0.5362,0.7464,2018-09-14 23:11:04
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.8621,0.7031,0.4233,0.7212,2018-09-14 23:11:49
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Rest,50 to 85 percent,Landline,0.8889,0.7394,0.5557,0.3803,0.5504,2018-09-14 23:12:07
Dem,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Douglas,50 to 85 percent,Cell,0.4444,0.6185,0.9405,0.7262,0.6746,2018-09-14 23:12:25
Rep,50 to 64,Some college or trade school,White,Female,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.5644,1.2994,0.9399,1.3506,2018-09-14 23:14:31
Dem,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,[DO NOT READ] Don't know/Refused,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Rest,85 percent or higher,Cell,1,0.9945,0.5973,0.2775,0.5988,2018-09-14 23:14:40
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,agree,Disapp.,oppose,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Douglas,50 to 85 percent,Cell,1,0.794,0.5668,0.3511,0.5882,2018-09-14 23:14:58
Und,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,Don't know,Oppose,Don't know,Dems. take House,Unfavorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Cell,0.7778,0.9451,0.5238,0.2277,0.5175,2018-09-14 23:16:10
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,agree,Approve,support,Support,agree,Reps. keep House,Favorable,Favorable,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.9974,0.7505,0.335,0.7608,2018-09-14 23:16:10
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,85 percent or higher,Cell,1,0.9855,0.9589,0.6479,0.9708,2018-09-14 23:17:42
