response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedc,file_party_model,file_race_unkother,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.9418,0.969,0.7888,0.9892,2018-10-14 17:46:02
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.5658,0.5105,0.5952,0.5642,2018-10-14 17:49:11
3,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,50 to 85 percent,Cell,1,0.5573,1.117,1.498,1.2381,2018-10-14 17:57:26
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,0.8889,0.9313,0.969,0.7976,0.9691,2018-10-14 17:59:59
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9119,1.6066,1.5283,1.6457,2018-10-14 18:00:17
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,50 to 85 percent,Landline,1,0.7401,0.7857,0.8891,0.8292,2018-10-14 18:01:46
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,Unknown/Non-White,85 percent or higher,Landline,1,0.965,1.0962,0.9243,1.117,2018-10-14 18:06:34
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,Less than 50 percent,Landline,1,0.3779,0.889,1.8652,0.9794,2018-10-14 18:13:37
Und,35 to 49,Some college or trade school,Unknown,Female,White,Approve,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Female,Not very likely,or as a member of another political party,"White, No 4-Year College Degree",White,Rest,18 to 39,Probably Trump,Unknown/Non-White,50 to 85 percent,Cell,0.4444,0.7196,1.0003,1.319,0.6682,2018-10-14 18:13:46
Und,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,18 to 39,Probably Trump,White,50 to 85 percent,Cell,1,0.8427,1.1247,1.0887,1.1639,2018-10-14 18:14:22
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,85 percent or higher,Landline,1,0.965,1.1138,1.0082,1.1348,2018-10-14 18:14:40
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Most Trump,White,85 percent or higher,Cell,1,0.9431,1.4195,1.1906,1.449,2018-10-14 18:14:49
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Unknown,White,85 percent or higher,Cell,1,0.8833,1.8235,1.82,1.8752,2018-10-14 18:19:56
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,18 to 39,Most Trump,White,85 percent or higher,Landline,1,0.8542,1.6401,1.7206,1.6941,2018-10-14 18:23:05
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,Rest,40 to 64,Unknown,White,85 percent or higher,Cell,1,0.965,1.0998000000000001,0.8879,1.127,2018-10-14 18:24:17
Rep,65 and older,High school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,Unknown/Non-White,85 percent or higher,Landline,1,0.9448,1.521,1.2807,1.5523,2018-10-14 18:26:23
Und,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,High School Grad. or Less,Republican,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, No 4-Year College Degree",White,Rest,18 to 39,Most Trump,White,Less than 50 percent,Cell,0.4444,0.3904,1.7471,3.5046,1.018,2018-10-14 18:28:20
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.965,0.969,0.7698,0.9873,2018-10-14 18:28:29
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,18 to 39,Most Trump,White,50 to 85 percent,Cell,1,0.7782,1.3456,1.378,1.4089,2018-10-14 18:34:37
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,40 to 64,Most Trump,White,85 percent or higher,Cell,1,0.965,1.1593,0.8997,1.1812,2018-10-14 18:37:46
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.8929,1.1865,1.0759,1.2185,2018-10-14 18:55:50
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.9527,0.6375,0.4531,0.6502,2018-10-14 19:04:39
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,Most Trump,White,50 to 85 percent,Cell,1,0.7833,1.1367,1.1183,1.1527,2018-10-14 19:05:26
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,18 to 39,Probably Trump,White,50 to 85 percent,Cell,1,0.6904,1.5605,1.8028,1.6656,2018-10-14 19:10:21
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,50 to 85 percent,Landline,1,0.7631,0.8918,0.9947,0.9366,2018-10-14 19:15:45
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Rest,18 to 39,Probably Trump,White,50 to 85 percent,Cell,1,0.7072,0.9412,0.9382,1.0006,2018-10-14 19:19:21
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.5615,0.9272,1.4271,1.0262,2018-10-14 19:19:30
Rep,65 and older,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,Rest,65 and older,Most Trump,White,85 percent or higher,Landline,1,0.965,1.0066,0.6908,1.0172,2018-10-14 19:21:45
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.8724,1.1579,1.1776,1.1927,2018-10-14 19:27:27
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.965,0.5403,0.3672,0.5505,2018-10-14 19:38:38
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,Unknown/Non-White,85 percent or higher,Cell,1,0.9113,0.883,0.7886,0.9046,2018-10-14 19:38:38
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Landline,1,0.965,1.1579,1.0645,1.1798,2018-10-14 19:44:20
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,85 percent or higher,Landline,1,0.965,1.669,1.2961,1.7102,2018-10-14 19:47:02
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Duluth,65 and older,Unknown,White,85 percent or higher,Cell,1,0.9515,0.6957,0.6073,0.7096,2018-10-14 19:47:10
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Rest,18 to 39,Probably Trump,White,Less than 50 percent,Cell,0.7778,0.4583,1.0525,1.8826,0.8648,2018-10-14 19:48:32
Und,18 to 34,High school,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Male,Not very likely,Republican,"White, No 4-Year College Degree",White,Duluth,18 to 39,Probably Clinton,White,Less than 50 percent,Cell,0.4444,0.1677,0.9682,4.2798,0.4467,2018-10-14 19:48:32
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Democratic,Male,Already voted,Republican,"White, No 4-Year College Degree",White,Duluth,18 to 39,Probably Clinton,White,50 to 85 percent,Cell,1,0.5357,0.7457,1.0503,0.8687,2018-10-14 19:50:46
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Not very likely,Republican,"White, 4-Year College Grads",White,Minn. Exurbs,40 to 64,Unknown,White,50 to 85 percent,Cell,0.2222,0.719,0.8686,0.9538,0.5075,2018-10-14 19:53:55
3,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,Minn. Exurbs,18 to 39,Probably Trump,White,Less than 50 percent,Cell,0.5556,0.4761,0.8478,1.4376,0.6125,2018-10-14 19:55:34
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Duluth,65 and older,Probably Clinton,White,85 percent or higher,Landline,1,0.965,0.9027,0.7271,0.9198,2018-10-14 19:55:43
Dem,18 to 34,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Not at all likely,Democrat,Nonwhite,Nonwhite,Minn. Exurbs,18 to 39,Probably Trump,White,85 percent or higher,Cell,0.8889,0.899,1.3854,1.342,1.1903,2018-10-14 19:59:55
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Duluth,65 and older,Probably Clinton,White,85 percent or higher,Landline,1,0.965,0.5444,0.3876,0.5548,2018-10-14 20:00:04
Und,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Duluth,18 to 39,Probably Clinton,White,50 to 85 percent,Cell,1,0.8207,0.609,0.5301,0.6326,2018-10-14 20:04:20
Und,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,Duluth,18 to 39,Unknown,White,50 to 85 percent,Cell,0.7778,0.7663,0.6512,0.6343,0.5776,2018-10-14 20:05:50
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Minn. Exurbs,65 and older,Most Trump,White,85 percent or higher,Cell,1,0.965,1.6462,1.3296,1.6774,2018-10-14 20:20:38
Dem,50 to 64,[DO NOT READ] Refused,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Duluth,40 to 64,Probably Clinton,White,85 percent or higher,Cell,1,0.899,1.0094,0.7789,1.0177,2018-10-14 20:21:14
Rep,35 to 49,Some college or trade school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Duluth,40 to 64,Unknown,White,85 percent or higher,Landline,1,0.965,0.821,0.7293,0.8365,2018-10-14 20:22:17
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Minn. Exurbs,65 and older,Most Trump,White,50 to 85 percent,Cell,1,0.8373,0.5105,0.3959,0.5158,2018-10-14 20:26:29
Rep,65 and older,High school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Minn. Exurbs,65 and older,Unknown,White,85 percent or higher,Cell,1,0.965,1.5242,1.4031,1.553,2018-10-14 20:26:38
Und,50 to 64,Grade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Most Trump,White,50 to 85 percent,Cell,1,0.5535,1.5771,2.1471,1.7502,2018-10-14 20:40:42
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Most Trump,White,50 to 85 percent,Cell,1,0.7928,1.1093,1.1814,1.1582,2018-10-14 20:44:18
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,18 to 39,Probably Trump,White,85 percent or higher,Cell,0.8889,0.8755,1.1471,1.0387,1.1426,2018-10-14 20:45:57
Dem,50 to 64,High school,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Duluth,40 to 64,Probably Clinton,Unknown/Non-White,85 percent or higher,Landline,1,0.965,0.9947,0.8013,1.0135,2018-10-14 20:52:15
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Most Trump,White,85 percent or higher,Cell,1,0.9141,1.4195,1.2284,1.4537,2018-10-14 20:57:21
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Duluth,18 to 39,Unknown,White,50 to 85 percent,Cell,1,0.7259,0.6356,0.7159,0.6728,2018-10-14 21:01:58
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Minn. Exurbs,65 and older,Most Trump,White,85 percent or higher,Landline,1,0.965,1.1865,0.9801,1.1989,2018-10-14 21:09:01
Rep,50 to 64,Some college or trade school,White,Female,Other,Approve,Don't know,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Minn. Exurbs,40 to 64,Most Trump,White,85 percent or higher,Cell,1,0.965,1.3664,1.2764,1.3923,2018-10-14 21:09:01
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Duluth,18 to 39,Probably Clinton,White,50 to 85 percent,Cell,1,0.5618,0.7457,1.0015,0.78,2018-10-14 21:09:19
Rep,35 to 49,Graduate or Professional Degree,White,Female,Other,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Minn. Exurbs,40 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.5144,0.4914,0.718,0.5529,2018-10-14 21:12:01
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Most Trump,White,85 percent or higher,Cell,1,0.9435,1.9695,1.6146,2.0104,2018-10-14 21:16:37
Und,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.8794,0.969,0.8447,0.997,2018-10-14 21:17:49
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,50 to 85 percent,Cell,1,0.7154,0.9272,1.1203,0.9467,2018-10-14 21:17:58
3,35 to 49,Some college or trade school,White,Male,White,Approve,Don't know,Don't know,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,50 to 85 percent,Cell,0.7778,0.5807,0.9501,1.2907,0.9239,2018-10-14 21:28:57
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",White,Iron Range,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.965,1.533,1.4328,1.5709,2018-10-14 21:34:35
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,18 to 39,Probably Trump,Unknown/Non-White,85 percent or higher,Cell,1,0.9491,1.0454,0.9269,1.0665,2018-10-14 21:42:23
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Female,Already voted,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.9472,1.1579,1.0845,1.1904,2018-10-14 21:50:51
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,85 percent or higher,Cell,1,0.965,1.1579,1.0645,1.1798,2018-10-14 21:56:46
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,White,50 to 85 percent,Cell,0.5556,0.7031,1.2864,1.5462,1.1713,2018-10-14 21:58:34
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,65 and older,Most Trump,White,85 percent or higher,Landline,0.8889,0.965,0.6464,0.4292,0.6498,2018-10-14 22:03:31
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,65 and older,Most Trump,Unknown/Non-White,85 percent or higher,Cell,1,0.965,0.589,0.4152,0.5952,2018-10-14 22:06:13
Dem,35 to 49,High school,Other,Male,Other,Disapp.,Dems. take House,Unfavorable,Don't know,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Rest,18 to 39,Most Trump,Unknown/Non-White,50 to 85 percent,Cell,1,0.8438,1.7014,1.6679,1.7604,2018-10-14 22:06:49
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,40 to 64,Probably Trump,Unknown/Non-White,50 to 85 percent,Cell,1,0.7927,0.8658,0.9148,0.8774,2018-10-14 22:10:07
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Cell,1,0.965,1.0055,0.8174,1.016,2018-10-14 22:13:07
Dem,65 and older,High school,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Probably Trump,White,85 percent or higher,Landline,1,0.965,1.3615,1.1857,1.3757,2018-10-14 22:18:34
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Most Trump,White,85 percent or higher,Cell,1,0.9413,1.174,1.0473,1.2084,2018-10-14 22:24:52
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Duluth,65 and older,Probably Clinton,Unknown/Non-White,85 percent or higher,Landline,1,0.965,0.4962,0.3749,0.5055,2018-10-14 22:38:39
Dem,35 to 49,Bachelors' degree,Unknown,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Duluth,40 to 64,Probably Clinton,Unknown/Non-White,85 percent or higher,Cell,1,0.9649,0.5855,0.4567,0.5916,2018-10-14 22:40:09
Und,65 and older,Some college or trade school,White,Male,White,Don't know,Dems. take House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Minn. Exurbs,65 and older,Probably Trump,White,50 to 85 percent,Landline,0.8889,0.8088,0.7941,0.7806,0.7352,2018-10-14 22:41:30
Und,35 to 49,Bachelors' degree,Unknown,Female,White,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,40 to 64,Probably Trump,Unknown/Non-White,85 percent or higher,Landline,1,0.8867,0.883,0.8105,0.9076,2018-10-14 23:06:07
Und,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,40 to 64,Most Trump,Unknown/Non-White,85 percent or higher,Cell,0.8889,0.965,1.2625,1.2037,1.2691,2018-10-14 23:06:34
Und,[DO NOT READ] Refused,Bachelors' degree,White,Male,Other,Don't know,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,Rest,40 to 64,Unknown,White,50 to 85 percent,Landline,0.8889,0.8108,0.9024,0.7711,0.8976,2018-10-14 23:08:40
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,50 to 85 percent,Cell,0.4444,0.6612,1.2679,1.4563,0.8062,2018-10-14 23:21:54
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Duluth,18 to 39,Unknown,White,50 to 85 percent,Cell,1,0.6197,0.4182,0.4873,0.4547,2018-10-14 23:22:21
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,White,85 percent or higher,Landline,0.7778,0.9564,1.1138,1.0172,1.1101,2018-10-14 23:24:09
