response,ager,educ,file_race,gender,race_eth,approve,GOVHR,NFLA,NFLRIGHT,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedc,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,Major City,40 to 64,4-year College Grad.,Hispanic,Less than 50 percent,Cell,1,0.1467,1.1349,3.0322,1.6483
Und,18 to 34,Bachelors' degree,White,Male,White,Approve,Dem.,support,support,Don't know,Don't know,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",Major Suburbs,18 to 39,4-year College Grad.,White,Less than 50 percent,Cell,0.1111,0.2152,0.7918,1.814,0.2005
Dem,18 to 34,Some college or trade school,White,Female,Black,Disapp.,Dem.,support,support,Don't know,Dem.,Unfavorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Major Suburbs,18 to 39,No 4-year College Degree,White,Less than 50 percent,Landline,0.7778,0.4185,1.3182,2.4144,1.3948
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Major City,40 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,1,0.3167,1.267,2.2827,1.5391
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rural,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.9593,0.7416,0.2943,0.7389
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",Rural,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.8659,0.7209,0.3369,0.7265
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Rural,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9863,0.7103,0.2849,0.707
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Don't know,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,Unknown,85 percent or higher,Landline,1,0.9652,1.0922,0.6901,1.0879
Rep,65 and older,High school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9841,1.2008,0.6082,1.1952
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9888,0.6908,0.2328,0.6877
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Lib./Don't know,support,support,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Major City,65 and older,No 4-year College Degree,Other Non-White,85 percent or higher,Landline,1,0.9867,1.3772,0.8024,1.3709
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9434,0.7419,0.2372,0.7403
Dem,35 to 49,High school,White,Male,White,Disapp.,Rep.,oppose,oppose,Favorable,Dem.,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Major Suburbs,18 to 39,No 4-year College Degree,White,85 percent or higher,Landline,0.7778,0.9877,1.1159,0.7095,1.1061
Dem,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dem.,support,support,Favorable,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Rural,40 to 64,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9799,0.9639,0.6088,0.9595
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.7462,1.1409,0.8073,1.1349
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9853,1.2352,0.5879,1.2239
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Major City,65 and older,Postgraduate Degree,Unknown,85 percent or higher,Landline,1,0.9928,0.8389,0.2996,0.8354
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",Major City,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,0.4444,0.9374,1.3157,0.6521,1.1673
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Don't know,support,Unfavorable,Dem.,Favorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Rural,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9163,0.6362,0.3097,0.6367
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,0.4444,0.9447,0.7925,0.3013,0.7621
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Lib./Don't know,Don't know,support,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9914,0.776,0.2522,0.7727
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9883,1.1311,0.5221,1.126
Dem,18 to 34,Bachelors' degree,Other,Male,Asian,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Major Suburbs,18 to 39,4-year College Grad.,Other Non-White,50 to 85 percent,Cell,1,0.8434,0.8098,0.456,0.8191
Dem,35 to 49,Some college or trade school,Black,Female,Black,Disapp.,Dem.,support,support,Favorable,Don't know,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Minor City,18 to 39,No 4-year College Degree,Other Non-White,85 percent or higher,Cell,0.8889,0.8997,1.2617,1.0616,1.2547
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.7523,0.7623,0.3003,0.7844
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",Major City,40 to 64,No 4-year College Degree,Unknown,85 percent or higher,Landline,1,0.8507,1.3027,0.8541,1.3161
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,Major Suburbs,18 to 39,4-year College Grad.,Other Non-White,85 percent or higher,Cell,1,0.9894,0.7661,0.3979,0.7599
Dem,65 and older,Some college or trade school,White,Male,Black,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Minor City,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9873,1.0717,0.4877,1.0668
Dem,18 to 34,Graduate or Professional Degree,White,Male,Other,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Major City,18 to 39,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9549,0.7962,0.3824,0.7936
Dem,65 and older,Some college or trade school,Other,Male,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,Other Non-White,85 percent or higher,Landline,1,0.9781,1.0837,0.7682,1.0723
Rep,65 and older,Grade school,White,Male,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Don't know,65 and older,High School Grad. or Less,Other,Male,Not at all likely,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,Less than 50 percent,Landline,0.7778,0.3456,1.0727,2.1459,0.5783
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major City,40 to 64,Postgraduate Degree,White,50 to 85 percent,Cell,0.4444,0.8345,0.8293,0.3252,0.7757
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Rio Grande/South,40 to 64,4-year College Grad.,Hispanic,85 percent or higher,Landline,1,0.9758,0.9035,0.4544,0.8937
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",Major Suburbs,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,0.4444,0.9696,1.2352,0.5974,1.1436
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Rep.,oppose,support,Unfavorable,Rep.,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.8898,0.7704,0.3305,0.7594
Dem,50 to 64,Bachelors' degree,White,Female,Black,Disapp.,Dem.,support,support,Don't know,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Major Suburbs,40 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9614,0.7544,0.2687,0.7515
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,50 to 85 percent,Cell,1,0.8151,0.8172,0.3598,0.8082
Und,35 to 49,Some college or trade school,White,Male,White,Approve,Lib./Don't know,support,Don't know,Don't know,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,Less than 50 percent,Cell,0.4444,0.1218,1.1393,4.5457,0.6675
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Don't know,Don't know,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.997,0.6757,0.2616,0.6723
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,Postgraduate Degree,White,50 to 85 percent,Landline,1,0.6072,0.7994,0.5473,0.8104
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,Dem.,oppose,support,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Rural,18 to 39,4-year College Grad.,White,50 to 85 percent,Landline,1,0.8198,0.8073,0.459,0.7982
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Rep.,oppose,support,Unfavorable,Rep.,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.8604,0.7876,0.3016,0.777
Dem,65 and older,Graduate or Professional Degree,White,Female,Other,Disapp.,Dem.,support,support,Favorable,Don't know,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,or as a member of another political party,Nonwhite,Major Suburbs,65 and older,Postgraduate Degree,White,50 to 85 percent,Landline,1,0.8343,0.8024,0.3318,0.8128
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Rep.,oppose,oppose,Don't know,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rural,40 to 64,No 4-year College Degree,White,50 to 85 percent,Landline,1,0.8066,1.1617,0.8148,1.1826
Dem,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Don't know,oppose,Don't know,Rep.,Don't know,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,Less than 50 percent,Landline,1,0.4589,1.1933,1.5686,1.2508
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Minor City,40 to 64,Postgraduate Degree,White,85 percent or higher,Landline,1,0.8825,0.6978,0.2783,0.7016
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Major Suburbs,40 to 64,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.8448,1.1622,0.6167,1.1753
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,oppose,support,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Major Suburbs,40 to 64,4-year College Grad.,White,Less than 50 percent,Landline,1,0.4234,0.7473,0.6983,0.8539
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Minor City,40 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.974,1.0876,0.5132,1.0828
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Rep.,support,support,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",Rio Grande/South,40 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9921,0.5926,0.311,0.5901
Dem,65 and older,Bachelors' degree,White,Female,Black,Disapp.,Dem.,support,support,Unfavorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Minor City,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9629,0.7676,0.2434,0.7581
Dem,35 to 49,Bachelors' degree,Black,Male,Other,Don't know,Rep.,support,support,Don't know,Don't know,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),Nonwhite,Major Suburbs,40 to 64,4-year College Grad.,Other Non-White,50 to 85 percent,Landline,1,0.7699,0.7834,0.4396,0.7226
Dem,[DO NOT READ] Refused,High school,White,Female,White,Disapp.,Dem.,Don't know,Don't know,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Rural,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9808,1.0829,0.6607,1.0779
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Approve,Rep.,oppose,oppose,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Rio Grande/South,40 to 64,4-year College Grad.,White,85 percent or higher,Landline,1,0.9796,0.6616,0.312,0.6585
Rep,18 to 34,High school,White,Female,White,Disapp.,Lib./Don't know,oppose,support,Don't know,Don't know,Don't know,18 to 29,High School Grad. or Less,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",Rural,18 to 39,No 4-year College Degree,White,50 to 85 percent,Cell,0,0.7765,1.2308,1.1176,0.5532
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,support,support,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Major City,65 and older,Postgraduate Degree,White,50 to 85 percent,Landline,1,0.7966,0.8374,0.3814,0.8541
