response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedc,file_race_unkother,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.9586,0.7109,0.2757,0.7045,2018-10-17 23:33:00
Und,50 to 64,High school,White,Female,White,Approve,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,85 percent or higher,Landline,1,0.9452,1.3736,0.8623,1.3756,2018-10-17 23:33:09
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,0.7778,0.9516,0.8127,0.3643,0.8047,2018-10-17 23:35:06
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Coal Country,40 to 64,Unknown/Non-White,50 to 85 percent,Landline,1,0.6082,1.2312,1.1988,1.2528,2018-10-17 23:35:15
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Greenbrier/East,65 and older,White,85 percent or higher,Landline,1,0.965,0.4719,0.1555,0.4718,2018-10-17 23:35:51
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,18 to 39,White,85 percent or higher,Cell,1,0.9101,1.3322,0.9822,1.318,2018-10-17 23:36:45
Und,50 to 64,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Greenbrier/East,40 to 64,Unknown/Non-White,85 percent or higher,Cell,1,0.9396,1.5128,1.5648,1.5158,2018-10-17 23:43:12
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,40 to 64,Unknown/Non-White,50 to 85 percent,Cell,1,0.8414,0.7401,0.4045,0.7517,2018-10-17 23:46:21
Dem,65 and older,High school,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.9255,1.2898,0.7125,1.2154,2018-10-17 23:46:30
Rep,50 to 64,High school,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Huntington/West,40 to 64,White,50 to 85 percent,Landline,1,0.8368,1.9687,1.2464,2.0012,2018-10-17 23:50:56
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Coal Country,40 to 64,White,85 percent or higher,Landline,1,0.965,0.7838,0.3711,0.7836,2018-10-17 23:54:14
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,Less than 50 percent,Cell,0.6667,0.235,0.7319,1.3547,0.7962,2018-10-17 23:54:32
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,Don't know,Favorable,Don't know,30 to 44,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,Less than 50 percent,Landline,1,0.2564,0.9125,1.5925,1.1663,2018-10-17 23:56:02
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,50 to 85 percent,Landline,1,0.6743,0.9495,0.5484,0.9985,2018-10-17 23:56:56
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,Less than 50 percent,Landline,0.7778,0.2953,1.5251,3.6668,1.7056,2018-10-17 23:57:41
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Huntington/West,40 to 64,White,85 percent or higher,Landline,0.7778,0.965,1.3002,0.7192,1.275,2018-10-18 00:00:14
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,40 to 64,White,85 percent or higher,Cell,1,0.965,0.6492,0.2853,0.6491,2018-10-18 00:00:32
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.9597,0.6729,0.2356,0.673,2018-10-18 00:06:48
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,50 to 85 percent,Cell,1,0.6169,1.0188,0.5394,1.0879,2018-10-18 00:12:21
Und,[DO NOT READ] Refused,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,40 to 64,White,85 percent or higher,Landline,1,0.965,1.517,1.0108,1.5042,2018-10-18 00:13:24
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Not very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,Mr. Ojeda's District,40 to 64,Unknown/Non-White,Less than 50 percent,Landline,0,0.0935,0.9801,4.1163,0.2649,2018-10-18 00:18:03
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.965,0.6081,0.2069,0.608,2018-10-18 00:24:36
Und,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,50 to 85 percent,Landline,1,0.595,1.79,1.4441,1.9237,2018-10-18 00:24:45
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,85 percent or higher,Landline,1,0.8918,0.7571,0.3637,0.7491,2018-10-18 00:25:48
Dem,65 and older,High school,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,65 and older,Unknown/Non-White,85 percent or higher,Landline,1,0.9484,1.6724,1.3756,1.6744,2018-10-18 00:29:42
Rep,[DO NOT READ] Refused,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,40 to 64,Unknown/Non-White,85 percent or higher,Cell,1,0.965,0.8931,0.6185,0.893,2018-10-18 00:30:18
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.8853,0.5894,0.2033,0.5946,2018-10-18 00:31:48
Und,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Greenbrier/East,18 to 39,White,50 to 85 percent,Cell,1,0.7021,1.8006,1.7408,1.807,2018-10-18 00:32:33
Dem,35 to 49,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,Huntington/West,40 to 64,White,85 percent or higher,Cell,1,0.965,0.6653,0.2868,0.6597,2018-10-18 00:33:46
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Mr. Ojeda's District,18 to 39,White,50 to 85 percent,Landline,1,0.8393,1.6094,0.968,1.6352,2018-10-18 00:34:13
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,65 and older,White,85 percent or higher,Cell,1,0.965,0.7109,0.274,0.7108,2018-10-18 00:34:58
Rep,50 to 64,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,Huntington/West,40 to 64,White,85 percent or higher,Cell,1,0.965,0.7419,0.3168,0.7418,2018-10-18 00:36:19
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,40 to 64,White,85 percent or higher,Cell,1,0.9635,0.8651,0.3749,0.865,2018-10-18 00:36:46
Rep,65 and older,Grade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,65 and older,Unknown/Non-White,85 percent or higher,Cell,1,0.965,1.4698,1.146,1.4696,2018-10-18 00:39:01
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,18 to 39,White,85 percent or higher,Cell,1,0.9386,1.1036,0.7284,1.1059,2018-10-18 00:39:10
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,Less than 50 percent,Landline,1,0.3398,0.8836,1.2313,0.9704,2018-10-18 00:40:22
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,85 percent or higher,Cell,1,0.965,0.6729,0.2343,0.6728,2018-10-18 00:43:13
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Huntington/West,40 to 64,White,85 percent or higher,Cell,1,0.8897,1.3002,0.7791,1.3109,2018-10-18 00:43:40
Dem,35 to 49,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,Less than 50 percent,Cell,1,0.3797,1.2733,2.0853,1.4937,2018-10-18 00:45:10
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,65 and older,Unknown/Non-White,85 percent or higher,Cell,1,0.965,0.9033,0.5029,0.9031,2018-10-18 00:45:28
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,85 percent or higher,Landline,1,0.965,0.7571,0.3369,0.7569,2018-10-18 00:55:56
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,85 percent or higher,Landline,1,0.9035,0.6393,0.2167,0.6433,2018-10-18 01:25:16
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Huntington/West,65 and older,White,85 percent or higher,Landline,1,0.9598,0.8409,0.3367,0.8411,2018-10-18 21:35:11
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Huntington/West,40 to 64,White,85 percent or higher,Cell,1,0.965,0.7419,0.3168,0.7356,2018-10-18 21:40:35
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Coal Country,18 to 39,White,50 to 85 percent,Landline,1,0.5441,0.9777,0.7664,1.0681,2018-10-18 21:43:44
Rep,50 to 64,High school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Huntington/West,40 to 64,White,85 percent or higher,Landline,0.8889,0.8526,1.259,0.8304,1.2296,2018-10-18 21:54:38
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Huntington/West,18 to 39,White,85 percent or higher,Cell,1,0.9497,1.0082,0.5856,1.0093,2018-10-18 22:08:17
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Greenbrier/East,65 and older,White,85 percent or higher,Cell,1,0.9007,1.1425,0.6841,1.1304,2018-10-18 22:12:47
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,85 percent or higher,Landline,1,0.8801,0.5935,0.2214,0.5992,2018-10-18 22:13:32
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Greenbrier/East,40 to 64,White,85 percent or higher,Landline,1,0.965,0.4866,0.1941,0.4866,2018-10-18 22:45:46
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Huntington/West,18 to 39,White,Less than 50 percent,Landline,1,0.4685,1.6429,3.2293,1.8469,2018-10-18 23:14:03
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Greenbrier/East,40 to 64,White,85 percent or higher,Landline,1,0.965,0.8381,0.4524,0.838,2018-10-18 23:22:23
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Mr. Ojeda's District,40 to 64,White,85 percent or higher,Cell,1,0.9571,0.7736,0.2989,0.7739,2018-10-18 23:33:11
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,65 and older,White,85 percent or higher,Landline,1,0.965,0.4413,0.1289,0.4412,2018-10-18 23:41:01
Und,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Huntington/West,65 and older,White,50 to 85 percent,Cell,1,0.7324,1.0188,0.4561,1.0568,2018-10-18 23:48:57
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Coal Country,18 to 39,White,Less than 50 percent,Landline,1,0.3064,1.5334,4.2337,1.8835,2018-10-18 23:49:51
Dem,65 and older,Some college or trade school,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Mr. Ojeda's District,65 and older,Unknown/Non-White,85 percent or higher,Landline,1,0.965,0.7537,0.3276,0.7535,2018-10-19 00:11:40
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,85 percent or higher,Landline,1,0.9502,0.619,0.2109,0.6196,2018-10-19 00:32:21
Und,65 and older,Bachelors' degree,Black,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,65 and older,Unknown/Non-White,85 percent or higher,Landline,1,0.943,0.9855,0.5907,0.9871,2018-10-19 00:33:24
Dem,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Coal Country,40 to 64,White,85 percent or higher,Cell,1,0.9504,0.6013,0.2567,0.6019,2018-10-19 00:56:19
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Mr. Ojeda's District,40 to 64,White,85 percent or higher,Landline,1,0.9383,0.5199,0.1669,0.521,2018-10-19 01:01:34
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Coal Country,40 to 64,White,85 percent or higher,Cell,1,0.965,0.6705,0.2793,0.6704,2018-10-19 01:08:54
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Don't know,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Mr. Ojeda's District,40 to 64,White,85 percent or higher,Landline,1,0.8988,0.619,0.2223,0.6233,2018-10-19 01:31:15
