response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.946,1.5251,1.2055,1.5668,2018-09-13 01:49:43
Rep,65 and older,High school,White,Female,White,Oppose,agree,Approve,Don't know,Oppose,agree,Don't know,Favorable,Favorable,disagree,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Aurora,85 percent or higher,Cell,0.8889,0.956,1.5527,1.297,1.5687,2018-09-13 01:50:46
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Republican,Male,Not very likely,Republican,Nonwhite,Nonwhite,18 to 34,Hispanic,Rest of Araphahoe,Less than 50 percent,Cell,0.4444,0.1089,0.596,2.1043,0.2726,2018-09-13 01:50:55
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.9637,0.9095,0.622,0.933,2018-09-13 01:51:04
Und,[DO NOT READ] Refused,Bachelors' degree,Unknown,Female,White,Oppose,agree,Disapp.,oppose,Oppose,disagree,Don't know,Don't know,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Rest of Araphahoe,85 percent or higher,Landline,1,0.9496,1.3016,0.8321,1.3368,2018-09-13 01:51:13
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown,Douglas,Less than 50 percent,Cell,0.5556,0.4349,1.0354,2.0912,0.7418,2018-09-13 01:52:52
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Landline,1,0.9871,1.7139,1.1668,1.757,2018-09-13 01:53:37
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Rest of Araphahoe,50 to 85 percent,Landline,0.7778,0.5232,0.8472,1.1062,0.8973,2018-09-13 01:53:55
Rep,50 to 64,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Aurora,Less than 50 percent,Cell,1,0.3613,0.8572,1.5442,0.9569,2018-09-13 01:54:22
Dem,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Aurora,85 percent or higher,Cell,1,0.984,0.8489,0.7572,0.8702,2018-09-13 01:56:01
Dem,65 and older,Some college or trade school,Black,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,Other Non-White,Aurora,50 to 85 percent,Cell,1,0.6041,1.6563,1.8917,1.7302,2018-09-13 01:56:01
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Not at all likely,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Rest of Araphahoe,85 percent or higher,Cell,1,0.9238,1.0802,0.8047,0.9826,2018-09-13 01:57:22
Dem,50 to 64,Graduate or Professional Degree,Other,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Other Non-White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9498,1.2694,0.8473,1.3036,2018-09-13 01:58:07
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,agree,Disapp.,support,Support,agree,Don't know,Favorable,Favorable,disagree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest of Araphahoe,85 percent or higher,Landline,1,0.8939,1.1096,0.7438,1.147,2018-09-13 02:00:57
Rep,18 to 34,High school,White,Female,Other,Support,agree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,18 to 29,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Rest of Araphahoe,Less than 50 percent,Cell,0.4444,0.3539,0.8004,1.9129,0.5127,2018-09-13 02:00:58
Rep,50 to 64,Some college or trade school,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Aurora,85 percent or higher,Landline,1,0.9821,1.0215,0.7834,1.0472,2018-09-13 02:00:58
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Rest of Araphahoe,85 percent or higher,Landline,1,0.9943,1.2196,0.7911,1.251,2018-09-13 02:01:15
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Cell,1,0.8616,1.8405,1.3316,1.9117,2018-09-13 02:01:42
Dem,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Douglas,85 percent or higher,Landline,1,0.9973,1.4153,1.0626,1.4526,2018-09-13 02:01:42
Dem,18 to 34,Some college or trade school,White,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Aurora,85 percent or higher,Landline,1,0.9265,0.5156,0.5551,0.5308,2018-09-13 02:01:42
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Unfavorable,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Douglas,85 percent or higher,Landline,1,0.9365,1.7279,1.1778,1.7768,2018-09-13 02:03:03
Rep,50 to 64,High school,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Adams,85 percent or higher,Cell,1,0.9852,0.9684,0.8388,0.9881,2018-09-13 02:03:12
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,Other,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Favorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9837,0.9974,0.7166,1.0224,2018-09-13 02:03:30
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,agree,Approve,oppose,Support,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Aurora,85 percent or higher,Cell,1,0.988,1.0503,0.6804,1.0725,2018-09-13 02:03:30
Dem,35 to 49,Some college or trade school,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9225,0.5034,0.5109,0.5185,2018-09-13 02:04:06
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Aurora,50 to 85 percent,Cell,1,0.7881,1.2144,1.0026,1.2776,2018-09-13 02:04:14
Rep,65 and older,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Oppose,agree,Approve,oppose,Support,Don't know,Reps. keep House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Douglas,85 percent or higher,Cell,1,0.9966,1.9026,1.3059,1.9524,2018-09-13 02:04:15
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,50 to 85 percent,Cell,0.8889,0.7164,0.7202,0.6976,0.723,2018-09-13 02:05:53
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.7267,0.7202,0.6877,0.7393,2018-09-13 02:06:03
Dem,35 to 49,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9882,0.5565,0.4273,0.5683,2018-09-13 02:06:12
Rep,65 and older,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Adams,85 percent or higher,Landline,1,0.9807,0.5469,0.4165,0.5606,2018-09-13 02:06:12
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Aurora,85 percent or higher,Cell,1,0.998,1.1015,0.7702,1.1308,2018-09-13 02:06:39
Rep,50 to 64,Some college or trade school,White,Male,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.9948,1.7645,1.3094,1.806,2018-09-13 02:08:00
Dem,35 to 49,Some college or trade school,Black,Female,Black,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Other Non-White,Rest of Araphahoe,Less than 50 percent,Cell,1,0.3494,1.0887,2.2937,1.3335,2018-09-13 02:08:08
Dem,35 to 49,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Rest of Araphahoe,Less than 50 percent,Cell,1,0.2192,0.8826,3.0233,1.1999,2018-09-13 02:09:03
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9644,1.0404,0.6438,1.0672,2018-09-13 02:09:12
Und,35 to 49,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Favorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.8054,1.055,0.89,1.1064,2018-09-13 02:09:12
Dem,65 and older,Graduate or Professional Degree,Black,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Other Non-White,Aurora,85 percent or higher,Cell,1,0.9805,1.4019,0.8949,1.4371,2018-09-13 02:09:38
Und,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.953,0.8527,0.5874,0.8755,2018-09-13 02:10:06
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,Less than 50 percent,Cell,1,0.4265,0.4499,0.8333,0.5287,2018-09-13 02:11:27
Rep,50 to 64,High school,Black,Male,Black,Support,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Unfavorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Other Non-White,Aurora,50 to 85 percent,Cell,1,0.511,2.1739,3.4112,2.4655,2018-09-13 02:11:45
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,0.8889,0.92,0.8017,0.6542,0.82,2018-09-13 02:12:21
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,agree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Favorable,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Aurora,50 to 85 percent,Cell,1,0.8169,1.3058,0.9918,1.3664,2018-09-13 02:12:48
Rep,65 and older,High school,Unknown,Female,White,Don't know,Don't know,Approve,Don't know,Support,agree,Reps. keep House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Rest of Araphahoe,85 percent or higher,Landline,1,0.9792,1.7772,1.2439,1.8219,2018-09-13 02:13:06
Und,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Adams,85 percent or higher,Landline,0,0.9799,0.7063,0.4568,0.6924,2018-09-13 02:14:18
Rep,35 to 49,Some college or trade school,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Aurora,Less than 50 percent,Cell,1,0.387,0.7865,1.6214,0.9428,2018-09-13 02:14:18
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,Rest of Araphahoe,85 percent or higher,Cell,1,0.9429,1.0031,0.6875,1.0308,2018-09-13 02:14:18
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,agree,Disapp.,support,Support,agree,Dems. take House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Aurora,85 percent or higher,Landline,1,0.9956,0.986,0.6492,1.0096,2018-09-13 02:14:54
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Rest of Araphahoe,50 to 85 percent,Cell,1,0.6165,0.6335,0.7758,0.694,2018-09-13 02:15:11
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Rest of Araphahoe,85 percent or higher,Cell,1,0.9556,0.8527,0.5858,0.8667,2018-09-13 02:15:12
