response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Bachelors' degree,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,Non-White,Morris,85 percent or higher,Landline,1,0.97,0.6392,0.2807,0.6246,2018-10-31 01:08:26
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Morris,85 percent or higher,Landline,1,0.97,0.7535,0.34,0.7419,2018-10-31 01:09:02
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,Nonwhite,35 to 49,Postgraduate Degree,Non-White,Somerset,85 percent or higher,Landline,1,0.8732,0.5815,0.2999,0.5871,2018-10-31 01:09:11
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,Unknown,Hunterdon/Warren,50 to 85 percent,Landline,1,0.8243,0.9716,0.6194,0.9927,2018-10-31 01:13:32
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Somerset,50 to 85 percent,Landline,1,0.8339,1.4014,1.1615,1.4038,2018-10-31 01:13:50
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.97,0.7829,0.4275,0.7708,2018-10-31 01:15:38
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Essex/Union,85 percent or higher,Landline,1,0.97,0.721,0.3274,0.7098,2018-10-31 01:15:56
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Essex/Union,50 to 85 percent,Landline,1,0.754,1.4805,1.3624,1.5057,2018-10-31 01:18:48
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Morris,85 percent or higher,Landline,1,0.9311,0.5104,0.2532,0.5042,2018-10-31 01:19:15
Dem,65 and older,Some college or trade school,Hispanic,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,No 4-year College Degree,Non-White,Somerset,85 percent or higher,Landline,1,0.97,1.0159,0.7771,0.9927,2018-10-31 01:22:06
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.97,0.743,0.3828,0.7314,2018-10-31 21:31:07
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,Unknown,Hunterdon/Warren,85 percent or higher,Landline,1,0.97,0.8644,0.4674,0.851,2018-10-31 21:37:52
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,[DO NOT READ] Don't know/Refused,White,Essex/Union,85 percent or higher,Cell,1,0.9528,1.0691,0.4441,1.0538,2018-10-31 21:40:43
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,White,Essex/Union,Less than 50 percent,Cell,1,0.3352,1.2064,3.2593,1.5286,2018-10-31 21:53:10
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Morris,50 to 85 percent,Cell,1,0.6091,1.1596,1.2986,1.1619,2018-10-31 21:56:01
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Morris,85 percent or higher,Cell,1,0.97,0.8067,0.5943,0.7942,2018-10-31 21:57:40
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Hunterdon/Warren,50 to 85 percent,Landline,1,0.747,1.5766,0.954,1.6057,2018-10-31 21:57:49
Dem,50 to 64,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,4-year College Grad.,Non-White,Somerset,85 percent or higher,Landline,1,0.8692,0.9962,0.4608,0.9922,2018-10-31 21:58:52
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Hunterdon/Warren,Less than 50 percent,Cell,1,0.4843,1.0874,1.2453,1.1962,2018-10-31 21:59:01
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Somerset,50 to 85 percent,Landline,1,0.6643,1.4383,1.497,1.4287,2018-10-31 21:59:37
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,No 4-year College Degree,Non-White,Somerset,Less than 50 percent,Cell,0.8889,0.2131,1.3338,4.948,1.6524,2018-10-31 21:59:55
Rep,18 to 34,High school,Unknown,Male,White,Disapp.,Don't know,Don't know,Unfavorable,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,No 4-year College Degree,Unknown,Morris,Less than 50 percent,Cell,0.7778,0.1821,0.9682,5.296,1.1577,2018-10-31 22:00:01
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,85 percent or higher,Cell,1,0.97,0.6646,0.2839,0.6544,2018-10-31 22:00:04
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Essex/Union,50 to 85 percent,Cell,1,0.8411,1.4958,0.6205,1.4965,2018-10-31 22:00:31
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Somerset,85 percent or higher,Landline,1,0.97,0.6676,0.3006,0.6573,2018-10-31 22:00:58
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Essex/Union,85 percent or higher,Landline,1,0.8714,1.1694,0.915,1.1643,2018-10-31 22:01:16
Dem,65 and older,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,4-year College Grad.,White,Morris,50 to 85 percent,Cell,1,0.8342,1.0087,0.5,1.0104,2018-10-31 22:01:52
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Somerset,50 to 85 percent,Cell,1,0.5064,1.1616,0.9032,1.267,2018-10-31 22:02:19
Und,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.6169,1.614,2.0244,1.6976,2018-10-31 22:03:28
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Essex/Union,85 percent or higher,Cell,1,0.97,1.2007,0.8939,1.1821,2018-10-31 22:04:07
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Essex/Union,85 percent or higher,Cell,1,0.9415,0.5792,0.2822,0.5715,2018-10-31 22:06:10
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Morris,Less than 50 percent,Landline,1,0.4653,1.0153,1.0182,1.1257,2018-10-31 22:08:25
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Morris,Less than 50 percent,Cell,0.8889,0.4334,0.6701,0.761,0.7265,2018-10-31 22:11:16
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Somerset,85 percent or higher,Cell,1,0.97,0.6824,0.3087,0.6719,2018-10-31 22:12:55
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.5982,1.8334,2.3549,1.9389,2018-10-31 22:15:19
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,White,Essex/Union,50 to 85 percent,Cell,1,0.5838,0.6629,0.5653,0.7041,2018-10-31 22:19:58
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,Unknown,Somerset,Less than 50 percent,Cell,1,0.4988,0.9423,0.9885,1.0308,2018-10-31 22:20:07
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Somerset,85 percent or higher,Cell,1,0.97,1.136,0.7958,1.1241,2018-10-31 22:20:34
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,Unknown,Morris,85 percent or higher,Cell,1,0.9283,0.9386,0.7581,0.9274,2018-10-31 22:21:01
Rep,50 to 64,High school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Unknown,Morris,85 percent or higher,Landline,1,0.9013,0.9145,0.7605,0.9175,2018-10-31 22:21:19
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Essex/Union,Less than 50 percent,Cell,1,0.2157,0.992,2.5686,1.1564,2018-10-31 22:21:37
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,Unknown,Hunterdon/Warren,85 percent or higher,Landline,1,0.97,1.3447,0.73,1.3306,2018-10-31 22:22:49
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Female,Not very likely,Republican,Nonwhite,Nonwhite,18 to 34,No 4-year College Degree,Non-White,Essex/Union,Less than 50 percent,Cell,0.3333,0.2652,0.9785,3.4098,0.4117,2018-10-31 22:23:43
Dem,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Postgraduate Degree,White,Morris,85 percent or higher,Landline,1,0.97,0.54990000000000006,0.2318,0.5414,2018-10-31 22:24:55
Rep,18 to 34,Graduate or Professional Degree,Asian,Female,Asian,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Postgraduate Degree,Non-White,Hunterdon/Warren,Less than 50 percent,Landline,1,0.1215,0.6192,3.0154,0.931,2018-10-31 22:25:58
Dem,50 to 64,Graduate or Professional Degree,Other,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,Non-White,Morris,50 to 85 percent,Cell,1,0.8418,0.565,0.3017,0.5652,2018-10-31 22:28:04
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Somerset,85 percent or higher,Landline,1,0.97,1.1432,0.4342,1.1255,2018-10-31 22:29:16
Dem,65 and older,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,Non-White,Somerset,85 percent or higher,Landline,1,0.9656,0.9957,0.3917,0.9805,2018-10-31 22:30:28
Dem,35 to 49,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,No 4-year College Degree,Non-White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.7902,1.412,1.5029,1.4257,2018-10-31 22:31:13
Rep,35 to 49,Some college or trade school,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Somerset,Less than 50 percent,Landline,1,0.2931,1.2613,3.4681,1.5409,2018-10-31 22:34:49
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Hunterdon/Warren,85 percent or higher,Cell,1,0.97,1.2698,1.0732,1.2502,2018-10-31 22:34:58
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,Unknown,Essex/Union,50 to 85 percent,Cell,1,0.7228,1.7403,0.8814,1.7819,2018-10-31 22:40:58
Dem,50 to 64,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,No 4-year College Degree,Non-White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9636,1.1065,1.0275,1.0898,2018-10-31 22:51:03
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Postgraduate Degree,Unknown,Essex/Union,50 to 85 percent,Cell,1,0.6507,0.8565,0.5979,0.8925,2018-10-31 22:52:51
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Somerset,Less than 50 percent,Cell,1,0.3665,1.1781,1.5868,1.26,2018-10-31 22:54:48
Dem,50 to 64,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Postgraduate Degree,Non-White,Morris,50 to 85 percent,Cell,1,0.745,0.6251,0.3536,0.6369,2018-10-31 22:55:42
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Essex/Union,Less than 50 percent,Cell,1,0.3191,0.992,1.7366,1.1895,2018-10-31 22:57:03
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Morris,85 percent or higher,Cell,1,0.97,0.7339,0.3127,0.7171,2018-10-31 23:00:07
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.8522,1.2452,0.6492,1.2436,2018-10-31 23:00:25
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Postgraduate Degree,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9262,0.8435,0.427,0.8337,2018-10-31 23:01:01
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Essex/Union,50 to 85 percent,Cell,1,0.6175,1.3469,0.8751,1.4667,2018-10-31 23:02:36
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Postgraduate Degree,White,Essex/Union,Less than 50 percent,Cell,1,0.465,0.8556,0.9212,0.9488,2018-10-31 23:02:49
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Postgraduate Degree,White,Morris,Less than 50 percent,Landline,0.8889,0.372,0.5926,0.8324,0.6018,2018-10-31 23:08:04
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Somerset,85 percent or higher,Cell,1,0.8644,0.8753,0.4648,0.8855,2018-10-31 23:14:13
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Morris,85 percent or higher,Landline,1,0.8951,0.8279,0.6613,0.8215,2018-10-31 23:14:31
Rep,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Don't know,Favorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Somerset,Less than 50 percent,Cell,1,0.2454,1.0661,2.2672,1.4699,2018-10-31 23:15:26
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,Postgraduate Degree,Unknown,Essex/Union,85 percent or higher,Cell,1,0.8904,0.6742,0.3858,0.678,2018-10-31 23:16:20
Rep,65 and older,Some college or trade school,Other,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,Non-White,Morris,50 to 85 percent,Cell,1,0.5776,1.0099,1.2296,1.0748,2018-10-31 23:16:20
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,4-year College Grad.,White,Essex/Union,85 percent or higher,Landline,1,0.97,1.0638,0.4324,1.0396,2018-10-31 23:20:14
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Republican,Male,Not at all likely,Republican,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,Unknown,Morris,Less than 50 percent,Cell,0,0.0923,0.9075,3.2332,0.1829,2018-10-31 23:26:05
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,Unknown,Hunterdon/Warren,Less than 50 percent,Cell,1,0.3317,1.6085,2.6807,1.9127,2018-10-31 23:29:05
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,4-year College Grad.,White,Essex/Union,85 percent or higher,Cell,1,0.88,0.9412,0.474,0.936,2018-10-31 23:29:45
3,18 to 34,Bachelors' degree,Other,Male,Hispanic,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,4-year College Grad.,Non-White,Somerset,Less than 50 percent,Cell,0.6667,0.3148,0.9822,1.65,0.707,2018-10-31 23:30:21
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,White,Essex/Union,Less than 50 percent,Cell,0.7778,0.4633,1.0494,1.2435,1.0833,2018-10-31 23:33:48
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Essex/Union,85 percent or higher,Cell,1,0.97,1.0643,0.458,1.0479,2018-10-31 23:42:30
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Somerset,Less than 50 percent,Cell,1,0.4651,1.3322,1.3315,1.3783,2018-10-31 23:43:15
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,No 4-year College Degree,White,Essex/Union,Less than 50 percent,Cell,1,0.3635,1.2984,2.8883,1.514,2018-10-31 23:51:11
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,No 4-year College Degree,White,Somerset,85 percent or higher,Cell,1,0.97,1.2567,0.8254,1.2373,2018-10-31 23:51:29
Dem,18 to 34,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,4-year College Grad.,Non-White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.8377,1.0048,0.6897,1.0232,2018-10-31 23:54:56
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,4-year College Grad.,White,Morris,Less than 50 percent,Cell,1,0.1579,0.9456,2.7662,1.334,2018-11-01 00:01:23
