response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,Less than 50 percent,Cell,0.4444,0.3042,0.9719,2.4819,0.3773,2018-10-25 21:27:36
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Ocean,85 percent or higher,Cell,1,0.881,0.3977,0.1847,0.4019,2018-10-25 21:34:28
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.433,0.4836,0.5046,0.5528,2018-10-25 21:41:34
Rep,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,"Burlington, Clinton",50 to 85 percent,Cell,1,0.7328,0.6629,0.4055,0.6883,2018-10-25 21:43:58
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.7639,0.833,0.3849,0.8592,2018-10-25 21:48:02
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Clinton",Less than 50 percent,Cell,0.7778,0.3823,0.7318,1.333,0.7141,2018-10-25 21:50:17
Dem,65 and older,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,Nonwhite,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.97,0.643,0.3545,0.6467,2018-10-25 21:51:56
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Burlington, Trump",50 to 85 percent,Landline,1,0.7068,1.2083,0.5017,1.2131,2018-10-25 21:57:38
Dem,35 to 49,Some college or trade school,Unknown,Male,Black,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,35 to 49,Unknown,"Burlington, Clinton",50 to 85 percent,Cell,0.7778,0.554,0.9635,1.2975,0.7925,2018-10-25 21:58:05
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Don't know,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ocean,50 to 85 percent,Cell,1,0.737,0.4852,0.2934,0.5033,2018-10-25 21:58:23
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Landline,1,0.8377,1.6011,0.6396,1.6289,2018-10-25 21:59:08
Und,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Male,[DO NOT READ] Don't know/Refused,Republican,"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,1,0.2993,0.8645,1.3678,0.728,2018-10-25 22:00:47
Dem,65 and older,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Black,"Burlington, Clinton",50 to 85 percent,Landline,1,0.7995,1.6179,0.9204,1.6572,2018-10-25 22:00:48
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.8335,0.7841,0.3197,0.7784,2018-10-25 22:02:54
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.8821,0.635,0.3967,0.6291,2018-10-25 22:03:12
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Ocean,Less than 50 percent,Cell,0.8889,0.4135,0.936,1.1525,0.9551,2018-10-25 22:05:18
Und,35 to 49,High school,White,Male,Black,Don't know,Don't know,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Male,Somewhat likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,35 to 49,White,"Burlington, Clinton",Less than 50 percent,Cell,0.3333,0.0806,1.2898,7.2714,0.683,2018-10-25 22:06:48
Rep,35 to 49,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,White,Ocean,50 to 85 percent,Cell,1,0.8469,0.6902,0.4421,0.7012,2018-10-25 22:08:52
Dem,35 to 49,Bachelors' degree,Other,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Other Non-White,Ocean,85 percent or higher,Cell,1,0.9046,0.7641,0.3644,0.7696,2018-10-25 22:09:28
Dem,50 to 64,High school,Black,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Black,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,1.2965,0.8858,1.2973,2018-10-25 22:10:15
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",85 percent or higher,Cell,1,0.97,0.9427,0.4624,0.9481,2018-10-25 22:11:45
3,35 to 49,Some college or trade school,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,White,Ocean,85 percent or higher,Cell,1,0.9235,0.791,0.6078,0.7949,2018-10-25 22:16:00
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,"Burlington, Clinton",50 to 85 percent,Landline,1,0.8069,0.6989,0.3591,0.7149,2018-10-25 22:16:00
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6025,1.1587,1.3098,1.2437,2018-10-25 22:18:23
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Ocean,85 percent or higher,Landline,1,0.8844,0.6916,0.3964,0.6852,2018-10-25 22:21:05
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.4287,0.5752,0.7537,0.6588,2018-10-25 22:22:54
Und,50 to 64,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.8648,0.753,0.373,0.7628,2018-10-25 22:34:43
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Don't know,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,Less than 50 percent,Cell,0.2222,0.4338,0.9719,1.7406,0.4255,2018-10-25 22:35:37
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6269,0.8082,0.7011,0.8206,2018-10-25 22:37:43
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,18 to 29,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Clinton",Less than 50 percent,Cell,0.6667,0.1874,0.5367,1.4845,0.5187,2018-10-25 22:39:13
Und,35 to 49,High school,White,Female,Other,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Ocean,50 to 85 percent,Landline,0.7778,0.7276,1.7008,2.1938,1.6231,2018-10-25 22:39:40
Dem,50 to 64,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.903,0.643,0.3808,0.6478,2018-10-25 22:41:37
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ocean,85 percent or higher,Cell,1,0.97,0.6602,0.2955,0.6557,2018-10-25 22:43:07
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Ocean,50 to 85 percent,Cell,0.8889,0.5239,1.0925,1.2099,1.1674,2018-10-25 22:43:16
Und,35 to 49,High school,Hispanic,Male,Hispanic,Approve,Dems. take House,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Male,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,35 to 49,Other Non-White,Ocean,Less than 50 percent,Cell,1,0.3327,1.371,3.6329,1.512,2018-10-25 22:44:10
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ocean,Less than 50 percent,Cell,0.6667,0.2654,0.7609,1.5726,0.5525,2018-10-25 22:49:23
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ocean,85 percent or higher,Cell,1,0.97,0.6428,0.2068,0.6384,2018-10-25 22:49:50
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Ocean,Less than 50 percent,Cell,1,0.4105,1.0065,1.3133,1.0764,2018-10-25 22:50:35
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.7375,0.6362,0.3093,0.6599,2018-10-25 22:50:44
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,85 percent or higher,Landline,1,0.934,0.8723,0.6129,0.8754,2018-10-25 22:51:20
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.6476,1.6981,1.4726,1.8591,2018-10-25 22:53:26
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.6424,1.1184,0.7602,1.187,2018-10-25 22:58:23
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Ocean,50 to 85 percent,Cell,1,0.7321,0.6418,0.3815,0.6665,2018-10-25 22:58:41
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Very likely,Republican,Nonwhite,Nonwhite,50 to 64,White,Ocean,Less than 50 percent,Cell,1,0.4967,1.1003,1.2919,1.1472,2018-10-25 22:58:41
Dem,18 to 34,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,White,Ocean,Less than 50 percent,Cell,1,0.2934,0.5862,0.9453,0.6595,2018-10-25 22:58:50
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ocean,85 percent or higher,Cell,1,0.9043,0.8658,0.478,0.872,2018-10-25 22:59:26
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",85 percent or higher,Cell,1,0.97,0.4196,0.1547,0.4199,2018-10-25 23:00:02
Und,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.5394,0.6352,0.5167,0.6557,2018-10-25 23:00:11
Rep,50 to 64,High school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Ocean,50 to 85 percent,Cell,0.8889,0.8242,1.6131,1.3889,1.624,2018-10-25 23:06:02
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Ocean,Less than 50 percent,Cell,0.4444,0.4494,0.6988,0.7059,0.5707,2018-10-25 23:06:19
Dem,[DO NOT READ] Refused,High school,Unknown,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,Ocean,50 to 85 percent,Landline,1,0.8401,2.9973,2.25,3.1002,2018-10-25 23:06:20
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,Don't know,Unfavorable,Don't know,65 and older,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,Less than 50 percent,Cell,0.7778,0.2836,1.0861,2.1338,1.0873,2018-10-25 23:12:01
Dem,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ocean,Less than 50 percent,Cell,1,0.4601,0.9719,1.6412,1.0976,2018-10-25 23:12:19
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.8296,0.5907,0.297,0.5865,2018-10-25 23:14:08
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Trump",85 percent or higher,Cell,1,0.97,1.2652,0.7117,1.266,2018-10-25 23:14:08
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ocean,Less than 50 percent,Landline,1,0.1548,0.7162,1.7095,0.9012,2018-10-25 23:14:43
Und,18 to 34,Some college or trade school,Asian,Female,Other,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Other Non-White,"Burlington, Clinton",Less than 50 percent,Cell,0.4444,0.2013,1.2356,5.48,1.1796,2018-10-25 23:16:04
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,"Burlington, Trump",50 to 85 percent,Cell,1,0.685,0.9656,1.0292,1.0439,2018-10-25 23:16:49
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Ocean,50 to 85 percent,Cell,1,0.5674,0.9757,1.2449,1.0588,2018-10-25 23:16:58
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Landline,1,0.97,1.0392,0.6246,1.0398,2018-10-25 23:19:04
Rep,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,Other Non-White,Ocean,Less than 50 percent,Cell,1,0.2454,0.6957,1.1715,0.8061,2018-10-25 23:19:31
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.8034,1.13,0.6091,1.124,2018-10-25 23:20:23
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ocean,Less than 50 percent,Cell,1,0.2724,0.4157,0.5968,0.5246,2018-10-25 23:24:55
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,85 percent or higher,Cell,1,0.8725,0.4386,0.1902,0.4437,2018-10-25 23:29:16
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Other Non-White,Ocean,50 to 85 percent,Cell,1,0.8089,0.9726,0.5118,0.967,2018-10-25 23:29:34
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.7387,0.7355,0.2731,0.7819,2018-10-25 23:30:31
3,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.3598,0.7399,1.7007,0.8787,2018-10-25 23:30:49
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.6921,0.5018,0.2412,0.5048,2018-10-25 23:32:47
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ocean,Less than 50 percent,Cell,1,0.408,0.6408,0.8092,0.7414,2018-10-25 23:32:55
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ocean,85 percent or higher,Cell,0.4444,0.9383,1.7181,1.0464,1.6566,2018-10-25 23:33:13
Rep,65 and older,Grade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Ocean,50 to 85 percent,Cell,1,0.6853,2.0959,1.9033,2.2002,2018-10-25 23:34:34
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Burlington, Clinton",50 to 85 percent,Cell,0.4444,0.7254,1.6981,1.3147,1.472,2018-10-25 23:35:28
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Burlington, Clinton",50 to 85 percent,Cell,1,0.8235,0.5283,0.2725,0.5248,2018-10-25 23:36:13
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Burlington, Trump",50 to 85 percent,Cell,1,0.6816,1.0531,1.1134,1.1065,2018-10-25 23:51:03
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Ocean,Less than 50 percent,Landline,1,0.2816,0.839,1.5114,0.9501,2018-10-25 23:51:12
Rep,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Ocean,Less than 50 percent,Cell,1,0.4328,0.4929,0.6194,0.5233,2018-10-25 23:57:30
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ocean,50 to 85 percent,Cell,1,0.7027,0.8114,0.7177,0.8482,2018-10-26 00:00:40
Rep,35 to 49,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Ocean,Less than 50 percent,Cell,0.1111,0.4123,1.5534,3.8442,0.4791,2018-10-26 00:01:25
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Burlington, Trump",Less than 50 percent,Cell,1,0.3882,0.4836,0.5629,0.5653,2018-10-26 00:01:42
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ocean,Less than 50 percent,Cell,1,0.3079,0.5811,1.0516,0.7138,2018-10-26 00:04:52
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ocean,Less than 50 percent,Cell,1,0.4836,0.5451,0.5069,0.6097,2018-10-26 00:09:40
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Ocean,50 to 85 percent,Cell,1,0.8481,0.7814,0.3753,0.7936,2018-10-26 00:11:55
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ocean,Less than 50 percent,Cell,1,0.247,0.4431,0.8694,0.5718,2018-10-26 00:13:25
Rep,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Ocean,85 percent or higher,Cell,1,0.97,0.9748,0.4729,0.9754,2018-10-26 00:16:42
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Ocean,Less than 50 percent,Cell,1,0.3029,0.4157,0.5368,0.5124,2018-10-26 00:20:09
