response,ager,educ,file_race,gender,race_eth,approve,GAHORSERACE,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Fulton,50 to 85 percent,Cell,1,0.5608,0.8845,1.0938,0.8936,2018-11-04 22:24:57
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Abrams (D),Don't know,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Fulton,50 to 85 percent,Cell,1,0.5437,1.3091,1.474,1.3272,2018-11-04 22:31:05
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Dekalb,50 to 85 percent,Cell,1,0.6155,0.7809,0.7878,0.8209,2018-11-04 22:56:03
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.97,1.0981,0.7893,1.0856,2018-11-04 22:56:39
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,85 percent or higher,Cell,1,0.97,0.8789,0.519,0.8645,2018-11-04 22:59:57
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Kemp (R),Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Cobb,Less than 50 percent,Cell,1,0.4553,0.8752,1.1304,0.9738,2018-11-04 23:02:24
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cobb,85 percent or higher,Cell,1,0.97,1.1807,1.0089,1.1614,2018-11-04 23:04:39
Und,65 and older,Bachelors' degree,White,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Dekalb,Less than 50 percent,Landline,0.6667,0.2692,0.9103,1.9631,0.6501,2018-11-04 23:05:06
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Fulton,85 percent or higher,Cell,1,0.97,1.1759,1.0223,1.1625,2018-11-04 23:12:09
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Fulton,85 percent or higher,Landline,1,0.9402,1.4042,0.9003,1.3845,2018-11-04 23:36:08
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,Less than 50 percent,Cell,0.7778,0.4481,1.1518,1.5726,1.0935,2018-11-04 23:42:44
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Male,Very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,40 to 64,[DO NOT READ] Don't know/Refused,White,Fulton,50 to 85 percent,Landline,0.4444,0.7433,0.8212,0.7325,0.7034,2018-11-04 23:49:55
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Lib./Don't know,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Fulton,Less than 50 percent,Cell,0.5556,0.2027,1.6677,4.681,1.076,2018-11-04 23:50:58
Rep,35 to 49,Some college or trade school,White,Male,White,Don't know,Kemp (R),Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Fulton,85 percent or higher,Cell,1,0.9393,0.736,0.6279,0.7318,2018-11-04 23:53:31
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,Other,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Republican,Nonwhite,40 to 64,Postgraduate Degree,Unknown,Fulton,85 percent or higher,Cell,1,0.97,1.1833,0.6951,1.1699,2018-11-04 23:56:04
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Cobb,50 to 85 percent,Cell,1,0.6682,0.955,1.158,0.9898,2018-11-04 23:59:13
Dem,35 to 49,High school,Black,Male,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Black,Cobb,50 to 85 percent,Cell,1,0.5999,0.5599,0.8371,0.5614,2018-11-05 00:05:59
Dem,35 to 49,Some college or trade school,Black,Male,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Black,Cobb,Less than 50 percent,Cell,1,0.4272,0.8043,1.7178,0.9062,2018-11-05 00:28:00
Dem,18 to 34,Some college or trade school,Asian,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Other Non-White,Dekalb,Less than 50 percent,Cell,1,0.1014,1.5278,7.7451,2.7099,2018-11-05 00:28:36
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,85 percent or higher,Cell,1,0.97,1.1613,0.7014,1.1482,2018-11-05 00:43:26
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Already voted,Democrat,Nonwhite,18 to 39,4-year College Grad.,Black,Fulton,50 to 85 percent,Cell,1,0.5411,0.964,1.081,1.0819,2018-11-05 01:16:40
Rep,35 to 49,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Abrams (D),Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,18 to 39,Postgraduate Degree,White,Dekalb,85 percent or higher,Cell,1,0.8813,0.856,0.5744,0.8503,2018-11-05 01:19:31
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Kemp (R),Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Cobb,85 percent or higher,Cell,1,0.8976,0.9082,0.6856,0.911,2018-11-05 01:26:07
Rep,[DO NOT READ] Refused,Some college or trade school,Unknown,Male,White,Approve,Kemp (R),Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Cobb,85 percent or higher,Cell,1,0.97,1.169,0.8072,1.1558,2018-11-05 01:28:58
Rep,18 to 34,High school,Unknown,Male,White,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,18 to 29,High School Grad. or Less,Other,Male,Already voted,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,Fulton,Less than 50 percent,Cell,1,0.2283,1.3827,3.8956,1.9434,2018-11-05 01:37:01
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Abrams (D),Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Fulton,50 to 85 percent,Cell,1,0.5041,1.1609,1.2882,1.3252,2018-11-05 01:37:28
Dem,18 to 34,Bachelors' degree,White,Male,Black,Don't know,Lib./Don't know,Dems. take House,Favorable,Favorable,18 to 29,4-year College Grad.,Other,Male,Not very likely,Democrat,Nonwhite,18 to 39,4-year College Grad.,White,Fulton,Less than 50 percent,Cell,0.1111,0.0869,1.2621,4.6814,0.3809,2018-11-05 01:42:16
Dem,18 to 34,High school,White,Female,Other,Don't know,Kemp (R),Don't know,Favorable,Favorable,18 to 29,High School Grad. or Less,Other,Female,Very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,White,Cobb,Less than 50 percent,Cell,0.6667,0.1779,1.4023,6.1663,1.3389,2018-11-05 01:51:59
Und,18 to 34,Bachelors' degree,White,Male,White,Approve,Kemp (R),Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Male,[DO NOT READ] Don't know/Refused,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Dekalb,Less than 50 percent,Cell,0,0.3372,1.09,1.6963,0.3975,2018-11-05 01:54:32
Rep,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Kemp (R),Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Other,Male,Already voted,Independent (No party),[DO NOT READ] Don't know/Refused,40 to 64,Postgraduate Degree,White,Fulton,50 to 85 percent,Cell,1,0.8036,0.6842,0.548,0.7022,2018-11-05 01:55:26
Rep,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Approve,Kemp (R),Reps. keep House,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,40 to 64,Postgraduate Degree,White,Fulton,50 to 85 percent,Cell,1,0.5797,0.9041,1.0266,0.91,2018-11-05 02:17:20
