response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,educ3,file_race_noblack,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,Asian,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,Postgraduate Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.97,0.6329,0.2191,0.63,2018-10-23 14:16:06
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Los Angeles,85 percent or higher,Landline,1,0.97,1.4276,0.871,1.4105,2018-10-23 14:16:15
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.9224,0.9219,0.8003,0.9217,2018-10-23 14:16:15
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,85 percent or higher,Landline,1,0.9625,1.2408,0.8062,1.2357,2018-10-23 14:16:15
Rep,50 to 64,Bachelors' degree,Asian,Female,Asian,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,50 to 64,4-year College Grad.,Asian,Orange,50 to 85 percent,Cell,1,0.7049,1.4569,1.1069,1.4555,2018-10-23 14:16:15
Rep,65 and older,High school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Already voted,Republican,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.8632,0.8668,0.4604,0.8868,2018-10-23 14:16:15
Rep,35 to 49,Some college or trade school,Asian,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,Asian,Orange,50 to 85 percent,Cell,1,0.6384,1.0318,1.1521,1.0906,2018-10-23 14:16:24
Rep,50 to 64,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,4-year College Grad.,White,Orange,50 to 85 percent,Cell,1,0.8066,0.9604,0.4495,0.9774,2018-10-23 14:16:24
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Orange,50 to 85 percent,Cell,1,0.8125,1.2344,0.8017,1.2549,2018-10-23 14:16:24
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Orange,50 to 85 percent,Landline,1,0.7702,1.1173,0.766,1.171,2018-10-23 14:16:24
Rep,65 and older,Grade school,Unknown,Male,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,Unknown,Orange,85 percent or higher,Cell,1,0.97,0.8784,0.4057,0.8744,2018-10-23 14:16:24
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,85 percent or higher,Landline,1,0.97,0.9326,0.444,0.9283,2018-10-23 14:16:24
Rep,50 to 64,High school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Hispanic,Los Angeles,50 to 85 percent,Cell,1,0.8466,1.4313,1.0772,1.4465,2018-10-23 14:16:24
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Orange,85 percent or higher,Cell,1,0.9496,0.9821,0.5619,0.9686,2018-10-23 14:16:24
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.97,1.2835,0.715,1.2681,2018-10-23 14:16:33
Dem,65 and older,Bachelors' degree,Other,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,Other Non-White,Orange,85 percent or higher,Landline,1,0.9665,1.4134,0.9398,1.4149,2018-10-23 14:16:33
Rep,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,35 to 49,4-year College Grad.,White,Orange,50 to 85 percent,Cell,1,0.7816,0.7097,0.3983,0.7257,2018-10-23 14:16:33
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",35 to 49,No 4-year College Degree,White,Orange,50 to 85 percent,Cell,1,0.6918,0.9629,1.0204,0.9635,2018-10-23 14:16:42
Und,65 and older,Some college or trade school,White,Female,Hispanic,Approve,Don't know,Don't know,Unfavorable,65 and older,Some College Educ.,Other,Female,Already voted,Democrat,Nonwhite,65 and older,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.97,1.2752,0.9146,1.2757,2018-10-23 14:16:42
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Los Angeles,50 to 85 percent,Cell,1,0.6693,1.5826,1.688,1.7108,2018-10-23 14:16:42
Rep,50 to 64,Graduate or Professional Degree,Asian,Female,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,Nonwhite,50 to 64,Postgraduate Degree,Asian,Orange,85 percent or higher,Landline,1,0.9565,1.1197,0.6663,1.1156,2018-10-23 14:16:51
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Los Angeles,85 percent or higher,Cell,1,0.8995,1.1539,0.738,1.157,2018-10-23 14:16:51
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",18 to 34,No 4-year College Degree,Unknown,Orange,Less than 50 percent,Cell,1,0.2598,0.829,1.998,1.1376,2018-10-23 14:16:51
Dem,18 to 34,High school,White,Male,Hispanic,Disapp.,Don't know,Favorable,Favorable,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,White,Los Angeles,50 to 85 percent,Cell,0.6667,0.5941,0.8914,1.0231,0.875,2018-10-23 14:16:51
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Hispanic,Orange,85 percent or higher,Landline,1,0.958,0.6169,0.3367,0.6146,2018-10-23 14:16:51
Dem,[DO NOT READ] Refused,Bachelors' degree,Other,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,Other Non-White,Orange,85 percent or higher,Cell,1,0.9584,1.4134,0.9477,1.4079,2018-10-23 14:16:51
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,50 to 85 percent,Cell,1,0.753,0.9285,0.5387,0.9549,2018-10-23 14:16:51
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Orange,50 to 85 percent,Cell,1,0.6344,0.7004,0.4846,0.7412,2018-10-23 14:17:00
Dem,18 to 34,Graduate or Professional Degree,Asian,Female,Asian,Approve,Dems. take House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,18 to 34,Postgraduate Degree,Asian,San Bernardino,50 to 85 percent,Landline,1,0.8453,1.02,0.6785,1.031,2018-10-23 14:17:00
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Unknown,Orange,Less than 50 percent,Cell,1,0.2605,0.6303,1.2329,0.7994,2018-10-23 14:17:00
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",18 to 34,4-year College Grad.,Unknown,Orange,Less than 50 percent,Cell,1,0.2134,0.813,1.932,1.1784,2018-10-23 14:17:00
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,85 percent or higher,Landline,1,0.97,1.2752,0.9146,1.2599,2018-10-23 14:17:09
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Orange,50 to 85 percent,Cell,1,0.7996,0.8857,0.4607,0.9025,2018-10-23 14:17:09
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Orange,85 percent or higher,Cell,1,0.97,0.713,0.3044,0.7097,2018-10-23 14:17:09
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Orange,50 to 85 percent,Cell,1,0.7401,0.7349,0.3769,0.7769,2018-10-23 14:17:09
Dem,65 and older,Bachelors' degree,Hispanic,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,65 and older,4-year College Grad.,Hispanic,Orange,85 percent or higher,Landline,1,0.8531,0.799,0.3229,0.8195,2018-10-23 14:17:09
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,85 percent or higher,Landline,1,0.9443,0.7192,0.3187,0.7229,2018-10-23 14:17:09
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.8537,0.9146,0.4008,0.9232,2018-10-23 14:17:18
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,Postgraduate Degree,Asian,Orange,50 to 85 percent,Cell,1,0.8435,0.861,0.4515,0.8706,2018-10-23 14:17:18
Dem,65 and older,Some college or trade school,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.9573,1.084,0.6525,1.087,2018-10-23 14:17:18
Dem,18 to 34,Graduate or Professional Degree,Asian,Female,Other,Disapp.,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Already voted,Independent (No party),Nonwhite,18 to 34,Postgraduate Degree,Asian,Los Angeles,50 to 85 percent,Cell,1,0.583,1.0147,1.3714,1.1323,2018-10-23 14:17:27
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,San Bernardino,85 percent or higher,Cell,1,0.9516,0.878,0.3117,0.8751,2018-10-23 14:17:27
Rep,50 to 64,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.9474,1.1837,0.7438,1.1802,2018-10-23 14:17:27
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,No 4-year College Degree,Hispanic,Orange,85 percent or higher,Landline,1,0.8782,1.1434,0.8001,1.1498,2018-10-23 14:17:27
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Orange,50 to 85 percent,Landline,1,0.8418,1.2354,0.8682,1.2495,2018-10-23 14:17:36
Dem,50 to 64,Some college or trade school,White,Female,Hispanic,Disapp.,Reps. keep House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,Nonwhite,50 to 64,No 4-year College Degree,White,Los Angeles,50 to 85 percent,Landline,1,0.8088,1.5287,1.3929,1.5551,2018-10-23 14:17:36
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,18 to 34,4-year College Grad.,Asian,Los Angeles,85 percent or higher,Cell,1,0.9132,0.9409,0.585,0.9519,2018-10-23 14:17:36
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Orange,Less than 50 percent,Cell,1,0.2277,1.2067,2.9417,1.7177,2018-10-23 14:17:36
Dem,35 to 49,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,35 to 49,4-year College Grad.,Asian,Los Angeles,85 percent or higher,Cell,1,0.8909,0.987,0.6088,0.9726,2018-10-23 14:17:45
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,4-year College Grad.,White,Orange,85 percent or higher,Cell,1,0.9033,0.9042,0.6493,0.9061,2018-10-23 14:17:45
Rep,[DO NOT READ] Refused,Some college or trade school,Hispanic,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Orange,85 percent or higher,Cell,1,0.9453,1.1222,0.6626,1.1278,2018-10-23 14:17:45
Dem,18 to 34,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,18 to 34,Postgraduate Degree,White,Los Angeles,50 to 85 percent,Cell,1,0.7297,0.6689,0.5092,0.7094,2018-10-23 14:17:45
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Postgraduate Degree,White,Orange,85 percent or higher,Cell,1,0.959,0.9821,0.5564,0.9783,2018-10-23 14:17:54
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,65 and older,Postgraduate Degree,Hispanic,Orange,85 percent or higher,Landline,1,0.949,0.6114,0.2233,0.614,2018-10-23 14:17:54
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,No 4-year College Degree,White,Orange,85 percent or higher,Cell,1,0.9069,1.3088,0.9626,1.3109,2018-10-23 14:17:54
Und,35 to 49,Bachelors' degree,White,Female,Asian,Disapp.,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,or as a member of another political party,Nonwhite,35 to 49,4-year College Grad.,White,Orange,Less than 50 percent,Cell,1,0.4499,1.1636,1.8297,1.3131,2018-10-23 14:17:54
Dem,50 to 64,Bachelors' degree,Other,Male,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,4-year College Grad.,Other Non-White,Orange,50 to 85 percent,Cell,1,0.7973,1.1868,0.768,1.2098,2018-10-23 14:17:54
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Los Angeles,85 percent or higher,Landline,1,0.957,1.3166,0.8969,1.3116,2018-10-23 14:17:54
Rep,35 to 49,High school,Asian,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Not very likely,Republican,Nonwhite,35 to 49,No 4-year College Degree,Asian,Los Angeles,Less than 50 percent,Cell,0.3333,0.2911,1.2014,2.8363,0.52,2018-10-23 14:17:54
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Orange,85 percent or higher,Cell,1,0.9639,0.6998,0.2731,0.6969,2018-10-23 14:18:03
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Not very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Los Angeles,Less than 50 percent,Landline,0.1111,0.2342,1.6152,5.0671,0.5368,2018-10-23 14:18:03
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,White,Orange,50 to 85 percent,Cell,1,0.5868,0.6792,0.6414,0.7287,2018-10-23 14:18:03
Rep,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,Nonwhite,50 to 64,Postgraduate Degree,Asian,Los Angeles,85 percent or higher,Cell,1,0.8629,1.0503,0.6439,1.0587,2018-10-24 00:32:22
Rep,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,35 to 49,Postgraduate Degree,Asian,Los Angeles,50 to 85 percent,Cell,1,0.6171,0.7519,0.6369,0.828,2018-10-24 00:40:46
Rep,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,50 to 64,Postgraduate Degree,Asian,Orange,85 percent or higher,Cell,1,0.97,0.8415,0.3646,0.8419,2018-10-24 00:44:04
Rep,50 to 64,Graduate or Professional Degree,Asian,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Postgraduate Degree,Asian,Los Angeles,85 percent or higher,Cell,1,0.9561,1.3599,0.9159,1.3549,2018-10-24 00:48:23
Rep,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Not very likely,Republican,Nonwhite,35 to 49,Postgraduate Degree,Asian,Los Angeles,Less than 50 percent,Cell,0.5556,0.2207,0.9016,2.2858,0.4637,2018-10-24 00:57:14
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Los Angeles,50 to 85 percent,Cell,1,0.7712,0.7845,0.5566,0.7783,2018-10-24 01:03:56
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,4-year College Grad.,Hispanic,Orange,50 to 85 percent,Cell,1,0.8319,0.8027,0.4747,0.8133,2018-10-24 01:15:29
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Democratic,Male,Not very likely,Independent (No party),Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Orange,Less than 50 percent,Cell,0.3333,0.4297,0.7688,1.064,0.3675,2018-10-24 01:29:08
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,No 4-year College Degree,Hispanic,Orange,Less than 50 percent,Cell,1,0.1981,1.0086,3.6826,1.2068,2018-10-24 02:18:21
Rep,35 to 49,Some college or trade school,Asian,Male,Asian,Approve,Dems. take House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Already voted,Republican,Nonwhite,35 to 49,No 4-year College Degree,Asian,Orange,85 percent or higher,Cell,1,0.9438,0.8063,0.4605,0.8106,2018-10-24 02:36:32
Rep,18 to 34,High school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Orange,Less than 50 percent,Cell,1,0.2756,0.7959,1.6634,0.8998,2018-10-24 02:45:11
Dem,50 to 64,High school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,No 4-year College Degree,Other Non-White,Orange,85 percent or higher,Cell,1,0.946,1.1424,0.7545,1.1392,2018-10-24 02:45:56
Und,18 to 34,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Don't know,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Orange,Less than 50 percent,Cell,1,0.4131,0.7688,1.1067,0.8827,2018-10-24 02:49:32
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Don't know,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Postgraduate Degree,Other Non-White,Orange,50 to 85 percent,Cell,1,0.8106,0.6137,0.3807,0.6241,2018-10-24 02:50:35
Dem,35 to 49,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,4-year College Grad.,Hispanic,Orange,85 percent or higher,Cell,1,0.9434,0.8347,0.4457,0.8326,2018-10-24 02:54:44
Und,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,18 to 34,No 4-year College Degree,Hispanic,Orange,Less than 50 percent,Cell,1,0.2695,0.7959,1.7014,1.0018,2018-10-24 02:56:08
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,4-year College Grad.,Hispanic,San Bernardino,Less than 50 percent,Cell,1,0.2776,1.2248000000000001,2.3241,1.5313,2018-10-24 02:57:56
Dem,65 and older,Some college or trade school,Asian,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Asian,Orange,85 percent or higher,Landline,1,0.9581,1.3664,0.9647,1.3612,2018-10-24 03:00:22
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,50 to 64,Postgraduate Degree,Asian,Orange,85 percent or higher,Cell,1,0.9606,0.8129,0.3671,0.8146,2018-10-24 03:03:58
Dem,65 and older,Bachelors' degree,Asian,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,Nonwhite,65 and older,4-year College Grad.,Asian,Orange,85 percent or higher,Cell,0.8889,0.9368,1.0072,0.435,0.9992,2018-10-24 03:06:31
