response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,St. Clair,50 to 64,White,Less than 50 percent,Cell,1,0.4617,1.0202,1.3423,1.0832,2018-10-21 22:26:44
Rep,18 to 34,Bachelors' degree,White,Male,Black,Approve,Reps. keep House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,St. Clair,35 to 49,White,50 to 85 percent,Cell,1,0.5446,1.0058,0.8733,1.1094,2018-10-21 22:33:21
Dem,65 and older,Some college or trade school,Black,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,St. Clair,65 and older,Black,85 percent or higher,Cell,0.4444,0.8646,1.2795,0.8891,1.1728,2018-10-21 22:34:06
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,Rest,50 to 64,White,Less than 50 percent,Cell,1,0.4533,0.9026,1.0075,0.9606,2018-10-21 22:37:42
Rep,50 to 64,High school,White,Female,White,Approve,Dems. take House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,50 to 85 percent,Cell,0.6667,0.5985,1.7363,1.776,1.3817,2018-10-21 23:01:05
Rep,65 and older,High school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,50 to 85 percent,Cell,1,0.7521,1.5025,1.0414,1.5673,2018-10-21 23:01:11
Dem,65 and older,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Some College Educ.,Other,Male,[DO NOT READ] Don't know/Refused,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,Unknown,Less than 50 percent,Cell,0.4444,0.1066,0.8828,3.0446,0.4575,2018-10-21 23:11:17
Dem,50 to 64,Graduate or Professional Degree,Black,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,or as a member of another political party,Nonwhite,Nonwhite,Madison,50 to 64,Black,85 percent or higher,Cell,1,0.97,0.5057,0.2038,0.5067,2018-10-21 23:37:43
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",White,St. Clair,65 and older,White,Less than 50 percent,Landline,1,0.4769,0.665,0.7922,0.7031,2018-10-21 23:41:19
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.97,1.2221,0.8102,1.2245,2018-10-22 00:10:25
Dem,35 to 49,Bachelors' degree,White,Female,White,Don't know,Don't know,Don't know,Favorable,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,Rest,35 to 49,White,50 to 85 percent,Landline,0.4444,0.5489,0.8987,0.7264,0.6196,2018-10-22 00:19:37
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,50 to 85 percent,Landline,1,0.7868,1.9252,1.314,1.9343,2018-10-22 00:22:19
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,White,Less than 50 percent,Landline,1,0.0961,1.3151,6.0775,2.1466,2018-10-22 00:23:31
Und,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,65 and older,White,50 to 85 percent,Landline,1,0.6886,0.8206,0.4897,0.8683,2018-10-22 00:28:01
Dem,35 to 49,Bachelors' degree,White,Female,White,Approve,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,35 to 49,White,85 percent or higher,Landline,1,0.9454,0.8638,0.5169,0.8736,2018-10-22 00:31:10
3,50 to 64,Bachelors' degree,White,Male,White,Approve,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,St. Clair,50 to 64,White,50 to 85 percent,Landline,1,0.7836,1.1122,0.4043,1.1177,2018-10-22 00:38:57
Rep,65 and older,Graduate or Professional Degree,Black,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,65 and older,Black,85 percent or higher,Landline,1,0.92490000000000006,0.7817,0.4286,0.7923,2018-10-22 00:39:51
Rep,35 to 49,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,35 to 49,White,85 percent or higher,Landline,1,0.97,1.0911,0.9171,1.1014,2018-10-22 00:39:51
Dem,35 to 49,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,35 to 49,White,50 to 85 percent,Cell,1,0.8041,1.0058,0.5914,1.0384,2018-10-22 00:47:48
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Madison,65 and older,White,85 percent or higher,Landline,1,0.97,0.8436,0.4775,0.8515,2018-10-22 00:53:03
Dem,65 and older,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.9264,0.9641,0.4389,0.977,2018-10-22 00:53:30
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,35 to 49,White,85 percent or higher,Landline,1,0.9167,0.7919,0.5564,0.8034,2018-10-22 00:55:18
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,Madison,50 to 64,White,85 percent or higher,Landline,1,0.97,0.6238,0.209,0.625,2018-10-22 00:57:15
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Madison,50 to 64,White,85 percent or higher,Landline,1,0.97,0.7906,0.404,0.7922,2018-10-22 00:57:24
Dem,35 to 49,Bachelors' degree,White,Male,White,Approve,Don't know,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,35 to 49,White,85 percent or higher,Landline,1,0.9065,0.9132,0.5102,0.9276,2018-10-22 01:01:45
Und,65 and older,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,St. Clair,65 and older,White,50 to 85 percent,Landline,0.4444,0.7855,1.2832,1.001,1.2072,2018-10-22 01:06:35
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Madison,65 and older,White,85 percent or higher,Landline,1,0.97,0.7533,0.4315,0.7604,2018-10-22 01:12:08
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,Nonwhite,Nonwhite,St. Clair,35 to 49,Other Non-White,50 to 85 percent,Landline,0.8889,0.5887,0.5874,0.7005,0.6223,2018-10-22 01:18:25
Und,18 to 34,Some college or trade school,White,Male,Black,Don't know,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Not at all likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,St. Clair,18 to 34,White,Less than 50 percent,Landline,0.1111,0.3265,1.2434,3.4004,0.3545,2018-10-22 01:23:58
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,35 to 49,White,50 to 85 percent,Cell,1,0.5538,0.8315,0.9214,0.9143,2018-10-22 01:26:04
Und,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,65 and older,Unknown,85 percent or higher,Landline,1,0.97,0.8343,0.3033,0.8422,2018-10-22 14:34:12
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Madison,35 to 49,White,85 percent or higher,Cell,1,0.9639,0.7558,0.5776,0.7568,2018-10-22 22:40:12
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Madison,50 to 64,Unknown,85 percent or higher,Cell,1,0.97,0.6842,0.2923,0.6855,2018-10-22 22:50:48
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.9674,1.0913,0.7341,1.1018,2018-10-22 22:52:18
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,65 and older,White,85 percent or higher,Cell,1,0.97,0.861,0.3788,0.8691,2018-10-22 22:53:38
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Madison,35 to 49,White,50 to 85 percent,Cell,1,0.8338,0.6942,0.3362,0.713,2018-10-22 22:56:03
3,65 and older,Graduate or Professional Degree,White,Female,Black,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.9099,0.7048,0.3809,0.7157,2018-10-22 22:56:39
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,85 percent or higher,Cell,1,0.9306,1.0813,0.611,1.0952,2018-10-22 22:56:47
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,St. Clair,50 to 64,White,85 percent or higher,Landline,1,0.8578,0.782,0.358,0.8,2018-10-22 23:05:10
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.97,0.861,0.3788,0.8691,2018-10-22 23:12:13
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,St. Clair,65 and older,White,85 percent or higher,Cell,1,0.97,1.5755,1.17,1.5785,2018-10-22 23:28:31
Dem,65 and older,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,Nonwhite,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.97,0.8343,0.3742,0.8465,2018-10-22 23:28:58
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.9363,1.5755,1.2121,1.6085,2018-10-22 23:33:55
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Madison,35 to 49,White,50 to 85 percent,Cell,1,0.5961,0.7412,0.5062,0.8042,2018-10-22 23:35:04
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,50 to 64,White,85 percent or higher,Cell,1,0.891,0.6606,0.3291,0.6724,2018-10-22 23:46:01
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,St. Clair,65 and older,White,85 percent or higher,Landline,1,0.97,1.2221,0.8102,1.2336,2018-10-22 23:46:21
Rep,50 to 64,Grade school,Unknown,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,50 to 64,Unknown,50 to 85 percent,Cell,1,0.7471,1.1614,0.6713,1.2128,2018-10-22 23:57:39
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,85 percent or higher,Cell,1,0.9191,1.0229,0.6537,1.0374,2018-10-22 23:59:00
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,50 to 85 percent,Cell,1,0.8412,1.7363,1.2635,1.781,2018-10-22 23:59:09
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,18 to 34,White,50 to 85 percent,Cell,1,0.5493,1.2105,0.9335,1.3331,2018-10-23 00:01:15
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,Some College Educ.,Republican,Male,Not at all likely,Republican,"White, No 4-Year College Degree",White,Madison,18 to 34,White,Less than 50 percent,Cell,0.3333,0.4649,0.8499,1.2371,0.3443,2018-10-23 00:04:51
Rep,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Madison,50 to 64,White,85 percent or higher,Cell,1,0.9518,0.7906,0.4117,0.7909,2018-10-23 00:08:13
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Madison,18 to 34,White,Less than 50 percent,Cell,0.7778,0.2454,1.239,4.2612,1.2699,2018-10-23 00:25:38
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,50 to 85 percent,Cell,0.1111,0.7601,1.1909,0.7692,0.675,2018-10-23 00:25:56
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,35 to 49,White,50 to 85 percent,Landline,1,0.6566,0.8315,0.7771,0.887,2018-10-23 00:30:08
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,50 to 64,White,85 percent or higher,Landline,1,0.9369,0.853,0.314,0.8634,2018-10-23 00:30:26
Und,50 to 64,Bachelors' degree,White,Male,White,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,50 to 64,White,85 percent or higher,Cell,1,0.8999,0.853,0.3269,0.8673,2018-10-23 00:30:30
Und,50 to 64,Some college or trade school,Hispanic,Female,Other,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Madison,50 to 64,Other Non-White,Less than 50 percent,Cell,0.7778,0.2819,0.4452,1.1693,0.5065,2018-10-23 00:38:14
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Madison,65 and older,White,50 to 85 percent,Landline,1,0.527,0.6988,0.455,0.7756,2018-10-23 00:38:50
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,50 to 64,White,Less than 50 percent,Cell,1,0.4268,0.8048,0.7512,0.9308,2018-10-23 00:40:02
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,St. Clair,35 to 49,White,Less than 50 percent,Cell,0.4444,0.4215,0.6672,1.1918,0.433,2018-10-23 00:59:03
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Madison,50 to 64,White,Less than 50 percent,Cell,1,0.1929,0.6661,2.0014,0.8122,2018-10-23 01:03:06
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,Less than 50 percent,Cell,0.8889,0.2945,1.0202,2.1046,1.2157,2018-10-23 01:03:33
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,18 to 29,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,St. Clair,18 to 34,Unknown,Less than 50 percent,Cell,0.8889,0.3738,1.0783,2.6544,1.1221,2018-10-23 01:24:12
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,St. Clair,35 to 49,White,Less than 50 percent,Cell,1,0.3832,0.7053,1.2409,0.834,2018-10-23 01:24:30
Dem,18 to 34,Graduate or Professional Degree,Black,Female,Other,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Postgraduate Degree,Other,Female,Very likely,Democrat,Nonwhite,Nonwhite,St. Clair,18 to 34,Black,Less than 50 percent,Cell,1,0.0585,0.7523,3.9445,1.1546,2018-10-23 01:25:06
Und,18 to 34,Bachelors' degree,White,Female,Black,Don't know,Dems. take House,Don't know,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,St. Clair,18 to 34,White,Less than 50 percent,Cell,1,0.2267,0.9279,2.6768,1.232,2018-10-23 01:25:42
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,50 to 64,White,Less than 50 percent,Cell,1,0.3534,1.0202,1.7536,1.227,2018-10-23 01:27:48
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,50 to 64,White,Less than 50 percent,Cell,1,0.196,0.7613,1.7291,1.0459,2018-10-23 01:31:06
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,St. Clair,35 to 49,Unknown,50 to 85 percent,Cell,1,0.611,0.8058,0.6686,0.8704,2018-10-23 01:36:12
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,35 to 49,White,Less than 50 percent,Cell,1,0.412,1.0921,2.3649,1.2722,2018-10-23 01:36:30
