response,ager,educ,file_race,gender,race_eth,approve,CHECK,CLIMATE,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",50 to 64,Unknown,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9525,0.8132,0.3667,0.814
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Don't know,NA,NA,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Unknown,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.4257,1.1567,1.8441,1.3394
Dem,50 to 64,Some college or trade school,White,Female,Black,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9079,0.8762,0.5831,0.8761
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",85 percent or higher,Cell,1,0.9712,0.8525,0.3876,0.8611
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9157,0.9204,0.443,0.9345
Rep,65 and older,Some college or trade school,Black,Male,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Black,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.036,0.872,3.2751,1.8028
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.7397,0.8587,0.4156,0.8987
Rep,50 to 64,Bachelors' degree,White,Male,Other,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9415,0.8583,0.4009,0.869
Dem,65 and older,Bachelors' degree,White,Male,Black,Disapp.,Check,Very or somewhat,NA,Dems. take House,Unfavorable,NA,NA,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Republican,Nonwhite,65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9499,0.8429,0.3779,0.8527
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",50 to 85 percent,Landline,1,0.6612,1.1312,0.7846,1.2061
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",50 to 85 percent,Landline,1,0.7743,1.1312,0.67,1.1755
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9372,0.8456,0.3247,0.8565
Rep,50 to 64,Some college or trade school,Black,Female,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Black,"Rest, Trump",50 to 85 percent,Cell,1,0.6423,1.0178,0.8486,1.0906
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.8129,0.8506,0.329,0.8775
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9558,0.923,0.3812,0.9333
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.6777,0.9643,0.64,1.0239
Dem,50 to 64,Bachelors' degree,White,Female,Black,Disapp.,Check,Very or somewhat,oppose,Dems. take House,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,50 to 64,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.7734,0.9458,0.574,0.983
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",85 percent or higher,Landline,1,0.9484,0.7977,0.2958,0.8071
Und,50 to 64,Some college or trade school,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Very or somewhat,NA,Don't know,Unfavorable,NA,NA,45 to 64,Some College Educ.,Democratic,Female,Not very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Rest, Clinton",85 percent or higher,Cell,0,0.9726,0.8762,0.5444,0.7363
Rep,35 to 49,High school,Black,Female,Black,Disapp.,Check,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,35 to 49,Black,"Virginia Beach, Trump",50 to 85 percent,Landline,0.8889,0.6772,1.362,1.5311,1.4163
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9694,0.8923,0.4324,0.9014
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Don't know,NA,NA,65 and older,Postgraduate Degree,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9276,0.926,0.3329,0.9389
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Support,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8577,0.8496,0.4802,0.8504
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Check,Not or not very,NA,Don't know,Don't know,NA,NA,65 and older,Some College Educ.,Republican,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Landline,0,0.6213,1.1189,0.8579,0.4014
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.6674,1.2839,1.0675,1.3667
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.8634,0.9412,0.5173,0.9627
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Rest, Clinton",50 to 85 percent,Landline,1,0.8331,0.9755,0.5157,1.0028
Und,65 and older,Some college or trade school,White,Female,White,Approve,Check,Very or somewhat,Don't know,Dems. take House,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Rest, Clinton",50 to 85 percent,Landline,0.5556,0.8442,1.0448,0.635,0.9737
Rep,65 and older,High school,White,Male,White,Approve,Support,Not or not very,support,Reps. keep House,Don't know,Favorable,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.8446,1.426,0.8518,1.463
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",Less than 50 percent,Landline,1,0.4845,0.94,0.9367,0.9926
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Support,Not or not very,support,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Landline,0.7778,0.6231,0.9477,0.5278,0.9127
Rep,65 and older,High school,White,Female,White,Approve,Support,Very or somewhat,Don't know,Reps. keep House,Don't know,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.8836,1.3061,0.8584,1.3319
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Don't know,NA,NA,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9325,0.9192,0.5051,0.9316
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9607,0.9857,0.5269,0.9963
Dem,50 to 64,High school,Black,Female,Black,Disapp.,Check,Not or not very,NA,Dems. take House,Don't know,NA,NA,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Black,"Virginia Beach, Clinton",85 percent or higher,Cell,0.8889,0.9174,1.0042,0.6942,0.9946
Dem,50 to 64,Bachelors' degree,Unknown,Male,Other,Disapp.,Check,Not or not very,NA,Reps. keep House,Favorable,NA,NA,45 to 64,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,Nonwhite,50 to 64,Unknown,"Virginia Beach, Clinton",Less than 50 percent,Landline,1,0.4927,0.8437,0.9021,0.889
Und,50 to 64,Bachelors' degree,Black,Female,White,Don't know,Don't know,Don't know,NA,Don't know,Don't know,NA,NA,45 to 64,4-year College Grad.,Other,Female,Not at all likely,Republican,"White, 4-Year College Grads",50 to 64,Black,"Virginia Beach, Clinton",Less than 50 percent,Landline,0,0.0796,0.7893,2.712,0.1626
Rep,65 and older,[DO NOT READ] Refused,Black,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Don't know,NA,NA,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Black,"Virginia Beach, Clinton",50 to 85 percent,Landline,1,0.6109,0.8969,0.9401,0.9219
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Check,Very or somewhat,NA,Reps. keep House,Don't know,NA,NA,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown,"Virginia Beach, Trump",Less than 50 percent,Landline,1,0.3202,0.9071,1.3027,1.1151
Rep,50 to 64,Bachelors' degree,Other,Female,White,Approve,Support,Not or not very,NA,Reps. keep House,Don't know,NA,NA,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Other Non-White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.897,1.0169,0.661,1.0351
Und,18 to 34,High school,Black,Female,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Don't know,NA,NA,18 to 29,High School Grad. or Less,Other,Female,Not very likely,Republican,"White, No 4-Year College Degree",18 to 34,Black,"Virginia Beach, Clinton",Less than 50 percent,Cell,0.4444,0.3426,1.3783,3.189,0.6933
Dem,50 to 64,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Don't know,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,50 to 64,Other Non-White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.724,1.0571,0.7632,1.0693
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Unfavorable,NA,NA,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Cell,1,0.9542,0.926,0.3236,0.9364
Dem,35 to 49,Graduate or Professional Degree,Other,Male,White,Disapp.,Check,Not or not very,NA,Dems. take House,Don't know,NA,NA,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Other Non-White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.546,1.1474,0.8964,1.2659
Rep,18 to 34,Some college or trade school,Black,Male,White,Approve,Support,Not or not very,NA,Reps. keep House,Don't know,NA,NA,18 to 29,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,Black,"Rest, Clinton",Less than 50 percent,Cell,1,0.3945,1.0735,2.1089,1.1655
Dem,65 and older,Bachelors' degree,Hispanic,Female,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Other Non-White,"Rest, Trump",85 percent or higher,Cell,1,0.9384,1.0412,0.5992,1.0416
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Don't know,Very or somewhat,NA,Don't know,Don't know,NA,NA,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),Nonwhite,18 to 34,Other Non-White,"Virginia Beach, Clinton",Less than 50 percent,Cell,0,0.1976,1.1473,3.7039,0.2564
Dem,18 to 34,Bachelors' degree,Black,Male,White,Disapp.,Check,Very or somewhat,NA,Dems. take House,Favorable,NA,NA,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,Black,"Virginia Beach, Clinton",85 percent or higher,Cell,1,0.8706,0.8376,0.5062,0.8557
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Support,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,18 to 29,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,"Virginia Beach, Trump",Less than 50 percent,Cell,1,0.3136,1.2489,2.8106,1.5424
Rep,18 to 34,Some college or trade school,White,Female,White,Disapp.,Check,Very or somewhat,NA,Reps. keep House,Unfavorable,NA,NA,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,"Virginia Beach, Clinton",Less than 50 percent,Cell,1,0.4024,1.121,1.7815,1.3131
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9088,0.8923,0.4612,0.9068
Und,18 to 34,Some college or trade school,White,Female,White,Approve,Check,Very or somewhat,Don't know,Reps. keep House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,"Rest, Clinton",Less than 50 percent,Cell,1,0.3968,1.2402,2.3448,1.3454
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Very or somewhat,support,Reps. keep House,Unfavorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,"Virginia Beach, Trump",85 percent or higher,Cell,0.6667,0.8574,0.9882,0.4712,0.8762
Rep,[DO NOT READ] Refused,Some college or trade school,Other,Female,White,Approve,Support,Don't know,Don't know,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,Other Non-White,"Rest, Clinton",50 to 85 percent,Landline,0.4444,0.6568,1.1907,1.1545,1.0233
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.6073,1.0118,0.7972,1.0949
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Check,Not or not very,support,Dems. take House,Favorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9375,0.8543,0.2975,0.8652
Rep,50 to 64,Some college or trade school,White,Male,Black,Disapp.,Support,Very or somewhat,oppose,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9332,0.9192,0.5047,0.9194
Rep,50 to 64,High school,White,Male,White,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.8722,1.218,0.8092,1.2186
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Support,Very or somewhat,support,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9132,0.9482,0.4992,0.963
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Support,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Cell,1,0.9575,0.8543,0.2913,0.8637
Rep,65 and older,Bachelors' degree,White,Male,White,Disapp.,Support,Not or not very,oppose,Reps. keep House,Don't know,Favorable,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.8365,1.0049,0.46,1.0323
Und,18 to 34,High school,White,Female,White,Approve,Support,Not or not very,oppose,Don't know,Don't know,Don't know,agree,18 to 29,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,"Rest, Trump",Less than 50 percent,Cell,0,0.3209,1.7253,4.1042,0.4354
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9686,0.8456,0.3142,0.8542
Dem,35 to 49,High school,White,Female,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,30 to 44,High School Grad. or Less,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,"Rest, Trump",50 to 85 percent,Cell,1,0.7275,1.4839,1.3639,1.5572
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Rest, Trump",85 percent or higher,Landline,1,0.9554,0.8788,0.3747,0.8886
Rep,65 and older,Bachelors' degree,Black,Female,Black,Approve,Check,Not or not very,oppose,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,65 and older,Black,"Rest, Trump",85 percent or higher,Landline,1,0.9297,0.8905,0.4425,0.9027
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Clinton",50 to 85 percent,Cell,1,0.7827,0.8286,0.2999,0.8596
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Other Non-White,"Virginia Beach, Trump",50 to 85 percent,Landline,1,0.8403,1.0829,0.6885,1.0848
Dem,65 and older,High school,Black,Female,Black,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,65 and older,Black,"Rest, Clinton",50 to 85 percent,Landline,1,0.6849,1.2847,1.193,1.3616
Rep,18 to 34,Bachelors' degree,Black,Male,[DO NOT READ] Don't know/Refused,Approve,Support,Very or somewhat,support,Reps. keep House,Favorable,Unfavorable,agree,30 to 44,4-year College Grad.,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 34,Black,"Rest, Clinton",Less than 50 percent,Cell,1,0.3582,1.0023,1.8612,1.1036
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9539,0.8429,0.3763,0.8524
Dem,65 and older,High school,White,Female,White,Disapp.,Check,Very or somewhat,Don't know,Dems. take House,Favorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.8978,1.2435,0.8301,1.2656
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.8982,0.9385,0.5537,0.9551
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Check,Very or somewhat,support,Don't know,Don't know,Favorable,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9478,0.8371,0.4097,0.847
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Don't know,Not or not very,oppose,Reps. keep House,Don't know,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,"Rest, Clinton",50 to 85 percent,Cell,1,0.603,0.8778,0.5062,0.9035
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Support,Not or not very,support,Reps. keep House,Don't know,Favorable,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.5177,0.9948,0.9485,1.0418
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Support,Very or somewhat,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,"Virginia Beach, Trump",85 percent or higher,Landline,1,0.9463,0.9159,0.4038,0.9268
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Support,Very or somewhat,oppose,Reps. keep House,Don't know,Favorable,agree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,"Virginia Beach, Clinton",50 to 85 percent,Landline,1,0.741,1.1981,0.8682,1.2536
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Don't know,Very or somewhat,Don't know,Reps. keep House,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.6056,0.9773,0.5564,1.0582
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Check,Very or somewhat,support,Dems. take House,Don't know,Favorable,agree,45 to 64,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,0.6667,0.5768,0.9447,0.6727,0.747
Rep,35 to 49,Some college or trade school,Black,Male,White,Approve,Support,Very or somewhat,oppose,Reps. keep House,Don't know,Don't know,disagree,30 to 44,Some College Educ.,Other,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Black,"Rest, Clinton",Less than 50 percent,Cell,0.1111,0.3004,0.8909,2.3813,0.2478
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Check,Very or somewhat,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Virginia Beach, Trump",50 to 85 percent,Cell,1,0.738,1.0519,0.7283,1.0624
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Support,Very or somewhat,oppose,Don't know,Unfavorable,Favorable,agree,18 to 29,Some College Educ.,Other,Female,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 34,White,"Virginia Beach, Trump",Less than 50 percent,Cell,0,0.054,1.2489,5.8762,0.2577
