response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedd,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Don't know,support,Dems. take House,Unfavorable,Favorable,agree,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Male,Very likely,Democrat,[DO NOT READ] Don't know/Refused,45 to 64,[DO NOT READ] Don't know/Refused,Non-White,Pima,85 percent or higher,Cell,0.7778,0.9304,0.9595,0.8395,0.9453,2018-09-28 01:35:55
Rep,65 and older,High school,Hispanic,Male,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,Non-White,Pima,85 percent or higher,Cell,1,0.9973,1.2692,0.7963,1.2871,2018-09-28 01:36:22
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,0.8889,0.88,1.0376,0.7675,1.0282,2018-09-28 01:39:58
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9755,1.0376,0.6923,1.0511,2018-09-28 01:40:16
Und,65 and older,High school,White,Male,Other,oppose,Approve,Check,Don't know,Dems. take House,Unfavorable,Unfavorable,agree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9913,1.1009,0.6998,1.1153,2018-09-28 01:40:25
Dem,65 and older,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,Non-White,Cochise,85 percent or higher,Landline,1,0.8621,1.0886,0.9692,1.0928,2018-09-28 01:41:37
Rep,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Don't know,oppose,Dems. take House,Don't know,Favorable,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9976,0.7306,0.4428,0.7409,2018-09-28 01:42:49
Rep,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Landline,1,0.8359,1.1831,0.8999,1.1891,2018-09-28 01:44:46
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9438,1.1567,0.7711,1.1743,2018-09-28 01:45:31
Und,50 to 64,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9169,0.6084,0.4388,0.6195,2018-09-28 01:50:25
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Pima,85 percent or higher,Cell,1,0.9151,0.7364,0.5254,0.7501,2018-09-28 01:51:10
Dem,50 to 64,High school,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Non-White,Cochise,85 percent or higher,Cell,1,0.9923,0.9452,0.7103,0.9549,2018-09-28 01:51:28
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Pima,85 percent or higher,Cell,1,0.9951,1.0043,0.6169,1.0179,2018-09-28 01:53:34
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,support,Disapp.,Check,oppose,Reps. keep House,Don't know,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,Pima,85 percent or higher,Cell,1,0.9866,0.6606,0.4523,0.6692,2018-09-28 01:54:01
Dem,65 and older,High school,White,Male,White,oppose,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Cochise,85 percent or higher,Cell,1,0.9006,0.9057,0.875,0.9242,2018-09-28 01:56:34
Dem,35 to 49,High school,Hispanic,Female,Hispanic,support,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,agree,30 to 44,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,18 to 44,No 4-year College Degree,Non-White,Cochise,50 to 85 percent,Landline,1,0.6381,1.0777,1.2303,0.9964,2018-09-28 01:56:52
Rep,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Don't know,agree,18 to 29,Some College Educ.,Republican,Female,Not at all likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 44,No 4-year College Degree,White,Pima,Less than 50 percent,Cell,0,0.0977,1.4333,6.7828,0.2981,2018-09-28 01:58:49
Und,50 to 64,Bachelors' degree,White,Female,White,Don't know,Disapp.,Don't know,support,Don't know,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,[DO NOT READ] Don't know/Refused,or as a member of another political party,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,Less than 50 percent,Landline,0,0.2589,1.397,3.6277,0.4922,2018-09-28 01:59:52
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Pima,85 percent or higher,Cell,1,0.9628,0.7421,0.5656,0.7523,2018-09-28 02:00:46
Rep,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Favorable,agree,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9802,1.1656,0.841,1.174,2018-09-28 02:10:13
Dem,18 to 34,Some college or trade school,White,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.6091,1.0982,1.2122,1.1325,2018-09-28 02:10:40
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,45 to 64,No 4-year College Degree,Non-White,Pima,85 percent or higher,Cell,1,0.9856,1.1963,0.7845,1.2117,2018-09-28 02:12:28
Rep,50 to 64,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Cochise,85 percent or higher,Landline,1,0.9877,0.8471,0.6858,0.858,2018-09-28 02:13:49
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Support,support,Dems. take House,Unfavorable,Unfavorable,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Pima,85 percent or higher,Landline,1,0.9065,0.7931,0.5624,0.8087,2018-09-28 02:14:16
Und,50 to 64,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,Don't know,Dems. take House,Unfavorable,Unfavorable,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,45 to 64,Postgraduate Degree,Unknown,Pima,85 percent or higher,Landline,1,0.8508,0.6086,0.4545,0.6256,2018-09-28 02:15:28
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Don't know,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Cochise,85 percent or higher,Cell,1,0.9931,0.9002,0.6789,0.9122,2018-09-28 02:15:57
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 44,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.926,0.6005,0.366,0.6108,2018-09-28 02:16:04
Dem,50 to 64,Bachelors' degree,White,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Landline,1,0.9883,0.8888,0.5632,0.9003,2018-09-28 02:16:40
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,oppose,Dems. take House,Unfavorable,Unfavorable,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 44,Postgraduate Degree,Non-White,Pima,85 percent or higher,Cell,1,0.8884,0.664,0.4716,0.6787,2018-09-28 02:16:51
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Cochise,85 percent or higher,Landline,1,0.9955,0.5677,0.4242,0.5754,2018-09-28 02:17:16
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.7003,1.0565,0.82,1.119,2018-09-28 02:20:18
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.824,1.2115,0.8842,1.2511,2018-09-28 02:23:45
Und,65 and older,Some college or trade school,White,Male,White,support,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,agree,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,85 percent or higher,Landline,1,0.9936,1.1094,0.7908,1.1214,2018-09-28 02:32:23
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,50 to 85 percent,Cell,1,0.8301,0.7271,0.524,0.7501,2018-09-28 02:34:02
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Cochise,85 percent or higher,Cell,1,0.9849,0.9459,0.7181,0.958,2018-09-28 02:35:41
Dem,65 and older,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Pima,85 percent or higher,Landline,1,0.9965,1.1659,0.7948,1.1821,2018-09-28 02:41:14
Rep,35 to 49,Bachelors' degree,White,Female,White,Don't know,Approve,Support,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,4-year College Grad.,White,Pima,85 percent or higher,Cell,1,0.9927,0.9338,0.5882,0.9462,2018-09-28 02:41:14
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,50 to 85 percent,Cell,1,0.8194,1.2329,0.986,1.2742,2018-09-28 02:41:41
Dem,65 and older,Bachelors' degree,Hispanic,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,4-year College Grad.,Non-White,Pima,85 percent or higher,Landline,1,0.9949,1.2304,0.7032,1.2471,2018-09-28 02:42:35
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.727,1.4039,1.3884,1.4778,2018-09-28 02:42:35
Rep,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,White,Cochise,Less than 50 percent,Cell,1,0.4693,1.1386,2.0713,1.297,2018-09-28 02:45:17
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9944,0.6554,0.4123,0.6642,2018-09-28 02:45:45
Dem,65 and older,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,Pima,85 percent or higher,Cell,1,0.9655,1.175,0.9293,1.1908,2018-09-28 02:45:54
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Pima,85 percent or higher,Landline,1,0.9789,1.0755,0.7071,1.0894,2018-09-28 02:46:21
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,White,Pima,85 percent or higher,Cell,1,0.9736,0.6886,0.4417,0.6976,2018-09-28 02:46:21
Und,18 to 34,Graduate or Professional Degree,White,Female,Hispanic,oppose,Disapp.,Check,support,Don't know,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,or as a member of another political party,Nonwhite,18 to 44,Postgraduate Degree,White,Pima,50 to 85 percent,Cell,1,0.7313,0.7232,0.5675,0.7606,2018-09-28 02:46:30
Dem,18 to 34,Some college or trade school,White,Male,Black,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,agree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 44,No 4-year College Degree,White,Pima,50 to 85 percent,Cell,1,0.6344,1.0898,1.0274,1.1738,2018-09-28 02:46:57
