response,ager,educ,file_race,gender,race_eth,approve,GOVHR,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Rep.,Favorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.9584,1.0615,0.7389,1.0511,2018-10-09 23:03:12
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,50 to 85 percent,Cell,1,0.8235,1.1064,0.6686,1.1159,2018-10-09 23:03:12
Und,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,Don't know,Rep.,Don't know,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Memphis,Less than 50 percent,Cell,1,0.1122,1.0307,3.5222,1.5879,2018-10-09 23:04:06
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,East,85 percent or higher,Cell,1,0.8597,0.7101,0.3645,0.6962,2018-10-09 23:04:42
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,West,85 percent or higher,Cell,1,0.924,0.6072,0.3543,0.6034,2018-10-09 23:05:45
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Nashville Area,85 percent or higher,Cell,1,0.9544,1.1378,0.6194,1.1271,2018-10-09 23:05:45
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Eastern Cities,50 to 85 percent,Landline,1,0.7193,0.7285,0.7032,0.7502,2018-10-09 23:05:54
Dem,50 to 64,High school,White,Female,White,Approve,Dem.,Favorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,Less than 50 percent,Landline,1,0.351,0.9017,1.9612,0.9755,2018-10-09 23:08:00
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,Less than 50 percent,Cell,1,0.3985,0.7119,1.1724,0.8185,2018-10-09 23:08:09
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Nashville Area,50 to 85 percent,Cell,1,0.7399,0.6612,0.4701,0.6779,2018-10-09 23:09:21
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,50 to 85 percent,Cell,1,0.6919,1.1424,0.7203,1.184,2018-10-09 23:09:57
Dem,35 to 49,Some college or trade school,White,Female,White,Approve,Dem.,Unfavorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Eastern Cities,50 to 85 percent,Cell,1,0.5312,1.3786,2.3281,1.4977,2018-10-09 23:11:45
Rep,50 to 64,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Landline,1,0.8464,0.9462,0.6797,0.9283,2018-10-09 23:11:54
Rep,35 to 49,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,40 to 64,[DO NOT READ] Don't know/Refused,White,East,50 to 85 percent,Cell,1,0.8286,0.9763,0.5947,0.9838,2018-10-09 23:12:39
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,East,85 percent or higher,Landline,1,0.9335,0.8245,0.5773,0.8078,2018-10-09 23:12:39
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Cell,1,0.6934,1.3442,1.0068,1.3927,2018-10-09 23:12:39
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Cell,1,0.9715,1.0137,0.644,0.9958,2018-10-09 23:13:51
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,Less than 50 percent,Cell,1,0.353,0.9017,1.9502,1.0633,2018-10-09 23:14:18
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Eastern Cities,Less than 50 percent,Cell,1,0.2523,1.4176,5.1111,1.6167,2018-10-09 23:14:27
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Don't know,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.9096,1.0137,0.6879,1.009,2018-10-09 23:14:54
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Nashville Area,85 percent or higher,Landline,0.8889,0.9487,1.007,0.6318,0.9805,2018-10-09 23:16:40
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,Favorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,East,85 percent or higher,Cell,1,0.9526,1.0027,0.6679,0.9934,2018-10-09 23:16:49
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,85 percent or higher,Cell,1,0.9733,0.8579,0.3642,0.8488,2018-10-09 23:19:04
Rep,50 to 64,Some college or trade school,White,Male,White,Don't know,Dem.,Don't know,Rep.,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,Less than 50 percent,Cell,0.7778,0.2499,0.973,2.401,1.1068,2018-10-09 23:20:34
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Dem.,Unfavorable,Rep.,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,85 percent or higher,Cell,1,0.9628,1.0137,0.6499,1.0035,2018-10-09 23:21:19
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Nashville Area,85 percent or higher,Landline,1,0.9743,1.0583,0.5053,1.047,2018-10-09 23:21:37
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,85 percent or higher,Landline,1,0.92,0.795,0.4421,0.7903,2018-10-09 23:21:55
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Nashville Area,85 percent or higher,Cell,1,0.8699,0.7054,0.3451,0.6913,2018-10-09 23:22:22
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,50 to 85 percent,Landline,1,0.8354,0.9908,0.7792,0.9726,2018-10-09 23:22:40
Rep,65 and older,High school,Black,Female,Black,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,Non-White,West,85 percent or higher,Landline,1,0.9511,1.0567,0.7403,1.0361,2018-10-09 23:24:37
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Eastern Cities,50 to 85 percent,Cell,1,0.8461,0.9374,0.5768,0.9418,2018-10-09 23:25:31
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.957,0.9354,0.5953,0.9264,2018-10-09 23:25:40
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,Unknown,East,50 to 85 percent,Landline,1,0.7123,0.6842,0.3699,0.7057,2018-10-09 23:25:58
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.924,1.057,0.6081,1.0353,2018-10-09 23:27:55
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,West,50 to 85 percent,Cell,1,0.5935,1.2793,1.2659,1.3617,2018-10-09 23:29:07
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,50 to 85 percent,Cell,1,0.7294,1.0692,0.7778,1.0986,2018-10-09 23:29:43
Rep,35 to 49,High school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,Less than 50 percent,Cell,1,0.118,1.0543,4.3927,1.3815,2018-10-09 23:33:27
Dem,50 to 64,High school,White,Female,White,Don't know,Dem.,Favorable,Rep.,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.952,0.9354,0.5984,0.9268,2018-10-09 23:33:54
Dem,65 and older,High school,White,Female,White,Disapp.,Rep.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.9303,0.9541,0.6532,0.9473,2018-10-09 23:34:57
Dem,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Nashville Area,85 percent or higher,Cell,0.8889,0.9394,0.9961,0.6489,0.9823,2018-10-09 23:36:27
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Memphis,85 percent or higher,Cell,1,0.9632,0.8792,0.3844,0.8703,2018-10-09 23:38:42
Rep,35 to 49,Some college or trade school,White,Female,White,Disapp.,Lib./Don't know,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,Less than 50 percent,Cell,1,0.2182,0.9017,3.1551,1.184,2018-10-09 23:40:12
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,East,85 percent or higher,Landline,1,0.9431,1.0615,0.7508,1.0525,2018-10-09 23:40:30
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Don't know,Rep.,Don't know,30 to 44,4-year College Grad.,Other,Male,Not very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,Less than 50 percent,Cell,0.3333,0.3923,0.8269,1.092,0.3822,2018-10-09 23:42:09
Dem,65 and older,Graduate or Professional Degree,White,Female,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,65 and older,Postgraduate Degree,White,Nashville Area,85 percent or higher,Landline,1,0.9788,0.6667,0.3754,0.6556,2018-10-09 23:42:18
Rep,50 to 64,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.9475,0.9354,0.6013,0.917,2018-10-09 23:43:30
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,East,85 percent or higher,Cell,1,0.9472,1.082,0.5854,1.0725,2018-10-09 23:44:33
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,50 to 85 percent,Cell,0.8889,0.766,1.0612,0.6184,1.0261,2018-10-09 23:45:54
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,Don't know,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,50 to 85 percent,Cell,1,0.6773,0.9835,0.8026,1.023,2018-10-09 23:46:03
Rep,50 to 64,High school,Hispanic,Female,Hispanic,Approve,Rep.,Don't know,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Eastern Cities,85 percent or higher,Cell,1,0.9565,1.2048,0.9902,1.1932,2018-10-09 23:46:03
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,West,85 percent or higher,Cell,1,0.9691,0.7734,0.4515,0.7653,2018-10-09 23:46:59
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,18 to 29,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Eastern Cities,50 to 85 percent,Cell,1,0.6484,0.8949,1.0962,0.9379,2018-10-09 23:47:08
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Cell,1,0.5893,1.2457,1.3592,1.3276,2018-10-09 23:47:26
Dem,18 to 34,Some college or trade school,Black,Female,Black,Disapp.,Dem.,Don't know,Dem.,Don't know,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Non-White,Memphis,Less than 50 percent,Cell,1,0.3657,1.3403,2.5024,1.4412,2018-10-09 23:47:51
