response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Maybe Trump,Unknown,Less educ. Trump,85 percent or higher,Cell,1,0.96,1.2997,1.0173,1.342,2018-09-10 20:18:39
Dem,18 to 34,High school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,Don't know,yes,disagree,agree,30 to 44,High School Grad. or Less,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,Probably Clinton,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.6858,0.9248,1.2172,0.9601,2018-09-10 20:28:24
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,oppose,agree,Dems. take House,Don't know,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.7215,0.8065,0.9975,0.8657,2018-09-10 20:18:21
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Most Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9952,0.6892,0.5845,0.7114,2018-09-10 20:19:51
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,Probably Clinton,Unknown,Well-educ. Trump,85 percent or higher,Cell,0.7778,0.8958,0.7348,0.5661,0.7329,2018-09-10 20:25:24
Rep,50 to 64,Bachelors' degree,Other,Female,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,disagree,agree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,Non-White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8554,0.9691,0.8571,1.0139,2018-09-10 20:30:21
Dem,65 and older,Some college or trade school,White,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Probably Trump,White,Less educ. Trump,85 percent or higher,Landline,1,0.9326,1.3717,1.3202,1.42,2018-09-10 20:20:27
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Probably Trump,White,Less-educ. Clinton,85 percent or higher,Cell,0.8889,0.9288,1.1534,0.928,1.1866,2018-09-10 20:25:33
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Don't know,agree,no,agree,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Most Clinton,White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.7454,0.5273,0.5075,0.5631,2018-09-10 20:27:03
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9724,0.9749,0.7469,1.0059,2018-09-10 20:23:36
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,Don't know,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9555,1.0437,0.8802,1.0781,2018-09-10 20:29:36
Rep,50 to 64,Some college or trade school,White,Female,White,Don't know,support,disagree,Reps. keep House,Unfavorable,Unfavorable,agree,no,agree,agree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Landline,0.7778,0.8788,0.9678,1.0115,0.9081,2018-09-10 20:22:24
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Well-educ. Trump,85 percent or higher,Cell,1,0.9737,0.8196,0.648,0.8456,2018-09-10 20:22:24
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,disagree,Don't know,Don't know,Don't know,disagree,no,disagree,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,Maybe Trump,White,Less educ. Trump,50 to 85 percent,Cell,0.6667,0.5058,1.0007,1.5721,0.9457,2018-09-10 20:23:18
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9735,1.404,1.0778,1.4486,2018-09-10 20:28:42
Rep,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,Probably Clinton,Non-White,Well-educ. Trump,50 to 85 percent,Cell,1,0.8239,0.6501,0.6152,0.6838,2018-09-10 20:21:21
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Probably Clinton,White,Well-educ. Trump,Less than 50 percent,Cell,1,0.4622,0.821,1.3113,0.891,2018-09-10 20:23:00
Dem,65 and older,Bachelors' degree,White,Female,Black,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,yes,disagree,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9595,0.879,0.6851,0.9077,2018-09-10 20:31:06
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Black,Disapp.,oppose,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,18 to 29,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Probably Clinton,Non-White,Less educ. Trump,50 to 85 percent,Cell,0.7778,0.6272,0.6876,0.7561,0.6764,2018-09-10 20:28:33
Rep,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Well-educ. Trump,85 percent or higher,Landline,1,0.9793,0.596,0.4479,0.6148,2018-09-10 20:19:15
Rep,65 and older,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Landline,0.5556,0.9593,1.2558,1.0517,1.2684,2018-09-10 20:19:42
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,Don't know,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.8839,1.7505,1.4089,1.8234,2018-09-10 20:22:51
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,support,disagree,Don't know,Favorable,Unfavorable,disagree,no,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9473,1.859,1.6174,1.9216,2018-09-10 20:26:36
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Don't know,support,agree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Trump,Non-White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9394,1.304,1.0359,1.3489,2018-09-10 20:27:30
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Approve,oppose,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Other,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,65 and older,Probably Clinton,Unknown,Less-educ. Clinton,50 to 85 percent,Landline,0.7778,0.7485,0.5526,0.5067,0.4936,2018-09-10 20:29:27
Und,[DO NOT READ] Refused,High school,Other,Female,Asian,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,agree,no,agree,disagree,18 to 29,High School Grad. or Less,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Most Clinton,Non-White,Well-educ. Clinton,50 to 85 percent,Cell,0.5556,0.8403,0.9002,0.9442,0.7833,2018-09-10 20:21:21
Und,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,Probably Clinton,Non-White,Less-educ. Clinton,85 percent or higher,Cell,1,0.8953,1.0367,0.8231,1.0782,2018-09-10 20:18:39
Rep,65 and older,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Less educ. Trump,50 to 85 percent,Landline,1,0.8315,0.9432,1.0922,0.9908,2018-09-10 20:18:12
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Maybe Trump,Unknown,Well-educ. Clinton,85 percent or higher,Cell,1,0.9335,1.2587,0.9034,1.3029,2018-09-10 20:18:21
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,Don't know,no,Don't know,agree,65 and older,Postgraduate Degree,Other,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9817,0.7051,0.5642,0.71,2018-09-10 20:27:03
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Most Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9984,0.6986,0.5,0.7218,2018-09-10 20:23:27
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 34,Most Clinton,Unknown,Less-educ. Clinton,Less than 50 percent,Cell,1,0.3324,0.6416,1.4851,0.7993,2018-09-10 20:29:54
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,disagree,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Maybe Trump,White,Well-educ. Clinton,85 percent or higher,Cell,0.8889,0.9571,1.404,1.0962,1.4433,2018-09-10 20:29:18
Rep,65 and older,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Reps. keep House,Don't know,Favorable,agree,yes,disagree,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.9324,0.8735,0.6713,0.9043,2018-09-10 20:18:57
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,yes,disagree,disagree,30 to 44,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Maybe Trump,White,Less educ. Trump,85 percent or higher,Cell,1,0.983,1.5606,1.305,1.6018,2018-09-10 20:29:09
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Clinton,White,Less-educ. Clinton,85 percent or higher,Cell,1,0.9933,0.9678,0.8948,0.9962,2018-09-10 20:20:45
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,disagree,yes,disagree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Less educ. Trump,50 to 85 percent,Cell,1,0.8216,1.2676,1.3407,1.3338,2018-09-10 20:17:00
Rep,65 and older,High school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9359,1.2081,1.2336,1.2344,2018-09-10 20:26:54
Dem,18 to 34,Bachelors' degree,Black,Male,Black,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,agree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,Most Clinton,Non-White,Less-educ. Clinton,50 to 85 percent,Cell,1,0.5352,0.5283,0.6483,0.5977,2018-09-10 20:27:48
Dem,65 and older,Bachelors' degree,White,Male,White,Approve,support,agree,Dems. take House,Don't know,Favorable,disagree,no,agree,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,Probably Trump,White,Less educ. Trump,85 percent or higher,Cell,1,0.9754,1.0048,0.717,1.03,2018-09-10 20:31:33
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,no,disagree,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Well-educ. Clinton,50 to 85 percent,Cell,1,0.8248,0.9016,0.9075,0.9481,2018-09-10 20:28:51
Rep,18 to 34,Graduate or Professional Degree,Asian,Female,White,Don't know,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,Probably Clinton,Non-White,Less educ. Trump,50 to 85 percent,Cell,1,0.8239,0.555,0.5093,0.5837,2018-09-10 20:21:39
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,agree,Dems. take House,Unfavorable,Don't know,disagree,yes,agree,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Maybe Trump,White,Less educ. Trump,50 to 85 percent,Landline,1,0.7774,1.3568,1.5423,1.3947,2018-09-10 20:21:30
Und,50 to 64,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,4-year College Grad.,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Less educ. Trump,85 percent or higher,Landline,0.7778,0.9424,1.3817,1.0674,1.3901,2018-09-10 20:17:27
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,disagree,no,agree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Landline,1,0.9916,0.8672,0.7726,0.8948,2018-09-10 20:25:06
Dem,65 and older,Bachelors' degree,White,Female,Other,Disapp.,support,agree,Dems. take House,Don't know,Don't know,agree,no,disagree,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,65 and older,Maybe Trump,White,Less educ. Trump,50 to 85 percent,Cell,1,0.7846,1.0002,0.9116,1.0597,2018-09-10 20:20:36
Dem,18 to 34,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,oppose,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,agree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,Probably Clinton,White,Well-educ. Clinton,85 percent or higher,Cell,1,0.8562,0.8972,0.7693,0.9385,2018-09-10 20:28:33
