response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",4-year College Grad.,Unknown,Assembly Dist. 68,50 to 85 percent,Cell,0.7778,0.7032,1.9622,1.9106,1.8145,2018-10-31 03:38:25
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,No 4-year College Degree,Hispanic,Assembly Dist. 68,Less than 50 percent,Cell,1,0.4711,0.9836,1.884,1.072,2018-10-31 03:39:10
Dem,65 and older,Graduate or Professional Degree,Other,Male,Asian,Don't know,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,Postgraduate Degree,Other Non-White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9474,0.792,0.4429,0.7754,2018-10-31 03:40:13
Dem,35 to 49,Graduate or Professional Degree,Other,Female,White,Don't know,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Postgraduate Degree,Other Non-White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9229,0.8276,0.5564,0.8063,2018-10-31 03:40:22
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9204,0.7193,0.485,0.7081,2018-10-31 03:40:49
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,Less than 50 percent,Cell,0.8889,0.138,1.0575,5.5511,1.4146,2018-10-31 03:45:13
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9612,1.0809,0.7321,1.0491,2018-10-31 03:49:16
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,No 4-year College Degree,Hispanic,Irvine,Less than 50 percent,Cell,1,0.2635,0.6875,1.696,0.7631,2018-10-31 03:50:28
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.966,0.9629,0.7127,0.9395,2018-10-31 03:51:13
Rep,[DO NOT READ] Refused,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.3702,0.992,1.8263,1.1355,2018-10-31 03:53:01
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,4-year College Grad.,Hispanic,Assembly Dist. 68,Less than 50 percent,Cell,1,0.3004,0.6576,1.3694,0.7873,2018-10-31 03:57:49
Rep,[DO NOT READ] Refused,Some college or trade school,Other,Male,Asian,Approve,Don't know,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,No 4-year College Degree,Other Non-White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7473,1.5926,1.5807,1.5434,2018-10-31 04:05:18
Rep,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Postgraduate Degree,White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.7822,0.7818,0.6348,0.779,2018-10-31 04:06:03
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.8484,0.8847,0.6991,0.8712,2018-10-31 04:06:21
Dem,65 and older,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,No 4-year College Degree,Hispanic,Assembly Dist. 68,50 to 85 percent,Cell,1,0.8454,0.9706,0.9219,0.9562,2018-11-01 01:04:00
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Democrat,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.4609,1.204,1.9036,1.3855,2018-11-01 01:04:25
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Democrat,Nonwhite,No 4-year College Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Landline,1,0.8984,0.942,0.8355,0.9317,2018-11-01 01:32:32
Rep,65 and older,High school,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,Nonwhite,No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Landline,1,0.97,0.8902,0.5899,0.8636,2018-11-01 01:38:14
Rep,18 to 34,High school,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8691,0.6356,0.43,0.6108,2018-11-01 01:44:41
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Already voted,Republican,Nonwhite,No 4-year College Degree,Hispanic,Assembly Dist. 68,50 to 85 percent,Cell,1,0.7803,0.747,0.575,0.7609,2018-11-01 01:52:39
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9624,1.2901,0.8648,1.2412,2018-11-01 01:53:06
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,1.0809,0.7255,1.0486,2018-11-01 01:57:09
Und,18 to 34,Bachelors' degree,Other,Male,White,Don't know,Reps. keep House,Favorable,Favorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",4-year College Grad.,Other Non-White,Irvine,Less than 50 percent,Cell,1,0.2753,1.1107,2.0074,1.224,2018-11-01 02:01:15
Rep,65 and older,[DO NOT READ] Refused,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",[DO NOT READ] Don't know/Refused,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9594,0.8804,0.5189,0.86,2018-11-01 02:07:06
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,1.185,0.8531,1.1554,2018-11-01 02:07:06
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.9641,0.9629,0.7141,0.9399,2018-11-01 02:09:57
Rep,65 and older,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",4-year College Grad.,Other Non-White,Irvine,85 percent or higher,Cell,1,0.9624,1.5047,0.6561,1.4691,2018-11-01 02:11:18
Rep,35 to 49,Graduate or Professional Degree,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",Postgraduate Degree,Other Non-White,Assembly Dist. 73/74,85 percent or higher,Landline,1,0.8646,0.8081,0.5621,0.8056,2018-11-01 02:12:30
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",4-year College Grad.,Unknown,Irvine,85 percent or higher,Cell,1,0.8704,1.8828,1.3077,1.8091,2018-11-01 02:19:56
Rep,35 to 49,Bachelors' degree,White,Female,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,or as a member of another political party,Nonwhite,4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9297,1.2088,0.8958,1.161,2018-11-01 02:27:26
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,0.7778,0.9377,0.6875,0.4795,0.6601,2018-11-01 02:27:44
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,0.9629,0.7098,0.9389,2018-11-01 02:28:20
Dem,35 to 49,Some college or trade school,Hispanic,Male,Asian,Disapp.,Dems. take House,Don't know,Favorable,30 to 44,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,No 4-year College Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,0.9106,0.8303,0.8879,2018-11-01 02:28:20
Dem,18 to 34,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,4-year College Grad.,Hispanic,Irvine,Less than 50 percent,Cell,1,0.3598,0.7738,1.2287,0.8911,2018-11-01 02:29:50
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,1.091,0.587,1.0637,2018-11-01 02:31:20
Rep,50 to 64,Some college or trade school,Asian,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,No 4-year College Degree,Other Non-White,Irvine,85 percent or higher,Cell,1,0.9622,1.3969,0.8117,1.3558,2018-11-01 02:40:56
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,or as a member of another political party,Nonwhite,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9226,1.1176,0.7503,1.0888,2018-11-01 02:45:26
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),Nonwhite,Postgraduate Degree,Hispanic,Assembly Dist. 68,Less than 50 percent,Cell,1,0.253,0.5977,1.7323,0.8051,2018-11-01 02:55:16
Dem,50 to 64,Bachelors' degree,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,4-year College Grad.,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.7492,1.5511,1.4,1.5559,2018-11-01 02:55:25
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.2135,0.4408,1.0792,0.5704,2018-11-01 02:55:43
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.8143,0.8575,0.6794,0.8493,2018-11-01 02:57:49
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9425,1.2167,0.7387,1.1829,2018-11-01 03:00:58
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,0.8975,0.5626,0.8751,2018-11-01 03:05:01
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.3878,1.0575,2.147,1.2712,2018-11-01 03:07:34
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.8767,0.692,0.4287,0.6878,2018-11-01 03:12:31
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,18 to 29,4-year College Grad.,Republican,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.2675,0.7621,1.6446,0.4672,2018-11-01 03:20:57
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Irvine,85 percent or higher,Cell,1,0.8779,1.2839,0.697,1.2759,2018-11-01 03:28:27
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",No 4-year College Degree,White,Irvine,Less than 50 percent,Cell,1,0.4098,1.302,2.1681,1.5432,2018-11-01 03:36:27
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",No 4-year College Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,1.3513,1.0789,1.3012,2018-11-01 03:56:00
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Irvine,85 percent or higher,Cell,1,0.97,0.7575,0.3325,0.7349,2018-11-01 03:56:09
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Irvine,85 percent or higher,Cell,1,0.9483,1.203,0.6458,1.1562,2018-11-01 03:59:45
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Postgraduate Degree,Other Non-White,Irvine,50 to 85 percent,Cell,1,0.735,1.1904,0.6978,1.1977,2018-11-01 04:02:16
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,1.0839,0.7022,1.0569,2018-11-01 04:06:10
Dem,65 and older,Graduate or Professional Degree,Black,Male,Black,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,Postgraduate Degree,Other Non-White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.6336,0.907,0.616,0.8919,2018-11-01 04:08:25
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9437,0.6992,0.4622,0.6797,2018-11-01 04:12:55
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Irvine,Less than 50 percent,Cell,1,0.4853,1.3733,1.8123,1.5604,2018-11-01 04:13:22
Und,18 to 34,Some college or trade school,Asian,Male,Asian,Don't know,Dems. take House,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Somewhat likely,[DO NOT READ] Refused,Nonwhite,No 4-year College Degree,Other Non-White,Irvine,Less than 50 percent,Cell,0.4444,0.1393,0.9769,3.2643,0.5571,2018-11-01 04:14:25
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.3807,0.7225,1.1672,0.8727,2018-11-01 04:18:31
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Postgraduate Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9655,0.6437,0.3108,0.6195,2018-11-01 04:22:16
Dem,50 to 64,Bachelors' degree,Other,Male,White,Approve,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,Other Non-White,Irvine,Less than 50 percent,Cell,1,0.1939,1.7177,4.6764,2.2733,2018-11-01 04:23:01
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,Unknown,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,1.3513,1.0789,1.3109,2018-11-01 04:23:28
Dem,35 to 49,Graduate or Professional Degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,Nonwhite,Postgraduate Degree,White,Irvine,50 to 85 percent,Cell,1,0.7317,0.9819,0.7287,0.9887,2018-11-01 04:24:49
Dem,50 to 64,Bachelors' degree,Asian,Male,Asian,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,4-year College Grad.,Other Non-White,Assembly Dist. 73/74,50 to 85 percent,Cell,1,0.6102,1.8179,1.7738,1.7945,2018-11-01 04:30:04
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9677,0.9629,0.7114,0.9393,2018-11-01 04:30:31
Rep,65 and older,Grade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9563,0.9692,0.6018,0.9411,2018-11-01 04:37:50
Dem,35 to 49,Bachelors' degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,4-year College Grad.,Hispanic,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.8953,1.1132,0.8691,1.0884,2018-11-02 03:31:20
Dem,65 and older,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Postgraduate Degree,Hispanic,Assembly Dist. 68,85 percent or higher,Cell,1,0.9081,0.5204,0.3092,0.5079,2018-11-02 03:43:20
Rep,50 to 64,Bachelors' degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",4-year College Grad.,Other Non-White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9058,1.512,0.9482,1.4763,2018-11-02 03:46:37
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.9693,1.2901,0.8586,1.2581,2018-11-02 04:09:15
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,Postgraduate Degree,Other Non-White,Assembly Dist. 68,50 to 85 percent,Cell,1,0.5194,0.9163,0.9865,0.98,2018-11-02 04:24:57
Rep,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Already voted,Republican,Nonwhite,Postgraduate Degree,Hispanic,Irvine,Less than 50 percent,Cell,1,0.2713,0.7506,1.7348,0.992,2018-11-02 04:29:18
Rep,65 and older,Bachelors' degree,White,Male,White,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 73/74,85 percent or higher,Cell,1,0.97,1.1568,0.7017,1.1279,2018-11-02 04:59:22
Rep,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.97,1.14,0.7183,1.106,2018-11-02 05:02:11
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,Postgraduate Degree,White,Irvine,85 percent or higher,Cell,1,0.886,0.7916,0.4455,0.775,2018-11-02 05:02:20
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",4-year College Grad.,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9683,1.091,0.588,1.064,2018-11-02 05:04:26
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",No 4-year College Degree,White,Assembly Dist. 68,85 percent or higher,Cell,1,0.9228,1.0128,0.7632,0.9965,2018-11-02 05:11:47
Rep,35 to 49,Graduate or Professional Degree,Other,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Postgraduate Degree,Other Non-White,Irvine,Less than 50 percent,Cell,1,0.2585,0.9995,1.9967,1.2375,2018-11-02 05:11:47
Rep,18 to 34,Bachelors' degree,Asian,Male,Asian,Don't know,Reps. keep House,Favorable,Favorable,30 to 44,4-year College Grad.,Other,Male,Almost certain,Republican,Nonwhite,4-year College Grad.,Other Non-White,Assembly Dist. 68,Less than 50 percent,Cell,1,0.3043,1.411,2.9753,1.6846,2018-11-02 05:17:32
Dem,65 and older,Graduate or Professional Degree,Asian,Male,Asian,Approve,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),Nonwhite,Postgraduate Degree,Other Non-White,Irvine,85 percent or higher,Cell,1,0.8659,0.8703,0.3819,0.8673,2018-11-02 05:18:08
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Other,Male,Already voted,Independent (No party),Nonwhite,No 4-year College Degree,Hispanic,Assembly Dist. 73/74,Less than 50 percent,Cell,1,0.2792,0.6611,1.7785,0.8668,2018-11-02 05:18:26
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),Nonwhite,Postgraduate Degree,Hispanic,Assembly Dist. 68,50 to 85 percent,Cell,1,0.6183,0.7344,0.7552,0.7608,2018-11-02 05:19:56
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,Nonwhite,4-year College Grad.,Hispanic,Assembly Dist. 68,50 to 85 percent,Cell,1,0.6351,1.2307,1.3097,1.2099,2018-11-02 05:20:05
Rep,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Postgraduate Degree,Other Non-White,Irvine,50 to 85 percent,Cell,1,0.7211,1.1154,0.7118,1.1258,2018-11-02 05:21:35
