response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.9406,1.5106,0.995,1.5172
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,18 to 29,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,White,South,50 to 85 percent,Landline,0.7778,0.7761,0.8576,0.6014,0.8312
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",40 to 64,White,North,85 percent or higher,Landline,0.8889,0.9327,1.0524,0.5314,1.0481
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",40 to 64,White,North,Less than 50 percent,Landline,1,0.3972,0.8587,1.1897,0.935
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,Unknown,South,50 to 85 percent,Landline,1,0.8482,0.5408,0.3178,0.5566
Rep,50 to 64,High school,Hispanic,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,Other Non-White,Charlottesville,85 percent or higher,Landline,1,0.916,1.6636,1.2834,1.6957
Dem,50 to 64,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,Unknown,South,85 percent or higher,Landline,0.8889,0.8989,1.0354,0.8722,1.0488
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.9413,0.9264,0.4288,0.9416
Rep,65 and older,Grade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,South,85 percent or higher,Landline,1,0.9103,1.5106,1.0281,1.5409
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,White,Charlottesville,50 to 85 percent,Landline,0.8889,0.5335,0.8056,0.5959,0.8139
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,North,85 percent or higher,Landline,1,0.912,1.4622,0.883,1.4912
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Charlottesville,85 percent or higher,Landline,1,0.9065,0.9313,0.3798,0.9504
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",18 to 39,White,North,50 to 85 percent,Landline,0.8889,0.703,0.923,0.6253,0.8304
