response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,SCAPP,SCKAV,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedc,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,40 to 64,White,Bangor Area,50 to 85 percent,Landline,1,0.6316,0.9937,0.926,1.0716,2018-10-17 21:51:44
Und,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,Disapp.,disagree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,50 to 85 percent,Cell,0.8889,0.7737,0.9125,0.7845,0.9037,2018-10-17 21:52:02
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,40 to 64,White,North,Less than 50 percent,Landline,1,0.2047,0.8541,2.744,1.1663,2018-10-17 21:52:29
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Approve,disagree,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9616,0.6884,0.454,0.7024,2018-10-17 21:52:29
4,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,Approve,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,South/Central,85 percent or higher,Landline,1,0.9431,0.8551,0.6007,0.8686,2018-10-17 21:53:59
Dem,35 to 49,Some college or trade school,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,30 to 44,Some College Educ.,Other,Female,Already voted,Independent (No party),Nonwhite,Nonwhite,40 to 64,White,South/Central,85 percent or higher,Landline,1,0.9171,0.8551,0.6178,0.8802,2018-10-17 21:54:26
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9389,1.1809,1.1,1.1855,2018-10-17 21:56:50
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Approve,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.965,0.8081,0.5677,0.8194,2018-10-17 21:57:26
Rep,[DO NOT READ] Refused,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,40 to 64,White,North,85 percent or higher,Landline,1,0.965,1.2565,1.0947,1.2741,2018-10-17 21:57:35
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,Approve,disagree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,South/Central,85 percent or higher,Landline,1,0.965,0.6741,0.4047,0.6778,2018-10-17 21:58:47
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,North,85 percent or higher,Landline,1,0.965,0.6971,0.4686,0.7068,2018-10-17 21:58:56
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,South/Central,85 percent or higher,Landline,1,0.965,0.744,0.5056,0.7544,2018-10-17 21:59:23
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,40 to 64,White,North,85 percent or higher,Landline,1,0.965,0.6971,0.4686,0.7068,2018-10-17 21:59:59
Und,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Female,White,Disapp.,Don't know,Don't know,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Other,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,South/Central,85 percent or higher,Landline,1,0.965,0.6588,0.3978,0.668,2018-10-17 22:00:35
Dem,65 and older,[DO NOT READ] Refused,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.965,0.973,0.5369,0.9866,2018-10-17 22:03:36
Rep,65 and older,[DO NOT READ] Refused,White,Female,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,65 and older,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,South/Central,85 percent or higher,Landline,1,0.965,0.8627,0.4472,0.8748,2018-10-17 22:04:21
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.965,0.8042,0.5062,0.8155,2018-10-17 22:04:30
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,40 to 64,White,South/Central,85 percent or higher,Landline,1,0.9315,0.72,0.4546,0.7323,2018-10-17 22:06:45
Und,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Unfavorable,Approve,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.965,0.6582,0.4509,0.6674,2018-10-17 22:07:03
Und,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,South/Central,85 percent or higher,Landline,1,0.965,0.8551,0.5871,0.867,2018-10-17 22:08:51
Dem,65 and older,Grade school,White,Male,White,Approve,Dems. take House,Unfavorable,Favorable,Approve,disagree,65 and older,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North,50 to 85 percent,Landline,0.3333,0.8403,1.3472,1.3253,1.0706,2018-10-17 22:09:18
Und,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,40 to 64,White,North,85 percent or higher,Landline,1,0.965,0.9036,0.6533,0.9087,2018-10-17 22:10:21
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.965,0.8042,0.5062,0.8155,2018-10-17 22:10:48
Und,65 and older,Some college or trade school,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,North,85 percent or higher,Landline,1,0.965,0.6956,0.5017,0.7053,2018-10-17 22:12:00
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Approve,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.965,0.4514,0.2677,0.4578,2018-10-17 22:12:45
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Approve,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.965,1.2538,1.172,1.2713,2018-10-17 22:13:03
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,Approve,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.965,0.5699,0.3463,0.5779,2018-10-17 22:15:18
Und,65 and older,High school,White,Male,White,Don't know,Don't know,Don't know,Don't know,Approve,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9087,1.0908,1.0719,1.0945,2018-10-17 22:19:44
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,Approve,agree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Landline,0.8889,0.9436,0.5389,0.3585,0.5371,2018-10-17 22:29:29
Dem,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.965,0.5825,0.3792,0.5906,2018-10-17 22:30:32
Rep,50 to 64,High school,White,Female,White,Approve,Don't know,Unfavorable,Favorable,Approve,agree,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,North,50 to 85 percent,Landline,0.6667,0.6876,1.6384,1.9448,1.3514,2018-10-17 22:30:59
5,50 to 64,Grade school,White,Male,White,Disapp.,Dems. take House,Unfavorable,Don't know,Approve,agree,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,North,50 to 85 percent,Landline,1,0.7639,1.5518,1.5811,1.5688,2018-10-17 22:32:56
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,Approve,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Landline,1,0.9339,0.423,0.2564,0.4301,2018-10-17 22:33:42
Rep,65 and older,High school,White,Female,White,Disapp.,Don't know,Unfavorable,Favorable,Approve,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.965,1.3573,1.2427,1.3763,2018-10-17 22:51:23
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.965,1.0212,0.9309,1.0355,2018-10-17 22:54:59
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,North,85 percent or higher,Landline,1,0.9582,0.423,0.2498,0.4251,2018-10-17 22:57:23
Rep,[DO NOT READ] Refused,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,North,50 to 85 percent,Landline,1,0.8225,1.2014,1.1158,1.2415,2018-10-17 23:09:16
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Dems. take House,Favorable,Unfavorable,Approve,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9533,0.8986,0.6687,0.9119,2018-10-17 23:12:52
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.965,0.9599,0.7163,0.9733,2018-10-17 23:26:15
Und,50 to 64,High school,Other,Female,White,Disapp.,Don't know,Don't know,Don't know,Approve,agree,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,Unknown/Non-White,North,50 to 85 percent,Landline,0.7778,0.7218,1.6479,1.8331,1.4342,2018-10-17 23:28:12
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Approve,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.965,1.0036,0.9436,1.0176,2018-10-17 23:43:39
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9293,0.6733,0.4524,0.685,2018-10-18 00:05:09
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.9635,0.6553,0.4216,0.6646,2018-10-18 00:24:36
Und,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,Approve,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.9533,1.3037,1.2438,1.3231,2018-10-18 00:34:31
Rep,35 to 49,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Don't know,Favorable,Approve,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9193,0.7818,0.5972,0.7963,2018-10-18 01:20:10
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,40 to 64,White,Auburn/Lewiston,85 percent or higher,Cell,1,0.9533,1.4092,1.3452,1.4302,2018-10-18 01:32:55
Und,50 to 64,Some college or trade school,White,Male,White,Disapp.,Reps. keep House,Don't know,Don't know,Approve,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,40 to 64,White,South/Central,85 percent or higher,Landline,1,0.965,0.8099,0.5302,0.8212,2018-10-18 20:39:29
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Cell,1,0.965,0.5541,0.3602,0.5618,2018-10-18 21:01:12
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,40 to 64,White,South/Central,85 percent or higher,Cell,1,0.965,0.72,0.4388,0.7342,2018-10-18 21:13:04
5,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,Approve,agree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9591,0.5648,0.3279,0.573,2018-10-18 21:34:35
Und,35 to 49,Some college or trade school,White,Female,White,Disapp.,Don't know,Favorable,Favorable,Approve,disagree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,South/Central,85 percent or higher,Landline,1,0.965,0.8551,0.5871,0.867,2018-10-18 21:42:59
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Approve,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,18 to 39,Unknown/Non-White,Bangor Area,85 percent or higher,Landline,1,0.9515,1.5373000000000001,1.1199,1.5604,2018-10-18 21:54:29
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.965,0.8081,0.5677,0.8194,2018-10-18 21:56:26
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Approve,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.965,0.6582,0.4509,0.6674,2018-10-18 22:02:26
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.965,1.0925,0.9895,1.1078,2018-10-18 22:11:26
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Favorable,Favorable,Approve,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,South/Central,85 percent or higher,Landline,1,0.925,0.8551,0.6125,0.8703,2018-10-18 22:26:55
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,45 to 64,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.965,0.7134,0.4415,0.7275,2018-10-18 22:27:22
Dem,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,Approve,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.9469,0.7353,0.5,0.7467,2018-10-18 22:30:31
5,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Unfavorable,Unfavorable,Approve,disagree,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.965,1.2538,1.172,1.2364,2018-10-18 22:34:49
Rep,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,Approve,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,North,85 percent or higher,Landline,1,0.9555,1.2538,1.1836,1.2722,2018-10-18 22:37:22
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.965,0.8452,0.5696,0.8618,2018-10-18 22:42:46
Und,50 to 64,High school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,Approve,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,40 to 64,White,Auburn/Lewiston,85 percent or higher,Landline,1,0.965,1.7302,1.6731,1.7544,2018-10-18 22:43:40
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,40 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.9286,0.8313,0.6347,0.8343,2018-10-18 22:45:28
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,Approve,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.9256,0.6933,0.4573,0.6957,2018-10-18 22:53:13
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,Don't know,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,South/Central,85 percent or higher,Landline,1,0.965,0.7338,0.4244,0.7441,2018-10-18 22:55:19
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,Approve,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.965,0.6582,0.4509,0.6674,2018-10-18 22:55:28
Rep,18 to 34,Graduate or Professional Degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 39,White,Bangor Area,85 percent or higher,Landline,1,0.965,1.0684,0.6408,1.0833,2018-10-18 22:55:28
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,South/Central,85 percent or higher,Landline,1,0.965,0.806,0.4728,0.8173,2018-10-18 22:55:46
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Don't know,Favorable,Favorable,Disapp.,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 39,White,Bangor Area,85 percent or higher,Landline,1,0.9279,1.5212,1.0351,1.5478,2018-10-18 22:55:46
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,65 and older,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.9533,0.655,0.407,0.6581,2018-10-18 22:55:55
5,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,Approve,disagree,45 to 64,High School Grad. or Less,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Auburn/Lewiston,50 to 85 percent,Landline,0.6667,0.7387,2.0004,2.3048,1.6835,2018-10-18 22:56:13
Dem,50 to 64,High school,White,Male,White,Approve,Don't know,Favorable,Unfavorable,Approve,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,South/Central,85 percent or higher,Landline,1,0.965,1.341,1.181,1.3598,2018-10-18 22:58:46
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,Approve,agree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,South/Central,85 percent or higher,Landline,1,0.965,0.4514,0.2677,0.4578,2018-10-18 23:01:10
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Approve,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,40 to 64,White,Bangor Area,85 percent or higher,Landline,1,0.965,0.7836,0.4919,0.7946,2018-10-18 23:03:33
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Approve,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,50 to 85 percent,Landline,1,0.5073,0.9703,1.2844,1.0893,2018-10-18 23:03:42
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Favorable,Unfavorable,Approve,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.965,0.7857,0.5906,0.7966,2018-10-18 23:04:09
Dem,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,Approve,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Bangor Area,85 percent or higher,Landline,1,0.965,0.6061,0.4236,0.6146,2018-10-18 23:07:45
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,Disapp.,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 39,White,Bangor Area,85 percent or higher,Landline,1,0.965,1.5212,0.9953,1.5425,2018-10-18 23:12:42
Und,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,Approve,agree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 39,White,Auburn/Lewiston,50 to 85 percent,Cell,1,0.5278,1.654,1.7874,1.843,2018-10-18 23:17:03
Und,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,Approve,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,40 to 64,White,Auburn/Lewiston,50 to 85 percent,Cell,0.8889,0.778,0.9655,0.8068,0.9561,2018-10-18 23:24:47
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Female,[DO NOT READ] Don't know/Refused,Disapp.,Dems. take House,Favorable,Unfavorable,Approve,agree,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Unknown/Non-White,Auburn/Lewiston,85 percent or higher,Landline,1,0.965,1.0284,0.5978,1.0428,2018-10-18 23:27:38
Und,65 and older,High school,White,Female,White,Approve,Don't know,Unfavorable,Unfavorable,Approve,agree,65 and older,High School Grad. or Less,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Auburn/Lewiston,Less than 50 percent,Cell,0.4444,0.2491,1.3355,5.5057,0.6379,2018-10-18 23:30:47
