response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,50 to 64,Bachelors' degree,White,Female,White,Oppose,support,Disapp.,Dems. take House,Favorable,Yes,Favorable,Support,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",50 to 85 percent,Cell,0.6667,0.7502,1.0846,0.7805,0.9228,2018-09-25 00:50:31
Dem,35 to 49,Some college or trade school,Black,Male,Other,Support,support,Disapp.,Reps. keep House,Don't know,No,Don't know,Support,30 to 44,Some College Educ.,Democratic,Male,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,35 to 49,Non-White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9838,1.2324,0.8284,1.2504,2018-09-25 00:54:16
Und,50 to 64,Graduate or Professional Degree,Unknown,Female,White,Support,support,Disapp.,Don't know,Favorable,No,Favorable,Support,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,"Omaha, Trump",50 to 85 percent,Cell,1,0.601,0.711,0.6547,0.7783,2018-09-25 00:54:34
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.7255,1.0088,0.8175,1.0694,2018-09-25 00:55:55
Rep,18 to 34,Bachelors' degree,White,Male,White,Support,support,Don't know,Reps. keep House,Unfavorable,No,Favorable,Oppose,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.7156,1.1623000000000001,1.0251,1.2349,2018-09-25 00:56:58
Dem,35 to 49,Bachelors' degree,White,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9486,1.043,0.5488,1.0539,2018-09-25 00:59:04
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Disapp.,Dems. take House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,0.7778,0.9515,1.0256,0.506,1.0221,2018-09-25 00:59:31
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Reps. keep House,Favorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest of Douglas,50 to 85 percent,Landline,1,0.7208,0.9541,0.7675,1.0124,2018-09-25 00:59:49
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9929,0.9719,0.5362,0.9914,2018-09-25 01:00:43
Dem,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9404,0.8794,0.5637,0.8883,2018-09-25 01:01:16
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest of Douglas,85 percent or higher,Cell,1,0.9909,1.2302,0.6959,1.2505,2018-09-25 01:02:37
Dem,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest of Douglas,85 percent or higher,Cell,0.8889,0.9723,0.9215,0.5416,0.9116,2018-09-25 01:05:46
Dem,65 and older,High school,Black,Female,Hispanic,Don't know,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,"Omaha, Clinton",85 percent or higher,Landline,1,0.8876,1.4587,1.3072,1.5011,2018-09-25 01:06:04
Dem,18 to 34,High school,Hispanic,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,18 to 29,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,"Omaha, Clinton",Less than 50 percent,Cell,1,0.222,1.4715,6.8922,1.9838,2018-09-25 01:07:52
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.5327,0.9821,0.9992,1.0991,2018-09-25 01:08:55
Dem,35 to 49,High school,Unknown,Female,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Unknown,"Omaha, Trump",85 percent or higher,Cell,1,0.9034,0.9193,0.9178,0.9439,2018-09-25 01:09:40
Dem,18 to 34,High school,Hispanic,Male,Hispanic,Support,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Favorable,Support,18 to 29,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,"Omaha, Clinton",Less than 50 percent,Cell,1,0.2317,1.4572,6.4539,1.9451,2018-09-25 01:09:49
Dem,18 to 34,Some college or trade school,White,Male,Black,Oppose,oppose,Approve,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,"Omaha, Clinton",Less than 50 percent,Cell,0.5556,0.3163,0.8552,1.9387,0.5864,2018-09-25 01:10:25
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Rest of Douglas,50 to 85 percent,Cell,1,0.825,0.8175,0.4952,0.8496,2018-09-25 01:10:34
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Don't know,Support,30 to 44,Postgraduate Degree,Democratic,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,"Omaha, Clinton",Less than 50 percent,Cell,0.6667,0.4447,0.9779,1.3291,0.751,2018-09-25 01:18:12
Rep,18 to 34,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.5381,1.0862,1.4813,1.2133,2018-09-25 01:19:15
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Female,[DO NOT READ] Don't know/Refused,Oppose,oppose,Disapp.,Don't know,Favorable,No,Unfavorable,Support,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Unknown,"Omaha, Clinton",50 to 85 percent,Cell,1,0.5901,0.7184,0.7842,0.789,2018-09-25 01:19:29
Dem,65 and older,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Sarpy,85 percent or higher,Cell,1,0.9897,0.8214,0.4189,0.8376,2018-09-25 01:19:38
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Oppose,Don't know,Don't know,Dems. take House,Don't know,Yes,Unfavorable,Support,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Rest of Douglas,85 percent or higher,Cell,1,0.8597,0.86,0.5043,0.8887,2018-09-25 01:20:14
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,4-year College Grad.,Democratic,Male,Not very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Trump",50 to 85 percent,Landline,0,0.6978,1.0688,0.7592,0.5219,2018-09-25 01:20:36
Rep,65 and older,Some college or trade school,Unknown,Female,White,Support,oppose,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Unknown,Rest of Douglas,85 percent or higher,Cell,1,0.9875,0.8198,0.5028,0.8359,2018-09-25 01:20:59
Dem,65 and older,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Oppose,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",50 to 85 percent,Landline,1,0.6803,0.8461,0.7007,0.8688,2018-09-25 01:21:35
Dem,18 to 34,Some college or trade school,Unknown,Male,Hispanic,Support,oppose,Approve,Dems. take House,Don't know,No,Favorable,Support,18 to 29,Some College Educ.,Other,Male,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Unknown,Sarpy,50 to 85 percent,Cell,0.7778,0.7073,0.8061,0.7898,0.7838,2018-09-25 01:21:48
Dem,65 and older,High school,Black,Male,Black,Support,oppose,Disapp.,Dems. take House,Favorable,Yes,Don't know,Support,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9832,1.5751,1.2775,1.6059,2018-09-25 01:22:29
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9692,1.045,0.5978,1.0659,2018-09-25 01:25:29
Rep,65 and older,High school,White,Female,White,Oppose,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9376,1.3249,1.2156,1.3549,2018-09-25 01:29:18
Rep,65 and older,Some college or trade school,White,Male,White,Don't know,support,Disapp.,Dems. take House,Don't know,Yes,Favorable,Support,65 and older,Some College Educ.,Democratic,Male,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",50 to 85 percent,Cell,0,0.5054,0.9377,1.0064,0.2933,2018-09-25 01:32:48
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,Don't know,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9921,1.1969,0.6572,1.2171,2018-09-25 01:34:00
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Cell,0,0.9834,0.7029,0.3358,0.6891,2018-09-25 01:35:21
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Sarpy,85 percent or higher,Landline,1,0.9191,0.8569,0.6502,0.8781,2018-09-25 01:38:21
Rep,50 to 64,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Sarpy,85 percent or higher,Cell,1,0.9104,1.277,1.223,1.2891,2018-09-25 01:41:03
Und,18 to 34,Some college or trade school,White,Male,White,Support,oppose,Approve,Dems. take House,Unfavorable,No,Favorable,Oppose,18 to 29,Some College Educ.,Republican,Female,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Clinton",85 percent or higher,Cell,0.5556,0.8868,0.9564,0.8276,0.8492,2018-09-25 01:42:06
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Sarpy,85 percent or higher,Cell,1,0.9866,0.7736,0.3789,0.7854,2018-09-25 01:46:43
Und,50 to 64,Bachelors' degree,Unknown,Female,White,Support,support,Disapp.,Dems. take House,Don't know,Yes,Don't know,Support,45 to 64,4-year College Grad.,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,"Omaha, Clinton",Less than 50 percent,Cell,0.2222,0.202,0.7798,2.0722,0.2915,2018-09-25 01:47:46
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Sarpy,85 percent or higher,Landline,1,0.9872,0.7702,0.4488,0.7854,2018-09-25 01:47:46
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9372,0.8561,0.5076,0.8755,2018-09-25 01:48:40
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,"Omaha, Trump",85 percent or higher,Cell,1,0.9919,0.8233,0.5697,0.8397,2018-09-25 01:50:46
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Trump",85 percent or higher,Cell,1,0.8925,1.0639,0.6149,1.094,2018-09-25 01:55:34
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Favorable,Yes,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Rest of Douglas,50 to 85 percent,Cell,1,0.8044,1.0398,0.6787,1.0846,2018-09-25 01:55:43
Rep,50 to 64,Some college or trade school,Black,Female,Black,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Non-White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.5263,1.2291,1.4043,1.3787,2018-09-25 01:57:40
Rep,18 to 34,Bachelors' degree,White,Female,White,Support,oppose,Disapp.,Reps. keep House,Favorable,No,Favorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Clinton",Less than 50 percent,Cell,0.8889,0.27,0.8093,1.8445,0.9908,2018-09-25 01:59:28
Rep,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Support,oppose,Disapp.,Reps. keep House,Unfavorable,No,Don't know,Oppose,18 to 29,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,Unknown,"Omaha, Clinton",85 percent or higher,Cell,1,0.99,0.6434,0.3696,0.6561,2018-09-25 02:00:22
Dem,65 and older,Some college or trade school,Black,Female,Other,Don't know,Don't know,Disapp.,Dems. take House,Favorable,No,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9022,1.0336,0.726,1.0615,2018-09-25 02:00:40
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Sarpy,85 percent or higher,Cell,1,0.9564,0.8558,0.5895,0.8737,2018-09-25 02:03:17
Dem,50 to 64,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Oppose,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,0,0.997,0.9681,0.5406,0.9761,2018-09-25 02:04:20
Rep,18 to 34,High school,White,Female,White,Support,oppose,Disapp.,Don't know,Unfavorable,No,Don't know,Support,18 to 29,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Clinton",Less than 50 percent,Cell,1,0.4255,1.2135,3.0947,1.3162,2018-09-25 02:07:56
Rep,65 and older,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9897,1.1352,0.8504,1.1577,2018-09-25 02:08:23
