response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,educ3,file_race_hisp,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Don't know,Dems. take House,Don't know,Don't know,Support,Oppose,Support,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,0.7778,0.9714,0.5217,0.3003,0.5183,2018-09-20 04:25:49
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Other,Male,[DO NOT READ] Don't know/Refused,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Orange,18 to 34,[DO NOT READ] Don't know/Refused,White,Less than 50 percent,Cell,0.4444,0.4569,0.7334,1.4894,0.4359,2018-09-20 04:28:04
Dem,65 and older,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Favorable,Unfavorable,Support,Oppose,Support,disagree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.906,0.7654,0.5291,0.7583,2018-09-20 04:28:13
Rep,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.9617,1.3377,0.8213,1.3397,2018-09-20 04:29:34
Dem,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Other,Male,Not at all likely,or as a member of another political party,[DO NOT READ] Don't know/Refused,San Diego,35 to 49,4-year College Grad.,White,Less than 50 percent,Cell,0,0.468,1.715,2.1832,0.5037,2018-09-20 04:30:10
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Orange,18 to 34,4-year College Grad.,White,85 percent or higher,Cell,1,0.9473,0.7606,0.5036,0.7542,2018-09-20 04:31:14
Dem,50 to 64,High school,White,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Orange,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9447,0.8685,1.2284,0.871,2018-09-20 04:31:59
Rep,18 to 34,Some college or trade school,White,Female,White,Don't know,Disapp.,Reps. keep House,Don't know,Don't know,Support,Support,Oppose,disagree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,White,Less than 50 percent,Cell,0.2222,0.1314,1.1418,5.642,0.535,2018-09-20 04:32:26
Dem,65 and older,Graduate or Professional Degree,White,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9903,0.6304,0.3839,0.6288,2018-09-20 04:35:44
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,Less than 50 percent,Cell,0.8889,0.4384,1.4328,1.973,1.5764,2018-09-20 04:38:17
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.869,0.8723,0.5381,0.8648,2018-09-20 22:34:36
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Support,Support,agree,65 and older,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9766,1.0541,0.6239,1.0548,2018-09-20 22:39:42
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",San Diego,65 and older,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9942,1.138,0.6431,1.1394,2018-09-20 22:58:54
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Orange,50 to 64,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.6458,1.471,1.3526,1.4897,2018-09-20 23:21:01
Dem,50 to 64,Some college or trade school,White,Female,Other,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.983,0.8723,0.4757,0.8728,2018-09-20 23:28:04
Dem,50 to 64,Some college or trade school,Other,Female,Other,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Don't know,Oppose,Oppose,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,San Diego,50 to 64,No 4-year College Degree,Other Non-White,Less than 50 percent,Cell,1,0.3894,1.4546,2.1564,1.5677,2018-09-20 23:33:11
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Cell,1,0.9529,0.9855,0.5634,0.9876,2018-09-20 23:37:50
Dem,18 to 34,Some college or trade school,White,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,San Diego,18 to 34,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.8164,0.9118,0.7865,0.9314,2018-09-20 23:50:01
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,Unknown,85 percent or higher,Cell,1,0.9651,1.5304,1.1657,1.5322,2018-09-20 23:51:04
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",San Diego,18 to 34,4-year College Grad.,White,85 percent or higher,Cell,1,0.9656,0.6328,0.4212,0.6335,2018-09-20 23:53:01
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9517,0.5638,0.3423,0.5651,2018-09-20 23:53:10
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9831,0.6777,0.3887,0.6781,2018-09-20 23:56:28
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,Disapp.,Don't know,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Male,Not very likely,Independent (No party),"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,0.2222,0.9039,0.4832,0.3076,0.3586,2018-09-21 00:00:58
Und,35 to 49,Bachelors' degree,White,Male,White,oppose,Approve,Reps. keep House,Don't know,Unfavorable,Oppose,Support,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Orange,35 to 49,4-year College Grad.,White,85 percent or higher,Cell,1,0.9819,1.4835,0.8392,1.4766,2018-09-21 00:13:31
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9855,0.7553,0.3984,0.7558,2018-09-21 00:18:38
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Orange,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9559,1.2325,0.7088,1.2348,2018-09-21 00:19:50
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,disagree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,San Diego,18 to 34,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.7132,1.0252,1.0816,1.0695,2018-09-21 00:20:53
Rep,50 to 64,Some college or trade school,White,Male,Other,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9755,0.9808,0.5759,0.9815,2018-09-21 00:24:38
Dem,35 to 49,Bachelors' degree,White,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Don't know,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",San Diego,35 to 49,4-year College Grad.,White,50 to 85 percent,Cell,1,0.8047,1.6532,1.1796,1.6448,2018-09-21 00:32:45
Dem,18 to 34,High school,White,Male,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,18 to 29,High School Grad. or Less,Other,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",San Diego,18 to 34,No 4-year College Degree,White,85 percent or higher,Cell,0.4444,0.9064,0.6768,1.3195,0.5015,2018-09-21 00:36:30
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,Hispanic,Female,[DO NOT READ] Don't know/Refused,oppose,Don't know,Dems. take House,Don't know,Don't know,Don't know,Oppose,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,San Diego,65 and older,[DO NOT READ] Don't know/Refused,Hispanic,85 percent or higher,Cell,1,0.9335,0.9496,0.6357,0.9534,2018-09-21 00:40:06
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9981,0.6807,0.3997,0.6821,2018-09-21 00:40:24
Rep,50 to 64,Bachelors' degree,White,Male,White,Don't know,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9686,1.0253,0.5964,1.0264,2018-09-21 00:43:24
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,50 to 64,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9854,0.5217,0.2961,0.522,2018-09-21 00:45:48
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",San Diego,50 to 64,No 4-year College Degree,White,85 percent or higher,Cell,1,0.9884,0.8723,1.2258,0.8695,2018-09-21 00:48:21
Und,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,0.7778,0.8677,0.5614,0.3596,0.5562,2018-09-21 00:52:33
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,White,50 to 85 percent,Cell,0.8889,0.5935,1.284,1.4279,1.3472,2018-09-21 00:56:18
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",Orange,65 and older,No 4-year College Degree,White,85 percent or higher,Landline,1,0.9855,1.1331,1.61,1.1287,2018-09-21 01:00:57
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",San Diego,65 and older,4-year College Grad.,White,85 percent or higher,Landline,1,0.9933,0.9855,0.5404,0.9866,2018-09-21 01:01:42
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,support,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Support,disagree,30 to 44,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,Nonwhite,Orange,18 to 34,4-year College Grad.,Hispanic,Less than 50 percent,Cell,0.5556,0.4524,0.8437,0.9973,0.5937,2018-09-21 01:06:05
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,65 and older,4-year College Grad.,White,Less than 50 percent,Cell,1,0.2583,1.6554,3.6499,2.1152,2018-09-21 01:08:29
Dem,50 to 64,Bachelors' degree,White,Male,Other,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Democrat,Nonwhite,San Diego,50 to 64,4-year College Grad.,White,85 percent or higher,Cell,1,0.9372,0.8446,0.4889,0.8371,2018-09-21 01:13:53
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Orange,18 to 34,No 4-year College Degree,White,50 to 85 percent,Cell,1,0.7764,1.0208,0.9518,1.0507,2018-09-21 01:16:52
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Orange,65 and older,Postgraduate Degree,White,85 percent or higher,Landline,1,0.9927,0.6777,0.3849,0.6784,2018-09-21 01:17:55
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,50 to 64,4-year College Grad.,White,Less than 50 percent,Cell,1,0.2364,1.4328,3.6589,1.8683,2018-09-21 01:18:22
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",San Diego,65 and older,Postgraduate Degree,White,85 percent or higher,Cell,1,0.9961,0.5638,0.3271,0.5647,2018-09-21 01:21:13
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",San Diego,35 to 49,Postgraduate Degree,Unknown,85 percent or higher,Cell,1,0.9153,0.9846,0.8961,0.9906,2018-09-21 01:23:45
Und,35 to 49,Some college or trade school,White,Female,Other,oppose,Don't know,Don't know,Don't know,Don't know,Support,Don't know,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,San Diego,35 to 49,No 4-year College Degree,White,85 percent or higher,Cell,1,0.8961,1.2675,0.7771,1.2558,2018-09-21 01:32:38
