response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Und,65 and older,Some college or trade school,Black,Female,White,Approve,Don't know,Don't know,Favorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",Mecklenburg,65 and older,Black,85 percent or higher,Landline,1,0.97,1.4262,0.954,1.3936,2018-10-30 21:56:16
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Other,Male,Somewhat likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Mecklenburg,35 to 49,White,50 to 85 percent,Cell,0.4444,0.5687,1.1174,0.9934,0.7533,2018-10-30 21:57:10
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Union,50 to 64,White,85 percent or higher,Cell,1,0.9678,1.6837,1.0356,1.6454,2018-10-30 21:57:28
Dem,65 and older,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Union,65 and older,Black,85 percent or higher,Cell,1,0.97,0.8117,0.5301,0.7873,2018-10-30 22:00:37
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Union,65 and older,White,85 percent or higher,Landline,1,0.97,0.4085,0.206,0.4012,2018-10-30 22:04:43
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Reps. keep House,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Other,Male,Almost certain,or as a member of another political party,[DO NOT READ] Don't know/Refused,Mecklenburg,35 to 49,White,85 percent or higher,Cell,1,0.894,1.1642,0.7618,1.1467,2018-10-30 22:06:31
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Union,65 and older,White,85 percent or higher,Landline,1,0.97,0.6368,0.3187,0.6223,2018-10-30 22:11:46
Rep,65 and older,Some college or trade school,White,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,or as a member of another political party,Nonwhite,Union,65 and older,White,85 percent or higher,Landline,1,0.97,0.7655,0.5274,0.7518,2018-10-30 22:11:46
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",Union,50 to 64,White,50 to 85 percent,Cell,0.7778,0.7401,1.616,1.127,1.3634,2018-10-30 22:12:58
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Union,35 to 49,White,50 to 85 percent,Cell,1,0.8269,0.4226,0.257,0.4206,2018-10-30 22:13:43
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Union,18 to 34,White,Less than 50 percent,Landline,1,0.2564,1.0534,3.849,1.4243,2018-10-30 22:14:19
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",Union,65 and older,White,85 percent or higher,Cell,1,0.97,0.7674,0.376,0.7537,2018-10-30 22:17:03
Rep,65 and older,Some college or trade school,White,Male,White,Don't know,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.8798,0.9061,0.5782,0.9066,2018-10-30 22:18:06
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,85 percent or higher,Landline,1,0.97,1.107,0.5835,1.0818,2018-10-30 22:19:45
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Don't know,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,50 to 85 percent,Cell,1,0.7196,0.5002,0.2923,0.5086,2018-10-30 22:24:33
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Democrat,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Cell,1,0.9385,1.0271,0.4687,1.0147,2018-10-30 22:26:57
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Union,35 to 49,White,85 percent or higher,Cell,1,0.926,0.5999,0.3913,0.5942,2018-10-30 22:28:27
Rep,18 to 34,Bachelors' degree,White,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Mecklenburg,18 to 34,White,50 to 85 percent,Cell,1,0.5335,1.0618,1.1647,1.1382,2018-10-30 22:28:45
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",Mecklenburg,65 and older,White,50 to 85 percent,Cell,1,0.6376,1.064,0.566,1.1416,2018-10-30 22:28:54
Dem,65 and older,High school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,65 and older,Black,85 percent or higher,Landline,1,0.9679,1.7331,1.2781,1.7027,2018-10-30 22:36:26
Dem,35 to 49,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Already voted,Democrat,Nonwhite,Union,35 to 49,Black,50 to 85 percent,Landline,1,0.6851,0.499,0.5158,0.5268,2018-10-30 22:40:02
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Dems. take House,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9286,1.2615,0.5163,1.2487,2018-10-30 22:41:32
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.97,0.5398,0.2437,0.5302,2018-10-30 22:44:41
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",Union,35 to 49,White,50 to 85 percent,Cell,1,0.7056,1.3326,1.21,1.3976,2018-10-30 22:44:59
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,Union,35 to 49,Other Non-White,Less than 50 percent,Cell,1,0.3404,0.7219,1.3238,0.9042,2018-10-30 22:55:02
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Union,65 and older,White,85 percent or higher,Landline,1,0.97,1.3708,0.9464,1.3395,2018-10-30 22:58:02
Dem,65 and older,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Mecklenburg,65 and older,Unknown,85 percent or higher,Cell,1,0.97,0.876,0.3975,0.8604,2018-10-30 23:03:47
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Union,35 to 49,White,85 percent or higher,Cell,1,0.9657,0.4079,0.2662,0.4009,2018-10-30 23:04:14
Dem,18 to 34,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Union,18 to 34,Black,50 to 85 percent,Cell,1,0.8309,1.0362,0.9538,1.0047,2018-10-30 23:05:08
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Union,35 to 49,White,50 to 85 percent,Cell,1,0.6656,1.1785,1.0537,1.2141,2018-10-30 23:07:14
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Female,Already voted,Republican,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Landline,1,0.9688,0.8135,0.315,0.7992,2018-10-30 23:11:53
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Mecklenburg,35 to 49,White,85 percent or higher,Cell,1,0.967,0.6579,0.3777,0.6465,2018-10-30 23:14:17
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9245,0.7497,0.3352,0.7428,2018-10-30 23:16:39
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,85 percent or higher,Cell,1,0.9353,0.7101,0.3863,0.7019,2018-10-30 23:26:51
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9262,0.9842,0.4944,0.9747,2018-10-30 23:27:18
Rep,50 to 64,Grade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Mecklenburg,50 to 64,White,Less than 50 percent,Cell,1,0.0635,2.2463,8.7517,3.9268,2018-10-30 23:28:39
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Union,50 to 64,White,50 to 85 percent,Cell,1,0.7758,0.4815,0.2327,0.4688,2018-10-30 23:31:51
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Union,50 to 64,White,50 to 85 percent,Cell,1,0.7373,0.6079,0.3507,0.6158,2018-10-30 23:36:39
Rep,35 to 49,Some college or trade school,Black,Male,Black,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,Mecklenburg,35 to 49,Black,50 to 85 percent,Cell,1,0.7223,0.9915,1.071,0.9704,2018-10-30 23:36:39
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Cell,1,0.97,0.6588,0.2913,0.6438,2018-10-30 23:37:06
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",Union,65 and older,White,50 to 85 percent,Cell,1,0.6917,1.3344,0.9469,1.3108,2018-10-30 23:38:00
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Union,50 to 64,White,50 to 85 percent,Cell,1,0.8454,0.4461,0.2167,0.4427,2018-10-30 23:38:45
Dem,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),Nonwhite,Mecklenburg,50 to 64,Black,85 percent or higher,Cell,1,0.97,1.4401,0.6929,1.4143,2018-10-30 23:40:42
Rep,35 to 49,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Union,35 to 49,White,85 percent or higher,Cell,1,0.9179,2.4861,2.0179,2.4413,2018-10-30 23:46:42
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,85 percent or higher,Cell,1,0.97,0.5211,0.2618,0.5092,2018-10-30 23:46:49
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Union,50 to 64,White,85 percent or higher,Cell,1,0.8929,0.5017,0.242,0.4942,2018-10-30 23:47:52
Rep,50 to 64,Some college or trade school,White,Male,Asian,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,Union,50 to 64,White,50 to 85 percent,Cell,1,0.7493,0.9024,0.6194,0.9118,2018-10-30 23:52:49
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,4-year College Grad.,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",Mecklenburg,50 to 64,White,85 percent or higher,Cell,1,0.9545,0.8091,0.322,0.7969,2018-10-30 23:53:43
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,50 to 64,White,50 to 85 percent,Cell,1,0.7733,0.7766,0.3308,0.7808,2018-10-31 00:04:47
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,Union,35 to 49,White,50 to 85 percent,Cell,1,0.7855,0.3915,0.2724,0.3927,2018-10-31 00:19:14
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Democrat,"White, 4-Year College Grads",Union,35 to 49,White,50 to 85 percent,Cell,1,0.8154,0.4226,0.2604,0.4215,2018-10-31 00:20:17
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Mecklenburg,35 to 49,White,50 to 85 percent,Cell,1,0.6344,0.6315,0.4759,0.656,2018-10-31 00:20:17
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",Mecklenburg,18 to 34,White,85 percent or higher,Cell,1,0.968,1.1062,0.7751,1.0811,2018-10-31 00:23:17
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",Mecklenburg,65 and older,White,85 percent or higher,Cell,1,0.8513,0.6104,0.3331,0.5606,2018-10-31 00:27:47
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Mecklenburg,18 to 34,White,85 percent or higher,Cell,1,0.8993,1.1062,0.8332,1.0888,2018-10-31 00:28:05
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Union,18 to 34,White,50 to 85 percent,Cell,1,0.7503,0.897,0.8348,0.9282,2018-10-31 00:29:26
Dem,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Already voted,Republican,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Cell,1,0.8935,0.6164,0.3034,0.6148,2018-10-31 00:32:44
Dem,65 and older,Some college or trade school,Black,Male,Black,Approve,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,Rest,65 and older,Black,85 percent or higher,Cell,1,0.8867,0.5752,0.4976,0.5746,2018-10-31 00:35:17
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Union,18 to 34,White,85 percent or higher,Cell,1,0.9185,1.3874,1.4846,1.3622,2018-10-31 00:35:35
Dem,50 to 64,Some college or trade school,Black,Female,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,50 to 64,Black,85 percent or higher,Cell,1,0.8728,1.1887,0.8578,1.1913,2018-10-31 00:36:02
Dem,35 to 49,Bachelors' degree,Other,Male,White,Don't know,Dems. take House,Favorable,Don't know,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Rest,35 to 49,Other Non-White,85 percent or higher,Cell,1,0.9045,0.7565,0.4056,0.7442,2018-10-31 00:37:05
Rep,65 and older,Graduate or Professional Degree,Other,Female,Other,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,65 and older,Other Non-White,85 percent or higher,Landline,1,0.8905,0.8668,0.3471,0.8651,2018-10-31 00:38:35
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",Union,18 to 34,White,85 percent or higher,Cell,1,0.9009,0.9346,0.8345,0.9306,2018-10-31 00:38:53
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Union,50 to 64,White,85 percent or higher,Cell,1,0.9076,1.5821,0.9563,1.5555,2018-10-31 00:44:26
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,Rest,65 and older,Black,85 percent or higher,Cell,1,0.8996,0.4785,0.2969,0.4766,2018-10-31 00:45:20
