response,ager,educ,file_race,gender,race_eth,approve,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,MUELLER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,region,age_combinedb,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Cell,1,0.975,0.558,0.247,0.5684,2018-09-12 00:41:10
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",Rest,35 to 49,White,50 to 85 percent,Cell,1,0.5467,0.9692,0.9885,1.0784,2018-09-12 00:36:40
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,Don't know,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Rest,50 to 64,White,85 percent or higher,Landline,1,0.9035,0.7471,0.4275,0.7663,2018-09-12 00:29:50
Rep,65 and older,High school,White,Female,White,Approve,agree,agree,agree,Reps. keep House,Don't know,Don't know,Oppose,65 and older,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",Rest,65 and older,White,Less than 50 percent,Landline,0,0.4231,2.2877,6.1508,0.65,2018-09-12 00:33:40
Rep,65 and older,Bachelors' degree,White,Female,Asian,Approve,agree,disagree,Don't know,Reps. keep House,Don't know,Favorable,Oppose,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,Nonwhite,Chesterfield,65 and older,White,85 percent or higher,Cell,1,0.8777,1.0246,0.6674,1.0548,2018-09-12 00:37:43
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Chesterfield,50 to 64,White,85 percent or higher,Landline,1,0.9563,0.7256,0.3931,0.7399,2018-09-12 00:38:55
Dem,65 and older,High school,Black,Female,White,Approve,disagree,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Support,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",Henrico,65 and older,Black,85 percent or higher,Landline,0.7778,0.9242,1.3522,1.3207,1.338,2018-09-12 00:32:01
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Approve,disagree,agree,agree,Dems. take House,Unfavorable,Unfavorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Chesterfield,65 and older,Black,85 percent or higher,Landline,1,0.9567,0.6231,0.3794,0.6354,2018-09-12 00:37:25
Rep,65 and older,Some college or trade school,White,Male,White,Approve,disagree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.9081,0.7254,0.2699,0.7436,2018-09-12 00:35:55
Dem,35 to 49,Some college or trade school,White,Female,Other,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Oppose,30 to 44,Some College Educ.,Democratic,Female,Very likely,or as a member of another political party,Nonwhite,Henrico,18 to 34,White,50 to 85 percent,Cell,1,0.8436,1.1296,0.7367,1.1413,2018-09-12 00:39:04
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rest,50 to 64,White,85 percent or higher,Landline,1,0.8684,1.0343,0.6582,1.0662,2018-09-12 00:35:55
Dem,35 to 49,Some college or trade school,Black,Male,Black,Disapp.,disagree,agree,Don't know,Dems. take House,Favorable,Unfavorable,Support,30 to 44,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,Chesterfield,35 to 49,Black,50 to 85 percent,Cell,1,0.8055,1.937,1.3373,2.0181,2018-09-12 00:32:37
Rep,35 to 49,Some college or trade school,White,Male,Other,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,30 to 44,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,Nonwhite,Rest,35 to 49,White,Less than 50 percent,Cell,1,0.3493,1.4899,2.4847,1.8132,2018-09-12 00:56:00
Dem,65 and older,Graduate or Professional Degree,Other,Male,Asian,Disapp.,Don't know,agree,agree,Dems. take House,Favorable,Favorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Henrico,65 and older,Other Non-White,85 percent or higher,Landline,0.7778,0.8823,0.5646,0.2874,0.555,2018-09-12 00:41:55
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Chesterfield,50 to 64,White,85 percent or higher,Landline,1,0.9908,0.7256,0.3794,0.7392,2018-09-12 00:39:58
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,18 to 29,Some College Educ.,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Chesterfield,18 to 34,White,50 to 85 percent,Cell,1,0.5146,1.5478,1.8581,1.7417,2018-09-12 00:47:45
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,Nonwhite,Rest,35 to 49,White,50 to 85 percent,Landline,1,0.7274,1.0991,0.6827,1.1634,2018-09-12 00:59:27
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,Disapp.,disagree,Don't know,Don't know,Dems. take House,Don't know,Don't know,Support,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Henrico,35 to 49,White,85 percent or higher,Cell,1,0.9251,0.7408,0.4862,0.7578,2018-09-12 00:48:57
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Rest,35 to 49,White,Less than 50 percent,Landline,1,0.1612,0.8665,3.6382,1.2587,2018-09-12 00:53:09
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",Rest,35 to 49,Unknown,50 to 85 percent,Landline,1,0.5264,0.9415,0.7909,0.8699,2018-09-12 00:55:51
Dem,65 and older,Some college or trade school,White,Male,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Henrico,65 and older,White,85 percent or higher,Cell,1,0.964,0.6885,0.258,0.7017,2018-09-12 00:48:48
Rep,65 and older,Some college or trade school,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Landline,1,0.9325,0.9712,0.4215,0.9927,2018-09-12 00:50:18
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.8925,0.7392,0.2934,0.7594,2018-09-12 00:56:09
Rep,65 and older,Some college or trade school,White,Male,White,Approve,agree,disagree,agree,Reps. keep House,Favorable,Favorable,Oppose,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,65 and older,White,Less than 50 percent,Cell,1,0.4982,1.4686,1.4514,1.663,2018-09-12 00:52:42
Rep,65 and older,High school,Black,Male,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Chesterfield,65 and older,Black,85 percent or higher,Landline,1,0.8739,1.994,2.0039,2.0539,2018-09-12 00:47:45
Dem,65 and older,Some college or trade school,White,Female,White,Approve,agree,Don't know,disagree,Reps. keep House,Favorable,Don't know,Support,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Landline,1,0.9312,0.8565,0.4593,0.8755,2018-09-12 00:59:00
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Don't know,disagree,Don't know,disagree,Don't know,Unfavorable,Unfavorable,Oppose,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Landline,1,0.863,0.5777,0.2357,0.596,2018-09-12 00:50:09
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,Asian,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,Henrico,50 to 64,Other Non-White,50 to 85 percent,Cell,0.4444,0.8156,1.1459,0.8089,1.0932,2018-09-12 00:51:30
Rep,65 and older,Graduate or Professional Degree,Black,Male,White,Approve,disagree,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Rest,65 and older,Black,85 percent or higher,Landline,1,0.8636,0.7665,0.3912,0.7737,2018-09-12 00:53:36
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,agree,disagree,Reps. keep House,Favorable,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Cell,1,0.985,0.4606,0.1882,0.467,2018-09-12 00:56:09
Und,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,agree,disagree,agree,Don't know,Don't know,Don't know,Oppose,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Henrico,35 to 49,White,85 percent or higher,Landline,1,0.9475,0.4062,0.2129,0.4145,2018-09-12 01:00:12
Rep,18 to 34,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Support,18 to 29,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",Henrico,18 to 34,White,Less than 50 percent,Landline,1,0.2257,1.7221,6.2211,2.0611,2018-09-12 01:14:01
Dem,65 and older,Some college or trade school,Black,Female,White,Disapp.,agree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",Henrico,65 and older,Black,85 percent or higher,Landline,1,0.9004,0.7265,0.4159,0.7327,2018-09-12 01:03:49
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.9942,0.5361,0.271,0.545,2018-09-12 01:01:07
Dem,18 to 34,Graduate or Professional Degree,Black,Female,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,agree,agree,Dems. take House,Don't know,Don't know,Don't know,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,Chesterfield,18 to 34,Black,50 to 85 percent,Cell,1,0.8082,1.1593,1.0316,1.2073,2018-09-12 01:10:16
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,disagree,Don't know,Don't know,Dems. take House,Favorable,Favorable,Support,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.9278,0.7254,0.2642,0.7418,2018-09-12 01:10:07
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Landline,1,0.9538,0.5879,0.2489,0.5937,2018-09-12 01:14:28
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",Rest,50 to 64,White,50 to 85 percent,Landline,1,0.6697,0.6766,0.4314,0.695,2018-09-12 01:03:31
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Favorable,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Landline,1,0.9797,0.5094,0.2259,0.5189,2018-09-12 01:05:10
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Landline,1,0.8979,0.5648,0.2958,0.5697,2018-09-12 01:07:34
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Rest,35 to 49,White,85 percent or higher,Landline,1,0.9238,0.6276,0.3756,0.633,2018-09-12 01:10:16
Und,50 to 64,Bachelors' degree,White,Female,Black,Disapp.,disagree,agree,agree,Don't know,Unfavorable,Favorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,[DO NOT READ] Refused,Nonwhite,Rest,50 to 64,White,50 to 85 percent,Landline,1,0.828,0.7808,0.3743,0.7895,2018-09-12 01:29:37
Dem,35 to 49,Graduate or Professional Degree,Black,Female,White,Disapp.,agree,agree,agree,Dems. take House,Favorable,Unfavorable,Oppose,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,35 to 49,Black,50 to 85 percent,Landline,1,0.6359,0.508,0.3522,0.55,2018-09-12 01:16:07
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,agree,agree,Don't know,Don't know,Favorable,Favorable,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Henrico,65 and older,White,85 percent or higher,Landline,1,0.98740000000000006,0.6397,0.2701,0.6516,2018-09-12 01:18:49
Rep,65 and older,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Landline,1,0.9054,0.8565,0.4724,0.8783,2018-09-12 01:18:49
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Chesterfield,50 to 64,White,85 percent or higher,Cell,1,0.9701,0.7645,0.382,0.7789,2018-09-12 01:28:16
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,disagree,agree,Don't know,Don't know,Favorable,Unfavorable,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",Chesterfield,35 to 49,White,50 to 85 percent,Landline,1,0.6161,0.6712,0.4335,0.7308,2018-09-12 01:25:07
Und,18 to 34,Some college or trade school,White,Female,White,Disapp.,Don't know,agree,agree,Dems. take House,Favorable,Don't know,Support,18 to 29,Some College Educ.,Democratic,Female,Not very likely,Democrat,"White, No 4-Year College Degree",Chesterfield,18 to 34,White,Less than 50 percent,Landline,0.4444,0.3047,1.3132,3.4549,0.651,2018-09-12 01:21:31
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,Don't know,disagree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,50 to 64,White,85 percent or higher,Landline,1,0.973,0.4835,0.2308,0.4925,2018-09-12 01:24:58
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,18 to 29,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,Henrico,18 to 34,Other Non-White,50 to 85 percent,Cell,1,0.7215,2.3954,2.945,2.4447,2018-09-12 01:26:28
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",Rest,50 to 64,Other Non-White,50 to 85 percent,Landline,1,0.708,0.9709,0.7188,0.9924,2018-09-12 01:18:40
Dem,35 to 49,Graduate or Professional Degree,White,Female,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Support,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Henrico,35 to 49,White,50 to 85 percent,Cell,1,0.7643,0.4245,0.2117,0.4458,2018-09-12 01:25:34
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Rest,65 and older,White,50 to 85 percent,Landline,1,0.6849,0.6354,0.2901,0.6792,2018-09-12 01:23:19
Dem,65 and older,Some college or trade school,White,Female,Black,Don't know,disagree,Don't know,agree,Dems. take House,Favorable,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Chesterfield,65 and older,White,85 percent or higher,Cell,1,0.9693,0.7895,0.4357,0.8044,2018-09-12 01:27:40
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Landline,1,0.9709,0.4606,0.1909,0.4693,2018-09-12 01:18:04
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,agree,Don't know,agree,Don't know,Favorable,Unfavorable,Support,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",Henrico,18 to 34,White,Less than 50 percent,Cell,1,0.402,1.9528,3.211,2.3077,2018-09-12 01:33:04
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Chesterfield,50 to 64,Black,85 percent or higher,Landline,1,0.9479,0.9847,0.5045,1.0049,2018-09-12 01:23:10
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,disagree,agree,Reps. keep House,Favorable,Favorable,Support,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Cell,0.8889,0.9137,0.4853,0.1999,0.4847,2018-09-12 01:42:49
Dem,[DO NOT READ] Refused,High school,Black,Female,Black,Disapp.,Don't know,Don't know,agree,Dems. take House,Favorable,Don't know,Support,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Chesterfield,50 to 64,Black,85 percent or higher,Landline,1,0.9414,2.0152,2.7445,2.0336,2018-09-12 01:33:58
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,65 and older,White,85 percent or higher,Cell,1,0.9869,0.5361,0.273,0.546,2018-09-12 19:36:45
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,agree,Don't know,agree,Reps. keep House,Don't know,Favorable,Support,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Cell,1,0.9121,0.5601,0.2149,0.5739,2018-09-12 19:56:44
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",Rest,35 to 49,White,50 to 85 percent,Cell,1,0.8461,0.6911,0.3243,0.715,2018-09-12 20:16:33
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Don't know,disagree,agree,Reps. keep House,Don't know,Favorable,Support,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",Chesterfield,35 to 49,White,85 percent or higher,Cell,1,0.9003,0.6423,0.3697,0.6477,2018-09-12 20:36:08
Rep,50 to 64,Graduate or Professional Degree,Other,Male,White,Approve,agree,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",Henrico,50 to 64,Other Non-White,Less than 50 percent,Cell,1,0.4284,0.9579,1.5602,1.1174,2018-09-12 20:40:11
Rep,35 to 49,Some college or trade school,White,Male,White,Disapp.,disagree,agree,agree,Don't know,Don't know,Favorable,Support,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",Henrico,35 to 49,White,50 to 85 percent,Cell,1,0.6615,1.2447,0.7539,1.3385,2018-09-12 20:45:17
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",Rest,35 to 49,Unknown,85 percent or higher,Cell,1,0.899,1.0216,0.5304,1.0485,2018-09-12 20:31:11
Und,[DO NOT READ] Refused,High school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Unfavorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,Chesterfield,65 and older,White,85 percent or higher,Cell,0.4444,0.9409,1.4693,1.4631,1.4114,2018-09-12 20:55:58
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,agree,disagree,disagree,Dems. take House,Favorable,Unfavorable,Oppose,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",Henrico,35 to 49,White,85 percent or higher,Cell,1,0.862,0.7855,0.4477,0.8105,2018-09-12 21:00:19
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",Rest,50 to 64,White,50 to 85 percent,Cell,1,0.842,1.0809,0.5447,1.119,2018-09-12 20:57:01
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Chesterfield,35 to 49,White,85 percent or higher,Cell,1,0.9095,0.5565,0.3411,0.5704,2018-09-12 20:59:16
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,disagree,agree,Reps. keep House,Favorable,Unfavorable,Support,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",Chesterfield,65 and older,White,85 percent or higher,Cell,0.7778,0.9398,0.6221,0.2528,0.6176,2018-09-12 21:00:37
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Disapp.,disagree,Don't know,disagree,Don't know,Favorable,Unfavorable,Support,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",Henrico,35 to 49,Unknown,50 to 85 percent,Cell,1,0.5682,0.7505,0.5992,0.8291,2018-09-12 20:46:31
Dem,50 to 64,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Don't know,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Chesterfield,50 to 64,Other Non-White,50 to 85 percent,Cell,0.8889,0.6989,0.943,0.7088,0.9414,2018-09-12 21:13:11
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,disagree,agree,disagree,Dems. take House,Favorable,Favorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",Chesterfield,50 to 64,White,50 to 85 percent,Cell,1,0.8082,0.9964,0.5603,1.0375,2018-09-12 21:25:46
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",Chesterfield,35 to 49,White,50 to 85 percent,Cell,1,0.79,0.9492,0.4732,0.9918,2018-09-12 21:19:46
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,disagree,Don't know,agree,Dems. take House,Favorable,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",Rest,50 to 64,White,85 percent or higher,Cell,1,0.9859,0.7341,0.3357,0.7477,2018-09-12 21:23:49
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,agree,agree,agree,Don't know,Favorable,Unfavorable,Support,30 to 44,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",Chesterfield,35 to 49,White,Less than 50 percent,Cell,0.7778,0.162,0.9712,3.7788,1.0555,2018-09-12 21:22:10
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),Nonwhite,Chesterfield,35 to 49,White,85 percent or higher,Cell,1,0.8669,1.1788,0.7454,1.2154,2018-09-12 21:40:14
Und,65 and older,High school,White,Female,White,Approve,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",Rest,65 and older,White,85 percent or higher,Cell,1,0.9839,1.5129,1.4377,1.5409,2018-09-12 21:39:56
Rep,65 and older,Some college or trade school,Unknown,Male,White,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",Rest,65 and older,Unknown,85 percent or higher,Cell,1,0.8672,1.007,0.458,1.0163,2018-09-12 21:56:35
