response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Approve,Dems. take House,Favorable,Unfavorable,Support,Support,Oppose,disagree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Essex/Union,50 to 85 percent,Cell,1,0.7658,1.2821,0.7987,1.3411,2018-09-19 22:03:34
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Other Non-White,Somerset,85 percent or higher,Cell,1,0.8622,1.0302,0.6148,1.059,2018-09-19 22:06:52
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,Less than 50 percent,Landline,1,0.1095,1.1101,3.7123,1.7649,2018-09-19 22:12:52
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,support,Disapp.,Reps. keep House,Don't know,Favorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,Unknown,Essex/Union,50 to 85 percent,Cell,1,0.7168,0.7967,0.6022,0.8421,2018-09-19 22:14:40
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Not very likely,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Morris,85 percent or higher,Landline,0.4444,0.9275,1.0963,0.9904,0.9224,2018-09-19 22:15:07
Dem,18 to 34,High school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,Don't know,18 to 29,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,White,Essex/Union,50 to 85 percent,Cell,1,0.5121,0.9087,1.537,0.9576,2018-09-19 22:19:50
Dem,18 to 34,Some college or trade school,Asian,Female,Asian,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Other Non-White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.7815,0.4262,0.3239,0.4308,2018-09-19 22:20:53
Dem,18 to 34,Bachelors' degree,Asian,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Not at all likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Other Non-White,Essex/Union,50 to 85 percent,Cell,1,0.7837,0.7349,0.493,0.595,2018-09-19 22:22:59
Dem,50 to 64,Graduate or Professional Degree,Other,Male,Asian,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Other Non-White,Somerset,85 percent or higher,Landline,1,0.883,1.0101,0.5797,1.0351,2018-09-19 22:24:02
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Unknown,Somerset,85 percent or higher,Cell,1,0.9612,1.0214,0.5584,1.0373000000000001,2018-09-19 22:25:32
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Hispanic,Somerset,85 percent or higher,Cell,1,0.8872,1.4365,0.7969,1.2517,2018-09-19 22:27:47
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Essex/Union,50 to 85 percent,Cell,1,0.7783,0.8836,0.5861,0.9219,2018-09-19 22:29:53
Dem,50 to 64,Bachelors' degree,White,Male,Other,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Hunterdon/Warren,Less than 50 percent,Landline,1,0.4755,1.4362,1.7086,1.6348,2018-09-19 22:30:29
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,oppose,Approve,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Somerset,50 to 85 percent,Cell,0.7778,0.6855,1.2185,1.0504,1.0508,2018-09-19 22:38:05
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Morris,85 percent or higher,Cell,1,0.9537,0.9298,0.5619,0.9449,2018-09-19 22:40:47
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Disapp.,Dems. take House,Don't know,Favorable,Oppose,Don't know,Oppose,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Hunterdon/Warren,50 to 85 percent,Landline,1,0.8493,0.7569,0.4066,0.7796,2018-09-19 22:44:23
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Hunterdon/Warren,Less than 50 percent,Cell,1,0.3119,0.7843,1.1659,0.9745,2018-09-19 22:45:26
Rep,50 to 64,High school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.5803,1.979,3.1512,2.1696,2018-09-19 22:45:55
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Morris,85 percent or higher,Landline,1,0.957,0.568,0.4007,0.5771,2018-09-19 22:46:13
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Essex/Union,Less than 50 percent,Cell,1,0.4838,1.2039,1.1543,1.3658,2018-09-19 22:48:55
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Disapp.,Reps. keep House,Don't know,Don't know,Support,Oppose,Support,Don't know,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Morris,Less than 50 percent,Cell,0.6667,0.4298,0.7983,1.0974,0.6077,2018-09-19 22:49:40
Rep,35 to 49,Some college or trade school,Hispanic,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,Hispanic,Somerset,50 to 85 percent,Cell,1,0.7681,0.945,0.7388,0.9879,2018-09-19 22:52:40
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,50 to 85 percent,Cell,1,0.845,0.745,0.3891,0.768,2018-09-19 22:55:13
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Somerset,85 percent or higher,Landline,1,0.9802,1.3784,0.6543,1.3986,2018-09-19 23:03:19
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Somerset,50 to 85 percent,Cell,1,0.8301,1.5033,0.9388,1.5535,2018-09-19 23:07:04
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Essex/Union,50 to 85 percent,Cell,1,0.6831,0.4404,0.3299,0.4693,2018-09-19 23:07:04
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Don't know,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Morris,85 percent or higher,Landline,1,0.9719,1.1505,0.6663,1.1594,2018-09-19 23:07:31
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Hunterdon/Warren,50 to 85 percent,Landline,1,0.6541,1.0502,0.7808,1.0772,2018-09-19 23:09:28
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Morris,50 to 85 percent,Landline,1,0.8065,1.0069,0.5968,1.0449,2018-09-19 23:12:01
Rep,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Unfavorable,Favorable,Support,Don't know,Oppose,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Morris,50 to 85 percent,Landline,1,0.7839,0.7108,0.4314,0.7407,2018-09-19 23:13:04
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Disapp.,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,disagree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Hunterdon/Warren,Less than 50 percent,Cell,0.7778,0.4629,0.8,0.8134,0.7823,2018-09-19 23:15:10
Dem,65 and older,Graduate or Professional Degree,Other,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Other Non-White,Morris,85 percent or higher,Landline,1,0.9569,0.9727,0.5313,0.9882,2018-09-19 23:20:29
Rep,35 to 49,Bachelors' degree,White,Male,White,Don't know,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Oppose,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Somerset,Less than 50 percent,Cell,1,0.3702,0.8598,1.232,0.9467,2018-09-19 23:20:47
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Somerset,50 to 85 percent,Cell,1,0.7961,1.1862,0.6456,1.2334,2018-09-19 23:22:35
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Morris,50 to 85 percent,Landline,1,0.8149,0.7906,0.4251,0.7971,2018-09-19 23:23:11
Dem,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Don't know,Don't know,Oppose,Don't know,disagree,30 to 44,Some College Educ.,Other,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,35 to 49,Hispanic,Somerset,Less than 50 percent,Cell,1,0.2128,0.9793,2.808,0.9333,2018-09-19 23:26:38
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Essex/Union,50 to 85 percent,Cell,1,0.82,1.0117,0.4919,1.0474,2018-09-19 23:26:38
Dem,50 to 64,High school,Black,Female,Black,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,Don't know,Oppose,disagree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Other Non-White,Somerset,Less than 50 percent,Landline,1,0.4191,2.7799,6.2074,3.2449,2018-09-19 23:28:44
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Don't know,agree,45 to 64,4-year College Grad.,Democratic,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Essex/Union,50 to 85 percent,Cell,0.1111,0.672,1.0146,0.8926,0.431,2018-09-19 23:32:30
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Hunterdon/Warren,50 to 85 percent,Landline,0.8889,0.71,0.7421,0.4696,0.7376,2018-09-19 23:34:00
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Hunterdon/Warren,85 percent or higher,Landline,1,0.9128,0.9441,0.4446,0.9636,2018-09-19 23:35:12
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Disapp.,Reps. keep House,Don't know,Favorable,Oppose,Oppose,Support,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Somerset,85 percent or higher,Landline,1,0.8794,0.8895,0.4641,0.912,2018-09-19 23:37:09
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Somerset,50 to 85 percent,Cell,1,0.6425,0.7313,0.6357,0.7874,2018-09-19 23:40:54
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Don't know,Approve,Dems. take House,Don't know,Don't know,Don't know,Support,Support,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Hunterdon/Warren,50 to 85 percent,Cell,1,0.7483,0.7857,0.8031,0.8248,2018-09-19 23:44:48
Rep,65 and older,Some college or trade school,Other,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,65 and older,Some College Educ.,Democratic,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Other Non-White,Somerset,Less than 50 percent,Landline,0.4444,0.144,1.0261,3.0116,0.4678,2018-09-19 23:49:02
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Hunterdon/Warren,85 percent or higher,Cell,1,0.8843,1.0099,0.6408,1.0347,2018-09-19 23:50:23
Und,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Don't know,Oppose,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",White,35 to 49,White,Morris,Less than 50 percent,Cell,0.7778,0.3518,0.7429,1.532,0.8213,2018-09-19 23:51:53
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Somerset,50 to 85 percent,Cell,1,0.7803,1.0633,0.576,1.1089,2018-09-19 23:53:14
Rep,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Don't know,Approve,Reps. keep House,Unfavorable,Unfavorable,Oppose,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,Other Non-White,Morris,Less than 50 percent,Cell,1,0.4816,0.6637,0.8291,0.7537,2018-09-19 23:54:53
