response,ager,educ,file_race,gender,race_eth,approve,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Pima,85 percent or higher,Landline,1,0.9692,0.9971,0.4403,0.9915,2018-10-17 04:38:17
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,50 to 85 percent,Landline,1,0.6291,0.7607,0.7265,0.8011,2018-10-17 04:38:53
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Phoenix/Tempe,50 to 85 percent,Landline,1,0.6107,0.9853,0.8548,1.0431,2018-10-17 04:43:05
Dem,65 and older,High school,Unknown,Male,White,Disapp.,Favorable,Dem.,Don't know,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Rest,50 to 85 percent,Landline,1,0.5171,1.222,1.3865,1.3339,2018-10-17 04:44:53
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Pima,85 percent or higher,Landline,1,0.981,0.7784,0.358,0.7697,2018-10-17 04:47:53
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Don't know,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Non-White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.5784,1.0819,1.1512,1.0954,2018-10-17 04:52:41
Rep,35 to 49,Some college or trade school,Unknown,Male,Other,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,35 to 49,Unknown,Phoenix/Tempe,50 to 85 percent,Cell,1,0.678,0.9632,1.0117,1.0318,2018-10-17 04:58:05
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Favorable,Dem.,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Landline,1,0.9941,0.6406,0.3378,0.6323,2018-10-17 04:58:14
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9883,0.8213,0.4703,0.8122,2018-10-17 04:58:59
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Pima,85 percent or higher,Landline,1,0.9967,0.6868,0.2335,0.6798,2018-10-17 05:02:17
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,50 to 85 percent,Cell,1,0.7783,0.9709,0.6635,0.9872,2018-10-17 05:02:53
Rep,65 and older,High school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Pima,50 to 85 percent,Landline,1,0.603,1.3187,0.9533,1.3291,2018-10-17 05:06:20
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Pima,85 percent or higher,Landline,1,0.9707,0.7305,0.3115,0.7262,2018-10-17 05:06:20
Rep,50 to 64,Bachelors' degree,White,Male,Other,Approve,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,Nonwhite,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9639,1.1148,0.6666,1.1096,2018-10-17 05:10:59
Dem,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,Nonwhite,35 to 49,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9883,0.7902,0.4742,0.7836,2018-10-17 05:17:58
Dem,18 to 34,Some college or trade school,White,Female,Other,Approve,Unfavorable,Rep.,Unfavorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Republican,Nonwhite,18 to 34,White,Rest of Maricopa,Less than 50 percent,Cell,1,0.3844,1.0591,1.9902,1.2264,2018-10-17 05:18:25
Dem,65 and older,Bachelors' degree,White,Female,White,Approve,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,85 percent or higher,Cell,1,0.8799,0.8157,0.5362,0.8262,2018-10-17 05:18:34
Rep,65 and older,High school,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.98740000000000006,1.2125,0.8748,1.1942,2018-10-17 05:19:10
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.989,0.8881,0.5387,0.8751,2018-10-17 05:19:46
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Pima,85 percent or higher,Cell,1,0.9933,1.155,0.5055,1.1447,2018-10-17 05:22:28
Rep,35 to 49,High school,Hispanic,Female,White,Disapp.,Don't know,Rep.,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Non-White,Pima,50 to 85 percent,Cell,1,0.7413,1.7716,1.4266,1.7517,2018-10-17 05:24:52
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Rest,50 to 85 percent,Landline,1,0.5373,0.8165,0.8393,0.8849,2018-10-17 05:27:16
Dem,35 to 49,Some college or trade school,White,Female,Hispanic,Don't know,Favorable,Don't know,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9592,0.8798,0.599,0.8629,2018-10-17 05:27:25
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest of Maricopa,85 percent or higher,Landline,1,0.9913,0.9947,0.5698,0.9808,2018-10-17 05:29:04
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Don't know,Rep.,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Rest,50 to 85 percent,Cell,1,0.5805,0.8917,0.7877,0.9526,2018-10-17 05:30:07
Rep,65 and older,Some college or trade school,White,Female,Other,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,Nonwhite,65 and older,White,Rest,85 percent or higher,Landline,1,0.9607,0.7599,0.4977,0.7568,2018-10-17 05:30:25
Dem,65 and older,High school,White,Male,White,Approve,Favorable,Rep.,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Phoenix/Tempe,50 to 85 percent,Landline,0.7778,0.7041,1.2364,0.9364,1.1659,2018-10-17 05:31:19
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Phoenix/Tempe,50 to 85 percent,Cell,1,0.7488,1.1039,0.9913,1.1292,2018-10-17 05:31:36
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",50 to 64,White,Rest,50 to 85 percent,Cell,1,0.7485,0.8407,0.6445,0.8306,2018-10-17 05:32:21
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9696,0.9699,0.5572,0.9522,2018-10-17 05:33:51
Und,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Favorable,Rep.,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Not at all likely,Democrat,"White, 4-Year College Grads",50 to 64,White,Rest of Maricopa,50 to 85 percent,Cell,0.1111,0.6506,0.8184,0.5574,0.3292,2018-10-17 05:34:54
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9935,0.7132,0.4144,0.7068,2018-10-17 05:37:45
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Unfavorable,Rep.,Don't know,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Rest of Maricopa,50 to 85 percent,Cell,0.4444,0.5697,0.9094,0.8265,0.6209,2018-10-17 05:37:45
Rep,65 and older,High school,Unknown,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",65 and older,Unknown,Rest,85 percent or higher,Cell,1,0.9852,1.3007,0.8842,1.2902,2018-10-17 05:39:24
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.8841,0.8881,0.6026,0.8987,2018-10-17 05:40:18
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9937,0.7132,0.4143,0.7056,2018-10-17 05:41:03
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Other,Female,Already voted,Democrat,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.8926,0.8225,0.5116,0.8307,2018-10-17 05:43:36
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Unfavorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest of Maricopa,85 percent or higher,Cell,1,0.8643,0.7606,0.461,0.7617,2018-10-17 05:46:00
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",35 to 49,White,Rest of Maricopa,Less than 50 percent,Cell,0.7778,0.2011,1.0627,3.8974,0.8339,2018-10-17 05:49:46
Rep,35 to 49,[DO NOT READ] Refused,White,Female,White,Approve,Unfavorable,Rep.,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",35 to 49,White,Rest,50 to 85 percent,Cell,1,0.7296,0.9847,0.878,1.0115,2018-10-17 05:49:55
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Approve,Unfavorable,Rep.,Favorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,Unknown,Rest,Less than 50 percent,Cell,0.7778,0.4339,1.1419,1.8456,1.1945,2018-10-17 05:53:22
Dem,50 to 64,Some college or trade school,Hispanic,Male,Other,Don't know,Favorable,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Rest,85 percent or higher,Cell,1,0.9152,1.1202,0.7375,1.1139,2018-10-17 05:53:40
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,50 to 64,Non-White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9779,1.0808,0.7124,1.0688,2018-10-17 05:55:10
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Pima,85 percent or higher,Cell,1,0.9273,0.9355,0.4437,0.9289,2018-10-17 05:56:13
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",35 to 49,White,Pima,50 to 85 percent,Cell,1,0.8433,0.949,0.4685,0.9696,2018-10-17 05:56:49
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Non-White,Rest of Maricopa,50 to 85 percent,Cell,1,0.789,1.1308,0.7914,1.1474,2018-10-17 05:57:43
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Phoenix/Tempe,85 percent or higher,Cell,1,0.9064,1.0977,0.6993,1.0748,2018-10-17 05:58:55
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,Unknown,Pima,50 to 85 percent,Cell,1,0.5201,1.0227,0.9385,1.1151,2018-10-17 06:00:16
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),Nonwhite,35 to 49,Non-White,Rest of Maricopa,Less than 50 percent,Cell,1,0.4505,1.5491,2.8253,1.8282,2018-10-17 06:01:55
Rep,50 to 64,High school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,85 percent or higher,Cell,1,0.8679,1.5475,1.1246,1.5164,2018-10-17 06:02:49
Dem,50 to 64,Some college or trade school,White,Female,White,Approve,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Rest,85 percent or higher,Cell,0.6667,0.9908,0.851,0.5117,0.833,2018-10-17 06:05:15
Rep,35 to 49,High school,White,Female,White,Approve,Don't know,Rep.,Don't know,30 to 44,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest,85 percent or higher,Cell,0.8889,0.8981,1.4834,1.387,1.3718,2018-10-17 06:05:24
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Unknown,Rest of Maricopa,85 percent or higher,Cell,1,0.9915,0.9528,0.5419,0.9424,2018-10-17 06:07:30
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9916,0.942,0.5093,0.9318,2018-10-17 06:08:06
Rep,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,Don't know,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),Nonwhite,35 to 49,Non-White,Pima,50 to 85 percent,Cell,1,0.588,1.2699,1.1408,1.2834,2018-10-17 06:15:36
Dem,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,Don't know,Favorable,Dem.,Don't know,45 to 64,Postgraduate Degree,Other,Male,Very likely,Independent (No party),Nonwhite,50 to 64,Non-White,Rest of Maricopa,50 to 85 percent,Cell,0.7778,0.7844,1.0022,0.6464,0.9479,2018-10-17 06:15:45
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9944,0.6459,0.3268,0.6391,2018-10-17 06:28:41
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Rest of Maricopa,85 percent or higher,Cell,1,0.9812,0.9699,0.5506,0.9591,2018-10-17 06:32:26
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Favorable,Dem.,Favorable,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,35 to 49,Non-White,Rest of Maricopa,85 percent or higher,Cell,1,0.9693,1.0402,0.6437,1.0343,2018-10-17 06:34:14
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,Favorable,Rep.,Unfavorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Phoenix/Tempe,50 to 85 percent,Cell,0.8889,0.8218,0.9289,0.6701,0.8974,2018-10-17 22:56:20
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Rest,85 percent or higher,Cell,1,0.9063,0.806,0.5001,0.8024,2018-10-17 23:11:05
