response,ager,educ,file_race,gender,race_eth,approve,ASSAULTW,ENGLISH,genballot,hdem_fav,hrep_fav,LIFECHANGE,OPIOID,REVERSERACIS,STRANGER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,35 to 49,Some college or trade school,White,Male,Black,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,agree,agree,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,Rest,White,Less than 50 percent,Cell,0.5556,0.1983,1.1088,2.9605,0.7485
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.8931,0.5627,0.2711,0.5841
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,support,Don't know,Don't know,Favorable,Don't know,disagree,yes,agree,disagree,30 to 44,Postgraduate Degree,Other,Female,Not very likely,Republican,"White, 4-Year College Grads",White,St. Clair,White,Less than 50 percent,Cell,0.4444,0.0721,1.0808,3.9116,0.4992
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Madison,Unknown,50 to 85 percent,Cell,1,0.805,1.1898,0.6057,1.2529
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,disagree,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9229,0.619,0.2911,0.6401
Rep,50 to 64,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,oppose,agree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Rest,White,85 percent or higher,Cell,1,0.9773,0.7687,0.438,0.7912
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Landline,0.8889,0.7352,0.7177,0.375,0.753
Dem,50 to 64,Grade school,White,Female,White,Approve,support,agree,Reps. keep House,Unfavorable,Favorable,agree,yes,disagree,agree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,1,0.4444,1.3375,2.7061,1.5651
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,disagree,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9722,0.4217,0.2084,0.4342
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.958,0.5627,0.2528,0.5799
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,St. Clair,White,85 percent or higher,Cell,1,0.9548,1.1973,0.4849,1.2341
Rep,50 to 64,High school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,no,agree,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.884,1.1131,0.7713,1.1348
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Don't know,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,White,Less than 50 percent,Cell,0.1111,0.1305,0.6388,2.2747,0.2048
Dem,50 to 64,High school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Landline,1,0.8623,1.8833,1.3596,1.9639
Rep,50 to 64,High school,White,Male,White,Approve,support,agree,Reps. keep House,Don't know,Don't know,disagree,no,agree,disagree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,0.7778,0.2247,1.4551,4.7303,1.536
Und,35 to 49,Some college or trade school,Other,Female,White,Approve,Don't know,agree,Dems. take House,Don't know,Favorable,Don't know,no,agree,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,Other Non-White,85 percent or higher,Cell,1,0.964,0.6699,0.2536,0.69
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,Don't know,no,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Cell,0.8889,0.5322,0.844,0.8085,0.8659
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,St. Clair,White,Less than 50 percent,Landline,1,0.3803,1.2594,1.9777,1.5213
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,support,agree,Reps. keep House,Favorable,Favorable,agree,no,agree,disagree,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,0.6667,0.8625,0.8223,0.4433,0.7452
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,disagree,yes,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,1,0.7361,0.969,0.5187,1.0345
Und,18 to 34,Some college or trade school,White,Female,White,Disapp.,oppose,disagree,Don't know,Don't know,Don't know,agree,yes,agree,disagree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,Less than 50 percent,Cell,0.2222,0.1809,0.9239,5.2323,0.4522
Dem,50 to 64,High school,White,Male,White,Disapp.,oppose,agree,Dems. take House,Favorable,Unfavorable,Don't know,no,agree,agree,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9286,1.211,0.649,1.2515
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Unfavorable,Don't know,no,disagree,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9753,0.5614,0.2891,0.5742
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Don't know,Unfavorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,St. Clair,White,50 to 85 percent,Landline,0.7778,0.5089,1.4226,1.2628,1.4048
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Cell,1,0.6672,0.844,0.645,0.9158
Dem,65 and older,Bachelors' degree,Black,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,Black,85 percent or higher,Landline,1,0.9089,1.0092,0.5149,1.0454
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,Don't know,yes,agree,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9707,0.6108,0.2568,0.6289
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,yes,agree,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9669,0.5614,0.2916,0.5735
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,Unknown,85 percent or higher,Landline,1,0.9939,0.4367,0.1342,0.4497
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Cell,1,0.6683,0.8557,0.5111,0.9283
Dem,65 and older,Some college or trade school,White,Male,White,Approve,support,agree,Reps. keep House,Favorable,Don't know,agree,no,Don't know,disagree,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Landline,1,0.8103,1.0659,0.5226,1.1213
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.958,0.6122,0.2235,0.625
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,disagree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,50 to 85 percent,Cell,0.8889,0.7384,0.9807,0.8275,1.0283
Dem,65 and older,High school,Black,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,agree,yes,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Madison,Black,85 percent or higher,Landline,1,0.9777,1.2212,1.0666,1.2571
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Favorable,agree,yes,agree,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Landline,1,0.6324,0.4695,0.2557,0.4901
Dem,50 to 64,Some college or trade school,Black,Male,White,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,agree,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,St. Clair,Black,85 percent or higher,Landline,1,0.9781,1.5647,0.812,1.6106
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,oppose,agree,Reps. keep House,Don't know,Unfavorable,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,0.7778,0.9312,0.6283,0.292,0.6292
Rep,35 to 49,High school,White,Female,[DO NOT READ] Don't know/Refused,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,agree,disagree,30 to 44,High School Grad. or Less,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Rest,White,85 percent or higher,Cell,1,0.8505,1.0792,0.8139,1.1015
Und,50 to 64,[DO NOT READ] Refused,Black,Female,[DO NOT READ] Don't know/Refused,Don't know,support,disagree,Don't know,Don't know,Don't know,disagree,no,disagree,agree,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,Not at all likely,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,St. Clair,Black,Less than 50 percent,Cell,0.1111,0.4763,1.3551,1.3611,0.4607
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9901,0.411,0.1611,0.4216
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,18 to 29,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,St. Clair,White,Less than 50 percent,Cell,0.7778,0.2361,1.7007,6.0951,1.7855
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,support,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9835,0.5614,0.2867,0.5778
Rep,65 and older,High school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,no,agree,disagree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.976,0.9076,0.5167,0.9343
Dem,18 to 34,Some college or trade school,Hispanic,Male,White,Approve,oppose,agree,Dems. take House,Don't know,Don't know,disagree,no,agree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Madison,Other Non-White,50 to 85 percent,Cell,1,0.7338,1.3211,0.6252,1.4112
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,support,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,Unknown,85 percent or higher,Landline,1,0.9815,0.8586,0.3316,0.8837
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,yes,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9917,0.4471,0.1422,0.4604
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,agree,Reps. keep House,Favorable,Favorable,agree,yes,agree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9812,0.8704,0.4877,0.8959
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,Approve,support,disagree,Reps. keep House,Favorable,Favorable,agree,yes,agree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,St. Clair,Unknown,85 percent or higher,Cell,0.7778,0.8799,0.7799,0.3611,0.7306
Dem,18 to 34,Some college or trade school,Unknown,Male,White,Disapp.,oppose,disagree,Dems. take House,Don't know,Unfavorable,disagree,yes,disagree,disagree,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,Unknown,85 percent or higher,Cell,1,0.9131,0.6678,0.3121,0.6914
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,disagree,yes,disagree,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9707,0.6195,0.2556,0.6332
Und,18 to 34,Bachelors' degree,White,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Don't know,Favorable,agree,no,disagree,disagree,30 to 44,4-year College Grad.,Other,Female,Not very likely,Democrat,Nonwhite,Nonwhite,Rest,White,Less than 50 percent,Cell,0.1111,0.2365,0.8503,2.0081,0.2928
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,disagree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,White,Less than 50 percent,Cell,1,0.4483,1.0808,1.3089,1.2626
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,oppose,disagree,Don't know,Favorable,Unfavorable,agree,yes,Don't know,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.8994,0.5784,0.1902,0.5999
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Cell,1,0.9721,0.5775,0.3165,0.5945
Rep,65 and older,High school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.9676,0.8342,0.5896,0.8524
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Unfavorable,agree,no,agree,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,Unknown,50 to 85 percent,Cell,1,0.721,0.8158,0.2854,0.8415
Und,18 to 34,Some college or trade school,Unknown,Male,White,Approve,oppose,disagree,Don't know,Unfavorable,Unfavorable,agree,yes,disagree,disagree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,Madison,Unknown,Less than 50 percent,Cell,0,0.1329,0.8688,2.9423,0.4814
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Don't know,agree,no,agree,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Madison,White,50 to 85 percent,Landline,1,0.6197,1.3163,1.172,1.4468
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,yes,agree,agree,45 to 64,Some College Educ.,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Cell,1,0.9683,1.4727,0.8497,1.4156
Dem,18 to 34,Bachelors' degree,Black,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Don't know,disagree,no,disagree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,St. Clair,Black,85 percent or higher,Cell,1,0.9055,1.3054,0.6271,1.3529
Und,65 and older,Bachelors' degree,White,Female,White,Don't know,oppose,agree,Don't know,Don't know,Don't know,agree,no,agree,Don't know,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,White,50 to 85 percent,Landline,1,0.7543,0.6413,0.379,0.6592
Dem,[DO NOT READ] Refused,High school,Black,Female,Black,Disapp.,oppose,disagree,Dems. take House,Favorable,Unfavorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,Black,50 to 85 percent,Landline,1,0.5412,1.5747,2.007,1.7739
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,yes,disagree,disagree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Madison,White,50 to 85 percent,Cell,1,0.8447,1.2436,0.6871,1.3004
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Reps. keep House,Favorable,Favorable,agree,no,disagree,agree,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Landline,0.8889,0.94,1.0756,0.5764,1.0541
Rep,[DO NOT READ] Refused,High school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,disagree,no,agree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9757,0.8129,0.4603,0.8369
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,support,disagree,Reps. keep House,Don't know,Don't know,agree,no,disagree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Not very likely,Republican,"White, 4-Year College Grads",White,St. Clair,White,50 to 85 percent,Landline,0.2222,0.779,1.1162,0.6884,0.7075
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Favorable,Favorable,agree,yes,disagree,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.8503,0.947,0.4974,0.9894
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,Don't know,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Cell,1,0.9704,0.947,0.4358,0.9751
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,Don't know,no,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9641,0.6195,0.2573,0.6381
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Favorable,disagree,no,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9898,0.6122,0.2163,0.6303
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,Black,Disapp.,support,disagree,Dems. take House,Don't know,Don't know,disagree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,St. Clair,White,85 percent or higher,Cell,1,0.9637,1.0358,0.3819,1.067
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Unfavorable,disagree,no,disagree,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Madison,White,50 to 85 percent,Cell,1,0.7359,1.0886,0.7265,1.1623000000000001
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,disagree,no,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9638,0.8363,0.3926,0.8614
Dem,50 to 64,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Rest,White,85 percent or higher,Landline,1,0.9885,0.5627,0.245,0.5793
Rep,65 and older,High school,White,Male,White,Approve,oppose,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,White,85 percent or higher,Landline,1,0.9579,1.3605,0.881,1.402
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,Disapp.,support,disagree,Don't know,Favorable,Don't know,disagree,no,disagree,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,St. Clair,White,85 percent or higher,Cell,1,0.8981,1.0358,0.4098,1.0745
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,support,disagree,Dems. take House,Favorable,Unfavorable,agree,no,disagree,agree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,Rest,White,85 percent or higher,Landline,1,0.9212,0.4471,0.15310000000000001,0.4557
Und,65 and older,High school,White,Female,White,Disapp.,support,disagree,Don't know,Don't know,Don't know,disagree,no,agree,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9179,0.8342,0.6215,0.8632
Und,50 to 64,Grade school,White,Female,Other,Disapp.,oppose,agree,Don't know,Unfavorable,Unfavorable,disagree,yes,agree,agree,45 to 64,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,Rest,White,Less than 50 percent,Cell,0.7778,0.3771,1.3375,3.1893,1.4849
Rep,65 and older,High school,White,Female,White,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,St. Clair,White,85 percent or higher,Landline,1,0.9539,1.4115,1.0285,1.455
Rep,65 and older,Some college or trade school,White,Female,White,Approve,support,disagree,Reps. keep House,Don't know,Favorable,agree,no,agree,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Madison,White,85 percent or higher,Landline,1,0.9517,0.9529,0.5541,0.9723
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,oppose,agree,Don't know,Unfavorable,Unfavorable,disagree,yes,disagree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Madison,White,85 percent or higher,Cell,0,0.8676,1.3047,0.923,1.1583
Rep,65 and older,[DO NOT READ] Refused,Unknown,Male,White,Don't know,oppose,Don't know,Don't know,Don't know,Don't know,disagree,no,agree,agree,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,St. Clair,Unknown,85 percent or higher,Landline,0.8889,0.942,0.7325,0.125,0.7516
Rep,65 and older,Some college or trade school,White,Male,Other,Approve,oppose,agree,Reps. keep House,Don't know,Favorable,agree,no,agree,agree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Rest,White,85 percent or higher,Landline,1,0.9635,0.6916,0.2891,0.7124
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,support,Don't know,Dems. take House,Favorable,Don't know,disagree,no,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,St. Clair,White,50 to 85 percent,Cell,1,0.6842,1.4478,0.8585,1.5001
Rep,65 and older,High school,White,Female,White,Approve,oppose,disagree,Reps. keep House,Unfavorable,Favorable,agree,no,agree,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,White,85 percent or higher,Landline,1,0.9576,0.8342,0.5958,0.8516
