response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_unkother,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Dem,18 to 34,Some college or trade school,Unknown,Female,Other,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Unknown/Non-White,Linn,50 to 85 percent,Cell,1,0.7563,0.8672,0.9506,0.9403,2018-09-19 00:30:06
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Linn,85 percent or higher,Cell,1,0.9614,1.4764,0.7868,1.5376,2018-09-19 00:30:24
Dem,65 and older,High school,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,0.4444,0.9025,1.2682,1.1347,1.1442,2018-09-19 00:31:51
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump <60%",85 percent or higher,Cell,1,0.9929,0.6533,0.4335,0.6862,2018-09-19 00:32:00
Rep,35 to 49,High school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Black Hawk,50 to 85 percent,Cell,1,0.8447,1.6289,1.28,1.7374,2018-09-19 00:32:00
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.9961,0.6971,0.4521,0.7326,2018-09-19 00:32:18
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Support,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown/Non-White,Black Hawk,85 percent or higher,Cell,1,0.9776,0.4783,0.249,0.5022,2018-09-19 00:34:24
Rep,65 and older,High school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9538,1.4491,1.1265,1.5236,2018-09-19 00:34:42
Dem,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Unknown/Non-White,Linn,50 to 85 percent,Cell,1,0.7377,1.4391,1.3671,1.5112,2018-09-19 00:35:00
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Linn,50 to 85 percent,Landline,1,0.8496,1.3844,1.0328,1.4413,2018-09-19 00:35:18
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Black Hawk,50 to 85 percent,Cell,1,0.8135,0.7713,0.5973,0.8046,2018-09-19 00:38:54
Dem,65 and older,High school,White,Female,White,support,Disapp.,Dems. take House,Unfavorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.8717,1.0812,0.9152,1.1483,2018-09-19 00:40:06
Dem,18 to 34,Graduate or Professional Degree,Other,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Support,agree,30 to 44,Postgraduate Degree,Democratic,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown/Non-White,"Rest, Trump <60%",85 percent or higher,Landline,0.5556,0.8619,0.499,0.4491,0.4482,2018-09-19 00:40:24
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Black Hawk,Less than 50 percent,Cell,0.8889,0.3125,1.1832,2.5092,1.0607,2018-09-19 00:41:27
Rep,50 to 64,Bachelors' degree,White,Male,Other,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Oppose,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9541,1.1223,0.6193,1.18,2018-09-19 00:41:27
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,45 to 64,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Black Hawk,85 percent or higher,Cell,0.7778,0.8841,0.7379,0.4082,0.7478,2018-09-19 00:42:03
Dem,65 and older,Some college or trade school,White,Female,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",50 to 85 percent,Landline,1,0.8237,0.7585,0.6308,0.8119,2018-09-19 00:42:30
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Rest, Trump >60%",Less than 50 percent,Landline,0.1111,0.3646,1.1989,2.3256,0.3695,2018-09-19 00:42:48
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Linn,85 percent or higher,Cell,1,0.9502,1.2717,0.8144,1.3375,2018-09-19 00:42:57
Rep,50 to 64,High school,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Dubuque,50 to 85 percent,Cell,1,0.5439,1.6226,1.9279,1.8626,2018-09-19 00:43:24
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9596,1.1502,0.7195,1.2088,2018-09-19 00:43:33
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Dubuque,85 percent or higher,Cell,1,0.9826,0.9505,0.6241,0.9978,2018-09-19 00:45:12
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Dubuque,85 percent or higher,Cell,1,0.9347,0.878,0.5077,0.913,2018-09-19 00:45:30
Rep,65 and older,Bachelors' degree,Unknown,Male,White,support,Don't know,Reps. keep House,Unfavorable,Unfavorable,Support,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Unknown/Non-White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9422,1.2474,0.7981,1.3129,2018-09-19 00:45:36
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Approve,Reps. keep House,Don't know,Unfavorable,Support,Support,Oppose,disagree,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Black Hawk,85 percent or higher,Landline,1,0.9441,0.6311,0.476,0.6641,2018-09-19 00:45:36
Dem,50 to 64,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Support,Oppose,Support,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9539,0.7543,0.6209,0.793,2018-09-19 00:45:36
Dem,35 to 49,High school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Support,Oppose,disagree,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Dubuque,85 percent or higher,Cell,1,0.9687,1.5285,1.2556,1.6054,2018-09-19 00:45:45
Und,50 to 64,Some college or trade school,Unknown,Female,White,oppose,Approve,Don't know,Don't know,Don't know,Don't know,Oppose,Oppose,agree,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Unknown/Non-White,Linn,Less than 50 percent,Landline,0.4444,0.4828,1.4319,1.8078,0.9945,2018-09-19 00:45:54
Dem,18 to 34,Some college or trade school,White,Female,White,Don't know,Disapp.,Don't know,Favorable,Unfavorable,Oppose,Support,Oppose,agree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Black Hawk,Less than 50 percent,Cell,0.7778,0.4798,0.8401,1.5602,0.7144,2018-09-19 00:47:33
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Black Hawk,85 percent or higher,Landline,1,0.9168,0.5446,0.4425,0.5749,2018-09-19 00:48:54
Rep,65 and older,High school,White,Male,White,support,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Support,disagree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump <60%",85 percent or higher,Cell,0.8889,0.9214,1.3659,1.0185,1.4307,2018-09-19 00:49:30
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Linn,85 percent or higher,Landline,1,0.9536,0.7663,0.5788,0.8057,2018-09-19 00:50:06
Dem,35 to 49,Bachelors' degree,White,Male,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Linn,85 percent or higher,Landline,0.8889,0.9475,1.5191,1.1071,1.5243,2018-09-19 00:50:23
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Don't know,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Black Hawk,50 to 85 percent,Landline,1,0.5843,0.7496,0.5992,0.8492,2018-09-19 00:51:00
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,"Rest, Trump >60%",Less than 50 percent,Cell,1,0.4601,1.582,2.7798,1.8753,2018-09-19 00:51:27
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Disapp.,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Linn,85 percent or higher,Cell,0.8889,0.9935,1.0994,0.6411,1.1534,2018-09-19 00:52:48
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Disapp.,Don't know,Don't know,Favorable,Support,Support,Support,agree,30 to 44,Postgraduate Degree,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Linn,50 to 85 percent,Landline,0.6667,0.7629,0.9953,0.8163,0.8768,2018-09-19 00:52:57
Dem,65 and older,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.9584,0.9616,0.6775,1.0107,2018-09-19 00:53:15
Rep,65 and older,Graduate or Professional Degree,White,Male,Other,support,Approve,Don't know,Unfavorable,Favorable,Support,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,Nonwhite,65 and older,White,Linn,85 percent or higher,Cell,1,0.9973,1.0827,0.6731,1.138,2018-09-19 00:53:24
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Dubuque,85 percent or higher,Cell,1,0.8949,0.7277,0.4337,0.7566,2018-09-19 00:55:48
Rep,65 and older,Some college or trade school,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Unfavorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Black Hawk,85 percent or higher,Cell,1,0.9142,0.7973,0.5779,0.8418,2018-09-19 00:56:06
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Dubuque,50 to 85 percent,Cell,0.5556,0.7091,0.7891,0.8184,0.6496,2018-09-19 00:56:06
Rep,18 to 34,Bachelors' degree,White,Female,White,Don't know,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Oppose,Support,agree,30 to 44,4-year College Grad.,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Rest, Trump >60%",50 to 85 percent,Cell,0,0.5507,0.8737,0.9523,0.2973,2018-09-19 00:57:09
Dem,65 and older,High school,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown/Non-White,Linn,85 percent or higher,Cell,0.1111,0.9592,1.378,1.0262,1.3647,2018-09-19 00:58:30
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Support,disagree,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Linn,50 to 85 percent,Landline,1,0.5793,0.9881,1.3445,1.062,2018-09-19 00:58:39
Dem,65 and older,High school,White,Female,White,oppose,Don't know,Dems. take House,Favorable,Unfavorable,Oppose,Support,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Dubuque,85 percent or higher,Landline,1,0.9948,1.0128,0.7669,1.0641,2018-09-19 00:59:05
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Linn,Less than 50 percent,Cell,0.8889,0.477,1.3375,2.6085,1.5226,2018-09-19 01:00:18
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Disapp.,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Rest, Trump <60%",85 percent or higher,Cell,0.8889,0.9889,1.2926,0.9369,1.3547,2018-09-19 01:00:27
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,Other,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Unknown/Non-White,Black Hawk,85 percent or higher,Cell,1,0.9547,0.6411,0.3425,0.674,2018-09-19 01:02:42
